RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,39546,Keith Mitchell,57' 1",2910.917,51,-20
2,0,55454,Carl Yuan,59' 1",2009.667,34,-6
3,0,31646,Emiliano Grillo,60' 6",2359.750,39,-6
4,0,48117,Kurt Kitayama,61' 2",3057.583,50,-20
5,0,28237,Rory McIlroy,61' 11",2601.917,42,-17
6,0,34255,Joseph Bramlett,62' 9",3200.833,51,-18
6,0,52375,Doug Ghim,62' 9",2821.917,45,-13
8,0,35450,Patrick Cantlay,63' 1",2335.250,37,-7
8,0,52453,Nicolai HÃ¸jgaard,63' 1",2080.667,33,-6
10,0,36801,Mark Hubbard,63' 6",4064.667,64,-9
11,0,57900,Chandler Phillips,63' 9",3188.167,50,+5
12,0,39971,Sungjae Im,63' 11",3196.333,50,-17
12,0,55182,Tom Kim,63' 11",3449.750,54,-9
14,0,50484,Hayden Springer,64' 1",2371.583,37,-10
15,0,33948,Byeong Hun An,64' 4",3346.250,52,-22
15,0,34587,Chan Kim,64' 4",2700.917,42,-11
17,0,34374,Erik Barnes,64' 5",1996.583,31,-9
18,0,27064,Jhonattan Vegas,64' 8",3493.500,54,-11
19,0,51890,Greyson Sigg,65' 3",2739.250,42,E
20,0,25900,Lucas Glover,65' 7",2624.750,40,+5
20,0,47483,Will Zalatoris,65' 7",3081.583,47,-7
22,0,35310,Lanto Griffin,65' 8",2757.833,42,-5
23,0,29478,Kevin Kisner,65' 9",2366.750,36,+6
23,0,39324,J.J. Spaun,65' 9",3682.583,56,-4
25,0,27349,Alex Noren,66' 1",3173.500,48,-12
26,0,35532,Tom Hoge,66' 3",5034.250,76,-12
27,0,36884,Ben Kohles,66' 6",2460.167,37,+8
28,0,56149,Wilson Furr,66' 9",2602.583,39,-7
29,0,39997,Corey Conners,66' 10",2872.833,43,-12
30,0,33408,Tyson Alexander,67' 1",3757.833,56,-5
31,0,33653,Thomas Detry,67' 3",2891.167,43,-8
31,0,46717,Viktor Hovland,67' 3",2285.750,34,-11
33,0,52215,Robert MacIntyre,67' 4",3435.417,51,-24
34,0,33399,Adam Hadwin,67' 5",1819.750,27,-4
35,0,54628,Lee Hodges,67' 8",4059.333,60,-4
36,0,32367,Jorge Campillo,67' 10",2577.417,38,-12
36,0,33968,ThorbjÃ¸rn Olesen,67' 10",2576.500,38,-11
36,0,48867,Matti Schmid,67' 10",3458.750,51,-14
39,0,34563,Chesson Hadley,68' 0",2923.000,43,-5
40,0,33204,Shane Lowry,68' 1",1634.250,24,E
40,0,30163,Henrik Norlander,68' 1",1974.417,29,-16
40,0,50493,Justin Suh,68' 1",2042.250,30,-2
43,0,38991,Alejandro Tosti,68' 2",3748.083,55,-19
44,0,40058,Zac Blair,68' 4",3006.667,44,-3
44,0,46442,Maverick McNealy,68' 4",4168.667,61,-15
46,0,52955,Ludvig Ãberg,68' 6",2329.250,34,-8
46,0,29725,Tony Finau,68' 6",3219.250,47,-10
48,0,47504,Sam Burns,68' 9",2201.000,32,-7
48,0,37275,Sam Ryder,68' 9",2820.083,41,-6
50,0,52513,Carson Young,69' 0",2691.250,39,-1
51,0,22371,Aaron Baddeley,69' 4",3603.583,52,-2
52,0,50188,S.H. Kim,69' 5",5346.750,77,-21
53,0,37455,Si Woo Kim,69' 7",3550.250,51,-14
54,0,25493,Nick Taylor,69' 8",3690.333,53,-12
55,0,52374,Brandon Wu,69' 10",2792.167,40,-8
56,0,36799,Stephan Jaeger,70' 1",3432.417,49,-7
57,0,35461,Beau Hossler,70' 2",3439.833,49,-12
58,0,32640,Troy Merritt,70' 3",1966.917,28,-11
59,0,47806,Raul Pereda,70' 4",2251.583,32,-1
60,0,51766,Wyndham Clark,70' 10",2903.250,41,-17
60,0,40250,Taylor Pendrith,70' 10",3754.333,53,-20
62,0,54421,Garrick Higgo,70' 11",2977.500,42,-4
62,0,39975,Michael Kim,70' 11",2837.000,40,-3
64,0,29936,Ryan Fox,71' 2",4484.167,63,-2
64,0,54783,Dylan Wu,71' 2",3985.083,56,-5
66,0,29908,C.T. Pan,71' 3",1995.417,28,+2
67,0,23320,Ryan Palmer,71' 4",2639.167,37,-2
68,0,34099,Harris English,71' 5",3568.917,50,-5
69,0,60767,Blaine Hale Jr.,71' 6",2217.417,31,-11
69,0,34466,Peter Malnati,71' 6",3217.833,45,-4
69,0,24502,Adam Scott,71' 6",2646.500,37,-18
72,0,45157,Cam Davis,71' 7",4008.583,56,-3
73,0,34256,Andrew Putnam,71' 9",3804.750,53,+3
73,0,39327,Ben Silverman,71' 9",2511.250,35,-5
75,0,59836,Pierceson Coody,71' 10",2514.833,35,-7
75,0,34076,Joel Dahmen,71' 10",2730.417,38,-6
75,0,46046,Scottie Scheffler,71' 10",2656.917,37,-12
78,0,54576,Patrick Fishburn,71' 11",3307.583,46,-6
78,0,35506,Mackenzie Hughes,71' 11",4963.000,69,-11
80,0,52666,Sami Valimaki,72' 0",2015.583,28,+4
81,0,40162,Justin Lower,72' 1",4037.250,56,+3
82,0,47983,Chad Ramey,72' 2",2814.667,39,-4
83,0,47663,Kevin Dougherty,72' 3",3033.083,42,-7
83,0,30926,Chris Kirk,72' 3",1516.667,21,-8
83,0,23108,Matt Kuchar,72' 3",2385.500,33,+4
86,0,59866,Nick Dunlap,72' 4",3109.333,43,-17
87,0,26596,Ryan Moore,72' 5",3113.917,43,-4
88,0,40026,Daniel Berger,72' 6",2248.333,31,-3
88,0,60004,Jacob Bridgeman,72' 6",3045.583,42,-8
88,0,31323,Gary Woodland,72' 6",4638.333,64,-16
91,0,45522,Christiaan Bezuidenhout,72' 7",2611.750,36,+5
91,0,32366,Kevin Chappell,72' 7",2686.000,37,-4
93,0,57366,Cameron Young,72' 9",3348.083,46,-6
94,0,51997,Andrew Novak,72' 11",4303.250,59,-5
95,0,54591,Ben Griffin,73' 0",5035.417,69,-21
95,0,47995,Davis Riley,73' 0",3869.833,53,-7
97,0,49947,Taylor Moore,73' 1",4898.333,67,-19
98,0,47993,Denny McCarthy,73' 2",2999.250,41,-8
99,0,40098,Matt Fitzpatrick,73' 4",3371.833,46,-9
100,0,28089,Jason Day,73' 7",3459.750,47,-9
101,0,48699,Callum Tarren,73' 8",4642.083,63,-10
102,0,57362,Austin Eckroat,73' 9",2137.750,29,-6
103,0,55893,Sam Stevens,74' 0",3476.917,47,-18
103,0,27770,Camilo Villegas,74' 0",3033.667,41,-1
105,0,45242,Kevin Yu,74' 2",3413.417,46,-13
106,0,27214,Kevin Streelman,74' 3",2154.000,29,-10
106,0,40115,Adam Svensson,74' 3",5121.417,69,-5
108,0,48084,Wesley Bryan,74' 4",2007.417,27,-14
109,0,27644,Brian Harman,74' 5",2455.500,33,+3
110,0,48119,Ben Taylor,74' 8",3510.833,47,-11
111,0,51696,Rico Hoey,74' 9",3363.083,45,-10
112,0,48319,Tom Whitney,74' 11",2247.917,30,+2
113,0,27936,Martin Laird,75' 0",2923.750,39,-8
114,0,51349,Nico Echavarria,75' 1",3530.833,47,-1
114,0,46340,Alex Smalley,75' 1",2702.500,36,-6
114,0,33448,Justin Thomas,75' 1",3680.917,49,-11
117,0,27139,David Skinns,75' 3",4212.917,56,E
118,0,60067,Joe Highsmith,75' 4",4143.917,55,-3
118,0,27129,Luke List,75' 4",3616.583,48,+3
120,0,32102,Rickie Fowler,75' 7",3324.750,44,-7
120,0,12716,Charley Hoffman,75' 7",3323.833,44,-5
120,0,32839,Hideki Matsuyama,75' 7",2947.417,39,-9
123,0,59095,Chris Gotterup,75' 11",4024.667,53,-19
123,0,48153,Matthieu Pavon,75' 11",2200.583,29,-7
125,0,52514,Trace Crowe,76' 0",2507.083,33,E
125,0,46113,Ryan McCormick,76' 0",2810.500,37,-5
125,0,27330,Josh Teater,76' 0",1824.500,24,+2
128,0,32757,Patton Kizzire,76' 2",2742.583,36,-2
128,0,36871,Matt NeSmith,76' 2",3199.083,42,-1
128,0,28252,Seamus Power,76' 2",3960.833,52,-6
131,0,47591,Eric Cole,76' 3",4572.500,60,-18
132,0,58168,Davis Thompson,76' 4",3739.750,49,-12
133,0,36326,David Lipsky,76' 6",2985.083,39,-1
133,0,36699,Patrick Rodgers,76' 6",4128.750,54,-18
133,0,34046,Jordan Spieth,76' 6",2678.333,35,-3
136,0,35617,Martin Trainer,76' 7",2221.917,29,-3
137,0,57975,Harry Hall,76' 8",4140.083,54,-15
138,0,37212,Paul Barjon,76' 10",2381.583,31,-8
139,0,24024,Zach Johnson,76' 11",1231.083,16,+1
139,0,26476,Chez Reavie,76' 11",2769.333,36,E
141,0,40006,Erik van Rooyen,77' 1",3547.583,46,-6
142,0,47988,Nick Hardy,77' 2",3856.833,50,-12
142,0,51894,Vince Whaley,77' 2",3085.583,40,-5
144,0,29420,Billy Horschel,77' 3",3322.667,43,-13
144,0,30927,Brendon Todd,77' 3",4787.833,62,-1
146,0,32791,K.H. Lee,77' 9",2800.083,36,-3
147,0,33141,Keegan Bradley,77' 10",2645.667,34,-6
148,0,49771,J.T. Poston,78' 2",2814.750,36,+4
149,0,28775,Nate Lashley,78' 5",2745.250,35,-8
149,0,46441,Robby Shelton,78' 5",4234.250,54,E
151,0,56630,Akshay Bhatia,78' 11",4180.500,53,-15
151,0,47420,Jake Knapp,78' 11",3707.167,47,-13
153,0,48887,Matt Wallace,79' 0",3948.000,50,-8
154,0,46414,Aaron Rai,79' 3",3249.167,41,-3
155,0,59442,Parker Coody,79' 6",2861.917,36,+1
155,0,51287,Ryo Hisatsune,79' 6",4294.333,54,+1
157,0,59143,Mac Meissner,79' 8",3586.500,45,-3
158,0,47679,Victor Perez,79' 10",2955.250,37,+2
159,0,39977,Max Homa,80' 1",3525.333,44,E
160,0,45609,Tyler Duncan,80' 3",2968.500,37,-2
160,0,50095,Austin Smotherman,80' 3",1925.250,24,-3
162,0,52372,Cameron Champ,80' 7",2498.583,31,-3
162,0,34098,Russell Henley,80' 7",2658.500,33,+5
164,0,28420,Ryan Brehm,80' 9",3632.333,45,+3
165,0,47347,Adam Schenk,80' 11",4288.167,53,-10
166,0,51977,Max Greyserman,81' 0",5022.167,62,-22
167,0,27649,Brandt Snedeker,81' 6",2851.500,35,-2
168,0,50497,Adrien Dumont de Chassart,81' 8",3104.333,38,+5
169,0,55789,Taylor Montgomery,82' 5",4614.667,56,-3
170,0,48081,Xander Schauffele,82' 6",4123.833,50,-17
171,0,32333,Kevin Tway,83' 2",2495.917,30,-3
172,0,51634,Sahith Theegala,83' 4",6082.167,73,-22
173,0,37378,Min Woo Lee,84' 1",3278.917,39,-14
174,0,32070,Rafael Campos,84' 2",3452.500,41,-5
175,0,51070,Vincent Norrman,84' 6",1775.333,21,+1
176,0,50525,Collin Morikawa,85' 1",2892.750,34,-1
177,0,33486,Roger Sloan,85' 8",3169.167,37,+1
178,0,29221,Webb Simpson,86' 0",2579.000,30,-3
179,0,30911,Tommy Fleetwood,87' 10",2546.000,29,+5
180,0,55708,Hayden Buckley,88' 0",2287.250,26,+2
181,0,34021,Bud Cauley,88' 5",3095.667,35,-5
182,0,22405,Justin Rose,91' 8",2749.667,30,+3
183,0,29535,Brice Garnett,93' 1",1488.833,16,+7
184,0,49960,Sepp Straka,97' 2",3013.000,31,-1
