RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,WGC POINTS
1,0,21528,Henrik Stenson,6282,2250
2,0,19970,Robert Karlsson,3606,526
3,0,19958,Miguel Angel Jiménez,2825,966
4,0,20585,Niclas Fasth,1292,408
5,0,20686,Jeev Milkha Singh,1209,198
6,0,20859,Anders Hansen,1031,637
7,0,23969,Graeme Storm,974,879
8,0,19825,Darren Clarke,912,912
9,0,25572,Graeme McDowell,827,128
10,0,24184,Alastair Forsyth,774,0
11,0,08635,Colin Montgomerie,751,691
12,0,20608,David Howell,742,50
13,0,24459,Richard Sterne,702,170
14,0,22896,Grégory Havret,679,420
15,0,22986,Søren Kjeldsen,656,656
16,0,24748,WC Liang,631,53
17,0,20569,Richard Green,563,234
18,0,25240,D.A. Points,517,0
19,0,22080,Prayad Marksaeng,493,53
20,0,06078,Esteban Toledo,413,0
21,0,24236,Nick Dougherty,410,204
22,0,23624,Soren Hansen,396,188
23,0,23725,Brendan Jones,362,309
24,0,20935,Toru Taniguchi,349,284
25,0,32262,Mark Brown,325,97
26,0,27408,Martin Kaymer,310,197
27,0,27896,Ross Fisher,286,191
28,0,27506,Oliver Wilson,281,171
29,0,22792,Peter Hanson,267,142
30,0,22983,Bradley Dredge,262,262
31,0,27349,Alex Noren,259,0
31,0,06431,Jean Van de Velde,259,0
31,0,23162,Simon Wakefield,259,0
31,0,31113,Paul Waring,259,0
35,0,25972,Pablo Martin Benavides,253,0
36,0,32495,Rob Grube,200,0
37,0,27958,Ryan Blaum,194,0
38,0,02166,Chip Sullivan,181,0
39,0,24725,Richard Finch,179,118
40,0,12461,Paul McGinley,171,171
41,0,20669,James Kingston,163,100
42,0,27072,Alvaro Quiros,161,0
43,0,20400,Michael Campbell,161,0
44,0,29221,Webb Simpson,160,0
45,0,30926,Chris Kirk,156,0
46,0,20218,Shingo Katayama,136,136
47,0,08725,Tom Gillis,123,0
48,0,32329,Stephen Poole,118,0
49,0,29954,Robert Dinwiddie,110,0
50,0,26329,Louis Oosthuizen,107,53
51,0,29670,Pablo Larrazabal,102,49
52,0,27576,Anton Haig,102,55
53,0,23821,Yusaku Miyazato,98,0
54,0,02300,Ian Woosnam,96,0
55,0,24461,Thomas Aiken,94,0
55,0,26525,Grégory Bourdy,94,0
55,0,20418,Ariel Cañete,94,0
55,0,24957,Simon Khan,94,0
59,0,27940,Diego Vanegas,81,0
60,0,27466,Spencer Levin,73,0
61,0,26881,Jarrod Lyle,70,0
62,0,22122,Andrew McLardy,69,69
63,0,21187,Hidemasa Hoshino,68,68
64,0,26331,Charl Schwartzel,65,0
65,0,22540,Anthony Wall,64,0
66,0,12695,Robert Floyd,64,0
67,0,25203,SSP Chawrasia,62,62
68,0,24610,Stuart Deane,59,0
69,0,19903,Jonathan Lomas,58,0
70,0,30711,Colt Knost,58,0
71,0,20394,Steve Webster,57,57
72,0,28143,Chapchai Nirat,56,56
72,0,23043,Paul Sheehan,56,56
74,0,25478,Kiyoshi Miyazato,56,0
75,0,26527,Jean Baptiste Gonnet,56,0
75,0,30909,David Horsey,56,0
77,0,21284,Hiroyuki Fujita,56,0
78,0,29422,Jonathan Moore,56,0
79,0,24080,Scott Strange,56,56
80,0,26360,Bubba Dickerson,55,0
80,0,26758,David Hearn,55,0
82,0,24238,Mitsuhiro Tateyama,54,0
83,0,29819,Andrew Dresser,54,0
83,0,29425,Andrew Svoboda,54,0
85,0,28155,Jose-Filipe Lima,53,0
85,0,27381,Martin Wiegele,53,0
87,0,20038,Bryan DeCorso,53,0
88,0,25444,Justin Hicks,52,0
89,0,30004,Ross McGowan,51,0
90,0,27797,Derek Lamely,50,0
91,0,27577,Peter Karmis,49,0
92,0,24537,Philip Archer,49,0
93,0,06315,Pete Jordan,49,0
94,0,25768,Chih-Bing Lam,48,0
95,0,23091,Alan Morin,48,0
96,0,21449,Reid Edstrom,47,0
97,0,20939,Keiichiro Fukabori,46,0
98,0,27386,Dustin Risdon,45,0
99,0,10107,Deane Pappas,30,0
100,0,25818,Scott Piercy,27,0
101,0,18874,Miguel Suarez,26,0
102,0,26675,Jon Turcott,26,0
103,0,22261,Wilfredo Morales,23,0
