RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,06567,Vijay Singh,6.63,358.07,-7.44,.00
2,0,27770,Camilo Villegas,4.82,241.06,-3.70,.00
3,0,06522,Ernie Els,4.66,251.72,-5.56,.00
4,0,22046,Geoff Ogilvy,4.45,209.25,-3.88,.00
5,0,24502,Adam Scott,3.80,167.18,-3.97,.00
6,0,24357,K.J. Choi,3.72,193.62,-4.87,.00
7,0,22378,Trevor Immelman,3.40,176.82,-3.42,.00
8,0,10423,Mike Weir,3.29,167.94,-2.88,.00
9,0,10885,Robert Allenby,3.01,183.43,-3.29,.00
10,0,23135,Tim Clark,2.95,153.35,-2.22,.00
11,0,25562,Andres Romero,2.81,146.18,-2.84,.00
12,0,20218,Shingo Katayama,2.77,155.05,-1.81,.00
13,0,23621,Rory Sabbatini,2.74,145.11,-3.98,.00
14,0,20686,Jeev Milkha Singh,2.73,201.79,-2.13,.00
15,1,06004,Stephen Ames,2.71,124.59,-2.49,.00
16,-1,22371,Aaron Baddeley,2.70,126.95,-3.50,.00
17,0,20098,Stuart Appleby,2.61,146.17,-3.09,.00
18,0,20848,Ángel Cabrera,2.45,122.56,-3.01,.00
19,0,24459,Richard Sterne,2.43,126.22,-1.96,.00
20,0,20157,Retief Goosen,2.38,128.77,-2.97,.00
21,0,27784,Wen-Tang Lin,2.33,93.03,-.76,.00
22,0,22080,Prayad Marksaeng,2.22,142.36,-1.76,.00
23,0,23725,Brendan Jones,2.17,100.04,-1.46,.00
24,0,20572,Rod Pampling,2.16,127.61,-2.12,.00
25,0,20574,Mathew Goggin,2.10,124.19,-1.32,.00
26,0,30852,Ryo Ishikawa,2.06,82.59,-.30,.00
27,0,20569,Richard Green,2.03,89.41,-1.76,.00
28,0,21350,Ryuji Imada,1.91,112.74,-2.08,.00
29,0,26331,Charl Schwartzel,1.89,105.87,-1.45,.00
30,0,22951,Azuma Yano,1.83,91.52,-.86,.00
31,0,20669,James Kingston,1.76,98.84,-1.45,.00
32,0,21498,Hideto Tanihara,1.67,86.97,-1.35,.00
33,0,21284,Hiroyuki Fujita,1.59,74.67,-.96,.00
34,0,20624,David Smail,1.58,78.95,-.98,.00
35,0,24162,Shintaro Kai,1.55,65.29,-.56,.00
36,0,24511,Thongchai Jaidee,1.52,89.56,-1.11,.00
37,0,20935,Toru Taniguchi,1.48,78.26,-1.75,.00
38,0,22400,Hennie Otto,1.46,58.34,-.94,.00
39,0,22348,Nick O'Hern,1.44,80.66,-2.10,.00
40,1,20645,John Senden,1.37,83.63,-1.96,.00
41,-1,32262,Mark Brown,1.36,72.20,-1.09,.00
42,0,24748,WC Liang,1.35,74.09,-1.42,.00
43,0,20160,Charlie Wi,1.31,75.74,-1.13,.00
44,0,20634,Peter Lonard,1.29,81.56,-1.76,.00
45,1,25732,S.K. Ho,1.28,57.82,-.52,.00
46,-1,24080,Scott Strange,1.28,72.87,-1.07,.00
47,0,27118,Toshinori Muto,1.26,59.35,-.67,.00
48,0,22032,Tomohiro Kondo,1.21,54.52,-.89,.00
49,0,26329,Louis Oosthuizen,1.18,59.97,-1.46,.00
50,0,23783,Felipe Aguilar,1.14,52.59,-.98,.00
51,0,20773,Taichi Teshima,1.14,54.66,-.54,.00
52,0,27119,Koumei Oda,1.13,55.58,-.65,.00
53,0,22117,Jyoti Randhawa,1.07,56.78,-1.23,.00
54,0,20643,Steven Conran,1.07,48.00,-.60,.00
55,0,22113,Wen-Teh Lu,1.05,42.20,-.84,.00
56,0,22110,Thaworn Wiratchant,1.04,62.32,-.86,.00
57,2,22268,David Gleeson,1.03,49.51,-.26,.00
58,-1,28092,D.H. Lee,1.03,51.30,-.83,.00
59,-1,01313,Steve Elkington,1.02,51.90,-1.09,.00
60,0,21187,Hidemasa Hoshino,1.02,42.68,-.62,.00
61,0,20940,Kenichi Kuboya,1.01,48.29,-.41,.00
62,0,29289,S.Y. Noh,.95,38.12,-.32,.00
63,1,25768,Chih-Bing Lam,.94,38.49,-.06,.00
64,-1,20400,Michael Campbell,.93,46.35,-.69,.00
65,1,22034,Yasuharu Imano,.93,43.47,-.39,.00
66,-1,20213,Katsumasa Miyamoto,.92,46.15,-.76,.00
67,1,31577,Tano Goya,.92,36.61,-.28,.00
68,-1,23718,Nathan Green,.91,60.18,-1.32,.00
69,0,27747,Hiroshi Iwata,.90,44.29,-.72,.00
70,0,28259,Sangmoon Bae,.89,35.44,-.56,.00
71,0,20593,Greg Chalmers,.88,51.23,-.89,.00
72,0,01876,Greg Norman,.88,35.31,-.47,.00
73,0,21407,Arjun Atwal,.87,51.19,-.71,.00
74,0,28143,Chapchai Nirat,.83,50.06,-.86,.00
75,0,23638,Brendon de Jonge,.83,49.03,-.63,.00
76,0,26851,Marc Leishman,.81,34.07,-.26,.00
77,0,20939,Keiichiro Fukabori,.80,39.79,-.57,.00
78,0,28089,Jason Day,.78,36.67,-.77,.00
79,1,24115,Makoto Inoue,.77,34.42,-.23,.00
80,-1,23063,Scott Hend,.76,37.37,-.79,.00
81,0,24083,Marcus Fraser,.76,39.50,-.49,.00
82,0,25349,Tim Wilkinson,.74,43.09,-.45,.00
83,1,22075,Ricardo Gonzalez,.74,35.31,-.45,.00
84,-1,01920,Craig Parry,.73,33.68,-.68,.00
85,0,20566,Kaname Yokoo,.73,36.52,-.45,.00
86,0,26881,Jarrod Lyle,.73,44.26,-.77,.00
87,0,22122,Andrew McLardy,.71,36.19,-.86,.00
88,0,23821,Yusaku Miyazato,.71,35.45,-.47,.00
89,1,12680,Shigeki Maruyama,.70,43.13,-.51,.00
90,-1,01378,David Frost,.69,33.88,-.65,.00
91,0,28258,K.T. Kim,.68,27.32,-.46,.00
92,1,21185,Takao Nogami,.68,31.84,-.21,.00
93,-1,26300,Matt Jones,.68,39.27,-.79,.00
94,0,20684,Chawalit Plaphol,.67,42.91,-.45,.00
95,0,27137,Toyokazu Fujishima,.64,28.27,-.40,.00
96,0,27619,Ben Leong,.64,25.61,-.26,.00
97,0,21470,Daisuke Maruyama,.63,39.32,-.56,.00
98,0,26444,Juvic Pagunsan,.63,26.57,-.42,.00
99,0,31115,Michio Matsumura,.63,25.13,-.14,.00
100,0,21633,Steve Allan,.61,27.37,-.42,.00
101,0,24626,Daniel Alfredo Vancsik,.59,32.61,-.81,.00
102,0,25478,Kiyoshi Miyazato,.58,27.86,-.30,.00
103,1,28751,Andrew Dodt,.58,23.16,-.07,.00
104,-1,28679,Fabián Gómez,.58,28.83,-.34,.00
105,0,26882,Michael Sim,.57,22.77,-.31,.00
106,0,29365,Kane Webber,.56,23.08,-.40,.00
107,1,26924,Adam Blyth,.56,26.29,-.33,.00
108,-1,21631,Iain Steel,.56,24.03,-.39,.00
109,2,27567,Mitchell Brown,.55,22.71,-.21,.00
110,-1,01886,Peter O'Malley,.55,29.12,-.71,.00
111,-1,25842,Jon Mills,.55,32.95,-.73,.00
112,0,23797,Brett Rumford,.54,32.38,-.70,.00
113,1,20623,Gavin Coles,.54,29.57,-.50,.00
114,-1,20433,Mark Hensby,.54,28.94,-.63,.00
115,0,25203,SSP Chawrasia,.53,22.86,-.44,.00
116,0,28670,Wonjoon Lee,.52,25.16,-.35,.00
117,0,27302,Garth Mulroy,.52,30.49,-.53,.00
118,0,28150,Chinnarat Phadungsil,.51,23.43,-.42,.00
119,0,26418,Adam Bland,.51,21.76,-.44,.00
