RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,36871,Matt NeSmith,38,0,2,6,2024040
2,0,35532,Tom Hoge,36,0,1,16,2024280
3,0,48319,Tom Whitney,32,4,2,9,2024090
4,0,23108,Matt Kuchar,30,1,1,11,2024350
5,0,60067,Joe Highsmith,28,5,2,9,2024450
5,0,59143,Mac Meissner,28,1,3,6,2024440
5,0,49947,Taylor Moore,28,5,1,13,2024040
5,0,34256,Andrew Putnam,28,6,3,12,2024010
9,0,55182,Tom Kim,27,6,2,5,2024280
9,0,37378,Min Woo Lee,27,0,1,7,2024410
9,0,52513,Carson Young,27,11,1,16,2024470
12,0,57330,Matthis Besard,26,2,1,5,2024310
12,0,52375,Doug Ghim,26,3,2,9,2024450
12,0,47988,Nick Hardy,26,3,4,14,2024430
12,0,36699,Patrick Rodgers,26,1,4,17,2024480
16,0,49771,J.T. Poston,25,25,3,3,2024490
17,0,26499,Rafa Cabrera Bello,24,0,1,2,2024310
17,0,34021,Bud Cauley,24,0,2,15,2024410
17,0,56149,Wilson Furr,24,3,4,2,2024440
17,0,51287,Ryo Hisatsune,24,0,1,3,2024300
17,0,30926,Chris Kirk,24,0,4,16,2024400
17,0,27936,Martin Laird,24,6,4,9,2024060
17,0,39327,Ben Silverman,24,1,2,17,2024200
17,0,57366,Cameron Young,24,2,4,6,2024370
25,0,56630,Akshay Bhatia,23,2,1,9,2024290
25,0,66417,Blades Brown,23,1,3,12,2024210
25,0,39997,Corey Conners,23,0,3,7,2024010
25,0,54628,Lee Hodges,23,2,2,15,2024410
25,0,47679,Victor Perez,23,0,2,13,2024320
25,0,46414,Aaron Rai,23,3,1,1,2024290
25,0,46046,Scottie Scheffler,23,6,3,9,2024010
25,0,50095,Austin Smotherman,23,3,1,14,2024430
25,0,39324,J.J. Spaun,23,0,4,3,2024370
34,0,25900,Lucas Glover,22,6,4,17,2024430
34,0,32791,K.H. Lee,22,1,4,4,2024450
34,0,32839,Hideki Matsuyama,22,0,2,11,2024060
34,0,39546,Keith Mitchell,22,2,3,8,2024090
34,0,47983,Chad Ramey,22,6,2,1,2024470
39,0,40026,Daniel Berger,21,11,1,13,2024470
39,0,40058,Zac Blair,21,8,2,9,2024480
39,0,34255,Joseph Bramlett,21,0,1,18,2024440
39,0,28420,Ryan Brehm,21,2,1,18,2024470
39,0,48084,Wesley Bryan,21,2,4,12,2024470
39,0,55708,Hayden Buckley,21,2,3,12,2024290
39,0,32367,Jorge Campillo,21,3,2,5,2024320
39,0,32366,Kevin Chappell,21,1,1,11,2024410
39,0,59836,Pierceson Coody,21,2,3,5,2024410
39,0,51696,Rico Hoey,21,0,3,12,2024440
39,0,35506,Mackenzie Hughes,21,0,4,10,2024430
39,0,36799,Stephan Jaeger,21,1,2,13,2024280
39,0,28775,Nate Lashley,21,4,4,13,2024120
39,0,30163,Henrik Norlander,21,6,2,6,2024470
39,0,29908,C.T. Pan,21,1,2,11,2024300
39,0,57900,Chandler Phillips,21,0,4,17,2024430
39,0,46340,Alex Smalley,21,1,3,18,2024440
39,0,52666,Sami Valimaki,21,0,4,1,2024060
39,0,40006,Erik van Rooyen,21,2,2,8,2024320
39,0,48887,Matt Wallace,21,0,2,4,2024200
59,0,24925,Jonathan Byrd,20,3,3,4,2024490
59,0,35450,Patrick Cantlay,20,1,4,7,2024010
59,0,34076,Joel Dahmen,20,1,2,11,2024300
59,0,59866,Nick Dunlap,20,0,4,12,2024280
59,0,29725,Tony Finau,20,1,4,5,2024140
59,0,54576,Patrick Fishburn,20,6,2,13,2024450
59,0,35310,Lanto Griffin,20,7,1,9,2024080
59,0,35461,Beau Hossler,20,0,1,10,2024440
59,0,47420,Jake Knapp,20,3,2,2,2024200
59,0,35879,Kelly Kraft,20,0,1,12,2024490
59,0,58696,Peter Kuest,20,5,2,6,2024170
59,0,46442,Maverick McNealy,20,4,3,7,2024470
59,0,32640,Troy Merritt,20,4,2,17,2024290
59,0,29289,S.Y. Noh,20,5,2,4,2024440
59,0,51997,Andrew Novak,20,5,3,6,2024130
59,0,25818,Scott Piercy,20,0,4,4,2024350
59,0,26476,Chez Reavie,20,0,2,11,2024310
59,0,47347,Adam Schenk,20,0,3,5,2024010
59,0,39113,Shubhankar Sharma,20,4,1,1,2024320
59,0,50484,Hayden Springer,20,2,2,15,2024290
59,0,30927,Brendon Todd,20,4,1,6,2024280
59,0,27064,Jhonattan Vegas,20,0,4,6,2024290
81,0,52955,Ludvig Åberg,19,2,3,1,2024280
81,0,32070,Rafael Campos,19,4,2,16,2024350
81,0,66743,Luke Clanton,19,0,2,16,2024290
81,0,45157,Cam Davis,19,1,3,4,2024350
81,0,51349,Nico Echavarria,19,0,3,11,2024370
81,0,54591,Ben Griffin,19,2,2,12,2024020
81,0,54869,Chase Johnson,19,0,2,12,2024170
81,0,48117,Kurt Kitayama,19,8,2,8,2024450
81,0,32757,Patton Kizzire,19,10,1,17,2024430
81,0,36884,Ben Kohles,19,5,1,17,2024100
81,0,48081,Xander Schauffele,19,1,1,2,2024010
81,0,63807,Neal Shipley,19,0,3,3,2024450
81,0,51890,Greyson Sigg,19,1,4,16,2024440
81,0,30692,Scott Stallings,19,3,4,18,2024020
81,0,27214,Kevin Streelman,19,4,1,6,2024250
81,0,48699,Callum Tarren,19,0,4,9,2024290
81,0,25493,Nick Taylor,19,2,2,4,2024010
