RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
105,0,22046,Geoff Ogilvy,198,21,177
105,0,10425,Jay Williamson,198,139,59
108,0,01014,Fulton Allem,200,195,5
108,0,23903,Stephen Gangluff,200,38,162
108,0,10457,Frank Nobilo,200,153,47
111,0,12826,Paul Claxton,202,168,34
112,0,19824,Craig Barlow,203,51,152
112,0,12782,Tim Herron,203,7,196
112,0,06498,Matt Peterson,203,180,23
115,0,21633,Steve Allan,204,20,184
115,0,01766,Billy Mayfair,204,179,25
117,0,01761,Len Mattiace,205,130,75
117,0,01926,Steve Pate,205,88,117
119,0,08075,Jerry Kelly,206,158,48
120,0,24357,K.J. Choi,208,62,146
120,0,01514,Eduardo Herrera,208,18,190
122,0,06016,Brad Lardon,209,145,64
122,0,23621,Rory Sabbatini,209,23,186
124,0,10733,Kent Jones,210,124,86
125,0,12663,Phil Tataurangi,211,26,185
126,0,06809,Bob Burns,213,160,53
126,0,01599,Steve Jones,213,130,83
126,0,01928,Corey Pavin,213,201,12
129,0,01226,Fred Couples,214,26,188
129,0,06613,Tommy Tolles,214,22,192
131,0,01219,John Cook,215,199,16
132,0,20663,Brenden Pappas,217,17,200
133,0,01361,Dan Forsman,218,153,65
133,0,01374,Robin Freeman,218,74,144
135,0,02010,Loren Roberts,219,192,27
136,0,20127,Chris Riley,222,166,56
137,0,02245,Grant Waite,223,58,165
138,0,01941,Tom Pernice Jr.,225,103,122
138,0,08553,Lee Porter,225,196,29
140,0,01619,Skip Kendall,229,174,55
141,0,10423,Mike Weir,230,100,130
142,0,19846,Brian Gay,232,172,60
143,0,01132,Mark Brooks,234,183,51
143,0,06315,Pete Jordan,234,202,32
145,0,19958,Miguel Angel Jiménez,235,157,78
146,0,06527,Steve Stricker,238,49,189
147,0,21806,Paul Gow,240,80,160
147,0,06332,Neal Lancaster,240,76,164
149,0,11011,Mike Sposa,241,153,88
149,0,06078,Esteban Toledo,241,197,44
151,0,20105,Jeff Gove,242,118,124
152,0,01098,Jay Don Blake,245,178,67
152,0,01723,Andrew Magee,245,65,180
152,0,02104,Jeff Sluman,245,164,81
155,0,06522,Ernie Els,247,84,163
155,0,01527,Scott Hoch,247,184,63
157,0,12680,Shigeki Maruyama,248,100,148
158,0,06197,Michael Allen,249,50,199
159,0,19972,José Coceres,250,200,50
159,0,24937,Jess Daley,250,78,172
159,0,23125,Brad Elder,250,100,150
162,0,21259,Jason Hill,251,78,173
163,0,06617,Brian Henninger,252,121,131
164,0,10107,Deane Pappas,255,58,197
165,0,08537,J.P. Hayes,256,129,127
165,0,10117,Bob Heintz,256,54,202
167,0,07867,Woody Austin,258,103,155
168,0,08993,Franklin Langham,262,135,127
169,0,01313,Steve Elkington,263,94,169
169,0,20502,Michael Long,263,76,187
171,0,07749,Brett Quigley,264,70,194
172,0,06575,Dudley Hart,267,132,135
173,0,06036,Scott Dunlap,269,168,101
173,0,08339,Spike McRoy,269,136,133
175,0,01185,Brandel Chamblee,271,168,103
175,0,06595,Kevin Sutherland,271,145,126
177,0,01024,Billy Andrade,275,105,170
177,0,20229,Stewart Cink,275,109,166
177,0,10201,Matt Gogel,275,136,139
180,0,01887,Mark O'Meara,279,145,134
181,0,20593,Greg Chalmers,281,90,191
181,0,06350,Bob May,281,145,136
183,0,02110,Jerry Smith,284,142,142
184,0,01666,Bernhard Langer,285,176,109
184,0,21949,Joe Ogilvie,285,114,171
186,0,01329,Brad Faxon,286,186,100
186,0,10649,Tom Scherrer,286,112,174
188,0,10213,Dicky Pride,288,133,155
189,0,12660,Jesper Parnevik,296,114,182
190,0,10912,Craig Perks,297,120,177
191,0,01378,David Frost,298,187,111
192,0,01457,Jay Haas,299,162,137
193,0,23800,Bryce Molder,307,126,181
194,0,06012,Greg Kraft,310,194,116
195,0,08535,Gary Nicklaus,311,158,153
196,0,01042,Paul Azinger,313,134,179
197,0,02257,Brian Watts,322,165,157
198,0,02099,Scott Simpson,345,198,147
199,0,02322,Richard Zokol,349,188,161
200,0,01549,Mike Hulbert,372,171,201
201,0,19817,Michael Muehr,375,192,183
202,0,06373,José María Olazábal,379,181,198
