RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,08793,Tiger Woods,10.63,9941563,93500000
2,0,10809,Jim Furyk,5.01,7213314,143850000
3,0,29718,Anthony Kim,4.83,338066,7000000
4,0,24502,Adam Scott,4.18,4978855,119000000
5,0,01810,Phil Mickelson,3.69,4256503,115300000
6,0,22046,Geoff Ogilvy,3.57,4354968,121900000
7,0,06567,Vijay Singh,2.88,4602414,159900000
8,0,22378,Trevor Immelman,2.84,3844187,135250000
9,0,23983,Luke Donald,2.81,3177404,113150000
10,0,20098,Stuart Appleby,2.49,3470455,139400000
11,0,21498,Hideto Tanihara,2.35,310830,13250000
12,0,20157,Retief Goosen,2.29,2617451,114400000
13,0,02206,David Toms,2.20,2911185,132100000
14,0,23322,Brett Wetterich,2.19,3023184,138250000
15,0,06527,Steve Stricker,2.08,1811808,86950000
16,0,06522,Ernie Els,2.04,2326219,113950000
17,0,01706,Davis Love III,2.01,2747204,136450000
18,0,23621,Rory Sabbatini,1.98,2861747,144600000
19,0,06621,Joe Durant,1.93,2811138,145400000
20,0,06373,José María Olazábal,1.91,2120421,110900000
21,0,12510,Chad Campbell,1.89,2811065,148450000
22,0,06004,Stephen Ames,1.88,2395152,127250000
23,0,20572,Rod Pampling,1.83,2664670,145300000
24,0,20229,Stewart Cink,1.81,2755910,152550000
25,0,20628,Arron Oberholser,1.79,2467769,138250000
26,0,24138,Ian Poulter,1.64,1553906,94600000
27,0,25345,Carl Pettersson,1.60,2647980,165300000
28,0,24357,K.J. Choi,1.57,2376545,151050000
29,0,24024,Zach Johnson,1.55,2452247,158450000
30,0,22621,Ben Curtis,1.53,2256322,147450000
31,0,23135,Tim Clark,1.48,1974927,133000000
31,0,21209,Sergio Garcia,1.48,1560732,105700000
33,0,25900,Lucas Glover,1.43,2587981,181000000
34,0,23353,J.J. Henry,1.42,2301478,162200000
34,0,07749,Brett Quigley,1.42,2617415,184000000
36,0,20766,Padraig Harrington,1.40,1339673,95550000
36,0,01677,Tom Lehman,1.40,1692077,120550000
38,0,12602,Dean Wilson,1.37,2509854,183650000
39,0,26287,Roland Thatcher,1.35,74250,5500000
39,0,10423,Mike Weir,1.35,1883722,139800000
41,0,24925,Jonathan Byrd,1.34,1408416,104800000
41,0,25562,Andres Romero,1.34,177224,13250000
43,0,01941,Tom Pernice Jr.,1.31,2396545,182500000
44,0,20848,Ángel Cabrera,1.30,1021420,78850000
45,0,24956,Mikko Ilonen,1.24,83655,6750000
45,0,26539,Robert Rock,1.24,83655,6750000
45,0,23797,Brett Rumford,1.24,83655,6750000
48,0,21528,Henrik Stenson,1.22,821677,67400000
49,0,23325,Vaughn Taylor,1.21,1783940,147550000
49,0,02239,Scott Verplank,1.21,1729317,143250000
51,0,11032,Frank Lickliter II,1.18,1655676,140150000
52,0,20104,Ken Duke,1.17,138230,11800000
53,0,10885,Robert Allenby,1.16,1503580,130150000
53,0,08635,Colin Montgomerie,1.16,638749,55000000
55,0,12782,Tim Herron,1.13,1776142,156650000
55,0,27120,Troy Matteson,1.13,1778596,157650000
57,0,27770,Camilo Villegas,1.12,1742111,155000000
58,0,22371,Aaron Baddeley,1.10,1516511,137500000
58,0,24507,Jason Bohn,1.10,1676890,152300000
58,0,22405,Justin Rose,1.10,1629285,148400000
61,0,20645,John Senden,1.09,1650671,151600000
62,0,23718,Nathan Green,1.08,1700800,158150000
62,0,22348,Nick O'Hern,1.08,995234,92000000
64,0,08075,Jerry Kelly,1.06,1737798,163350000
64,0,06515,Shaun Micheel,1.06,1632840,154550000
66,0,01320,Bob Estes,1.05,1340243,127800000
67,0,06251,Chris DiMarco,1.03,1537924,149500000
67,0,27141,J.B. Holmes,1.03,1487602,143900000
67,0,20608,David Howell,1.03,912437,88800000
67,0,24511,Thongchai Jaidee,1.03,150000,14500000
67,0,01928,Corey Pavin,1.03,1308082,126900000
67,0,22913,John Rollins,1.03,1498826,145550000
73,0,26420,Richard Johnson,1.02,1555373,152750000
73,0,12660,Jesper Parnevik,1.02,1308307,127700000
75,0,26758,David Hearn,1.01,50437,5000000
75,0,26596,Ryan Moore,1.01,1122117,111250000
77,0,20691,Greg Owen,1.00,1316682,132100000
78,0,25364,Paul Casey,.99,529150,53250000
78,0,01724,Jeff Maggert,.99,1430374,143850000
80,0,23541,Ben Crane,.98,1489090,151600000
80,0,01381,Fred Funk,.98,1579831,160550000
82,0,11123,Chris Couch,.97,1356729,140500000
82,0,25732,S.K. Ho,.97,128890,13250000
84,0,21461,Kenneth Ferrie,.94,183255,19500000
84,0,21961,Charles Howell III,.94,1553103,165150000
84,0,23623,Bo Van Pelt,.94,1389923,147800000
87,0,23048,Eric Axley,.93,1274578,137100000
88,0,19972,José Coceres,.92,522591,56500000
89,0,19825,Darren Clarke,.91,660897,72300000
90,0,20850,Daniel Chopra,.90,1530452,170950000
91,0,01142,Bart Bryant,.88,1316127,149450000
91,0,01766,Billy Mayfair,.88,1367993,155250000
93,0,19824,Craig Barlow,.86,1006536,116700000
94,0,27095,Nick Watney,.85,1243814,146550000
95,0,19958,Miguel Angel Jiménez,.84,458511,54800000
96,0,07457,Steve Flesch,.83,1417612,171500000
96,0,24140,Sean O'Hair,.83,1411385,169400000
96,0,22540,Anthony Wall,.83,172890,20750000
99,0,20859,Anders Hansen,.82,53100,6500000
99,0,08537,J.P. Hayes,.82,701432,85150000
101,0,21470,Daisuke Maruyama,.81,956872,117850000
101,0,02104,Jeff Sluman,.81,1252021,153900000
101,0,02214,Kirk Triplett,.81,766592,94850000
104,0,01024,Billy Andrade,.80,1057926,131650000
104,0,21731,Freddie Jacobson,.80,788762,98050000
104,0,25321,Lee Slattery,.80,54096,6750000
107,0,20574,Mathew Goggin,.79,1076141,136450000
108,0,12716,Charley Hoffman,.77,1115191,144900000
108,0,22293,Heath Slocum,.77,1180680,153750000
110,0,20400,Michael Campbell,.76,515982,67900000
110,0,06643,Paul Goydos,.76,890391,116950000
110,0,25804,Bubba Watson,.76,1019261,134000000
113,0,01226,Fred Couples,.75,780361,103400000
113,0,24781,Hunter Mahan,.75,1107453,146800000
115,0,07867,Woody Austin,.74,1179321,159650000
115,0,12680,Shigeki Maruyama,.74,1154114,157000000
117,0,24361,Pat Perez,.72,719507,100300000
118,0,21949,Joe Ogilvie,.71,1073107,150200000
119,0,20498,Briny Baird,.70,844544,120450000
