RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,33408,Tyson Alexander,100.00%,2,2
1,0,22371,Aaron Baddeley,100.00%,2,2
1,0,35450,Patrick Cantlay,100.00%,4,4
1,0,34021,Bud Cauley,100.00%,2,2
1,0,52372,Cameron Champ,100.00%,2,2
1,0,59442,Parker Coody,100.00%,1,1
1,0,51349,Nico Echavarria,100.00%,6,6
1,0,54576,Patrick Fishburn,100.00%,1,1
1,0,52375,Doug Ghim,100.00%,8,8
1,0,59095,Chris Gotterup,100.00%,2,2
1,0,51977,Max Greyserman,100.00%,3,3
1,0,34563,Chesson Hadley,100.00%,3,3
1,0,60767,Blaine Hale Jr.,100.00%,1,1
1,0,57975,Harry Hall,100.00%,5,5
1,0,51696,Rico Hoey,100.00%,1,1
1,0,52453,Nicolai HÃ¸jgaard,100.00%,3,3
1,0,35461,Beau Hossler,100.00%,2,2
1,0,34587,Chan Kim,100.00%,3,3
1,0,27936,Martin Laird,100.00%,2,2
1,0,59143,Mac Meissner,100.00%,2,2
1,0,55789,Taylor Montgomery,100.00%,3,3
1,0,26596,Ryan Moore,100.00%,1,1
1,0,27349,Alex Noren,100.00%,5,5
1,0,51997,Andrew Novak,100.00%,2,2
1,0,23320,Ryan Palmer,100.00%,2,2
1,0,49771,J.T. Poston,100.00%,8,8
1,0,46414,Aaron Rai,100.00%,5,5
1,0,26476,Chez Reavie,100.00%,3,3
1,0,47995,Davis Riley,100.00%,2,2
1,0,48867,Matti Schmid,100.00%,4,4
1,0,27649,Brandt Snedeker,100.00%,2,2
1,0,50484,Hayden Springer,100.00%,3,3
1,0,27214,Kevin Streelman,100.00%,2,2
1,0,48119,Ben Taylor,100.00%,1,1
1,0,30927,Brendon Todd,100.00%,6,6
1,0,32333,Kevin Tway,100.00%,2,2
1,0,54783,Dylan Wu,100.00%,3,3
38,0,47504,Sam Burns,90.91%,10,11
39,0,28089,Jason Day,90.00%,9,10
40,0,25900,Lucas Glover,88.89%,8,9
41,0,52215,Robert MacIntyre,87.50%,7,8
41,0,40115,Adam Svensson,87.50%,7,8
41,0,58168,Davis Thompson,87.50%,7,8
44,0,56630,Akshay Bhatia,85.71%,6,7
44,0,59866,Nick Dunlap,85.71%,6,7
44,0,30911,Tommy Fleetwood,85.71%,6,7
44,0,54591,Ben Griffin,85.71%,6,7
44,0,52666,Sami Valimaki,85.71%,6,7
44,0,55454,Carl Yuan,85.71%,6,7
44,0,47483,Will Zalatoris,85.71%,6,7
51,0,29420,Billy Horschel,83.33%,5,6
51,0,35506,Mackenzie Hughes,83.33%,5,6
51,0,46442,Maverick McNealy,83.33%,5,6
51,0,27139,David Skinns,83.33%,5,6
51,0,39324,J.J. Spaun,83.33%,5,6
56,0,40058,Zac Blair,80.00%,4,5
56,0,24024,Zach Johnson,80.00%,4,5
56,0,55182,Tom Kim,80.00%,4,5
56,0,46441,Robby Shelton,80.00%,4,5
56,0,50493,Justin Suh,80.00%,4,5
56,0,33448,Justin Thomas,80.00%,4,5
56,0,51894,Vince Whaley,80.00%,4,5
56,0,52513,Carson Young,80.00%,4,5
64,0,48081,Xander Schauffele,78.57%,11,14
65,0,32839,Hideki Matsuyama,77.78%,7,9
65,0,22405,Justin Rose,77.78%,7,9
67,0,33948,Byeong Hun An,75.00%,6,8
67,0,33141,Keegan Bradley,75.00%,3,4
67,0,34076,Joel Dahmen,75.00%,3,4
67,0,45157,Cam Davis,75.00%,6,8
67,0,39546,Keith Mitchell,75.00%,3,4
67,0,34256,Andrew Putnam,75.00%,3,4
67,0,47983,Chad Ramey,75.00%,3,4
67,0,38991,Alejandro Tosti,75.00%,3,4
67,0,27770,Camilo Villegas,75.00%,3,4
76,0,37455,Si Woo Kim,72.73%,8,11
77,0,29725,Tony Finau,71.43%,5,7
77,0,49947,Taylor Moore,71.43%,5,7
79,0,32367,Jorge Campillo,66.67%,2,3
79,0,32366,Kevin Chappell,66.67%,2,3
79,0,51766,Wyndham Clark,66.67%,2,3
79,0,33653,Thomas Detry,66.67%,4,6
79,0,45609,Tyler Duncan,66.67%,2,3
79,0,56149,Wilson Furr,66.67%,2,3
79,0,47988,Nick Hardy,66.67%,4,6
79,0,51287,Ryo Hisatsune,66.67%,2,3
79,0,39971,Sungjae Im,66.67%,6,9
79,0,50188,S.H. Kim,66.67%,2,3
79,0,48117,Kurt Kitayama,66.67%,8,12
79,0,32757,Patton Kizzire,66.67%,4,6
79,0,23108,Matt Kuchar,66.67%,2,3
79,0,28775,Nate Lashley,66.67%,4,6
79,0,33204,Shane Lowry,66.67%,10,15
79,0,46113,Ryan McCormick,66.67%,2,3
79,0,28237,Rory McIlroy,66.67%,4,6
79,0,32640,Troy Merritt,66.67%,4,6
79,0,47806,Raul Pereda,66.67%,2,3
79,0,33486,Roger Sloan,66.67%,2,3
79,0,50095,Austin Smotherman,66.67%,2,3
79,0,27330,Josh Teater,66.67%,2,3
79,0,57366,Cameron Young,66.67%,8,12
102,0,40098,Matt Fitzpatrick,63.64%,7,11
103,0,40162,Justin Lower,62.50%,5,8
103,0,34466,Peter Malnati,62.50%,5,8
105,0,36699,Patrick Rodgers,61.54%,8,13
106,0,57362,Austin Eckroat,60.00%,6,10
106,0,47993,Denny McCarthy,60.00%,3,5
106,0,30163,Henrik Norlander,60.00%,3,5
106,0,40250,Taylor Pendrith,60.00%,3,5
106,0,47679,Victor Perez,60.00%,3,5
106,0,28252,Seamus Power,60.00%,3,5
112,0,54421,Garrick Higgo,57.14%,4,7
112,0,36871,Matt NeSmith,57.14%,4,7
114,0,36799,Stephan Jaeger,55.56%,5,9
114,0,30926,Chris Kirk,55.56%,5,9
114,0,24502,Adam Scott,55.56%,5,9
114,0,34046,Jordan Spieth,55.56%,5,9
118,0,40026,Daniel Berger,50.00%,2,4
118,0,34255,Joseph Bramlett,50.00%,3,6
118,0,59836,Pierceson Coody,50.00%,1,2
118,0,47663,Kevin Dougherty,50.00%,1,2
118,0,32102,Rickie Fowler,50.00%,3,6
118,0,29936,Ryan Fox,50.00%,3,6
118,0,35310,Lanto Griffin,50.00%,1,2
118,0,31646,Emiliano Grillo,50.00%,4,8
118,0,54628,Lee Hodges,50.00%,3,6
118,0,12716,Charley Hoffman,50.00%,4,8
118,0,35532,Tom Hoge,50.00%,5,10
118,0,39977,Max Homa,50.00%,4,8
118,0,29478,Kevin Kisner,50.00%,1,2
118,0,32791,K.H. Lee,50.00%,2,4
118,0,33968,ThorbjÃ¸rn Olesen,50.00%,2,4
118,0,46046,Scottie Scheffler,50.00%,3,6
118,0,39327,Ben Silverman,50.00%,3,6
118,0,48699,Callum Tarren,50.00%,1,2
118,0,25493,Nick Taylor,50.00%,4,8
118,0,35617,Martin Trainer,50.00%,2,4
118,0,48887,Matt Wallace,50.00%,2,4
118,0,31323,Gary Woodland,50.00%,1,2
140,0,46717,Viktor Hovland,45.45%,5,11
141,0,47591,Eric Cole,44.44%,4,9
141,0,39997,Corey Conners,44.44%,4,9
143,0,33399,Adam Hadwin,42.86%,3,7
143,0,36801,Mark Hubbard,42.86%,3,7
143,0,29221,Webb Simpson,42.86%,3,7
143,0,52374,Brandon Wu,42.86%,3,7
147,0,34098,Russell Henley,40.00%,2,5
147,0,47420,Jake Knapp,40.00%,2,5
147,0,55893,Sam Stevens,40.00%,2,5
147,0,48319,Tom Whitney,40.00%,2,5
151,0,47347,Adam Schenk,37.50%,3,8
152,0,60004,Jacob Bridgeman,33.33%,1,3
152,0,48084,Wesley Bryan,33.33%,2,6
152,0,55708,Hayden Buckley,33.33%,1,3
152,0,34099,Harris English,33.33%,2,6
152,0,36884,Ben Kohles,33.33%,2,6
152,0,36326,David Lipsky,33.33%,1,3
152,0,27129,Luke List,33.33%,2,6
152,0,51070,Vincent Norrman,33.33%,1,3
152,0,29908,C.T. Pan,33.33%,1,3
152,0,57900,Chandler Phillips,33.33%,2,6
152,0,49960,Sepp Straka,33.33%,1,3
152,0,40006,Erik van Rooyen,33.33%,2,6
152,0,27064,Jhonattan Vegas,33.33%,1,3
152,0,45242,Kevin Yu,33.33%,1,3
166,0,52955,Ludvig Ãberg,25.00%,1,4
166,0,37378,Min Woo Lee,25.00%,1,4
166,0,50525,Collin Morikawa,25.00%,1,4
169,0,27644,Brian Harman,20.00%,1,5
170,0,48153,Matthieu Pavon,16.67%,1,6
171,0,37212,Paul Barjon,.00%,0,1
171,0,45522,Christiaan Bezuidenhout,.00%,0,6
171,0,52514,Trace Crowe,.00%,0,2
171,0,50497,Adrien Dumont de Chassart,.00%,0,3
171,0,29535,Brice Garnett,.00%,0,1
171,0,60067,Joe Highsmith,.00%,0,4
171,0,39975,Michael Kim,.00%,0,1
171,0,37275,Sam Ryder,.00%,0,1
171,0,46340,Alex Smalley,.00%,0,3
171,0,51634,Sahith Theegala,.00%,0,3
