RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,35461,Beau Hossler,79.57%,148,186
2,0,47993,Denny McCarthy,78.32%,177,226
3,0,27349,Alex Noren,78.06%,121,155
4,0,48081,Xander Schauffele,77.09%,138,179
5,0,32839,Hideki Matsuyama,76.16%,131,172
6,0,50525,Collin Morikawa,75.73%,156,206
7,0,55789,Taylor Montgomery,75.61%,93,123
8,0,22371,Aaron Baddeley,75.46%,123,163
9,0,30911,Tommy Fleetwood,73.56%,128,174
10,0,33448,Justin Thomas,73.47%,108,147
11,0,48117,Kurt Kitayama,73.33%,132,180
12,0,28252,Seamus Power,73.27%,159,217
13,0,45522,Christiaan Bezuidenhout,73.21%,153,209
14,0,34098,Russell Henley,73.06%,141,193
15,0,51766,Wyndham Clark,72.61%,114,157
16,0,54783,Dylan Wu,72.50%,116,160
17,0,56630,Akshay Bhatia,72.02%,139,193
17,0,27644,Brian Harman,72.02%,157,218
19,0,51977,Max Greyserman,71.92%,105,146
20,0,54591,Ben Griffin,71.81%,163,227
21,0,59143,Mac Meissner,71.71%,109,152
22,0,52374,Brandon Wu,71.70%,114,159
23,0,35506,Mackenzie Hughes,71.63%,154,215
24,0,27936,Martin Laird,71.54%,93,130
25,0,58168,Davis Thompson,71.51%,133,186
26,0,36799,Stephan Jaeger,71.50%,138,193
27,0,23108,Matt Kuchar,71.43%,115,161
27,0,29908,C.T. Pan,71.43%,90,126
29,0,48887,Matt Wallace,71.32%,97,136
30,0,59442,Parker Coody,71.21%,94,132
31,0,34374,Erik Barnes,71.19%,84,118
32,0,33486,Roger Sloan,70.94%,83,117
33,0,46046,Scottie Scheffler,70.90%,95,134
34,0,34256,Andrew Putnam,70.88%,129,182
35,0,34255,Joseph Bramlett,70.86%,124,175
36,0,34587,Chan Kim,70.81%,114,161
37,0,59095,Chris Gotterup,70.78%,109,154
38,0,47591,Eric Cole,70.68%,188,266
39,0,52215,Robert MacIntyre,70.66%,118,167
40,0,22405,Justin Rose,70.45%,93,132
41,0,51890,Greyson Sigg,70.37%,133,189
42,0,47504,Sam Burns,70.00%,112,160
43,0,40058,Zac Blair,69.79%,134,192
44,0,32366,Kevin Chappell,69.70%,69,99
44,0,46414,Aaron Rai,69.70%,115,165
46,0,34099,Harris English,69.63%,149,214
47,0,32791,K.H. Lee,69.62%,110,158
48,0,29420,Billy Horschel,69.59%,119,171
49,0,46441,Robby Shelton,69.52%,130,187
50,0,37455,Si Woo Kim,69.40%,161,232
51,0,51997,Andrew Novak,69.15%,130,188
52,0,48153,Matthieu Pavon,69.12%,94,136
53,0,34466,Peter Malnati,69.06%,125,181
54,0,28089,Jason Day,69.05%,116,168
55,0,46442,Maverick McNealy,68.98%,129,187
56,0,40115,Adam Svensson,68.94%,182,264
57,0,47420,Jake Knapp,68.82%,117,170
58,0,54421,Garrick Higgo,68.75%,99,144
58,0,39971,Sungjae Im,68.75%,154,224
60,0,24024,Zach Johnson,68.63%,70,102
60,0,28237,Rory McIlroy,68.63%,105,153
62,0,40098,Matt Fitzpatrick,68.42%,117,171
63,0,57366,Cameron Young,68.39%,106,155
64,0,51894,Vince Whaley,68.38%,93,136
65,0,39977,Max Homa,68.25%,129,189
66,0,40006,Erik van Rooyen,68.00%,102,150
67,0,25493,Nick Taylor,67.98%,138,203
68,0,39327,Ben Silverman,67.93%,125,184
69,0,39997,Corey Conners,67.92%,108,159
70,0,35450,Patrick Cantlay,67.90%,110,162
70,0,47988,Nick Hardy,67.90%,110,162
72,0,29221,Webb Simpson,67.86%,114,168
73,0,47806,Raul Pereda,67.80%,80,118
74,0,33399,Adam Hadwin,67.72%,128,189
75,0,47995,Davis Riley,67.61%,119,176
76,0,34021,Bud Cauley,67.52%,79,117
77,0,47347,Adam Schenk,67.42%,149,221
78,0,57975,Harry Hall,67.40%,122,181
79,0,49947,Taylor Moore,67.38%,157,233
80,0,45157,Cam Davis,67.32%,138,205
81,0,32102,Rickie Fowler,67.23%,119,177
82,0,25900,Lucas Glover,67.21%,123,183
83,0,50188,S.H. Kim,67.19%,170,253
84,0,60067,Joe Highsmith,66.89%,99,148
85,0,51696,Rico Hoey,66.87%,109,163
86,0,34076,Joel Dahmen,66.67%,102,153
86,0,28775,Nate Lashley,66.67%,92,138
86,0,30163,Henrik Norlander,66.67%,62,93
86,0,30927,Brendon Todd,66.67%,154,231
90,0,35617,Martin Trainer,66.35%,69,104
91,0,52955,Ludvig Åberg,66.24%,104,157
92,0,47483,Will Zalatoris,66.23%,102,154
93,0,57900,Chandler Phillips,66.14%,125,189
94,0,36699,Patrick Rodgers,66.10%,156,236
95,0,40250,Taylor Pendrith,66.09%,115,174
96,0,23320,Ryan Palmer,66.07%,74,112
97,0,45242,Kevin Yu,66.03%,103,156
98,0,60004,Jacob Bridgeman,65.99%,97,147
99,0,39546,Keith Mitchell,65.96%,124,188
100,0,55454,Carl Yuan,65.87%,110,167
101,0,34563,Chesson Hadley,65.75%,96,146
102,0,36801,Mark Hubbard,65.68%,155,236
103,0,26596,Ryan Moore,65.50%,112,171
104,0,33408,Tyson Alexander,65.48%,110,168
104,0,47983,Chad Ramey,65.48%,110,168
106,0,52372,Cameron Champ,65.41%,87,133
107,0,49771,J.T. Poston,65.31%,128,196
108,0,27330,Josh Teater,65.17%,58,89
109,0,24502,Adam Scott,65.13%,99,152
110,0,33968,Thorbjørn Olesen,65.05%,67,103
111,0,27064,Jhonattan Vegas,64.89%,85,131
112,0,30926,Chris Kirk,64.67%,108,167
113,0,47679,Victor Perez,64.62%,84,130
113,0,51634,Sahith Theegala,64.62%,137,212
115,0,57362,Austin Eckroat,64.53%,131,203
116,0,33141,Keegan Bradley,64.48%,118,183
117,0,27649,Brandt Snedeker,64.44%,87,135
118,0,55893,Sam Stevens,64.43%,125,194
119,0,37378,Min Woo Lee,64.33%,101,157
120,0,33948,Byeong Hun An,64.24%,106,165
120,0,52375,Doug Ghim,64.24%,106,165
122,0,52514,Trace Crowe,64.23%,79,123
123,0,29535,Brice Garnett,64.08%,66,103
124,0,56149,Wilson Furr,64.04%,73,114
125,0,32333,Kevin Tway,64.00%,64,100
