RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,25396,Kevin Na,29
2,0,28679,Fabián Gómez,25
3,0,21961,Charles Howell III,22
4,0,29289,S.Y. Noh,20
4,0,33419,Cameron Tringale,20
6,0,20472,Alex Cejka,19
6,0,25686,Jason Dufner,19
6,0,29974,Branden Grace,19
9,0,40058,Zac Blair,18
9,0,33448,Justin Thomas,18
9,0,26951,Johnson Wagner,18
12,0,29478,Kevin Kisner,17
12,0,33122,Russell Knox,17
12,0,26596,Ryan Moore,17
12,0,34360,Patrick Reed,17
12,0,29221,Webb Simpson,17
17,0,29725,Tony Finau,16
17,0,24502,Adam Scott,16
19,0,26851,Marc Leishman,15
19,0,34046,Jordan Spieth,15
21,0,12510,Chad Campbell,14
21,0,28089,Jason Day,14
21,0,08075,Jerry Kelly,14
21,0,46970,Jon Rahm,14
25,0,29268,Bronson Burgoon,13
25,0,46435,Austin Cook,13
25,0,25900,Lucas Glover,13
25,0,31646,Emiliano Grillo,13
25,0,33399,Adam Hadwin,13
25,0,30944,Jason Kokrak,13
25,0,24140,Sean O'Hair,13
25,0,27770,Camilo Villegas,13
25,0,31323,Gary Woodland,13
34,0,33141,Keegan Bradley,12
34,0,29479,Scott Brown,12
34,0,24358,Robert Garrigus,12
34,0,36801,Mark Hubbard,12
34,0,34174,John Huh,12
34,0,37455,Si Woo Kim,12
34,0,23108,Matt Kuchar,12
34,0,29476,Kyle Reifers,12
34,0,20645,John Senden,12
34,0,33418,Shawn Stefani,12
44,0,40026,Daniel Berger,11
44,0,24507,Jason Bohn,11
44,0,24357,K.J. Choi,11
44,0,32102,Rickie Fowler,11
44,0,29535,Brice Garnett,11
44,0,35539,Luke Guthrie,11
44,0,31557,Jim Herman,11
44,0,30925,Dustin Johnson,11
44,0,27974,Sung Kang,11
44,0,29926,Danny Lee,11
44,0,29461,Jamie Lovemark,11
44,0,32839,Hideki Matsuyama,11
44,0,28237,Rory McIlroy,11
44,0,01810,Phil Mickelson,11
44,0,36699,Patrick Rodgers,11
44,0,29485,Brett Stegmaier,11
44,0,34264,Hudson Swafford,11
44,0,02206,David Toms,11
44,0,25632,Jimmy Walker,11
63,0,32200,Roberto Castro,10
63,0,27436,Graham DeLaet,10
63,0,31416,Derek Fathauer,10
63,0,24924,Bill Haas,10
63,0,27644,Brian Harman,10
63,0,46440,Smylie Kaufman,10
63,0,27936,Martin Laird,10
63,0,31202,William McGirt,10
63,0,23800,Bryce Molder,10
63,0,26331,Charl Schwartzel,10
63,0,21528,Henrik Stenson,10
63,0,25493,Nick Taylor,10
63,0,25349,Tim Wilkinson,10
76,0,29745,Tyler Aldridge,9
76,0,22371,Aaron Baddeley,9
76,0,24846,Ricky Barnes,9
76,0,25364,Paul Casey,9
76,0,20229,Stewart Cink,9
76,0,23541,Ben Crane,9
76,0,34262,Jon Curran,9
76,0,23983,Luke Donald,9
76,0,34099,Harris English,9
76,0,37273,Derek Ernst,9
76,0,21209,Sergio Garcia,9
76,0,32618,Rhein Gibson,9
76,0,20766,Padraig Harrington,9
76,0,34098,Russell Henley,9
76,0,23353,J.J. Henry,9
76,0,12716,Charley Hoffman,9
76,0,29420,Billy Horschel,9
76,0,24511,Thongchai Jaidee,9
76,0,26300,Matt Jones,9
76,0,36689,Brooks Koepka,9
76,0,31420,Anirban Lahiri,9
76,0,27466,Spencer Levin,9
76,0,34466,Peter Malnati,9
76,0,33413,Ben Martin,9
76,0,33968,Thorbjørn Olesen,9
76,0,26329,Louis Oosthuizen,9
76,0,22056,Cameron Percy,9
76,0,24138,Ian Poulter,9
76,0,10213,Dicky Pride,9
76,0,23325,Vaughn Taylor,9
76,0,23788,D.J. Trahan,9
76,0,37189,Harold Varner III,9
76,0,26289,Boo Weekley,9
109,0,24461,Thomas Aiken,8
109,0,33948,Byeong Hun An,8
109,0,35545,Blayne Barber,8
109,0,20848,Ángel Cabrera,8
109,0,34021,Bud Cauley,8
109,0,32366,Kevin Chappell,8
109,0,28937,George Coetzee,8
109,0,25720,Chad Collins,8
109,0,23638,Brendon de Jonge,8
109,0,25191,Gonzalo Fernandez-Castaño,8
109,0,10809,Jim Furyk,8
109,0,19846,Brian Gay,8
109,0,22892,Jason Gore,8
109,0,23063,Scott Hend,8
109,0,27141,J.B. Holmes,8
109,0,29222,Billy Hurley III,8
109,0,32757,Patton Kizzire,8
109,0,34261,Scott Langley,8
109,0,35296,Haotong Li,8
109,0,27129,Luke List,8
109,0,27120,Troy Matteson,8
109,0,25572,Graeme McDowell,8
109,0,27933,John Merrick,8
109,0,28475,Jeff Overton,8
109,0,20691,Greg Owen,8
109,0,23320,Ryan Palmer,8
109,0,25818,Scott Piercy,8
109,0,32876,Martin Piller,8
109,0,28486,Michael Putnam,8
109,0,22913,John Rollins,8
109,0,22405,Justin Rose,8
109,0,29223,Sam Saunders,8
109,0,35891,Cameron Smith,8
109,0,27649,Brandt Snedeker,8
109,0,30692,Scott Stallings,8
109,0,30110,Kyle Stanley,8
109,0,25834,Daniel Summerhays,8
109,0,32150,Michael Thompson,8
109,0,28132,Tyrone Van Aswegen,8
109,0,27064,Jhonattan Vegas,8
109,0,25804,Bubba Watson,8
150,0,26499,Rafa Cabrera Bello,7
150,0,32070,Rafael Campos,7
150,0,47959,Bryson DeChambeau,7
150,0,29720,Andres Gonzales,7
150,0,34563,Chesson Hadley,7
150,0,26758,David Hearn,7
150,0,30852,Ryo Ishikawa,7
150,0,27747,Hiroshi Iwata,7
150,0,24024,Zach Johnson,7
150,0,30926,Chris Kirk,7
150,0,30711,Colt Knost,7
150,0,35879,Kelly Kraft,7
150,0,33410,Andrew Landry,7
150,0,28092,D.H. Lee,7
150,0,24781,Hunter Mahan,7
150,0,25198,Francesco Molinari,7
150,0,30163,Henrik Norlander,7
150,0,24361,Pat Perez,7
150,0,26476,Chez Reavie,7
150,0,25562,Andres Romero,7
150,0,46501,Ollie Schniederjans,7
150,0,29518,Brendan Steele,7
150,0,34431,Robert Streb,7
150,0,27214,Kevin Streelman,7
150,0,06527,Steve Stricker,7
150,0,25892,Steve Wheatcroft,7
150,0,32139,Danny Willett,7
177,0,10885,Robert Allenby,6
177,0,20098,Stuart Appleby,6
177,0,27895,Jonas Blixt,6
177,0,25274,Steven Bowditch,6
177,0,24925,Jonathan Byrd,6
177,0,28093,Miguel Angel Carballo,6
177,0,28500,Martin Flores,6
177,0,20157,Retief Goosen,6
177,0,32448,James Hahn,6
177,0,34363,Tyrrell Hatton,6
177,0,33461,Morgan Hoffmann,6
177,0,35532,Tom Hoge,6
177,0,27408,Martin Kaymer,6
177,0,39975,Michael Kim,6
177,0,37454,Whee Kim,6
177,0,10860,Justin Leonard,6
177,0,34409,David Lingmerth,6
177,0,35300,Andrew Loupe,6
177,0,33204,Shane Lowry,6
177,0,24912,Will MacKenzie,6
177,0,24490,George McNeill,6
177,0,32640,Troy Merritt,6
177,0,27942,Rob Oppenheim,6
177,0,30946,Alex Prugh,6
177,0,35732,Wes Roach,6
177,0,39251,Ryan Ruffels,6
177,0,06567,Vijay Singh,6
177,0,27963,Chris Stroud,6
205,0,45526,Abraham Ancer,5
205,0,10505,Shane Bertsch,5
205,0,48084,Wesley Bryan,5
205,0,20593,Greg Chalmers,5
205,0,25203,SSP Chawrasia,5
205,0,23699,Danny Chia,5
205,0,20623,Gavin Coles,5
205,0,40098,Matt Fitzpatrick,5
205,0,30911,Tommy Fleetwood,5
205,0,30736,Oscar Fraustro,5
205,0,08725,Tom Gillis,5
205,0,32152,Adam Hart,5
205,0,25444,Justin Hicks,5
205,0,21731,Freddie Jacobson,5
205,0,32888,Lucas Lee,5
205,0,35139,Richard Lee,5
205,0,01706,Davis Love III,5
205,0,28158,Steve Marino,5
205,0,33667,Carlos Ortiz,5
205,0,20572,Rod Pampling,5
205,0,25345,Carl Pettersson,5
205,0,35451,Scott Pinckney,5
205,0,46441,Robby Shelton,5
205,0,46037,Hunter Stewart,5
205,0,40115,Adam Svensson,5
205,0,26668,Marc Turnesa,5
205,0,27095,Nick Watney,5
205,0,29454,Bernd Wiesberger,5
205,0,34265,Will Wilcox,5
205,0,21878,Mark Wilson,5
205,0,22000,Chris Wood,5
205,0,46507,Bobby Wyatt,5
237,0,30978,Kiradech Aphibarnrat,4
237,0,19803,Ryan Armour,4
237,0,12652,Cameron Beckman,4
237,0,26525,Grégory Bourdy,4
237,0,45702,Rodolfo Cazaubòn,4
237,0,23135,Tim Clark,4
237,0,24494,Erik Compton,4
237,0,22621,Ben Curtis,4
237,0,49633,Charlie Danielson,4
237,0,21753,Brian Davis,4
237,0,23409,James Driscoll,4
237,0,50527,Jared du Toit,4
237,0,20104,Ken Duke,4
237,0,06522,Ernie Els,4
237,0,27896,Ross Fisher,4
237,0,24083,Marcus Fraser,4
237,0,19958,Miguel Angel Jiménez,4
237,0,34643,Michael Johnson,4
237,0,34242,Andrew Johnston,4
237,0,28258,K.T. Kim,4
237,0,22986,Søren Kjeldsen,4
237,0,26881,Jarrod Lyle,4
237,0,33941,Nick Mason,4
237,0,23821,Yusaku Miyazato,4
237,0,29256,James Morrison,4
237,0,46601,Trey Mullinax,4
237,0,22046,Geoff Ogilvy,4
237,0,36824,Paul Peterson,4
237,0,33293,Thomas Pieters,4
237,0,25240,D.A. Points,4
237,0,21959,Ted Purdy,4
237,0,23621,Rory Sabbatini,4
237,0,22295,Darron Stiles,4
237,0,31560,Brian Stuard,4
237,0,35314,Andy Sullivan,4
237,0,30927,Brendon Todd,4
237,0,28114,Dawie van der Walt,4
237,0,20396,Lee Westwood,4
237,0,49964,Aaron Wise,4
237,0,33870,Ashun Wu,4
277,0,29910,Blake Adams,3
277,0,47125,Matt Atkins,3
277,0,27958,Ryan Blaum,3
277,0,01116,Michael Bradley,3
277,0,46567,Paul Dunne,3
277,0,28307,Matt Every,3
277,0,36735,Jorge Fernández Valdés,3
277,0,07457,Steve Flesch,3
277,0,01381,Fred Funk,3
277,0,30750,Tommy Gainey,3
277,0,12782,Tim Herron,3
277,0,20608,David Howell,3
277,0,22378,Trevor Immelman,3
277,0,10733,Kent Jones,3
277,0,29378,Daisuke Kataoka,3
277,0,32816,Satoshi Kodaira,3
277,0,11032,Frank Lickliter II,3
277,0,28300,Joost Luiten,3
277,0,01766,Billy Mayfair,3
277,0,47994,Lee McCoy,3
277,0,46442,Maverick McNealy,3
277,0,06515,Shaun Micheel,3
277,0,35541,John Peterson,3
277,0,47568,Curtis Reed,3
277,0,48081,Xander Schauffele,3
277,0,21498,Hideto Tanihara,3
277,0,48119,Ben Taylor,3
277,0,39075,Armando Villarreal,3
305,0,31587,Max Alverio,2
305,0,33120,Mark Anderson,2
305,0,21407,Arjun Atwal,2
305,0,23048,Eric Axley,2
305,0,32334,Charlie Beljan,2
305,0,33974,Dean Burmester,2
305,0,20850,Daniel Chopra,2
305,0,33780,Nick Cullen,2
305,0,08931,Glen Day,2
305,0,36983,Matt Dobyns,2
305,0,28751,Andrew Dodt,2
305,0,25369,Jamie Donaldson,2
305,0,37338,Zecheng Dou,2
305,0,22983,Bradley Dredge,2
305,0,39201,Nacho Elvira,2
305,0,46523,Joey Garber,2
305,0,50666,Matt Gilchrest,2
305,0,46550,Brandon Hagy,2
305,0,20433,Mark Hensby,2
305,0,35973,Nathan Holman,2
305,0,26908,Yuta Ikeda,2
305,0,19970,Robert Karlsson,2
305,0,01666,Bernhard Langer,2
305,0,31109,Richard Lee,2
305,0,27619,Ben Leong,2
305,0,47643,Lance Lopez,2
305,0,22080,Prayad Marksaeng,2
305,0,31115,Michio Matsumura,2
305,0,08635,Colin Montgomerie,2
305,0,27349,Alex Noren,2
305,0,01948,Tim Petrovic,2
305,0,48095,Garrett Rank,2
305,0,39328,Conrad Shindler,2
305,0,36521,Young-han Song,2
305,0,35174,Matthew Southgate,2
305,0,10381,Curtis Thompson,2
305,0,08385,Omar Uresti,2
305,0,23623,Bo Van Pelt,2
305,0,12794,Tim Weinhart,2
305,0,20160,Charlie Wi,2
305,0,32254,Xinjun Zhang,2
