RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,10809,Jim Furyk,1.38,25,1818
2,0,02010,Loren Roberts,1.42,22,1548
3,0,01378,David Frost,1.74,25,1440
4,0,01761,Len Mattiace,1.79,30,1674
5,0,10213,Dicky Pride,1.83,24,1314
6,0,20593,Greg Chalmers,1.93,33,1710
7,0,10860,Justin Leonard,2.00,27,1350
8,0,06251,Chris DiMarco,2.03,34,1674
9,0,08537,J.P. Hayes,2.04,29,1422
10,0,26420,Richard Johnson,2.06,33,1602
10,0,12660,Jesper Parnevik,2.06,37,1800
12,0,22371,Aaron Baddeley,2.07,25,1206
12,0,01457,Jay Haas,2.07,31,1494
12,0,01619,Skip Kendall,2.07,41,1980
15,0,06617,Brian Henninger,2.08,21,1008
16,0,06575,Dudley Hart,2.10,25,1188
17,0,01320,Bob Estes,2.14,35,1638
18,0,08931,Glen Day,2.15,39,1818
19,0,20229,Stewart Cink,2.17,39,1800
20,0,12645,Brent Geiberger,2.18,20,918
21,0,01948,Tim Petrovic,2.19,41,1872
22,0,01132,Mark Brooks,2.23,35,1566
23,0,02239,Scott Verplank,2.26,39,1728
24,0,20121,Todd Fischer,2.28,39,1710
24,0,10107,Deane Pappas,2.28,30,1314
26,0,20572,Rod Pampling,2.34,35,1494
27,0,23541,Ben Crane,2.36,39,1656
28,0,21633,Steve Allan,2.38,21,882
29,0,01577,Lee Janzen,2.43,35,1440
30,0,12782,Tim Herron,2.44,44,1800
31,0,01928,Corey Pavin,2.45,38,1548
32,0,01139,Olin Browne,2.47,49,1980
33,0,01307,Joel Edwards,2.50,27,1080
34,0,23983,Luke Donald,2.53,40,1584
34,0,20548,Hidemichi Tanaka,2.53,51,2016
36,0,10585,Scott McCarron,2.54,37,1458
36,0,02170,Hal Sutton,2.54,37,1458
38,0,12602,Dean Wilson,2.57,38,1476
38,0,20566,Kaname Yokoo,2.57,25,972
40,0,06522,Ernie Els,2.59,28,1080
41,0,01475,Donnie Hammond,2.60,43,1656
41,0,01706,Davis Love III,2.60,37,1422
43,0,21805,Harrison Frazar,2.61,40,1530
44,0,19846,Brian Gay,2.63,46,1746
44,0,02101,Joey Sindelar,2.63,43,1638
46,0,20628,Arron Oberholser,2.64,38,1440
47,0,01553,John Huston,2.67,36,1350
48,0,02223,Bob Tway,2.68,41,1530
49,0,06595,Kevin Sutherland,2.72,46,1692
50,0,01042,Paul Azinger,2.74,36,1314
50,0,01226,Fred Couples,2.74,33,1206
52,0,21739,Aaron Barber,2.78,47,1692
52,0,23135,Tim Clark,2.78,39,1404
52,0,01968,Nick Price,2.78,31,1116
52,0,02002,John Riegger,2.78,26,936
52,0,08793,Tiger Woods,2.78,34,1224
57,0,06004,Stephen Ames,2.81,45,1602
57,0,06643,Paul Goydos,2.81,42,1494
57,0,01569,Peter Jacobsen,2.81,38,1350
57,0,01723,Andrew Magee,2.81,45,1602
57,0,12680,Shigeki Maruyama,2.81,43,1530
57,0,10423,Mike Weir,2.81,38,1350
63,0,20573,Scott Laycock,2.82,35,1242
64,0,01941,Tom Pernice Jr.,2.83,52,1836
65,0,19881,Robert Damron,2.84,49,1728
65,0,02246,Duffy Waldorf,2.84,44,1548
67,0,01381,Fred Funk,2.85,56,1962
67,0,21961,Charles Howell III,2.85,59,2070
