RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,06004,Stephen Ames,.00,0,119,100.0
1,0,20229,Stewart Cink,.00,0,126,100.0
1,0,19825,Darren Clarke,.00,0,55,100.0
1,0,23125,Brad Elder,.00,0,47,100.0
1,0,01378,David Frost,.00,0,94,100.0
1,0,10809,Jim Furyk,.00,0,105,100.0
1,0,10201,Matt Gogel,.00,0,95,100.0
1,0,23552,Hank Kuehne,.00,0,85,100.0
1,0,01666,Bernhard Langer,.00,0,65,100.0
1,0,10565,Ian Leggatt,.00,0,82,100.0
1,0,10860,Justin Leonard,.00,0,73,100.0
1,0,12662,Thomas Levet,.00,0,110,100.0
1,0,01761,Len Mattiace,.00,0,94,100.0
1,0,01797,Rocco Mediate,.00,0,94,100.0
1,0,12660,Jesper Parnevik,.00,0,118,100.0
1,0,01968,Nick Price,.00,0,64,100.0
1,0,02010,Loren Roberts,.00,0,88,100.0
1,0,23034,Brent Schwarzrock,.00,0,71,100.0
1,0,02170,Hal Sutton,.00,0,104,100.0
1,0,10423,Mike Weir,.00,0,60,100.0
21,0,01619,Skip Kendall,.78,1,129,99.2
22,0,01938,David Peoples,.80,1,125,99.2
23,0,02104,Jeff Sluman,.82,1,122,99.1
24,0,07749,Brett Quigley,.88,1,114,99.1
25,0,01475,Donnie Hammond,.89,1,112,99.1
26,0,20094,Jonathan Kaye,.91,1,110,99.0
27,0,08537,J.P. Hayes,.96,1,104,99.0
28,0,06251,Chris DiMarco,1.00,1,100,99.0
29,0,02049,Gene Sauers,1.05,1,95,98.9
30,0,20572,Rod Pampling,1.08,1,93,98.9
31,0,01098,Jay Don Blake,1.09,1,92,98.9
32,0,06567,Vijay Singh,1.11,1,90,98.8
33,0,06643,Paul Goydos,1.14,1,88,98.8
34,0,10585,Scott McCarron,1.15,1,87,98.8
34,0,25031,Andy Miller,1.15,1,87,98.8
36,0,23656,Jason Caron,1.20,1,83,98.8
36,0,02002,John Riegger,1.20,1,83,98.8
36,0,12755,Vance Veazey,1.20,1,83,98.8
39,0,21633,Steve Allan,1.28,1,78,98.7
39,0,24356,Jason Buha,1.28,1,78,98.7
41,0,06575,Dudley Hart,1.30,1,77,98.7
42,0,22548,Patrick Sheehan,1.33,2,150,98.6
42,0,20566,Kaname Yokoo,1.33,1,75,98.6
44,0,01139,Olin Browne,1.36,2,147,98.6
45,0,08931,Glen Day,1.38,2,145,98.6
46,0,23614,Rich Beem,1.41,1,71,98.5
47,0,23353,J.J. Henry,1.42,2,141,98.5
48,0,10213,Dicky Pride,1.43,1,70,98.5
49,0,08339,Spike McRoy,1.47,2,136,98.5
50,0,07721,Pat Bates,1.49,2,134,98.5
50,0,01887,Mark O'Meara,1.49,1,67,98.5
52,0,20663,Brenden Pappas,1.50,2,133,98.5
53,0,02223,Bob Tway,1.52,2,132,98.4
54,0,02101,Joey Sindelar,1.55,2,129,98.4
55,0,01249,John Daly,1.56,1,64,98.4
55,0,06515,Shaun Micheel,1.56,2,128,98.4
57,0,01381,Fred Funk,1.59,2,126,98.4
58,0,01766,Billy Mayfair,1.67,2,120,98.3
59,0,24357,K.J. Choi,1.68,2,119,98.3
59,0,26420,Richard Johnson,1.68,2,119,98.3
61,0,12645,Brent Geiberger,1.69,1,59,98.3
62,0,06522,Ernie Els,1.75,1,57,98.2
62,0,01320,Bob Estes,1.75,2,114,98.2
62,0,07941,Mike Grob,1.75,2,114,98.2
62,0,08075,Jerry Kelly,1.75,2,114,98.2
66,0,06527,Steve Stricker,1.79,1,56,98.2
67,0,01175,Jim Carter,1.80,2,111,98.2
67,0,12680,Shigeki Maruyama,1.80,2,111,98.2
69,0,24502,Adam Scott,1.82,1,55,98.1
70,0,19846,Brian Gay,1.85,2,108,98.1
71,0,20593,Greg Chalmers,1.87,2,107,98.1
72,0,12602,Dean Wilson,1.89,2,106,98.1
73,0,01677,Tom Lehman,1.90,2,105,98.1
74,0,22295,Darron Stiles,1.92,2,104,98.0
75,0,01132,Mark Brooks,1.96,2,102,98.0
76,0,01042,Paul Azinger,2.00,2,100,98.0
76,0,10733,Kent Jones,2.00,2,100,98.0
76,0,01945,Kenny Perry,2.00,2,100,98.0
76,0,02206,David Toms,2.00,2,100,98.0
80,0,12823,Carlos Franco,2.03,3,148,97.9
81,0,01569,Peter Jacobsen,2.06,2,97,97.9
82,0,08545,Glen Hnatiuk,2.08,3,144,97.9
82,0,20634,Peter Lonard,2.08,2,96,97.9
84,0,11032,Frank Lickliter II,2.11,2,95,97.8
84,0,22293,Heath Slocum,2.11,3,142,97.8
84,0,11011,Mike Sposa,2.11,2,95,97.8
87,0,20771,Steven Alker,2.13,2,94,97.8
88,0,25345,Carl Pettersson,2.15,2,93,97.8
89,0,20095,Carl Paulson,2.16,3,139,97.8
90,0,01307,Joel Edwards,2.17,2,92,97.8
90,0,02214,Kirk Triplett,2.17,2,92,97.8
