RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
1,0,01161,Mark Calcavecchia,5,41
1,0,01724,Jeff Maggert,5,43
1,0,23621,Rory Sabbatini,5,58
1,0,22548,Patrick Sheehan,5,46
5,0,07867,Woody Austin,4,57
5,0,01249,John Daly,4,26
5,0,07457,Steve Flesch,4,47
5,0,08725,Tom Gillis,4,39
5,0,12662,Thomas Levet,4,46
5,0,01766,Billy Mayfair,4,52
5,0,10912,Craig Perks,4,39
12,0,01035,Tommy Armour III,3,31
12,0,21739,Aaron Barber,3,39
12,0,08123,Jeff Brehaut,3,62
12,0,19881,Robert Damron,3,41
12,0,23983,Luke Donald,3,28
12,0,20574,Mathew Goggin,3,50
12,0,01553,John Huston,3,26
12,0,20094,Jonathan Kaye,3,44
12,0,12705,Cliff Kresge,3,43
12,0,23108,Matt Kuchar,3,34
12,0,06332,Neal Lancaster,3,50
12,0,01685,J.L. Lewis,3,59
12,0,01887,Mark O'Meara,3,35
12,0,20095,Carl Paulson,3,54
12,0,25345,Carl Pettersson,3,36
12,0,07749,Brett Quigley,3,32
12,0,02049,Gene Sauers,3,48
12,0,22295,Darron Stiles,3,53
12,0,12755,Vance Veazey,3,31
12,0,02246,Duffy Waldorf,3,40
32,0,06004,Stephen Ames,2,43
32,0,01042,Paul Azinger,2,30
32,0,20498,Briny Baird,2,62
32,0,19824,Craig Barlow,2,52
32,0,12661,Todd Barranger,2,53
32,0,12652,Cameron Beckman,2,42
32,0,23614,Rich Beem,2,39
32,0,01132,Mark Brooks,2,30
32,0,24925,Jonathan Byrd,2,45
32,0,23656,Jason Caron,2,42
32,0,23541,Ben Crane,2,30
32,0,22621,Ben Curtis,2,34
32,0,01388,Robert Gamez,2,52
32,0,22892,Jason Gore,2,45
32,0,23338,David Gossett,2,66
32,0,21806,Paul Gow,2,32
32,0,08545,Glen Hnatiuk,2,46
32,0,01569,Peter Jacobsen,2,27
32,0,08633,Per-Ulrik Johansson,2,52
32,0,08075,Jerry Kelly,2,49
32,0,06475,Jeff Klein,2,44
32,0,11032,Frank Lickliter II,2,40
32,0,01723,Andrew Magee,2,42
32,0,08547,John Maginnes,2,38
32,0,08339,Spike McRoy,2,49
32,0,01797,Rocco Mediate,2,29
32,0,25031,Andy Miller,2,35
32,0,26950,John Morgan,2,52
32,0,20663,Brenden Pappas,2,41
32,0,12660,Jesper Parnevik,2,25
32,0,24361,Pat Perez,2,49
32,0,25692,Akio Sadakata,2,57
32,0,23034,Brent Schwarzrock,2,42
32,0,11011,Mike Sposa,2,35
32,0,06595,Kevin Sutherland,2,33
32,0,02206,David Toms,2,35
32,0,25450,Ty Tryon,2,34
32,0,02223,Bob Tway,2,31
32,0,21878,Mark Wilson,2,43
32,0,08793,Tiger Woods,2,25
32,0,26489,Cameron Yancey,2,29
73,0,21633,Steve Allan,1,19
73,0,23036,Chris Anderson,1,39
73,0,20098,Stuart Appleby,1,37
73,0,20099,Doug Barron,1,54
73,0,20029,Notah Begay III,1,48
73,0,01139,Olin Browne,1,39
73,0,24356,Jason Buha,1,29
73,0,06809,Bob Burns,1,42
73,0,12510,Chad Campbell,1,37
73,0,01175,Jim Carter,1,49
73,0,20472,Alex Cejka,1,44
73,0,20593,Greg Chalmers,1,28
73,0,24357,K.J. Choi,1,46
73,0,20229,Stewart Cink,1,29
73,0,12388,Michael Clark II,1,31
73,0,19825,Darren Clarke,1,19
73,0,19972,José Coceres,1,35
73,0,20623,Gavin Coles,1,35
73,0,06034,Marco Dawson,1,41
73,0,08931,Glen Day,1,35
73,0,06251,Chris DiMarco,1,23
73,0,06621,Joe Durant,1,56
73,0,01307,Joel Edwards,1,22
73,0,01329,Brad Faxon,1,36
73,0,20121,Todd Fischer,1,34
73,0,01361,Dan Forsman,1,46
73,0,21805,Harrison Frazar,1,36
73,0,01378,David Frost,1,22
73,0,01381,Fred Funk,1,44
73,0,21209,Sergio Garcia,1,26
73,0,10201,Matt Gogel,1,33
73,0,20157,Retief Goosen,1,21
73,0,01475,Donnie Hammond,1,36
73,0,06575,Dudley Hart,1,22
73,0,08537,J.P. Hayes,1,22
73,0,08337,Mike Heinen,1,54
73,0,23353,J.J. Henry,1,46
73,0,26420,Richard Johnson,1,25
73,0,01619,Skip Kendall,1,31
73,0,23552,Hank Kuehne,1,40
73,0,10565,Ian Leggatt,1,36
73,0,01677,Tom Lehman,1,39
73,0,10860,Justin Leonard,1,21
73,0,01707,Steve Lowery,1,42
73,0,01761,Len Mattiace,1,21
73,0,06515,Shaun Micheel,1,45
73,0,22046,Geoff Ogilvy,1,33
73,0,20568,Anthony Painter,1,49
73,0,01928,Corey Pavin,1,26
73,0,01941,Tom Pernice Jr.,1,42
73,0,02002,John Riegger,1,21
73,0,02010,Loren Roberts,1,16
73,0,24502,Adam Scott,1,19
73,0,20645,John Senden,1,62
73,0,06567,Vijay Singh,1,38
73,0,22293,Heath Slocum,1,56
73,0,08375,Paul Stankowski,1,34
73,0,23177,Kenneth Staton,1,40
73,0,07101,Dave Stockton Jr.,1,35
73,0,06527,Steve Stricker,1,28
73,0,06581,David Sutherland,1,55
73,0,02214,Kirk Triplett,1,40
73,0,02239,Scott Verplank,1,25
73,0,20436,Garrett Willis,1,60
73,0,12602,Dean Wilson,1,30
