RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,08725,Tom Gillis,3,39
1,0,02246,Duffy Waldorf,3,40
3,0,07867,Woody Austin,2,57
3,0,06522,Ernie Els,2,20
3,0,20121,Todd Fischer,2,34
3,0,01569,Peter Jacobsen,2,27
3,0,01577,Lee Janzen,2,25
3,0,20094,Jonathan Kaye,2,44
3,0,08547,John Maginnes,2,38
3,0,01766,Billy Mayfair,2,52
3,0,01810,Phil Mickelson,2,26
3,0,20568,Anthony Painter,2,49
3,0,02214,Kirk Triplett,2,40
14,0,10885,Robert Allenby,1,39
14,0,20098,Stuart Appleby,1,37
14,0,22371,Aaron Baddeley,1,22
14,0,20498,Briny Baird,1,62
14,0,21739,Aaron Barber,1,39
14,0,19824,Craig Barlow,1,52
14,0,20099,Doug Barron,1,54
14,0,07721,Pat Bates,1,47
14,0,23614,Rich Beem,1,39
14,0,08123,Jeff Brehaut,1,62
14,0,01139,Olin Browne,1,39
14,0,01161,Mark Calcavecchia,1,41
14,0,20472,Alex Cejka,1,44
14,0,19972,José Coceres,1,35
14,0,20623,Gavin Coles,1,35
14,0,23541,Ben Crane,1,30
14,0,19881,Robert Damron,1,41
14,0,01320,Bob Estes,1,25
14,0,21805,Harrison Frazar,1,36
14,0,10201,Matt Gogel,1,33
14,0,22892,Jason Gore,1,45
14,0,23338,David Gossett,1,66
14,0,07941,Mike Grob,1,38
14,0,01475,Donnie Hammond,1,36
14,0,08537,J.P. Hayes,1,22
14,0,21961,Charles Howell III,1,42
14,0,08633,Per-Ulrik Johansson,1,52
14,0,08075,Jerry Kelly,1,49
14,0,06332,Neal Lancaster,1,50
14,0,12662,Thomas Levet,1,46
14,0,01724,Jeff Maggert,1,43
14,0,12680,Shigeki Maruyama,1,29
14,0,25031,Andy Miller,1,35
14,0,20663,Brenden Pappas,1,41
14,0,10107,Deane Pappas,1,25
14,0,01938,David Peoples,1,44
14,0,10912,Craig Perks,1,39
14,0,25345,Carl Pettersson,1,36
14,0,07749,Brett Quigley,1,32
14,0,02010,Loren Roberts,1,16
14,0,25692,Akio Sadakata,1,57
14,0,08375,Paul Stankowski,1,34
14,0,06595,Kevin Sutherland,1,33
14,0,20548,Hidemichi Tanaka,1,42
14,0,10425,Jay Williamson,1,42
14,0,21878,Mark Wilson,1,43
