RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,10809,Jim Furyk,.43,2,468
2,0,02010,Loren Roberts,.97,4,414
3,0,06617,Brian Henninger,.98,3,306
4,0,01378,David Frost,1.16,5,432
5,0,12645,Brent Geiberger,1.74,5,288
6,0,07223,Brian Bateman,1.85,8,432
6,0,23983,Luke Donald,1.85,9,486
6,0,01619,Skip Kendall,1.85,10,540
6,0,10565,Ian Leggatt,1.85,8,432
6,0,20548,Hidemichi Tanaka,1.85,10,540
11,0,01761,Len Mattiace,1.92,9,468
12,0,10107,Deane Pappas,1.93,8,414
13,0,12705,Cliff Kresge,1.97,11,558
14,0,20593,Greg Chalmers,2.04,11,540
14,0,08931,Glen Day,2.04,11,540
14,0,12660,Jesper Parnevik,2.04,11,540
17,0,20127,Chris Riley,2.06,10,486
18,0,02214,Kirk Triplett,2.08,9,432
19,0,20572,Rod Pampling,2.14,10,468
20,0,22548,Patrick Sheehan,2.15,12,558
21,0,10213,Dicky Pride,2.17,9,414
22,0,26420,Richard Johnson,2.18,11,504
23,0,01723,Andrew Magee,2.22,10,450
24,0,20229,Stewart Cink,2.26,11,486
25,0,08793,Tiger Woods,2.29,7,306
26,0,06643,Paul Goydos,2.31,10,432
26,0,02246,Duffy Waldorf,2.31,10,432
28,0,21805,Harrison Frazar,2.35,11,468
28,0,07941,Mike Grob,2.35,11,468
28,0,07749,Brett Quigley,2.35,11,468
28,0,06595,Kevin Sutherland,2.35,11,468
32,0,01810,Phil Mickelson,2.38,9,378
33,0,01307,Joel Edwards,2.42,10,414
34,0,07457,Steve Flesch,2.43,14,576
34,0,01968,Nick Price,2.43,7,288
36,0,01042,Paul Azinger,2.44,11,450
36,0,06251,Chris DiMarco,2.44,11,450
36,0,25031,Andy Miller,2.44,11,450
39,0,20623,Gavin Coles,2.47,12,486
40,0,23036,Chris Anderson,2.51,14,558
40,0,20121,Todd Fischer,2.51,14,558
42,0,01320,Bob Estes,2.55,11,432
42,0,10201,Matt Gogel,2.55,11,432
42,0,01577,Lee Janzen,2.55,11,432
45,0,12755,Vance Veazey,2.56,12,468
46,0,12782,Tim Herron,2.58,13,504
47,0,22371,Aaron Baddeley,2.63,9,342
48,0,22621,Ben Curtis,2.65,10,378
48,0,06575,Dudley Hart,2.65,10,378
48,0,10860,Justin Leonard,2.65,10,378
48,0,20566,Kaname Yokoo,2.65,10,378
52,0,08537,J.P. Hayes,2.67,12,450
52,0,02223,Bob Tway,2.67,12,450
52,0,02239,Scott Verplank,2.67,12,450
55,0,08547,John Maginnes,2.68,14,522
56,0,01948,Tim Petrovic,2.69,15,558
57,0,07721,Pat Bates,2.78,17,612
