RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,20127,Chris Riley,68.50,822,12
2,0,23320,Ryan Palmer,68.71,962,14
3,0,23108,Matt Kuchar,68.86,1515,22
4,0,23409,James Driscoll,68.92,827,12
5,0,21878,Mark Wilson,69.13,1037,15
6,0,26882,Michael Sim,69.25,831,12
7,0,23541,Ben Crane,69.28,1247,18
8,0,20157,Retief Goosen,69.41,1180,17
9,0,29221,Webb Simpson,69.47,1181,17
10,0,21961,Charles Howell III,69.48,1598,23
11,0,25190,Jeff Quinney,69.56,1113,16
12,0,12652,Cameron Beckman,69.57,487,7
13,0,21731,Freddie Jacobson,69.63,1114,16
14,0,12602,Dean Wilson,69.67,627,9
15,0,24925,Jonathan Byrd,69.69,1115,16
16,0,28237,Rory McIlroy,69.73,767,11
17,0,25364,Paul Casey,69.77,907,13
18,0,22405,Justin Rose,69.81,1117,16
19,0,01320,Bob Estes,69.83,838,12
20,0,24361,Pat Perez,69.89,1258,18
20,0,02206,David Toms,69.89,1258,18
22,0,26851,Marc Leishman,69.94,1189,17
23,0,20498,Briny Baird,70.07,1051,15
23,0,27436,Graham DeLaet,70.07,1051,15
25,0,23621,Rory Sabbatini,70.08,911,13
26,0,08375,Paul Stankowski,70.15,912,13
27,0,23788,D.J. Trahan,70.17,1263,18
27,0,23623,Bo Van Pelt,70.17,1614,23
29,0,27214,Kevin Streelman,70.18,1193,17
30,0,25804,Bubba Watson,70.19,1123,16
31,0,11123,Chris Couch,70.20,702,10
32,0,19846,Brian Gay,70.21,1334,19
32,0,22913,John Rollins,70.21,983,14
34,0,26881,Jarrod Lyle,70.22,632,9
34,0,06527,Steve Stricker,70.22,1264,18
36,0,23800,Bryce Molder,70.25,1124,16
36,0,25632,Jimmy Walker,70.25,843,12
38,0,20436,Garrett Willis,70.27,1054,15
39,0,08725,Tom Gillis,70.29,1476,21
40,0,20686,Jeev Milkha Singh,70.30,703,10
41,0,27963,Chris Stroud,70.31,1125,16
42,0,25396,Kevin Na,70.35,1407,20
43,0,06004,Stephen Ames,70.38,1126,16
43,0,06522,Ernie Els,70.38,1126,16
45,0,23353,J.J. Henry,70.39,1267,18
46,0,22371,Aaron Baddeley,70.40,1408,20
46,0,33419,Cameron Tringale,70.40,352,5
48,0,23325,Vaughn Taylor,70.41,1197,17
49,0,01948,Tim Petrovic,70.42,1338,19
50,0,20229,Stewart Cink,70.44,1268,18
50,0,25686,Jason Dufner,70.44,1268,18
52,0,23349,Charles Warren,70.45,775,11
53,0,20574,Mathew Goggin,70.46,916,13
54,0,27120,Troy Matteson,70.50,987,14
55,0,10885,Robert Allenby,70.53,1199,17
56,0,28620,Aron Price,70.54,917,13
57,0,25720,Chad Collins,70.56,1129,16
58,0,12716,Charley Hoffman,70.59,1200,17
59,0,28087,Kris Blanks,70.60,1059,15
59,0,25818,Scott Piercy,70.60,1059,15
61,0,32102,Rickie Fowler,70.65,1413,20
62,0,25562,Andres Romero,70.67,1060,15
62,0,26679,Kevin Stadler,70.67,1060,15
64,0,23548,Bill Lunde,70.70,707,10
