RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
1,0,01706,Davis Love III,476,Mercedes Champ,4,18,656
2,0,23621,Rory Sabbatini,448,Mercedes Champ,4,18,656
3,0,19825,Darren Clarke,446,Mercedes Champ,4,18,656
4,0,25900,Lucas Glover,436,Texas Open,4,11,625
5,0,20098,Stuart Appleby,433,Mercedes Champ,4,18,656
6,0,06522,Ernie Els,429,Mercedes Champ,4,18,656
6,0,22019,Victor Schwamkrug,429,Shell Houston,2,12,699
8,0,12510,Chad Campbell,426,Mercedes Champ,3,18,656
9,0,08793,Tiger Woods,425,Mercedes Champ,4,18,656
10,0,24924,Bill Haas,422,Reno-Tahoe Open,3,9,660
11,0,20094,Jonathan Kaye,421,Mercedes Champ,2,6,656
11,0,01685,J.L. Lewis,421,Mercedes Champ,4,6,656
13,0,01035,Tommy Armour III,420,Mercedes Champ,3,6,656
13,0,12680,Shigeki Maruyama,420,Mercedes Champ,4,18,656
13,0,01945,Kenny Perry,420,Mercedes Champ,3,6,656
13,0,10423,Mike Weir,420,Mercedes Champ,4,6,656
17,0,06515,Shaun Micheel,419,Mercedes Champ,4,18,656
18,0,06567,Vijay Singh,417,Mercedes Champ,3,6,656
19,0,01226,Fred Couples,416,Mercedes Champ,1,18,656
19,0,01569,Peter Jacobsen,416,Mercedes Champ,1,18,656
19,0,11032,Frank Lickliter II,416,Mercedes Champ,4,18,656
19,0,02133,Craig Stadler,416,Mercedes Champ,4,18,656
23,0,20157,Retief Goosen,413,Mercedes Champ,2,6,656
24,0,23541,Ben Crane,410,Mercedes Champ,4,18,656
24,0,10860,Justin Leonard,410,Mercedes Champ,1,18,656
24,0,24502,Adam Scott,410,Mercedes Champ,4,18,656
27,0,01553,John Huston,408,Mercedes Champ,2,18,656
27,0,02214,Kirk Triplett,408,Mercedes Champ,3,6,656
29,0,22621,Ben Curtis,407,Mercedes Champ,2,6,656
29,0,02223,Bob Tway,407,Mercedes Champ,3,6,656
31,0,08835,Kris Cox,406,Texas Open,1,1,625
32,0,23063,Scott Hend,405,Colonial,4,7,021
33,0,01249,John Daly,400,WGC-NEC Invit'l,1,2,036
34,0,01475,Donnie Hammond,399,Texas Open,1,1,625
35,0,20498,Briny Baird,398,Texas Open,4,11,625
36,0,21407,Arjun Atwal,397,Reno-Tahoe Open,3,8,660
36,0,10585,Scott McCarron,397,BellSouth Class,4,10,638
36,0,12660,Jesper Parnevik,397,Texas Open,4,11,625
39,0,10733,Kent Jones,396,Michelin,3,10,418
40,0,20663,Brenden Pappas,395,Shell Houston,2,15,699
41,0,08337,Mike Heinen,394,Reno-Tahoe Open,3,9,660
41,0,20572,Rod Pampling,394,Texas Open,4,11,625
43,0,11123,Chris Couch,393,BellSouth Class,4,10,638
43,0,07457,Steve Flesch,393,Mercedes Champ,4,18,656
45,0,22371,Aaron Baddeley,392,84 LUMBER,1,5,696
46,0,10809,Jim Furyk,391,Mercedes Champ,4,18,656
47,0,20104,Ken Duke,390,BellSouth Class,2,10,638
47,0,27770,Camilo Villegas,390,Texas Open,2,11,625
49,0,21893,Brian Kortan,389,BellSouth Class,4,7,638
50,0,21731,Freddie Jacobson,388,Texas Open,4,11,625
51,0,06809,Bob Burns,387,Texas Open,2,1,625
52,0,20850,Daniel Chopra,385,Reno-Tahoe Open,4,17,660
52,0,06016,Brad Lardon,385,Texas Open,4,11,625
52,0,25345,Carl Pettersson,385,BellSouth Class,4,7,638
52,0,02106,Chris Smith,385,Reno-Tahoe Open,4,10,660
52,0,20436,Garrett Willis,385,Reno-Tahoe Open,4,10,660
57,0,23307,Roger Tambellini,384,Texas Open,2,1,625
58,0,23320,Ryan Palmer,383,BellSouth Class,2,10,638
59,0,01527,Scott Hoch,382,Mercedes Champ,2,18,656
59,0,23108,Matt Kuchar,382,Texas Open,4,11,625
59,0,25632,Jimmy Walker,382,Shell Houston,1,7,699
62,0,20121,Todd Fischer,381,Texas Open,2,1,625
62,0,01677,Tom Lehman,381,Texas Open,4,11,625
62,0,01707,Steve Lowery,381,BellSouth Class,4,10,638
62,0,12663,Phil Tataurangi,381,Reno-Tahoe Open,1,5,660
66,0,25816,Kevin Durkin,380,BellSouth Class,4,7,638
66,0,23552,Hank Kuehne,380,Texas Open,3,11,625
66,0,23497,Tag Ridings,380,BellSouth Class,4,10,638
69,0,12652,Cameron Beckman,379,BellSouth Class,2,7,638
69,0,12782,Tim Herron,379,Shell Houston,2,12,699
71,0,01313,Steve Elkington,378,BellSouth Class,4,10,638
71,0,12645,Brent Geiberger,378,BellSouth Class,3,10,638
71,0,20433,Mark Hensby,378,BellSouth Class,2,10,638
74,0,24290,D.J. Brigman,377,Texas Open,2,1,625
74,0,20593,Greg Chalmers,377,John Deere Clas,4,14,669
74,0,10107,Deane Pappas,377,Shell Houston,2,12,699
74,0,24361,Pat Perez,377,Honda Classic,2,4,710
78,0,06197,Michael Allen,376,Reno-Tahoe Open,4,9,660
78,0,23353,J.J. Henry,376,Reno-Tahoe Open,3,17,660
78,0,24024,Zach Johnson,376,BellSouth Class,4,10,638
81,0,23614,Rich Beem,375,Reno-Tahoe Open,3,10,660
81,0,20848,Ángel Cabrera,375,WGC-NEC Invit'l,4,16,036
81,0,24781,Hunter Mahan,375,Reno-Tahoe Open,4,18,660
81,0,20580,Andre Stolz,375,Michelin,1,17,712
81,0,10425,Jay Williamson,375,Reno-Tahoe Open,4,9,660
86,0,20766,Padraig Harrington,374,BellSouth Class,4,10,638
87,0,01307,Joel Edwards,373,Buick Classic,2,18,027
87,0,21209,Sergio Garcia,373,Colonial,4,1,021
87,0,01724,Jeff Maggert,373,Colonial,4,7,021
87,0,01927,Dennis Paulson,373,BellSouth Class,4,10,638
87,0,07749,Brett Quigley,373,Wachovia Champ,2,16,698
87,0,20645,John Senden,373,Texas Open,4,1,625
87,0,06527,Steve Stricker,373,BellSouth Class,4,18,638
94,0,21633,Steve Allan,372,Shell Houston,2,15,699
94,0,01161,Mark Calcavecchia,372,Colonial,3,7,021
94,0,01200,Keith Clearwater,372,Colonial,1,7,021
94,0,01810,Phil Mickelson,372,BellSouth Class,4,10,638
94,0,23325,Vaughn Taylor,372,Reno-Tahoe Open,4,17,660
99,0,20229,Stewart Cink,371,BellSouth Class,4,10,638
99,0,01203,Russ Cochran,371,Texas Open,1,1,625
101,0,01261,Jay Delsing,370,Reno-Tahoe Open,4,9,660
101,0,20634,Peter Lonard,370,BellSouth Class,2,7,638
103,0,12760,Danny Ellis,369,Reno-Tahoe Open,3,9,660
103,0,07941,Mike Grob,369,Texas Open,2,1,625
103,0,07939,Dan Olsen,369,Buick Classic,1,12,027
103,0,20429,Boyd Summerhays,369,BellSouth Class,2,10,638
107,0,24846,Ricky Barnes,368,BellSouth Class,2,10,638
107,0,12394,Tom Carter,368,Buick Classic,3,12,027
107,0,10201,Matt Gogel,368,Reno-Tahoe Open,3,9,660
107,0,06332,Neal Lancaster,368,BellSouth Class,4,18,638
111,0,01042,Paul Azinger,367,Shell Houston,1,12,699
111,0,19824,Craig Barlow,367,Reno-Tahoe Open,4,17,660
111,0,08123,Jeff Brehaut,367,FBR Open,1,8,510
111,0,02245,Grant Waite,367,Reno-Tahoe Open,4,9,660
115,0,10885,Robert Allenby,366,Shell Houston,1,1,699
115,0,06214,Guy Boros,366,Reno-Tahoe Open,3,14,660
115,0,01473,Todd Hamilton,366,Shell Houston,1,12,699
115,0,21959,Ted Purdy,366,Texas Open,3,11,625
115,0,02257,Brian Watts,366,BellSouth Class,3,10,638
120,0,07223,Brian Bateman,365,FedEx St. Jude,4,6,346
120,0,24925,Jonathan Byrd,365,Greensboro,2,9,013
120,0,27670,David Noll,365,BellSouth Class,2,7,638
120,0,21949,Joe Ogilvie,365,BellSouth Class,3,10,638
120,0,23623,Bo Van Pelt,365,Colonial,4,15,021
120,0,02246,Duffy Waldorf,365,Reno-Tahoe Open,3,10,660
126,0,21646,David Branshaw,364,Reno-Tahoe Open,3,9,660
126,0,01577,Lee Janzen,364,BellSouth Class,4,7,638
126,0,01619,Skip Kendall,364,Michelin,3,17,712
126,0,01948,Tim Petrovic,364,Colonial,3,7,021
130,0,01771,Blaine McCallister,363,BellSouth Class,4,10,638
130,0,22046,Geoff Ogilvy,363,Colonial,4,15,021
130,0,22405,Justin Rose,363,Texas Open,4,11,625
130,0,02135,Mike Standly,363,Texas Open,2,11,625
134,0,01142,Bart Bryant,362,Shell Houston,1,18,699
134,0,20585,Niclas Fasth,362,Shell Houston,2,15,699
134,0,24940,Edward Loar,362,Shell Houston,2,15,699
134,0,01797,Rocco Mediate,362,Reno-Tahoe Open,2,9,660
134,0,06373,José María Olazábal,362,BellSouth Class,4,7,638
134,0,22913,John Rollins,362,Reno-Tahoe Open,2,8,660
140,0,06004,Stephen Ames,361,Colonial,4,11,021
140,0,20029,Notah Begay III,361,Reno-Tahoe Open,1,10,660
140,0,01127,Danny Briggs,361,BellSouth Class,1,10,638
140,0,12823,Carlos Franco,361,Tucson,2,2,101
140,0,21007,Gabriel Hjertstedt,361,Texas Open,1,1,625
140,0,26950,John Morgan,361,Bell Canadian,2,11,404
140,0,22548,Patrick Sheehan,361,Texas Open,3,11,625
140,0,12676,Brian Smith,361,Shell Houston,1,7,699
148,0,19972,José Coceres,360,Texas Open,3,11,625
148,0,01385,Jim Gallagher Jr.,360,Reno-Tahoe Open,2,9,660
148,0,22624,Joel Kribel,360,Tucson,3,8,101
148,0,01876,Greg Norman,360,BellSouth Class,1,7,638
148,0,02206,David Toms,360,Colonial,3,7,021
148,0,12602,Dean Wilson,360,Reno-Tahoe Open,4,9,660
154,0,01132,Mark Brooks,359,Texas Open,2,11,625
154,0,01139,Olin Browne,359,Reno-Tahoe Open,1,9,660
154,0,06575,Dudley Hart,359,Colonial,3,1,021
154,0,25237,Kevin Muncrief,359,Milwaukee,2,10,612
154,0,01938,David Peoples,359,BellSouth Class,2,10,638
154,0,06613,Tommy Tolles,359,BellSouth Class,1,7,638
160,0,07867,Woody Austin,358,John Deere Clas,2,14,669
160,0,23613,Rich Barcelo,358,BellSouth Class,1,10,638
160,0,25686,Jason Dufner,358,Shell Houston,2,1,699
160,0,08075,Jerry Kelly,358,Texas Open,4,11,625
160,0,27682,Jason Laing,358,Shell Houston,2,7,699
160,0,08993,Franklin Langham,358,BellSouth Class,4,10,638
160,0,22117,Jyoti Randhawa,358,Reno-Tahoe Open,3,17,660
160,0,02166,Chip Sullivan,358,PGA Championshi,2,1,706
168,0,21739,Aaron Barber,357,Buick Champ,3,18,503
168,0,24507,Jason Bohn,357,BellSouth Class,2,7,638
168,0,21805,Harrison Frazar,357,BellSouth Class,1,10,638
168,0,01444,Ken Green,357,Shell Houston,1,15,699
168,0,02010,Loren Roberts,357,Texas Open,4,1,625
168,0,07013,Wes Short Jr.,357,Milwaukee,4,10,612
168,0,02101,Joey Sindelar,357,BellSouth Class,2,7,638
175,0,19846,Brian Gay,356,Sony Open,1,9,006
175,0,01418,Bill Glasson,356,Tucson,3,13,101
175,0,10912,Craig Perks,356,Colonial,4,1,021
175,0,01941,Tom Pernice Jr.,356,Shell Houston,1,15,699
175,0,02002,John Riegger,356,Shell Houston,2,15,699
175,0,08375,Paul Stankowski,356,BellSouth Class,1,10,638
175,0,06581,David Sutherland,356,Texas Open,3,1,625
175,0,26287,Roland Thatcher,356,Texas Open,2,11,625
175,0,23804,Andrew Tschudin,356,U.S. Open Champ,1,1,618
184,0,01374,Robin Freeman,355,Nissan Open,1,9,500
184,0,20382,Stephen Leaney,355,U.S. Open Champ,3,1,618
184,0,02131,Mike Springer,355,Reno-Tahoe Open,2,8,660
187,0,20378,Mathias Grönberg,354,Shell Houston,2,15,699
187,0,27702,Matt Hendrix,354,Reno-Tahoe Open,2,9,660
187,0,25804,Bubba Watson,354,U.S. Open Champ,1,1,618
190,0,24357,K.J. Choi,353,Shell Houston,2,15,699
190,0,27708,Jason Hartwick,353,Texas Open,4,1,625
190,0,06617,Brian Henninger,353,Reno-Tahoe Open,1,17,660
190,0,22293,Heath Slocum,353,Texas Open,4,1,625
194,0,10944,Thomas Bjørn,352,BellSouth Class,1,18,638
194,0,06621,Joe Durant,352,John Deere Clas,4,14,669
194,0,01388,Robert Gamez,352,Texas Open,2,14,625
194,0,21961,Charles Howell III,352,FedEx St. Jude,4,6,346
194,0,26420,Richard Johnson,352,Texas Open,1,1,625
194,0,01958,Dan Pohl,352,John Deere Clas,2,10,669
194,0,20396,Lee Westwood,352,Shell Houston,2,12,699
201,0,27780,Chris Botsford,351,Western Open,2,9,526
201,0,08931,Glen Day,351,Booz Allen,2,2,512
201,0,06251,Chris DiMarco,351,BellSouth Class,4,10,638
201,0,20628,Arron Oberholser,351,Shell Houston,2,18,699
201,0,20095,Carl Paulson,351,John Deere Clas,2,2,669
201,0,02007,Larry Rinker,351,Texas Open,2,1,625
207,0,23983,Luke Donald,350,Colonial,3,18,021
207,0,22075,Ricardo Gonzalez,350,WGC-NEC Invit'l,4,16,036
207,0,08537,J.P. Hayes,350,Texas Open,2,11,625
207,0,01549,Mike Hulbert,350,Texas Open,1,1,625
207,0,08881,Tripp Isenhour,350,Shell Houston,1,1,699
207,0,27146,Adam Meyer,350,Texas Open,2,1,625
207,0,20676,Patrick Moore,350,Shell Houston,2,1,699
207,0,10213,Dicky Pride,350,Reno-Tahoe Open,3,10,660
207,0,02170,Hal Sutton,350,Shell Houston,2,12,699
207,0,27592,Steven Tate,350,FBR Open,2,9,510
207,0,21878,Mark Wilson,350,Reno-Tahoe Open,4,18,660
218,0,27676,Lonny Alexander,349,Shell Houston,1,15,699
218,0,01116,Michael Bradley,349,Reno-Tahoe Open,1,10,660
218,0,27561,Nick Flanagan,349,Reno-Tahoe Open,3,17,660
218,0,23338,David Gossett,349,FBR Open,3,8,510
218,0,12755,Vance Veazey,349,FedEx St. Jude,1,6,346
223,0,01024,Billy Andrade,348,Shell Houston,1,15,699
223,0,01282,Trevor Dodds,348,Reno-Tahoe Open,2,8,660
223,0,01378,David Frost,348,Shell Houston,1,15,699
223,0,01408,Kelly Gibson,348,FedEx St. Jude,1,3,346
223,0,12705,Cliff Kresge,348,FBR Open,2,9,510
223,0,20548,Hidemichi Tanaka,348,Shell Houston,2,6,699
223,0,06078,Esteban Toledo,348,Sony Open,1,9,006
223,0,02294,Willie Wood,348,Reno-Tahoe Open,4,10,660
231,0,23305,Frank Bensel Jr.,347,PGA Championshi,2,1,706
231,0,20472,Alex Cejka,347,Michelin,4,16,418
231,0,27554,Scott Harrington,347,Tucson,2,2,101
231,0,06090,Jim McGovern,347,Reno-Tahoe Open,4,17,660
231,0,08339,Spike McRoy,347,Reno-Tahoe Open,1,14,660
231,0,01887,Mark O'Meara,347,Honda Classic,4,12,710
231,0,23386,David Roesch,347,Milwaukee,4,10,612
231,0,02049,Gene Sauers,347,84 LUMBER,3,5,696
231,0,27806,JJ Wall,347,Texas Open,2,1,625
240,0,01098,Jay Don Blake,346,Reno-Tahoe Open,4,9,660
240,0,07363,Craig Bowden,346,Shell Houston,2,12,699
240,0,01306,David Edwards,346,Reno-Tahoe Open,3,10,660
240,0,20608,David Howell,346,PGA Championshi,2,1,706
240,0,20445,Casey Martin,346,Tucson,1,10,101
240,0,23800,Bryce Molder,346,BellSouth Class,1,10,638
240,0,25396,Kevin Na,346,Shell Houston,1,2,699
240,0,24138,Ian Poulter,346,The Open,2,1,709
240,0,20127,Chris Riley,346,Michelin,3,2,418
240,0,02099,Scott Simpson,346,Buick Champ,2,6,503
250,0,07721,Pat Bates,345,BellSouth Class,2,10,638
250,0,01157,Tom Byrum,345,Shell Houston,2,15,699
250,0,25752,Steve Friesen,345,AT&T Pebble,4,15,005
250,0,25044,Mike Henderson,345,EDS B. Nelson,1,1,019
250,0,06012,Greg Kraft,345,Reno-Tahoe Open,2,10,660
250,0,27938,Jeff Martin,345,Deutsche Bank,2,14,700
250,0,01926,Steve Pate,345,Shell Houston,2,12,699
250,0,23980,Chris Winkel,345,John Deere Clas,1,2,669
258,0,12388,Michael Clark II,344,John Deere Clas,2,2,669
258,0,01405,Kevin Giancola,344,Buick Champ,1,7,503
258,0,20218,Shingo Katayama,344,PGA Championshi,2,1,706
258,0,27463,Matthew Loving,344,FedEx St. Jude,1,6,346
258,0,25842,Jon Mills,344,Bell Canadian,1,16,404
