RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,23552,Hank Kuehne,314.4,55959,178
2,0,23063,Scott Hend,312.6,49389,158
3,0,01249,John Daly,306.0,48347,158
4,0,08337,Mike Heinen,305.2,32351,106
5,0,02106,Chris Smith,304.0,63533,209
6,0,25900,Lucas Glover,303.4,55212,182
7,0,22046,Geoff Ogilvy,303.3,52776,174
8,0,11123,Chris Couch,302.1,33230,110
9,0,08793,Tiger Woods,301.9,43476,144
10,0,23353,J.J. Henry,301.3,61762,205
11,0,21633,Steve Allan,301.2,59631,198
12,0,23497,Tag Ridings,301.0,30103,100
13,0,06567,Vijay Singh,300.8,66184,220
14,0,01706,Davis Love III,300.1,45012,150
14,0,01927,Dennis Paulson,300.1,42613,142
16,0,08835,Kris Cox,299.1,42475,142
17,0,20663,Brenden Pappas,298.9,64570,216
18,0,21805,Harrison Frazar,298.8,48995,164
19,0,06522,Ernie Els,298.0,34569,116
20,0,20580,Andre Stolz,297.9,31574,106
21,0,23307,Roger Tambellini,297.8,46450,156
22,0,23614,Rich Beem,296.7,45696,154
23,0,20645,John Senden,296.6,56950,192
24,0,12394,Tom Carter,296.5,65234,220
25,0,07939,Dan Olsen,296.0,43213,146
26,0,20850,Daniel Chopra,295.9,62721,212
26,0,01945,Kenny Perry,295.9,44979,152
28,0,24925,Jonathan Byrd,295.8,49102,166
29,0,23320,Ryan Palmer,295.6,59125,200
30,0,01810,Phil Mickelson,295.4,46670,158
30,0,24502,Adam Scott,295.4,30723,104
32,0,10107,Deane Pappas,295.3,41344,140
33,0,21209,Sergio Garcia,295.1,37778,128
34,0,10885,Robert Allenby,294.9,51894,176
35,0,01226,Fred Couples,294.5,30628,104
36,0,23623,Bo Van Pelt,294.4,61243,208
37,0,07749,Brett Quigley,294.3,57675,196
38,0,20157,Retief Goosen,294.2,32364,110
39,0,10585,Scott McCarron,294.1,50581,172
40,0,12782,Tim Herron,293.8,48775,166
41,0,24507,Jason Bohn,293.3,55725,190
42,0,20098,Stuart Appleby,293.2,45741,156
43,0,23613,Rich Barcelo,293.1,38105,130
43,0,26287,Roland Thatcher,293.1,38683,132
45,0,24781,Hunter Mahan,293.0,55091,188
46,0,23325,Vaughn Taylor,292.5,47975,164
47,0,21893,Brian Kortan,292.4,36253,124
48,0,07223,Brian Bateman,292.2,46744,160
48,0,23621,Rory Sabbatini,292.2,50252,172
50,0,20378,Mathias Grönberg,292.1,50833,174
50,0,20572,Rod Pampling,292.1,54918,188
52,0,06332,Neal Lancaster,291.6,59773,205
53,0,02101,Joey Sindelar,291.5,57125,196
54,0,20634,Peter Lonard,291.4,38461,132
54,0,24361,Pat Perez,291.4,58278,200
56,0,07867,Woody Austin,291.3,54755,188
56,0,01161,Mark Calcavecchia,291.3,45441,156
56,0,12645,Brent Geiberger,291.3,53021,182
59,0,12652,Cameron Beckman,291.2,55914,192
60,0,06197,Michael Allen,291.1,49484,170
61,0,19824,Craig Barlow,291.0,45401,156
62,0,08123,Jeff Brehaut,290.9,60509,208
62,0,20094,Jonathan Kaye,290.9,44212,152
64,0,25345,Carl Pettersson,290.8,56417,194
65,0,24290,D.J. Brigman,290.7,44188,152
65,0,25686,Jason Dufner,290.7,45931,158
65,0,25237,Kevin Muncrief,290.7,29065,100
65,0,22405,Justin Rose,290.7,41866,144
69,0,12823,Carlos Franco,290.6,57539,198
70,0,01035,Tommy Armour III,290.5,50540,174
70,0,20229,Stewart Cink,290.5,56361,194
72,0,22548,Patrick Sheehan,290.3,64444,222
73,0,21407,Arjun Atwal,289.4,48033,166
73,0,20498,Briny Baird,289.4,56153,194
73,0,10912,Craig Perks,289.4,41677,144
76,0,21959,Ted Purdy,289.2,64778,224
77,0,20585,Niclas Fasth,289.1,34694,120
78,0,19825,Darren Clarke,289.0,27740,96
79,0,01261,Jay Delsing,288.8,42170,146
79,0,01707,Steve Lowery,288.8,51411,178
79,0,21949,Joe Ogilvie,288.8,58908,204
82,0,21961,Charles Howell III,288.5,58273,202
83,0,01685,J.L. Lewis,288.3,61122,212
83,0,02245,Grant Waite,288.3,44394,154
85,0,01388,Robert Gamez,288.1,59348,206
85,0,10425,Jay Williamson,288.1,56176,195
