RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
87,0,22371,Aaron Baddeley,288.0,48967,170
87,0,12510,Chad Campbell,288.0,53573,186
89,0,06004,Stephen Ames,287.9,54694,190
89,0,21731,Freddie Jacobson,287.9,46060,160
89,0,12660,Jesper Parnevik,287.9,49520,172
92,0,06613,Tommy Tolles,287.8,38563,134
93,0,06515,Shaun Micheel,287.5,52323,182
94,0,20593,Greg Chalmers,287.3,40227,140
94,0,23108,Matt Kuchar,287.3,47699,166
94,0,11032,Frank Lickliter II,287.3,49423,172
97,0,06621,Joe Durant,287.2,48829,170
97,0,01677,Tom Lehman,287.2,37906,132
97,0,01948,Tim Petrovic,287.2,61455,214
100,0,01313,Steve Elkington,287.1,35025,122
101,0,12760,Danny Ellis,286.7,44158,154
101,0,22913,John Rollins,286.7,48740,170
103,0,01553,John Huston,286.4,32081,112
103,0,10733,Kent Jones,286.4,55560,194
105,0,06595,Kevin Sutherland,286.3,46383,162
106,0,08881,Tripp Isenhour,286.2,30332,106
107,0,08931,Glen Day,286.1,56654,198
107,0,01577,Lee Janzen,286.1,46627,163
109,0,01941,Tom Pernice Jr.,286.0,56626,198
110,0,20029,Notah Begay III,285.8,38293,134
110,0,21646,David Branshaw,285.8,46878,164
110,0,20472,Alex Cejka,285.8,40009,140
113,0,10201,Matt Gogel,285.6,47977,168
113,0,06575,Dudley Hart,285.6,33135,116
113,0,24024,Zach Johnson,285.6,61115,214
116,0,02246,Duffy Waldorf,285.4,41668,146
117,0,02206,David Toms,285.3,42218,148
118,0,01766,Billy Mayfair,285.2,59887,210
119,0,01042,Paul Azinger,285.1,42764,150
120,0,24357,K.J. Choi,285.0,46738,164
120,0,02002,John Riegger,285.0,30211,106
122,0,20433,Mark Hensby,284.6,52929,186
122,0,20628,Arron Oberholser,284.6,41549,146
124,0,20104,Ken Duke,284.3,49466,174
125,0,01127,Danny Briggs,283.8,45980,162
125,0,23541,Ben Crane,283.8,52224,184
125,0,23338,David Gossett,283.8,32350,114
128,0,01024,Billy Andrade,283.5,58678,207
128,0,01473,Todd Hamilton,283.5,49897,176
128,0,01926,Steve Pate,283.5,39124,138
131,0,26420,Richard Johnson,283.4,57809,204
131,0,12705,Cliff Kresge,283.4,49312,174
131,0,01797,Rocco Mediate,283.4,27202,96
134,0,10860,Justin Leonard,282.9,48098,170
135,0,20382,Stephen Leaney,282.3,42338,150
136,0,01666,Bernhard Langer,282.2,31041,110
136,0,12602,Dean Wilson,282.2,55870,198
138,0,01142,Bart Bryant,282.1,38935,138
138,0,22621,Ben Curtis,282.1,29338,104
138,0,10423,Mike Weir,282.1,41186,146
138,0,21878,Mark Wilson,282.1,34983,124
142,0,01139,Olin Browne,281.9,49614,176
142,0,01361,Dan Forsman,281.9,43417,154
144,0,06527,Steve Stricker,281.8,43957,156
145,0,08339,Spike McRoy,281.5,51227,182
146,0,01619,Skip Kendall,281.3,55692,198
146,0,01938,David Peoples,281.3,45001,160
148,0,01724,Jeff Maggert,281.2,33738,120
149,0,06214,Guy Boros,281.1,35977,128
150,0,20548,Hidemichi Tanaka,281.0,50014,178
151,0,01771,Blaine McCallister,280.9,38202,136
152,0,08537,J.P. Hayes,280.7,42107,150
153,0,10213,Dicky Pride,280.5,35338,126
154,0,01527,Scott Hoch,280.4,28601,102
155,0,01203,Russ Cochran,280.3,34193,122
156,0,02049,Gene Sauers,280.2,45385,162
157,0,20121,Todd Fischer,280.1,57134,204
157,0,12680,Shigeki Maruyama,280.1,51534,184
157,0,25396,Kevin Na,280.1,53784,192
157,0,22293,Heath Slocum,280.1,50420,180
161,0,07457,Steve Flesch,279.9,58507,209
162,0,23983,Luke Donald,279.8,40297,144
163,0,19846,Brian Gay,279.7,52589,188
163,0,12682,Hirofumi Miyase,279.7,34962,125
165,0,02104,Jeff Sluman,279.6,54236,194
166,0,19972,José Coceres,279.4,35479,127
167,0,02214,Kirk Triplett,279.1,46884,168
168,0,23135,Tim Clark,278.8,46839,168
169,0,02099,Scott Simpson,278.7,30653,110
170,0,01320,Bob Estes,278.2,39230,141
170,0,02223,Bob Tway,278.2,47291,170
172,0,08075,Jerry Kelly,278.1,60618,218
173,0,01761,Len Mattiace,278.0,41694,150
173,0,02239,Scott Verplank,278.0,50314,181
175,0,06373,José María Olazábal,277.7,28877,104
176,0,06251,Chris DiMarco,277.3,54076,195
176,0,20127,Chris Riley,277.3,41042,148
178,0,19881,Robert Damron,277.2,51012,184
179,0,01920,Craig Parry,276.9,27689,100
180,0,06809,Bob Burns,276.1,47212,171
181,0,07721,Pat Bates,275.5,53446,194
182,0,06078,Esteban Toledo,275.2,49265,179
183,0,01457,Jay Haas,274.5,43376,158
184,0,01132,Mark Brooks,273.8,38057,139
185,0,01329,Brad Faxon,273.7,48717,178
186,0,01378,David Frost,273.6,42414,155
187,0,01887,Mark O'Meara,272.9,31652,116
188,0,12753,David Morland IV,272.8,39831,146
188,0,01968,Nick Price,272.8,27280,100
190,0,01157,Tom Byrum,272.6,45246,166
191,0,08385,Omar Uresti,272.2,46280,170
192,0,01381,Fred Funk,271.9,52198,192
193,0,07363,Craig Bowden,270.8,44959,166
194,0,01219,John Cook,270.2,28645,106
195,0,02010,Loren Roberts,269.1,42515,158
196,0,01928,Corey Pavin,268.2,42381,158
