RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01920,Craig Parry,51.32,39,76,-0.13
1,0,01968,Nick Price,51.32,39,76,-0.08
3,0,02010,Loren Roberts,50.00,75,150,-0.13
4,0,01381,Fred Funk,48.30,85,176,-0.14
5,0,01219,John Cook,48.11,51,106,-0.18
6,0,01887,Mark O'Meara,47.92,46,96,-0.11
7,0,23135,Tim Clark,47.30,70,148,-0.13
8,0,01320,Bob Estes,44.07,52,118,+0.02
9,0,01378,David Frost,43.59,68,156,-0.15
10,0,12753,David Morland IV,42.96,61,142,-0.10
11,0,06251,Chris DiMarco,42.68,70,164,-0.19
12,0,19972,José Coceres,41.41,53,128,+0.06
13,0,01142,Bart Bryant,41.30,57,138,-0.05
14,0,19881,Robert Damron,40.76,75,184,+0.05
15,0,01361,Dan Forsman,40.67,61,150,+0.02
16,0,25396,Kevin Na,40.63,78,192,-0.01
17,0,08385,Omar Uresti,40.36,67,166,-0.07
18,0,02223,Bob Tway,40.14,57,142,-0.11
19,0,01329,Brad Faxon,40.00,60,150,-0.12
19,0,08339,Spike McRoy,40.00,68,170,+0.04
21,0,07721,Pat Bates,39.18,76,194,+0.01
22,0,01527,Scott Hoch,39.13,36,92,-0.08
23,0,06214,Guy Boros,39.06,50,128,+0.18
24,0,06809,Bob Burns,38.95,67,172,+0.07
24,0,08075,Jerry Kelly,38.95,74,190,-0.16
26,0,01724,Jeff Maggert,38.89,42,108,-0.02
26,0,02049,Gene Sauers,38.89,63,162,-0.06
26,0,06078,Esteban Toledo,38.89,70,180,+0.04
29,0,19846,Brian Gay,38.59,71,184,-0.06
30,0,01761,Len Mattiace,38.36,56,146,-0.05
31,0,10213,Dicky Pride,38.10,48,126,-0.06
32,0,22293,Heath Slocum,38.07,67,176,+0.01
33,0,01132,Mark Brooks,37.88,50,132,+0.02
33,0,23983,Luke Donald,37.88,50,132,-0.12
35,0,10423,Mike Weir,37.70,46,122,-0.20
36,0,01157,Tom Byrum,37.66,58,154,-0.05
37,0,20548,Hidemichi Tanaka,37.65,61,162,-0.13
38,0,12705,Cliff Kresge,37.35,62,166,-0.03
39,0,02104,Jeff Sluman,37.08,66,178,-0.12
40,0,08537,J.P. Hayes,36.99,54,146,+0.07
41,0,12680,Shigeki Maruyama,36.88,59,160,-0.08
42,0,02239,Scott Verplank,36.67,55,150,-0.29
43,0,10860,Justin Leonard,36.62,52,142,-0.13
44,0,01797,Rocco Mediate,36.36,32,88,-0.16
45,0,01024,Billy Andrade,35.78,73,204,-0.15
46,0,01619,Skip Kendall,35.63,62,174,-0.26
47,0,20628,Arron Oberholser,35.51,49,138,E
48,0,12602,Dean Wilson,35.35,70,198,+0.01
49,0,01473,Todd Hamilton,35.14,52,148,+0.06
49,0,02214,Kirk Triplett,35.14,52,148,-0.13
51,0,20593,Greg Chalmers,35.00,49,140,+0.12
52,0,21878,Mark Wilson,34.68,43,124,-0.07
53,0,06575,Dudley Hart,34.26,37,108,-0.08
54,0,01941,Tom Pernice Jr.,33.68,64,190,-0.09
55,0,01139,Olin Browne,33.52,59,176,-0.12
56,0,10733,Kent Jones,33.51,65,194,-0.11
57,0,07363,Craig Bowden,33.33,54,162,-0.17
57,0,22621,Ben Curtis,33.33,28,84,-0.04
57,0,20127,Chris Riley,33.33,40,120,-0.08
60,0,01457,Jay Haas,33.08,43,130,-0.07
61,0,01666,Bernhard Langer,32.98,31,94,-0.29
62,0,20121,Todd Fischer,32.84,67,204,-0.12
63,0,07457,Steve Flesch,32.58,58,178,+0.02
64,0,20382,Stephen Leaney,32.54,41,126,+0.07
65,0,01948,Tim Petrovic,32.47,63,194,-0.03
66,0,01042,Paul Azinger,32.39,46,142,+0.02
66,0,23541,Ben Crane,32.39,57,176,+0.02
68,0,21646,David Branshaw,32.32,53,164,-0.06
69,0,10201,Matt Gogel,32.05,50,156,-0.16
