RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01249,John Daly,43.15,63,146,+3.87
2,0,21209,Sergio Garcia,38.46,40,104,+3.65
3,0,06567,Vijay Singh,38.30,72,188,+3.68
4,0,23552,Hank Kuehne,38.20,68,178,+4.09
5,0,07939,Dan Olsen,38.03,54,142,+4.13
6,0,25900,Lucas Glover,37.91,69,182,+3.86
7,0,08835,Kris Cox,37.31,50,134,+3.76
8,0,22046,Geoff Ogilvy,36.75,61,166,+3.90
9,0,21805,Harrison Frazar,36.25,58,160,+3.98
10,0,06522,Ernie Els,35.71,30,84,+3.67
11,0,23063,Scott Hend,35.06,54,154,+3.61
12,0,08793,Tiger Woods,34.82,39,112,+3.82
13,0,01945,Kenny Perry,34.09,45,132,+3.67
14,0,23320,Ryan Palmer,33.50,67,200,+3.75
15,0,20580,Andre Stolz,33.02,35,106,+3.89
16,0,11123,Chris Couch,32.73,36,110,+3.81
17,0,21633,Steve Allan,31.96,62,194,+3.73
18,0,01810,Phil Mickelson,31.75,40,126,+3.18
19,0,12394,Tom Carter,31.13,66,212,+3.70
20,0,02106,Chris Smith,31.07,64,206,+3.45
21,0,23307,Roger Tambellini,30.92,47,152,+3.85
22,0,01226,Fred Couples,30.43,28,92,+3.46
23,0,08337,Mike Heinen,30.19,32,106,+3.53
24,0,01706,Davis Love III,30.16,38,126,+3.87
25,0,10107,Deane Pappas,30.00,42,140,+3.86
26,0,21893,Brian Kortan,29.84,37,124,+3.49
27,0,06197,Michael Allen,29.41,50,170,+3.84
28,0,23353,J.J. Henry,29.29,58,198,+3.69
29,0,20157,Retief Goosen,29.07,25,86,+3.84
30,0,12823,Carlos Franco,28.42,54,190,+3.37
31,0,23614,Rich Beem,28.36,38,134,+3.50
32,0,10885,Robert Allenby,28.29,43,152,+3.58
33,0,01927,Dennis Paulson,28.26,39,138,+3.33
34,0,02101,Joey Sindelar,28.19,53,188,+3.49
35,0,26287,Roland Thatcher,28.03,37,132,+3.43
36,0,24507,Jason Bohn,27.89,53,190,+3.51
37,0,24502,Adam Scott,27.50,22,80,+3.50
38,0,12782,Tim Herron,27.40,40,146,+3.73
39,0,20663,Brenden Pappas,27.36,58,212,+3.84
40,0,01677,Tom Lehman,27.34,35,128,+3.46
41,0,24925,Jonathan Byrd,27.27,42,154,+3.67
42,0,07749,Brett Quigley,27.13,51,188,+3.80
42,0,20645,John Senden,27.13,51,188,+3.27
44,0,23613,Rich Barcelo,26.92,35,130,+3.54
45,0,06332,Neal Lancaster,26.70,55,206,+3.62
46,0,12652,Cameron Beckman,26.60,50,188,+3.42
47,0,20498,Briny Baird,26.40,47,178,+3.60
48,0,23325,Vaughn Taylor,26.22,43,164,+3.63
49,0,01161,Mark Calcavecchia,26.09,36,138,+3.44
50,0,23497,Tag Ridings,26.00,26,100,+3.42
51,0,20378,Mathias Grönberg,25.30,42,166,+3.60
52,0,25345,Carl Pettersson,24.72,44,178,+3.64
53,0,24781,Hunter Mahan,24.44,44,180,+3.50
54,0,20572,Rod Pampling,24.42,42,172,+3.74
55,0,20098,Stuart Appleby,24.22,31,128,+3.58
56,0,08123,Jeff Brehaut,24.04,50,208,+3.42
57,0,01707,Steve Lowery,23.49,39,166,+3.82
58,0,21949,Joe Ogilvie,23.40,44,188,+3.70
59,0,23621,Rory Sabbatini,23.08,36,156,+3.61
60,0,24290,D.J. Brigman,23.03,35,152,+3.26
61,0,20593,Greg Chalmers,22.86,32,140,+3.94
62,0,21731,Freddie Jacobson,22.79,31,136,+3.42
63,0,20634,Peter Lonard,22.32,25,112,+3.64
64,0,20229,Stewart Cink,22.29,37,166,+3.81
65,0,21407,Arjun Atwal,22.22,36,162,+3.64
65,0,22371,Aaron Baddeley,22.22,36,162,+3.78
67,0,10733,Kent Jones,22.16,43,194,+3.40
68,0,25686,Jason Dufner,22.15,35,158,+3.49
69,0,12660,Jesper Parnevik,22.02,37,168,+3.73
70,0,01261,Jay Delsing,21.92,32,146,+3.31
71,0,20850,Daniel Chopra,21.57,44,204,+3.43
72,0,22548,Patrick Sheehan,21.50,46,214,+3.59
73,0,10425,Jay Williamson,21.43,42,196,+3.43
74,0,24361,Pat Perez,21.35,41,192,+3.20
75,0,24357,K.J. Choi,21.21,28,132,+3.46
76,0,19824,Craig Barlow,21.15,33,156,+3.55
76,0,07223,Brian Bateman,21.15,33,156,+3.55
78,0,20628,Arron Oberholser,21.01,29,138,+3.76
79,0,19825,Darren Clarke,20.83,15,72,+3.00
