RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,23063,Scott Hend,55.98,719223,128476
2,0,23552,Hank Kuehne,55.94,877855,156922
3,0,01249,John Daly,55.34,695001,125590
4,0,11123,Chris Couch,54.75,477494,87211
4,0,06522,Ernie Els,54.75,329224,60130
6,0,02106,Chris Smith,54.72,980850,179236
7,0,01706,Davis Love III,54.65,559949,102460
8,0,08337,Mike Heinen,54.60,525462,96245
9,0,25900,Lucas Glover,54.46,862993,158471
10,0,22046,Geoff Ogilvy,54.44,816152,149917
11,0,06567,Vijay Singh,54.41,846536,155596
12,0,23497,Tag Ridings,54.36,481553,88583
13,0,01927,Dennis Paulson,54.30,673949,124119
14,0,08793,Tiger Woods,54.27,503064,92699
15,0,24502,Adam Scott,54.24,334692,61706
16,0,21805,Harrison Frazar,54.11,743428,137397
17,0,20663,Brenden Pappas,54.07,1015594,187814
18,0,23307,Roger Tambellini,53.97,737362,136615
19,0,01945,Kenny Perry,53.96,558429,103481
20,0,24925,Jonathan Byrd,53.93,691316,128193
21,0,01810,Phil Mickelson,53.84,531580,98736
22,0,21633,Steve Allan,53.82,922024,171327
23,0,21209,Sergio Garcia,53.73,471567,87771
24,0,07939,Dan Olsen,53.61,656488,122456
24,0,20580,Andre Stolz,53.61,467489,87195
26,0,23353,J.J. Henry,53.51,911264,170298
27,0,08835,Kris Cox,53.49,609220,113896
27,0,20157,Retief Goosen,53.49,363503,67953
29,0,20645,John Senden,53.48,833259,155798
30,0,01226,Fred Couples,53.29,406703,76313
31,0,12394,Tom Carter,53.24,965761,181402
32,0,23614,Rich Beem,53.18,641512,120633
33,0,10107,Deane Pappas,53.11,623163,117328
34,0,20572,Rod Pampling,53.05,770974,145338
35,0,24781,Hunter Mahan,53.03,818874,154409
36,0,20098,Stuart Appleby,53.00,534448,100844
37,0,07749,Brett Quigley,52.99,901156,170053
38,0,20850,Daniel Chopra,52.97,928274,175239
39,0,24507,Jason Bohn,52.94,880631,166347
39,0,01707,Steve Lowery,52.94,746302,140979
39,0,10585,Scott McCarron,52.94,793071,149802
39,0,23320,Ryan Palmer,52.94,897318,169509
39,0,23623,Bo Van Pelt,52.94,780550,147436
44,0,01035,Tommy Armour III,52.93,681936,128827
45,0,23621,Rory Sabbatini,52.91,689509,130308
46,0,12823,Carlos Franco,52.80,891229,168787
47,0,25237,Kevin Muncrief,52.78,441625,83673
48,0,23613,Rich Barcelo,52.75,571390,108327
49,0,25345,Carl Pettersson,52.73,801571,152025
50,0,01677,Tom Lehman,52.71,548815,104122
51,0,07223,Brian Bateman,52.69,730501,138652
52,0,12782,Tim Herron,52.68,637017,120924
53,0,26287,Roland Thatcher,52.58,605552,115172
54,0,23325,Vaughn Taylor,52.56,760672,144719
55,0,07867,Woody Austin,52.55,838532,159564
56,0,21959,Ted Purdy,52.53,1003224,190980
57,0,20378,Mathias Grönberg,52.52,765831,145805
58,0,10885,Robert Allenby,52.51,714188,136014
58,0,20498,Briny Baird,52.51,783726,149254
60,0,24290,D.J. Brigman,52.49,665028,126697
60,0,24361,Pat Perez,52.49,825827,157342
62,0,06332,Neal Lancaster,52.46,949339,180964
63,0,20585,Niclas Fasth,52.45,522305,99578
63,0,21893,Brian Kortan,52.45,555666,105947
65,0,20229,Stewart Cink,52.41,778234,148483
