RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,10.67,16,150,+0.19
2,0,02010,Loren Roberts,6.67,10,150,-0.10
3,0,01329,Brad Faxon,6.00,9,150,+0.11
4,0,02223,Bob Tway,5.63,8,142,-0.13
5,0,07363,Craig Bowden,5.56,9,162,+0.33
6,0,06373,José María Olazábal,5.43,5,92,+0.20
7,0,08385,Omar Uresti,5.42,9,166,+0.33
8,0,01457,Jay Haas,5.38,7,130,+0.43
9,0,01926,Steve Pate,5.07,7,138,+0.14
10,0,20127,Chris Riley,5.00,6,120,+0.17
11,0,22371,Aaron Baddeley,4.94,8,162,+0.50
12,0,10213,Dicky Pride,4.76,6,126,+0.33
13,0,07721,Pat Bates,4.64,9,194,+0.33
14,0,06527,Steve Stricker,4.61,7,152,+0.57
15,0,01132,Mark Brooks,4.55,6,132,E
15,0,24357,K.J. Choi,4.55,6,132,E
17,0,07939,Dan Olsen,4.23,6,142,+0.33
18,0,02214,Kirk Triplett,4.05,6,148,+0.17
19,0,20382,Stephen Leaney,3.97,5,126,+0.20
19,0,12682,Hirofumi Miyase,3.97,5,126,+0.40
21,0,07457,Steve Flesch,3.93,7,178,+0.57
21,0,20433,Mark Hensby,3.93,7,178,+0.14
23,0,01938,David Peoples,3.75,6,160,+0.17
24,0,21731,Freddie Jacobson,3.68,5,136,+0.60
24,0,01771,Blaine McCallister,3.68,5,136,E
26,0,23108,Matt Kuchar,3.61,6,166,+0.17
27,0,22621,Ben Curtis,3.57,3,84,+0.33
28,0,20121,Todd Fischer,3.43,7,204,-0.29
29,0,08537,J.P. Hayes,3.42,5,146,+0.40
30,0,01473,Todd Hamilton,3.38,5,148,+0.60
31,0,06078,Esteban Toledo,3.33,6,180,+0.33
31,0,02239,Scott Verplank,3.33,5,150,+0.20
33,0,23307,Roger Tambellini,3.29,5,152,+0.40
34,0,01313,Steve Elkington,3.28,4,122,E
35,0,01157,Tom Byrum,3.25,5,154,+0.20
36,0,01666,Bernhard Langer,3.19,3,94,+0.33
37,0,25686,Jason Dufner,3.16,5,158,+0.20
37,0,08075,Jerry Kelly,3.16,6,190,-0.17
37,0,22913,John Rollins,3.16,5,158,+0.20
40,0,06214,Guy Boros,3.13,4,128,+0.25
40,0,01887,Mark O'Meara,3.13,3,96,E
42,0,12510,Chad Campbell,3.01,5,166,+0.40
43,0,06197,Michael Allen,2.94,5,170,-0.20
44,0,06809,Bob Burns,2.91,5,172,+0.20
45,0,01927,Dennis Paulson,2.90,4,138,+0.50
46,0,20104,Ken Duke,2.87,5,174,E
47,0,01381,Fred Funk,2.84,5,176,+0.80
48,0,12753,David Morland IV,2.82,4,142,+0.75
49,0,19825,Darren Clarke,2.78,2,72,E
49,0,01724,Jeff Maggert,2.78,3,108,-0.33
51,0,01261,Jay Delsing,2.74,4,146,E
52,0,12823,Carlos Franco,2.63,5,190,E
52,0,01968,Nick Price,2.63,2,76,+1.00
54,0,25396,Kevin Na,2.60,5,192,+0.40
54,0,06595,Kevin Sutherland,2.60,4,154,+0.50
56,0,01685,J.L. Lewis,2.55,5,196,+1.00
57,0,01320,Bob Estes,2.54,3,118,+0.33
58,0,24502,Adam Scott,2.50,2,80,-0.50
59,0,21407,Arjun Atwal,2.47,4,162,E
59,0,20548,Hidemichi Tanaka,2.47,4,162,-0.25
61,0,06251,Chris DiMarco,2.44,4,164,-0.50
62,0,21878,Mark Wilson,2.42,3,124,+0.33
63,0,12705,Cliff Kresge,2.41,4,166,+1.00
63,0,01707,Steve Lowery,2.41,4,166,+0.50
65,0,10585,Scott McCarron,2.38,4,168,+0.25
66,0,21961,Charles Howell III,2.35,4,170,-0.25
66,0,08339,Spike McRoy,2.35,4,170,+0.75
68,0,22405,Justin Rose,2.34,3,128,+1.00
69,0,20157,Retief Goosen,2.33,2,86,-0.50
70,0,01139,Olin Browne,2.27,4,176,E
70,0,23983,Luke Donald,2.27,3,132,+0.33
70,0,22293,Heath Slocum,2.27,4,176,-0.25
70,0,26287,Roland Thatcher,2.27,3,132,E
74,0,07867,Woody Austin,2.22,4,180,+0.25
75,0,01527,Scott Hoch,2.17,2,92,+0.50
76,0,01042,Paul Azinger,2.11,3,142,+1.00
76,0,01941,Tom Pernice Jr.,2.11,4,190,+0.25
78,0,24361,Pat Perez,2.08,4,192,+0.25
79,0,12782,Tim Herron,2.05,3,146,E
79,0,01761,Len Mattiace,2.05,3,146,E
81,0,10425,Jay Williamson,2.04,4,196,+0.50
82,0,25237,Kevin Muncrief,2.00,2,100,+0.50
83,0,24290,D.J. Brigman,1.97,3,152,+0.33
84,0,01024,Billy Andrade,1.96,4,204,E
85,0,02106,Chris Smith,1.94,4,206,+0.75
86,0,01378,David Frost,1.92,3,156,E
86,0,10201,Matt Gogel,1.92,3,156,-0.33
86,0,01553,John Huston,1.92,2,104,E
86,0,23621,Rory Sabbatini,1.92,3,156,-0.33
90,0,01219,John Cook,1.89,2,106,E
91,0,12680,Shigeki Maruyama,1.88,3,160,E
92,0,23325,Vaughn Taylor,1.83,3,164,+0.67
93,0,11032,Frank Lickliter II,1.81,3,166,-0.33
94,0,20634,Peter Lonard,1.79,2,112,+0.50
94,0,12660,Jesper Parnevik,1.79,3,168,+0.33
96,0,06004,Stephen Ames,1.76,3,170,E
97,0,23338,David Gossett,1.75,2,114,+0.50
98,0,23541,Ben Crane,1.70,3,176,E
99,0,20498,Briny Baird,1.69,3,178,E
99,0,25345,Carl Pettersson,1.69,3,178,E
101,0,20472,Alex Cejka,1.67,2,120,+0.50
102,0,25900,Lucas Glover,1.65,3,182,+0.33
103,0,01203,Russ Cochran,1.64,2,122,+0.50
103,0,10423,Mike Weir,1.64,2,122,E
105,0,19881,Robert Damron,1.63,3,184,+0.33
105,0,19846,Brian Gay,1.63,3,184,E
107,0,21893,Brian Kortan,1.61,2,124,+0.50
108,0,20645,John Senden,1.60,3,188,+0.67
108,0,06567,Vijay Singh,1.60,3,188,+0.33
110,0,01706,Davis Love III,1.59,2,126,-0.50
110,0,01810,Phil Mickelson,1.59,2,126,-0.50
112,0,19972,José Coceres,1.56,2,128,+0.50
112,0,01677,Tom Lehman,1.56,2,128,-0.50
114,0,08931,Glen Day,1.55,3,194,+0.33
115,0,12602,Dean Wilson,1.52,3,198,-0.33
116,0,06613,Tommy Tolles,1.49,2,134,+2.00
116,0,02246,Duffy Waldorf,1.49,2,134,+0.50
118,0,20094,Jonathan Kaye,1.47,2,136,+1.00
119,0,06332,Neal Lancaster,1.46,3,206,+0.33
120,0,01161,Mark Calcavecchia,1.45,2,138,+0.50
121,0,10107,Deane Pappas,1.43,2,140,+1.00
122,0,10860,Justin Leonard,1.41,2,142,E
123,0,23135,Tim Clark,1.35,2,148,-0.50
124,0,06515,Shaun Micheel,1.33,2,150,+0.50
125,0,24925,Jonathan Byrd,1.30,2,154,E
125,0,12760,Danny Ellis,1.30,2,154,+1.00
125,0,02245,Grant Waite,1.30,2,154,+0.50
128,0,01577,Lee Janzen,1.28,2,156,E
129,0,02049,Gene Sauers,1.23,2,162,E
130,0,01035,Tommy Armour III,1.20,2,166,+1.00
130,0,20229,Stewart Cink,1.20,2,166,+1.00
132,0,06522,Ernie Els,1.19,1,84,+1.00
133,0,01619,Skip Kendall,1.15,2,174,+0.50
134,0,01797,Rocco Mediate,1.14,1,88,+3.00
135,0,23552,Hank Kuehne,1.12,2,178,E
135,0,02104,Jeff Sluman,1.12,2,178,E
137,0,01226,Fred Couples,1.09,1,92,+1.00
138,0,21949,Joe Ogilvie,1.06,2,188,+0.50
138,0,07749,Brett Quigley,1.06,2,188,E
138,0,02101,Joey Sindelar,1.06,2,188,E
141,0,24024,Zach Johnson,1.03,2,194,+1.00
142,0,23497,Tag Ridings,1.00,1,100,E
143,0,08881,Tripp Isenhour,.98,1,102,+3.00
143,0,26420,Richard Johnson,.98,2,204,-0.50
145,0,08123,Jeff Brehaut,.96,2,208,E
145,0,21209,Sergio Garcia,.96,1,104,E
147,0,12394,Tom Carter,.94,2,212,E
148,0,06575,Dudley Hart,.93,1,108,+2.00
148,0,22548,Patrick Sheehan,.93,2,214,+0.50
150,0,11123,Chris Couch,.91,1,110,E
150,0,02099,Scott Simpson,.91,1,110,E
152,0,02206,David Toms,.83,1,120,+1.00
153,0,20098,Stuart Appleby,.78,1,128,+1.00
154,0,23614,Rich Beem,.75,1,134,E
154,0,20029,Notah Begay III,.75,1,134,E
154,0,08835,Kris Cox,.75,1,134,E
157,0,10912,Craig Perks,.74,1,136,+1.00
158,0,01361,Dan Forsman,.67,1,150,E
159,0,10885,Robert Allenby,.66,1,152,-1.00
160,0,23063,Scott Hend,.65,1,154,+1.00
161,0,19824,Craig Barlow,.64,1,156,E
161,0,07223,Brian Bateman,.64,1,156,+2.00
163,0,21805,Harrison Frazar,.63,1,160,+1.00
