RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,24.27,282,1162,-0.234
2,0,23063,Scott Hend,23.60,228,966,-0.241
3,0,23497,Tag Ridings,16.86,103,611,-0.175
4,0,11123,Chris Couch,15.93,101,634,-0.218
5,0,08337,Mike Heinen,14.77,104,704,-0.240
6,0,01249,John Daly,14.29,133,931,-0.248
7,0,02106,Chris Smith,14.12,180,1275,-0.278
8,0,25900,Lucas Glover,13.39,155,1158,-0.245
9,0,06567,Vijay Singh,12.73,158,1241,-0.386
10,0,01706,Davis Love III,12.60,107,849,-0.271
11,0,08793,Tiger Woods,11.81,90,762,-0.411
12,0,20663,Brenden Pappas,11.52,157,1363,-0.236
13,0,23353,J.J. Henry,11.28,142,1259,-0.275
14,0,24502,Adam Scott,10.99,62,564,-0.274
15,0,23307,Roger Tambellini,10.41,101,970,-0.297
16,0,01927,Dennis Paulson,10.28,94,914,-0.340
17,0,21633,Steve Allan,10.25,125,1219,-0.240
18,0,01945,Kenny Perry,9.74,84,862,-0.214
19,0,23621,Rory Sabbatini,9.60,100,1042,-0.240
20,0,26287,Roland Thatcher,9.56,80,837,-0.075
21,0,20580,Andre Stolz,9.49,63,664,-0.222
22,0,08835,Kris Cox,9.36,79,844,-0.241
23,0,01226,Fred Couples,9.19,57,620,-0.298
24,0,23614,Rich Beem,9.07,77,849,-0.117
25,0,06522,Ernie Els,8.97,52,580,-0.231
26,0,22046,Geoff Ogilvy,8.88,92,1036,-0.304
27,0,20850,Daniel Chopra,8.87,113,1274,-0.239
28,0,20157,Retief Goosen,8.78,49,558,-0.327
29,0,01035,Tommy Armour III,8.56,91,1063,-0.209
30,0,21805,Harrison Frazar,8.48,83,979,-0.410
31,0,20645,John Senden,8.38,100,1193,-0.340
32,0,24781,Hunter Mahan,8.30,95,1144,-0.084
33,0,10585,Scott McCarron,8.13,85,1046,-0.271
34,0,07939,Dan Olsen,8.00,71,888,-0.239
35,0,25686,Jason Dufner,7.96,79,992,-0.316
36,0,10107,Deane Pappas,7.89,69,875,-0.290
37,0,01810,Phil Mickelson,7.76,58,747,-0.379
38,0,20094,Jonathan Kaye,7.61,66,867,-0.273
38,0,07749,Brett Quigley,7.61,92,1209,-0.337
40,0,21209,Sergio Garcia,7.55,53,702,-0.283
41,0,07867,Woody Austin,7.27,84,1155,-0.357
42,0,12823,Carlos Franco,7.26,90,1239,-0.289
43,0,20098,Stuart Appleby,7.25,60,828,-0.283
44,0,24507,Jason Bohn,7.24,88,1216,-0.284
45,0,24290,D.J. Brigman,7.19,68,946,-0.309
46,0,01553,John Huston,7.00,44,629,-0.227
47,0,12782,Tim Herron,6.95,64,921,-0.266
48,0,23320,Ryan Palmer,6.79,84,1237,-0.310
49,0,11032,Frank Lickliter II,6.77,73,1079,-0.151
50,0,25237,Kevin Muncrief,6.74,42,623,-0.262
51,0,01313,Steve Elkington,6.49,50,770,-0.080
52,0,12394,Tom Carter,6.48,86,1328,-0.302
53,0,19824,Craig Barlow,6.47,62,958,-0.258
54,0,01707,Steve Lowery,6.45,66,1023,-0.227
55,0,21949,Joe Ogilvie,6.44,75,1165,-0.187
56,0,20572,Rod Pampling,6.42,69,1075,-0.188
57,0,23325,Vaughn Taylor,6.33,67,1059,-0.373
58,0,23613,Rich Barcelo,6.25,51,816,-0.196
59,0,06332,Neal Lancaster,6.21,80,1288,-0.238
60,0,23623,Bo Van Pelt,6.12,69,1127,-0.377
61,0,25345,Carl Pettersson,6.11,66,1080,-0.288
62,0,21961,Charles Howell III,6.08,64,1052,-0.156
63,0,23541,Ben Crane,6.07,68,1121,-0.235
64,0,07223,Brian Bateman,6.05,61,1009,-0.410
65,0,12510,Chad Campbell,6.04,65,1076,-0.262
65,0,24361,Pat Perez,6.04,72,1193,-0.208
67,0,22405,Justin Rose,6.03,52,863,-0.231
68,0,10885,Robert Allenby,5.94,59,993,-0.305
69,0,01161,Mark Calcavecchia,5.88,48,816,-0.292
70,0,20634,Peter Lonard,5.82,44,756,-0.159
71,0,01261,Jay Delsing,5.80,51,879,-0.294
72,0,24925,Jonathan Byrd,5.79,58,1002,-0.431
72,0,12645,Brent Geiberger,5.79,67,1158,-0.269
74,0,20498,Briny Baird,5.47,61,1116,-0.213
75,0,10912,Craig Perks,5.44,48,882,-0.125
76,0,21407,Arjun Atwal,5.43,56,1032,-0.125
77,0,02245,Grant Waite,5.41,51,942,-0.196
78,0,21893,Brian Kortan,5.32,42,789,-0.048
79,0,20378,Mathias Grönberg,5.31,54,1016,-0.148
79,0,23108,Matt Kuchar,5.31,56,1054,-0.089
81,0,08123,Jeff Brehaut,5.28,68,1288,-0.132
82,0,06613,Tommy Tolles,5.26,44,837,-0.250
83,0,06197,Michael Allen,5.18,55,1061,-0.091
83,0,10423,Mike Weir,5.18,40,772,-0.100
85,0,24024,Zach Johnson,5.11,63,1233,-0.381
86,0,02206,David Toms,4.98,40,804,-0.350
87,0,01948,Tim Petrovic,4.91,59,1202,-0.390
87,0,22913,John Rollins,4.91,49,997,-0.245
89,0,08881,Tripp Isenhour,4.89,32,655,E
89,0,01685,J.L. Lewis,4.89,60,1228,-0.333
89,0,06515,Shaun Micheel,4.89,48,982,-0.104
92,0,02223,Bob Tway,4.88,45,923,-0.178
93,0,12660,Jesper Parnevik,4.81,49,1019,-0.286
94,0,22371,Aaron Baddeley,4.80,51,1062,-0.314
94,0,21959,Ted Purdy,4.80,68,1417,-0.176
96,0,01577,Lee Janzen,4.75,46,968,-0.326
97,0,20585,Niclas Fasth,4.63,33,713,-0.091
98,0,12652,Cameron Beckman,4.60,55,1196,-0.327
99,0,01473,Todd Hamilton,4.48,44,982,-0.318
100,0,19825,Darren Clarke,4.45,22,494,-0.364
100,0,20433,Mark Hensby,4.45,51,1147,-0.314
102,0,01677,Tom Lehman,4.26,34,799,-0.441
103,0,01388,Robert Gamez,4.25,53,1246,-0.302
104,0,02101,Joey Sindelar,4.24,52,1225,-0.327
105,0,12760,Danny Ellis,4.14,39,942,-0.282
106,0,22548,Patrick Sheehan,4.06,56,1381,-0.304
107,0,02002,John Riegger,3.99,27,676,-0.222
108,0,06575,Dudley Hart,3.92,25,637,-0.520
109,0,21646,David Branshaw,3.90,39,999,-0.154
109,0,20229,Stewart Cink,3.90,43,1102,-0.372
111,0,20029,Notah Begay III,3.87,34,879,-0.235
112,0,10860,Justin Leonard,3.85,35,910,-0.343
113,0,20104,Ken Duke,3.82,42,1100,-0.095
114,0,02246,Duffy Waldorf,3.80,31,815,-0.290
115,0,01042,Paul Azinger,3.69,33,895,-0.182
115,0,08931,Glen Day,3.69,45,1219,-0.311
117,0,20593,Greg Chalmers,3.67,33,898,E
118,0,10201,Matt Gogel,3.62,35,968,-0.229
119,0,21731,Freddie Jacobson,3.58,31,865,-0.258
120,0,10425,Jay Williamson,3.53,44,1248,-0.205
121,0,10733,Kent Jones,3.51,42,1195,-0.381
122,0,06214,Guy Boros,3.49,28,802,-0.250
123,0,01941,Tom Pernice Jr.,3.46,41,1185,-0.049
124,0,12602,Dean Wilson,3.36,42,1251,-0.262
125,0,07457,Steve Flesch,3.32,38,1143,-0.289
126,0,01797,Rocco Mediate,3.30,16,485,+0.188
127,0,21878,Mark Wilson,3.28,26,793,-0.154
128,0,06595,Kevin Sutherland,3.24,30,925,-0.300
129,0,24357,K.J. Choi,3.21,28,871,-0.179
130,0,02214,Kirk Triplett,3.18,29,911,-0.172
131,0,08537,J.P. Hayes,3.17,28,883,-0.357
131,0,20628,Arron Oberholser,3.17,27,852,-0.296
133,0,06004,Stephen Ames,3.16,35,1106,-0.114
134,0,23338,David Gossett,3.14,22,701,E
135,0,01724,Jeff Maggert,3.13,22,702,-0.545
136,0,01938,David Peoples,3.05,32,1049,-0.313
137,0,19846,Brian Gay,3.04,37,1217,-0.135
138,0,01142,Bart Bryant,2.99,27,904,-0.519
139,0,01527,Scott Hoch,2.98,19,637,-0.263
140,0,01766,Billy Mayfair,2.96,38,1284,-0.316
141,0,12705,Cliff Kresge,2.91,30,1032,-0.100
142,0,01361,Dan Forsman,2.76,25,905,-0.080
143,0,01139,Olin Browne,2.74,30,1093,-0.267
144,0,06621,Joe Durant,2.68,28,1046,-0.500
144,0,02099,Scott Simpson,2.68,19,709,-0.053
146,0,22621,Ben Curtis,2.63,15,571,-0.200
147,0,12680,Shigeki Maruyama,2.58,28,1084,-0.321
148,0,20472,Alex Cejka,2.52,20,793,-0.300
148,0,06251,Chris DiMarco,2.52,27,1072,-0.259
148,0,20121,Todd Fischer,2.52,32,1269,-0.188
151,0,01024,Billy Andrade,2.45,31,1265,-0.323
151,0,08339,Spike McRoy,2.45,26,1061,-0.077
151,0,06527,Steve Stricker,2.45,23,940,-0.478
154,0,12682,Hirofumi Miyase,2.43,19,781,-0.316
155,0,01926,Steve Pate,2.42,20,827,-0.150
156,0,20548,Hidemichi Tanaka,2.41,26,1080,+0.038
157,0,10213,Dicky Pride,2.33,19,816,-0.316
158,0,01127,Danny Briggs,2.31,24,1039,-0.042
159,0,08075,Jerry Kelly,2.24,27,1206,-0.333
160,0,06373,José María Olazábal,2.23,13,583,E
161,0,01619,Skip Kendall,2.21,24,1088,-0.125
162,0,20127,Chris Riley,2.19,16,731,-0.313
163,0,01771,Blaine McCallister,2.13,18,846,-0.222
164,0,23135,Tim Clark,2.03,20,985,-0.550
164,0,19972,José Coceres,2.03,17,837,-0.176
166,0,01761,Len Mattiace,1.87,18,965,-0.444
