RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,01876,Greg Norman,68.896,3752,- 31.594,54
2,0,01968,Nick Price,69.110,4813,- 44.424,69
3,0,01378,David Frost,69.485,5119,- 46.624,73
4,0,01633,Tom Kite,69.739,4769,- 26.743,68
5,0,01042,Paul Azinger,69.754,5699,- 48.942,81
6,0,02146,Payne Stewart,69.821,6736,- 33.139,96
7,0,01226,Fred Couples,69.851,5000,- 40.577,71
8,0,01313,Steve Elkington,69.970,6187,- 29.663,88
9,0,01928,Corey Pavin,69.997,6395,- 25.318,91
10,0,01331,Rick Fehr,70.092,6897,- 28.008,98
11,0,01837,Gil Morgan,70.117,6023,7.040,86
12,0,02321,Fuzzy Zoeller,70.144,4997,- 16.782,71
13,0,01677,Tom Lehman,70.179,6708,- 40.981,95
14,0,01823,Larry Mize,70.182,5362,- 28.140,76
15,0,02256,Tom Watson,70.188,3967,- 36.473,56
16,0,01577,Lee Janzen,70.213,6595,- 65.149,93
17,0,01724,Jeff Maggert,70.243,6361,- 39.113,90
18,0,01320,Bob Estes,70.250,6925,- 40.525,98
19,0,01783,Mark McCumber,70.267,5508,- 27.162,78
20,0,01706,Davis Love III,70.284,7053,- 24.587,100
21,0,01559,Hale Irwin,70.301,4734,- 23.820,67
22,0,01306,David Edwards,70.315,5493,- 8.429,78
23,0,01457,Jay Haas,70.323,7915,- 38.818,112
24,0,01648,Billy Kratzert,70.324,3683,- 26.158,52
25,0,02099,Scott Simpson,70.329,5524,- 38.307,78
26,0,01527,Scott Hoch,70.357,6553,- 9.807,93
27,0,01569,Peter Jacobsen,70.380,5672,- 41.565,80
28,0,01361,Dan Forsman,70.384,6148,- 24.631,87
29,0,01219,John Cook,70.447,6022,- 34.033,85
30,0,01418,Bill Glasson,70.494,5426,2.030,77
31,0,01475,Donnie Hammond,70.506,5880,- 28.034,83
32,0,02159,Curtis Strange,70.508,5587,- 16.839,79
33,0,01200,Keith Clearwater,70.534,7358,- 22.458,104
34,0,01495,Morris Hatalsky,70.552,4263,- 29.882,60
35,0,01132,Mark Brooks,70.575,6756,- 51.361,95
36,0,01797,Rocco Mediate,70.595,6187,- 45.268,87
37,0,02133,Craig Stadler,70.598,5689,- 41.171,80
38,0,01553,John Huston,70.599,7919,- 11.924,112
39,0,02010,Loren Roberts,70.610,6730,- 22.062,95
40,0,02101,Joey Sindelar,70.655,5076,- 59.513,71
41,0,01161,Mark Calcavecchia,70.659,6835,- 51.782,96
42,0,01329,Brad Faxon,70.683,6048,- 39.986,85
43,0,02225,Howard Twitty,70.701,6543,- 38.487,92
44,0,06090,Jim McGovern,70.709,8395,- 51.338,118
45,0,01201,Lennie Clements,70.731,5671,- 12.540,80
46,0,02267,D.A. Weibring,70.745,5396,- 19.365,76
47,0,06124,Patrick Burke,70.750,4086,- 53.226,57
48,0,01701,Bob Lohr,70.758,6037,- 22.612,85
49,0,01203,Russ Cochran,70.763,6734,- 11.535,95
50,0,01072,Chip Beck,70.768,6277,- 49.373,88
51,0,01014,Fulton Allem,70.797,6412,- 40.258,90
52,0,01920,Craig Parry,70.820,5215,- 45.169,73
52,0,01945,Kenny Perry,70.820,6485,- 40.391,91
54,0,01682,Wayne Levi,70.832,5410,- 26.794,76
55,0,02294,Willie Wood,70.847,5563,- 36.922,78
56,0,01197,Bobby Clampett,70.855,3860,- 33.831,54
57,0,01381,Fred Funk,70.862,8174,- 24.901,115
58,0,01607,Brian Kamm,70.885,6118,- 21.897,86
59,0,02279,Mark Wiebe,70.895,6489,- 37.552,91
60,0,01771,Blaine McCallister,70.903,6246,- 6.509,88
61,0,01971,Dillard Pruitt,70.908,6120,- 21.875,86
62,0,06575,Dudley Hart,70.928,6515,- 60.535,91
63,0,01690,Bruce Lietzke,70.946,3544,3.309,50
63,0,02190,Doug Tewell,70.946,4514,- 44.422,63
65,0,01766,Billy Mayfair,70.951,7829,- 24.424,110
66,0,01024,Billy Andrade,70.972,6582,- 52.538,92
67,0,02214,Kirk Triplett,70.982,6556,- 25.643,92
68,0,01707,Steve Lowery,70.991,7840,- 30.952,110
69,0,01353,Bruce Fleisher,71.011,6415,- 24.049,90
69,0,01510,Nolan Henke,71.011,6709,- 33.969,94
71,0,01196,Brian Claar,71.048,7688,- 14.815,108
72,0,01385,Jim Gallagher Jr.,71.055,6348,- 24.129,89
73,0,01926,Steve Pate,71.072,6341,- 15.574,89
74,0,01185,Brandel Chamblee,71.088,5933,- 32.696,83
75,0,01736,Roger Maltbie,71.090,4202,- 7.699,59
76,0,06197,Michael Allen,71.096,6030,- 57.963,84
77,0,01261,Jay Delsing,71.097,7148,- 38.289,100
78,0,01887,Mark O'Meara,71.103,6128,- 13.155,86
