RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25900,Lucas Glover,46.43,52,112,+3.92
2,0,27064,Jhonattan Vegas,46.00,69,150,+3.77
3,0,28089,Jason Day,45.83,33,72,+4.00
4,0,22405,Justin Rose,41.35,43,104,+3.93
5,0,24502,Adam Scott,40.18,45,112,+3.82
6,0,31323,Gary Woodland,40.13,61,152,+3.75
7,0,23320,Ryan Palmer,40.00,60,150,+3.80
8,0,30944,Jason Kokrak,39.23,51,130,+3.94
9,0,34431,Robert Streb,38.73,55,142,+3.76
10,0,34264,Hudson Swafford,38.41,53,138,+3.75
11,0,32334,Charlie Beljan,38.19,55,144,+3.84
12,0,27141,J.B. Holmes,38.13,61,160,+3.92
13,0,27936,Martin Laird,37.93,44,116,+3.45
14,0,12716,Charley Hoffman,37.65,64,170,+3.94
15,0,21961,Charles Howell III,37.25,76,204,+3.82
16,0,27408,Martin Kaymer,36.46,35,96,+3.86
17,0,27095,Nick Watney,36.44,43,118,+3.63
18,0,25804,Bubba Watson,35.96,41,114,+3.80
19,0,29461,Jamie Lovemark,35.83,43,120,+3.79
20,0,34265,Will Wilcox,35.71,35,98,+3.91
21,0,29518,Brendan Steele,35.44,56,158,+3.59
22,0,30692,Scott Stallings,35.29,48,136,+3.58
23,0,33141,Keegan Bradley,35.00,49,140,+3.80
24,0,25274,Steven Bowditch,34.83,62,178,+3.63
25,0,30852,Ryo Ishikawa,34.78,48,138,+3.79
26,0,27436,Graham DeLaet,34.62,45,130,+3.80
26,0,32102,Rickie Fowler,34.62,45,130,+3.84
28,0,34099,Harris English,34.38,55,160,+3.67
28,0,24358,Robert Garrigus,34.38,55,160,+3.73
28,0,36689,Brooks Koepka,34.38,33,96,+3.76
31,0,37273,Derek Ernst,34.29,48,140,+3.48
32,0,26331,Charl Schwartzel,34.26,37,108,+3.76
33,0,32366,Kevin Chappell,34.24,63,184,+3.81
34,0,27120,Troy Matteson,33.62,39,116,+3.69
35,0,28500,Martin Flores,33.33,54,162,+3.78
36,0,20848,Ángel Cabrera,32.79,40,122,+3.55
37,0,24140,Sean O'Hair,32.47,50,154,+4.02
38,0,29289,S.Y. Noh,32.39,57,176,+3.70
39,0,34360,Patrick Reed,32.05,50,156,+3.62
40,0,25345,Carl Pettersson,31.87,58,182,+3.59
41,0,26300,Matt Jones,31.69,45,142,+4.16
42,0,29221,Webb Simpson,31.58,48,152,+3.85
43,0,29740,Brad Fritsch,31.25,30,96,+3.87
43,0,28237,Rory McIlroy,31.25,30,96,+3.90
43,0,32333,Kevin Tway,31.25,35,112,+3.69
