RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,25804,Bubba Watson,69.77,1874895,268725
2,0,30925,Dustin Johnson,69.09,1339252,193836
3,0,28237,Rory McIlroy,68.84,1566108,227514
4,0,29461,Jamie Lovemark,68.64,1539404,224274
5,0,35300,Andrew Loupe,68.59,1620066,236186
6,0,27141,J.B. Holmes,68.01,2414647,355036
7,0,21961,Charles Howell III,67.98,3032539,446094
8,0,25632,Jimmy Walker,67.42,2342488,347447
9,0,20848,Ángel Cabrera,67.40,1963322,291299
10,0,12716,Charley Hoffman,67.35,2341972,347720
11,0,23320,Ryan Palmer,67.28,2149444,319475
12,0,32334,Charlie Beljan,67.19,2110180,314050
12,0,31323,Gary Woodland,67.19,2287153,340390
14,0,28089,Jason Day,67.12,1066309,158862
15,0,25274,Steven Bowditch,67.08,2486312,370630
16,0,36689,Brooks Koepka,67.07,1330898,198420
17,0,24502,Adam Scott,67.05,1808716,269746
18,0,26329,Louis Oosthuizen,66.92,953147,142433
19,0,33461,Morgan Hoffmann,66.89,2848440,425843
20,0,24140,Sean O'Hair,66.81,2102800,314766
21,0,27064,Jhonattan Vegas,66.77,2024908,303257
22,0,24358,Robert Garrigus,66.76,2249177,336892
23,0,30944,Jason Kokrak,66.73,1859229,278637
24,0,27436,Graham DeLaet,66.64,2009004,301487
25,0,26300,Matt Jones,66.60,1861865,279573
26,0,34431,Robert Streb,66.59,2033439,305380
27,0,27120,Troy Matteson,66.57,1550575,232911
28,0,30110,Kyle Stanley,66.55,2244288,337215
29,0,34099,Harris English,66.54,2323988,349254
30,0,26679,Kevin Stadler,66.53,2022688,304011
31,0,24781,Hunter Mahan,66.48,2260711,340039
32,0,33141,Keegan Bradley,66.47,2084328,313585
32,0,34021,Bud Cauley,66.47,1446933,217687
32,0,25345,Carl Pettersson,66.47,2681174,403371
35,0,26331,Charl Schwartzel,66.39,1706642,257079
36,0,32102,Rickie Fowler,66.38,1944017,292840
37,0,25900,Lucas Glover,66.26,1418114,214024
38,0,35541,John Peterson,66.22,1708220,257942
39,0,30750,Tommy Gainey,66.20,1867743,282144
40,0,27408,Martin Kaymer,66.16,1519896,229728
41,0,06522,Ernie Els,66.12,1945132,294198
41,0,29518,Brendan Steele,66.12,2142120,323962
43,0,01810,Phil Mickelson,66.09,1541479,233222
44,0,37273,Derek Ernst,66.08,1958826,296433
45,0,32366,Kevin Chappell,66.06,2659071,402523
46,0,21209,Sergio Garcia,66.05,1277549,193424
46,0,34098,Russell Henley,66.05,2357926,357016
46,0,30692,Scott Stallings,66.05,1945460,294539
49,0,27214,Kevin Streelman,66.03,1845999,279587
50,0,34360,Patrick Reed,66.02,2332966,353346
51,0,34046,Jordan Spieth,65.99,2440049,369747
52,0,27936,Martin Laird,65.96,1689354,256132
52,0,34265,Will Wilcox,65.96,1275508,193386
54,0,22405,Justin Rose,65.95,1594345,241756
55,0,25562,Andres Romero,65.93,2240618,339838
56,0,32333,Kevin Tway,65.92,1463276,221967
57,0,31557,Jim Herman,65.91,1481767,224804
58,0,23621,Rory Sabbatini,65.88,1972697,299443
59,0,24924,Bill Haas,65.84,2528385,384031
60,0,29289,S.Y. Noh,65.83,2320923,352547
61,0,33418,Shawn Stefani,65.82,1778371,270199
62,0,29420,Billy Horschel,65.81,2123597,322685
63,0,30852,Ryo Ishikawa,65.80,1873072,284647
63,0,27330,Josh Teater,65.80,2313757,351620
65,0,22046,Geoff Ogilvy,65.79,2249864,341987
65,0,06567,Vijay Singh,65.79,2373165,360722
67,0,26289,Boo Weekley,65.77,1746980,265636
68,0,21528,Henrik Stenson,65.70,1169107,177948
69,0,27644,Brian Harman,65.62,3141793,478786
69,0,26851,Marc Leishman,65.62,2159265,329068
71,0,28475,Jeff Overton,65.61,2042055,311236
72,0,35732,Wes Roach,65.57,1540300,234893
73,0,32839,Hideki Matsuyama,65.50,1999318,305230
73,0,34264,Hudson Swafford,65.50,1813218,276807
75,0,01706,Davis Love III,65.40,1918532,293345
76,0,30926,Chris Kirk,65.36,2666285,407916
77,0,28259,Sangmoon Bae,65.32,1976393,302589
78,0,27095,Nick Watney,65.30,1736829,265993
79,0,25686,Jason Dufner,65.28,1289811,197585
79,0,27770,Camilo Villegas,65.28,2571162,393838
81,0,34409,David Lingmerth,65.27,2043758,313100
82,0,23108,Matt Kuchar,65.23,2349148,360128
83,0,29221,Webb Simpson,65.22,2300780,352747
