RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
78,0,23548,Bill Lunde,.110,3.946,36
79,0,29476,Kyle Reifers,.108,8.652,80
80,0,32448,James Hahn,.106,8.306,78
81,0,34130,Sung Joon Park,.104,6.583,63
82,0,33122,Russell Knox,.098,8.492,87
83,0,25369,Jamie Donaldson,.095,3.049,32
84,0,23621,Rory Sabbatini,.094,6.206,66
84,0,20396,Lee Westwood,.094,3.012,32
86,0,33399,Adam Hadwin,.088,7.105,81
87,0,20229,Stewart Cink,.087,5.760,66
87,0,31202,William McGirt,.087,8.426,97
89,0,32200,Roberto Castro,.079,2.826,36
90,0,08075,Jerry Kelly,.073,4.791,66
91,0,01810,Phil Mickelson,.072,3.940,55
92,0,26596,Ryan Moore,.071,4.315,61
93,0,20104,Ken Duke,.067,5.226,78
94,0,23353,J.J. Henry,.066,5.021,76
94,0,39977,Max Homa,.066,4.102,62
96,0,10809,Jim Furyk,.064,3.339,52
97,0,20848,Ángel Cabrera,.060,2.537,42
98,0,27933,John Merrick,.056,3.239,58
99,0,20691,Greg Owen,.036,1.455,40
100,0,35532,Tom Hoge,.035,2.285,65
101,0,27436,Graham DeLaet,.027,1.442,54
102,0,26851,Marc Leishman,.021,1.134,54
103,0,24507,Jason Bohn,.019,1.618,87
104,0,34099,Harris English,.009,.802,88
105,0,24361,Pat Perez,-.010,-.811,83
106,0,26951,Johnson Wagner,-.013,-.724,57
107,0,33413,Ben Martin,-.016,-1.217,77
108,0,24781,Hunter Mahan,-.023,-1.507,65
109,0,28486,Michael Putnam,-.025,-1.704,68
110,0,33461,Morgan Hoffmann,-.032,-2.183,69
111,0,28475,Jeff Overton,-.036,-2.731,75
112,0,25345,Carl Pettersson,-.038,-3.615,96
113,0,34174,John Huh,-.041,-3.681,89
113,0,02206,David Toms,-.041,-2.279,55
115,0,25274,Steven Bowditch,-.053,-4.703,88
116,0,24138,Ian Poulter,-.054,-2.595,48
117,0,36801,Mark Hubbard,-.060,-3.630,61
118,0,30692,Scott Stallings,-.061,-2.978,49
119,0,34360,Patrick Reed,-.071,-5.375,76
120,0,33419,Cameron Tringale,-.074,-5.884,79
121,0,27936,Martin Laird,-.078,-5.685,73
122,0,34563,Chesson Hadley,-.080,-7.146,89
122,0,25493,Nick Taylor,-.080,-6.631,83
124,0,30711,Colt Knost,-.084,-6.241,74
125,0,28023,Byron Smith,-.085,-3.660,43
126,0,32150,Michael Thompson,-.089,-6.676,75
127,0,31560,Brian Stuard,-.103,-8.174,79
128,0,25834,Daniel Summerhays,-.111,-9.870,89
129,0,27895,Jonas Blixt,-.115,-5.996,52
130,0,21753,Brian Davis,-.119,-8.435,71
131,0,27649,Brandt Snedeker,-.126,-9.454,75
132,0,34261,Scott Langley,-.128,-10.107,79
133,0,20771,Steven Alker,-.129,-6.461,50
134,0,24925,Jonathan Byrd,-.145,-7.388,51
135,0,30926,Chris Kirk,-.150,-8.424,56
136,0,25632,Jimmy Walker,-.161,-10.298,64
137,0,33486,Roger Sloan,-.168,-6.735,40
137,0,30927,Brendon Todd,-.168,-12.754,76
139,0,29425,Andrew Svoboda,-.171,-11.957,70
140,0,29535,Brice Garnett,-.198,-12.671,64
141,0,37454,Whee Kim,-.201,-11.234,56
142,0,24494,Erik Compton,-.216,-15.093,70
142,0,28679,Fabián Gómez,-.216,-14.911,69
142,0,26758,David Hearn,-.216,-18.352,85
145,0,24490,George McNeill,-.223,-19.814,89
146,0,22293,Heath Slocum,-.229,-8.931,39
147,0,20472,Alex Cejka,-.233,-18.444,79
148,0,27963,Chris Stroud,-.249,-16.902,68
149,0,25720,Chad Collins,-.250,-15.746,63
150,0,10885,Robert Allenby,-.262,-13.387,51
151,0,25562,Andres Romero,-.269,-14.508,54
152,0,20157,Retief Goosen,-.271,-16.236,60
153,0,06522,Ernie Els,-.285,-11.100,39
154,0,23800,Bryce Molder,-.294,-22.657,77
155,0,23623,Bo Van Pelt,-.296,-19.249,65
155,0,27770,Camilo Villegas,-.296,-21.879,74
157,0,40058,Zac Blair,-.299,-26.316,88
157,0,21878,Mark Wilson,-.299,-24.184,81
159,0,29926,Danny Lee,-.301,-30.100,100
160,0,23541,Ben Crane,-.303,-15.775,52
161,0,35539,Luke Guthrie,-.314,-21.344,68
162,0,20593,Greg Chalmers,-.323,-11.637,36
163,0,32640,Troy Merritt,-.326,-26.724,82
163,0,25349,Tim Wilkinson,-.326,-18.883,58
165,0,25396,Kevin Na,-.329,-23.391,71
166,0,29720,Andres Gonzales,-.386,-29.368,76
167,0,34262,Jon Curran,-.406,-26.407,65
168,0,30852,Ryo Ishikawa,-.408,-30.631,75
168,0,34358,Jonathan Randolph,-.408,-22.852,56
170,0,20766,Padraig Harrington,-.434,-21.251,49
171,0,31416,Derek Fathauer,-.455,-30.014,66
172,0,10860,Justin Leonard,-.486,-26.269,54
173,0,31193,Jim Renner,-.501,-28.059,56
174,0,24357,K.J. Choi,-.522,-29.754,57
175,0,23048,Eric Axley,-.541,-23.276,43
176,0,29289,S.Y. Noh,-.555,-29.973,54
177,0,22371,Aaron Baddeley,-.596,-39.324,66
178,0,29222,Billy Hurley III,-.635,-40.005,63
179,0,23983,Luke Donald,-.793,-42.797,54
180,0,24846,Ricky Barnes,-.819,-51.618,63
181,0,25240,D.A. Points,-.820,-47.548,58
182,0,28307,Matt Every,-.925,-51.806,56
183,0,28132,Tyrone Van Aswegen,-1.081,-45.395,42
184,0,34256,Andrew Putnam,-1.411,-76.202,54
