RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,02214,Kirk Triplett,2,1,1
2,0,23983,Luke Donald,5,2,3
3,0,19824,Craig Barlow,9,4,5
4,0,21878,Mark Wilson,15,6,9
5,0,01766,Billy Mayfair,16,9,7
5,0,22295,Darron Stiles,16,5,11
5,0,23325,Vaughn Taylor,16,12,4
8,0,08537,J.P. Hayes,18,10,8
8,0,01724,Jeff Maggert,18,7,11
10,0,01132,Mark Brooks,21,7,14
11,0,22046,Geoff Ogilvy,22,3,19
12,0,20628,Arron Oberholser,26,13,13
13,0,07363,Craig Bowden,36,30,6
14,0,20574,Mathew Goggin,43,26,17
15,0,20472,Alex Cejka,48,13,35
15,0,20105,Jeff Gove,48,20,28
17,0,01249,John Daly,56,13,43
18,0,10885,Robert Allenby,57,23,34
19,0,24781,Hunter Mahan,62,17,45
19,0,29476,Kyle Reifers,62,13,49
21,0,12705,Cliff Kresge,66,41,25
21,0,06567,Vijay Singh,66,37,29
23,0,20634,Peter Lonard,68,51,17
24,0,21949,Joe Ogilvie,75,37,38
24,0,06595,Kevin Sutherland,75,23,52
26,0,08075,Jerry Kelly,77,63,14
27,0,02206,David Toms,79,40,39
27,0,24457,Jaco Van Zyl,79,22,57
29,0,28158,Steve Marino,80,45,35
30,0,27141,J.B. Holmes,82,17,65
30,0,06527,Steve Stricker,82,43,39
32,0,20378,Mathias Grönberg,86,54,32
33,0,23614,Rich Beem,91,28,63
33,0,27702,Matt Hendrix,91,67,24
35,0,20766,Padraig Harrington,92,35,57
35,0,27060,John Mallinger,92,67,25
35,0,02101,Joey Sindelar,92,17,75
38,0,01706,Davis Love III,94,27,67
39,0,20433,Mark Hensby,97,48,49
39,0,12782,Tim Herron,97,30,67
39,0,27649,Brandt Snedeker,97,35,62
42,0,20382,Stephen Leaney,99,70,29
43,0,20498,Briny Baird,100,45,55
44,0,23048,Eric Axley,101,54,47
45,0,12680,Shigeki Maruyama,102,79,23
46,0,26360,Bubba Dickerson,103,101,2
47,0,20098,Stuart Appleby,106,90,16
47,0,23135,Tim Clark,106,79,27
49,0,01388,Robert Gamez,110,67,43
50,0,24357,K.J. Choi,112,79,33
51,0,10425,Jay Williamson,113,94,19
52,0,06251,Chris DiMarco,115,73,42
52,0,01473,Todd Hamilton,115,11,104
54,0,10423,Mike Weir,116,106,10
55,0,01035,Tommy Armour III,118,61,57
56,0,23349,Charles Warren,119,20,99
57,0,21753,Brian Davis,121,54,67
58,0,01024,Billy Andrade,122,37,85
59,0,27120,Troy Matteson,123,94,29
60,0,12652,Cameron Beckman,126,59,67
61,0,23788,D.J. Trahan,127,48,79
62,0,24290,D.J. Brigman,130,45,85
62,0,23800,Bryce Molder,130,25,105
62,0,24502,Adam Scott,130,108,22
65,0,21660,Jason Schultz,131,59,72
66,0,01945,Kenny Perry,132,86,46
67,0,24140,Sean O'Hair,136,89,47
68,0,21470,Daisuke Maruyama,137,118,19
69,0,25345,Carl Pettersson,142,86,56
70,0,22621,Ben Curtis,149,112,37
71,0,10117,Bob Heintz,151,54,97
71,0,12660,Jesper Parnevik,151,112,39
73,0,24358,Robert Garrigus,153,30,123
73,0,27933,John Merrick,153,90,63
73,0,23320,Ryan Palmer,153,30,123
76,0,23623,Bo Van Pelt,161,71,90
77,0,20229,Stewart Cink,163,51,112
77,0,27770,Camilo Villegas,163,58,105
79,0,22913,John Rollins,164,79,85
80,0,24924,Bill Haas,165,51,114
81,0,25273,Andrew Buckle,166,28,138
81,0,28475,Jeff Overton,166,99,67
83,0,20157,Retief Goosen,171,79,92
84,0,21805,Harrison Frazar,172,41,131
85,0,21633,Steve Allan,176,111,65
86,0,27963,Chris Stroud,178,78,100
87,0,12716,Charley Hoffman,179,50,129
87,0,01928,Corey Pavin,179,127,52
89,0,10733,Kent Jones,180,61,119
90,0,29718,Anthony Kim,181,63,118
90,0,24138,Ian Poulter,181,102,79
92,0,06522,Ernie Els,184,30,154
93,0,24507,Jason Bohn,187,71,116
93,0,26881,Jarrod Lyle,187,115,72
95,0,07547,Craig Kanada,189,132,57
96,0,20127,Chris Riley,191,130,61
97,0,24024,Zach Johnson,192,114,78
97,0,01707,Steve Lowery,192,140,52
99,0,08931,Glen Day,195,99,96
99,0,21350,Ryuji Imada,195,79,116
101,0,19803,Ryan Armour,198,96,102
101,0,12195,Tom Johnson,198,96,102
103,0,06004,Stephen Ames,202,119,83
104,0,20859,Anders Hansen,206,121,85
105,0,02239,Scott Verplank,207,132,75
106,0,07749,Brett Quigley,208,66,142
107,0,01941,Tom Pernice Jr.,209,117,92
108,0,10213,Dicky Pride,213,108,105
109,0,25190,Jeff Quinney,214,122,92
110,0,22212,Craig Lile,216,102,114
111,0,22892,Jason Gore,219,63,156
111,0,23353,J.J. Henry,219,140,79
111,0,26679,Kevin Stadler,219,90,129
114,0,08375,Paul Stankowski,220,75,145
115,0,01797,Rocco Mediate,221,77,144
115,0,21959,Ted Purdy,221,86,135
117,0,20623,Gavin Coles,223,144,79
118,0,23933,Michael Boyd,224,149,75
118,0,22378,Trevor Immelman,224,175,49
120,0,24980,Scott Gutschewski,227,74,153
120,0,10860,Justin Leonard,227,137,90
