RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,02214,Kirk Triplett,2.673,284.675,106.508,60,0223403430
2,0,26360,Bubba Dickerson,2.669,303.069,113.557,27,0239302943
3,0,23983,Luke Donald,2.663,292.057,109.669,42,0229203300
4,0,23325,Vaughn Taylor,2.662,289.325,108.683,58,0231503113
5,0,19824,Craig Barlow,2.661,301.822,113.428,26,0231203184
6,0,07363,Craig Bowden,2.651,270.053,101.859,52,0237703136
7,0,01766,Billy Mayfair,2.650,285.384,107.686,65,0231503077
8,0,08537,J.P. Hayes,2.646,293.139,110.782,57,0231303035
9,0,21878,Mark Wilson,2.643,286.313,108.330,64,0215003176
10,0,10423,Mike Weir,2.641,296.009,112.062,47,0213303061
11,0,01724,Jeff Maggert,2.639,286.248,108.461,57,0000503270
11,0,22295,Darron Stiles,2.639,286.198,108.454,35,0223503151
13,0,20628,Arron Oberholser,2.636,289.858,109.975,49,0232403443
14,0,01132,Mark Brooks,2.635,272.111,103.263,29,0238402904
14,0,08075,Jerry Kelly,2.635,284.607,108.005,64,0221503049
16,0,20098,Stuart Appleby,2.633,303.103,115.134,59,0224703277
17,0,20574,Mathew Goggin,2.632,302.558,114.965,62,0198203033
17,0,20634,Peter Lonard,2.632,296.684,112.707,53,0228602962
19,0,21470,Daisuke Maruyama,2.631,287.198,109.151,54,0235203003
19,0,22046,Geoff Ogilvy,2.631,306.137,116.345,52,0223603436
19,0,10425,Jay Williamson,2.631,290.131,110.273,30,0237002978
22,0,24502,Adam Scott,2.627,310.841,118.332,45,0228203304
23,0,12680,Shigeki Maruyama,2.623,277.731,105.865,55,0230902975
24,0,27702,Matt Hendrix,2.622,303.355,115.711,37,0236102930
25,0,12705,Cliff Kresge,2.618,287.553,109.847,72,0227103017
25,0,27060,John Mallinger,2.618,282.193,107.781,66,0178603030
27,0,23135,Tim Clark,2.617,278.355,106.359,51,0213703121
28,0,20105,Jeff Gove,2.616,288.473,110.271,71,0219003092
29,0,20382,Stephen Leaney,2.614,279.958,107.102,50,0225302904
29,0,27120,Troy Matteson,2.614,307.142,117.490,55,0217703363
29,0,06567,Vijay Singh,2.614,298.528,114.201,68,0221003350
32,0,20378,Mathias Grönberg,2.613,299.114,114.468,62,0177402903
33,0,24357,K.J. Choi,2.612,293.639,112.429,54,0230403192
34,0,10885,Robert Allenby,2.611,304.330,116.576,53,0222903132
35,0,20472,Alex Cejka,2.610,289.742,111.002,48,0224203127
35,0,28158,Steve Marino,2.610,295.853,113.373,56,0228202974
37,0,22621,Ben Curtis,2.607,283.468,108.739,53,0215703137
38,0,21949,Joe Ogilvie,2.606,288.692,110.783,69,0207203040
39,0,12660,Jesper Parnevik,2.605,290.617,111.542,57,0221203043
