RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
112,0,12660,Jesper Parnevik,2.363,263.6,111.543,41,0209002564
114,0,24024,Zach Johnson,2.362,256.0,108.354,45,0214402573
115,0,01161,Mark Calcavecchia,2.361,270.2,114.460,42,0205702594
115,0,26881,Jarrod Lyle,2.361,266.1,112.733,43,0208302575
117,0,01941,Tom Pernice Jr.,2.360,257.0,108.884,55,0208102669
118,0,21470,Daisuke Maruyama,2.358,257.7,109.312,49,0197502717
119,0,06004,Stephen Ames,2.357,264.8,112.344,25,0209602701
119,0,07223,Brian Bateman,2.357,267.8,113.595,24,0221302553
121,0,20859,Anders Hansen,2.356,260.7,110.633,25,0206202513
122,0,25190,Jeff Quinney,2.355,258.4,109.725,49,0198902561
123,0,01577,Lee Janzen,2.354,268.1,113.920,31,0209502612
123,0,12602,Dean Wilson,2.354,258.1,109.607,37,0201602753
125,0,24361,Pat Perez,2.352,278.5,118.385,31,0204602697
125,0,22405,Justin Rose,2.352,265.4,112.833,25,0205902581
127,0,01928,Corey Pavin,2.350,244.4,104.026,31,0192302618
128,0,26596,Ryan Moore,2.349,267.4,113.826,44,0188502570
128,0,12714,Chris Tidland,2.349,268.3,114.225,34,0192202625
130,0,20127,Chris Riley,2.347,253.8,108.136,20,0214302641
131,0,19846,Brian Gay,2.346,244.3,104.170,53,0214102510
132,0,12510,Chad Campbell,2.345,266.6,113.701,39,0190902761
132,0,08881,Tripp Isenhour,2.345,256.8,109.526,35,0212002492
132,0,07547,Craig Kanada,2.345,247.7,105.656,62,0207802630
132,0,02239,Scott Verplank,2.345,251.3,107.191,38,0212102514
136,0,20850,Daniel Chopra,2.344,273.7,116.779,55,0212602588
137,0,06621,Joe Durant,2.343,268.0,114.384,45,0192802753
137,0,10860,Justin Leonard,2.343,257.4,109.853,59,0195902587
139,0,23108,Matt Kuchar,2.342,253.2,108.119,33,0188702629
140,0,25900,Lucas Glover,2.340,279.4,119.394,41,0200402561
140,0,23353,J.J. Henry,2.340,271.1,115.854,36,0211602589
140,0,01707,Steve Lowery,2.340,260.6,111.379,43,0191202649
140,0,23497,Tag Ridings,2.340,279.5,119.441,19,0204402557
144,0,07867,Woody Austin,2.339,263.5,112.652,46,0212302520
144,0,20623,Gavin Coles,2.339,242.6,103.705,39,0202202518
144,0,10809,Jim Furyk,2.339,259.9,111.105,50,0206102564
144,0,21731,Freddie Jacobson,2.339,261.5,111.781,27,0197502535
144,0,08793,Tiger Woods,2.339,289.8,123.913,26,0195002628
149,0,23933,Michael Boyd,2.338,247.9,105.991,30,0213302579
149,0,21646,David Branshaw,2.338,262.3,112.163,40,0194302596
149,0,20645,John Senden,2.338,274.6,117.463,44,0209902659
152,0,20572,Rod Pampling,2.336,265.6,113.693,46,0189702675
153,0,26420,Richard Johnson,2.332,252.6,108.348,33,0199202617
154,0,25686,Jason Dufner,2.331,261.3,112.096,45,0192002648
155,0,23613,Rich Barcelo,2.329,264.0,113.337,39,0210402609
156,0,06515,Shaun Micheel,2.327,261.3,112.284,33,0218802546
157,0,08123,Jeff Brehaut,2.326,264.0,113.535,31,0208102566
157,0,21961,Charles Howell III,2.326,278.3,119.664,37,0202302531
159,0,06034,Marco Dawson,2.325,264.9,113.938,28,0215202605
159,0,28486,Michael Putnam,2.325,270.1,116.168,38,0209602599
159,0,23621,Rory Sabbatini,2.325,265.8,114.360,27,0209102624
162,0,23322,Brett Wetterich,2.324,281.9,121.284,32,0204302512
163,0,02223,Bob Tway,2.323,256.6,110.441,45,0191802580
164,0,06643,Paul Goydos,2.322,245.8,105.864,37,0201002494
164,0,24449,Parker McLachlin,2.322,258.9,111.499,34,0197902564
164,0,25396,Kevin Na,2.322,258.7,111.404,40,0193302684
164,0,21528,Henrik Stenson,2.322,279.3,120.303,24,0207802567
168,0,07457,Steve Flesch,2.320,258.7,111.521,42,0213702524
168,0,26951,Johnson Wagner,2.320,261.9,112.864,45,0200902590
170,0,01677,Tom Lehman,2.318,261.5,112.830,33,0196802558
170,0,20691,Greg Owen,2.318,273.2,117.870,34,0199002587
172,0,02104,Jeff Sluman,2.316,250.4,108.117,21,0203702470
173,0,01381,Fred Funk,2.315,246.1,106.318,38,0212502473
173,0,02036,Jim Rutledge,2.315,262.1,113.241,15,0214702423
175,0,23718,Nathan Green,2.312,258.5,111.787,51,0183602556
175,0,22378,Trevor Immelman,2.312,266.5,115.275,33,0203602617
175,0,26882,Michael Sim,2.312,270.1,116.824,21,0193402557
178,0,24925,Jonathan Byrd,2.309,267.1,115.642,33,0193602532
179,0,22806,Doug LaBelle II,2.306,252.2,109.402,52,0204802540
180,0,22371,Aaron Baddeley,2.304,273.7,118.795,22,0213102546
181,0,21806,Paul Gow,2.302,249.2,108.268,28,0198402565
182,0,24490,George McNeill,2.299,269.6,117.271,47,0188502566
183,0,06373,José María Olazábal,2.295,264.4,115.206,20,0203602498
184,0,20160,Charlie Wi,2.291,258.7,112.911,51,0205202465
185,0,01157,Tom Byrum,2.289,247.4,108.052,25,0211602474
186,0,01948,Tim Petrovic,2.286,259.0,113.294,47,0206502618
187,0,01313,Steve Elkington,2.284,249.0,109.031,34,0209902444
188,0,06197,Michael Allen,2.280,260.0,114.036,39,0194102663
188,0,20104,Ken Duke,2.280,259.1,113.627,41,0201902516
190,0,26289,Boo Weekley,2.275,267.4,117.563,32,0186402475
191,0,01320,Bob Estes,2.269,252.9,111.489,40,0197102495
192,0,25892,Steve Wheatcroft,2.268,261.5,115.296,31,0205702566
193,0,01142,Bart Bryant,2.249,249.3,110.824,48,0199602480
194,0,21209,Sergio Garcia,2.243,268.7,119.824,37,0174602521
195,0,19972,José Coceres,2.239,243.7,108.852,33,0190602426
196,0,01810,Phil Mickelson,2.217,270.8,122.118,20,0167402520
