RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,02214,Kirk Triplett,2.466,262.8,106.592,55,0225402692
2,0,23983,Luke Donald,2.464,270.0,109.608,32,0223002821
3,0,22046,Geoff Ogilvy,2.458,285.5,116.146,32,0219902927
4,0,19824,Craig Barlow,2.452,278.1,113.424,22,0208402958
5,0,22295,Darron Stiles,2.447,265.6,108.542,31,0222402727
6,0,21878,Mark Wilson,2.446,264.9,108.301,56,0216702636
7,0,01132,Mark Brooks,2.445,252.8,103.384,24,0217502708
7,0,01724,Jeff Maggert,2.445,264.9,108.381,39,0229802755
9,0,01766,Billy Mayfair,2.440,262.7,107.679,52,0223702634
10,0,08537,J.P. Hayes,2.438,269.9,110.709,44,0220402619
11,0,01473,Todd Hamilton,2.435,274.2,112.577,32,0211902846
12,0,23325,Vaughn Taylor,2.429,264.0,108.670,42,0219802647
13,0,20472,Alex Cejka,2.423,268.9,110.972,43,0214402664
13,0,01249,John Daly,2.423,298.2,123.063,12,0206702627
13,0,20628,Arron Oberholser,2.423,267.0,110.183,32,0214902646
13,0,29476,Kyle Reifers,2.423,282.3,116.525,20,0222702712
17,0,27141,J.B. Holmes,2.421,300.2,123.991,27,0222602806
17,0,24781,Hunter Mahan,2.421,276.7,114.256,33,0214902735
17,0,02101,Joey Sindelar,2.421,268.5,110.897,43,0206002654
20,0,20105,Jeff Gove,2.420,266.8,110.263,48,0193702688
20,0,23349,Charles Warren,2.420,284.1,117.413,57,0203802823
22,0,24457,Jaco Van Zyl,2.419,264.7,109.459,23,0216302612
23,0,10885,Robert Allenby,2.415,281.2,116.434,43,0215702634
23,0,06595,Kevin Sutherland,2.415,270.3,111.894,46,0205902673
25,0,23800,Bryce Molder,2.414,272.3,112.780,22,0197302699
26,0,20574,Mathew Goggin,2.413,277.1,114.858,57,0211502651
27,0,01706,Davis Love III,2.412,285.1,118.200,34,0209502745
28,0,23614,Rich Beem,2.411,273.0,113.249,45,0217002693
28,0,25273,Andrew Buckle,2.411,274.0,113.638,38,0206602684
30,0,07363,Craig Bowden,2.410,245.7,101.962,40,0214702621
30,0,06522,Ernie Els,2.410,282.2,117.105,20,0228302539
30,0,24358,Robert Garrigus,2.410,293.2,121.635,46,0198902642
30,0,12782,Tim Herron,2.410,271.3,112.577,55,0216802574
30,0,23320,Ryan Palmer,2.410,279.4,115.921,38,0206602595
35,0,20766,Padraig Harrington,2.409,280.0,116.233,32,0215602724
35,0,27649,Brandt Snedeker,2.409,264.1,109.589,55,0215302651
37,0,01024,Billy Andrade,2.408,269.8,112.028,54,0204802645
37,0,21949,Joe Ogilvie,2.408,266.6,110.721,50,0205802676
37,0,06567,Vijay Singh,2.408,275.4,114.401,47,0211302724
40,0,02206,David Toms,2.407,261.7,108.740,50,0222702629
41,0,21805,Harrison Frazar,2.406,284.3,118.136,35,0214502683
41,0,12705,Cliff Kresge,2.406,264.2,109.821,63,0201302643
43,0,06527,Steve Stricker,2.405,266.0,110.576,47,0222602557
43,0,25804,Bubba Watson,2.405,300.3,124.865,17,0207602659
45,0,20498,Briny Baird,2.402,265.7,110.638,54,0215402723
45,0,24290,D.J. Brigman,2.402,267.8,111.467,31,0218302640
45,0,28158,Steve Marino,2.402,272.2,113.320,44,0210702692
48,0,20433,Mark Hensby,2.401,262.8,109.457,46,0212702615
48,0,23788,D.J. Trahan,2.401,274.1,114.156,40,0214302797
50,0,12716,Charley Hoffman,2.399,286.6,119.499,53,0192502749
51,0,20229,Stewart Cink,2.398,274.4,114.427,55,0219902614
51,0,24924,Bill Haas,2.398,285.0,118.832,38,0200002619
51,0,20634,Peter Lonard,2.398,270.3,112.723,44,0204202669
54,0,23048,Eric Axley,2.396,266.4,111.172,44,0212802763
54,0,21753,Brian Davis,2.396,258.7,107.956,54,0214002600
54,0,20378,Mathias Grönberg,2.396,274.2,114.458,50,0206102609
54,0,10117,Bob Heintz,2.396,261.7,109.215,39,0217202675
58,0,27770,Camilo Villegas,2.395,277.7,115.946,33,0183902581
59,0,12652,Cameron Beckman,2.394,264.0,110.292,45,0212202680
59,0,21660,Jason Schultz,2.394,271.7,113.507,26,0209102558
61,0,01035,Tommy Armour III,2.393,260.6,108.885,39,0206202752
61,0,10733,Kent Jones,2.393,265.3,110.886,55,0194102607
63,0,22892,Jason Gore,2.392,283.7,118.605,40,0216602611
63,0,08075,Jerry Kelly,2.392,258.1,107.906,52,0204902642
63,0,29718,Anthony Kim,2.392,283.9,118.698,43,0208102559
66,0,07749,Brett Quigley,2.391,272.9,114.153,33,0197402621
67,0,01388,Robert Gamez,2.390,256.3,107.274,40,0202702668
67,0,27702,Matt Hendrix,2.390,276.9,115.832,28,0219502596
67,0,27060,John Mallinger,2.390,257.3,107.683,50,0220402673
70,0,20382,Stephen Leaney,2.389,255.8,107.085,35,0216202633
71,0,24507,Jason Bohn,2.388,268.2,112.314,32,0205502604
71,0,23623,Bo Van Pelt,2.388,274.8,115.089,39,0219402569
73,0,06251,Chris DiMarco,2.387,260.0,108.923,32,0209302570
74,0,24980,Scott Gutschewski,2.386,284.9,119.424,26,0215502633
75,0,08375,Paul Stankowski,2.385,275.0,115.303,19,0221302584
76,0,11123,Chris Couch,2.384,288.5,121.025,35,0203102731
77,0,01797,Rocco Mediate,2.382,263.4,110.552,41,0213802574
78,0,27963,Chris Stroud,2.381,268.5,112.778,25,0217102597
79,0,24357,K.J. Choi,2.380,267.6,112.457,48,0207902576
79,0,23135,Tim Clark,2.380,253.3,106.389,41,0221902567
79,0,20157,Retief Goosen,2.380,281.3,118.175,18,0217502521
79,0,21350,Ryuji Imada,2.380,261.4,109.833,61,0198802617
79,0,12680,Shigeki Maruyama,2.380,252.0,105.910,37,0206702648
79,0,22348,Nick O'Hern,2.380,257.6,108.238,37,0209202632
79,0,22913,John Rollins,2.380,273.2,114.760,44,0197902653
86,0,01945,Kenny Perry,2.379,270.4,113.667,41,0219302550
86,0,25345,Carl Pettersson,2.379,270.3,113.603,61,0209302819
86,0,21959,Ted Purdy,2.379,272.9,114.693,46,0206102725
89,0,24140,Sean O'Hair,2.378,275.1,115.710,57,0201102829
90,0,20098,Stuart Appleby,2.377,273.7,115.116,40,0208202664
90,0,27933,John Merrick,2.377,268.8,113.094,48,0206602624
90,0,26679,Kevin Stadler,2.377,274.5,115.488,42,0215302598
90,0,27095,Nick Watney,2.377,285.1,119.950,37,0214302609
94,0,27120,Troy Matteson,2.376,279.6,117.659,36,0210302608
94,0,10425,Jay Williamson,2.376,261.9,110.203,26,0215402626
96,0,19803,Ryan Armour,2.375,261.1,109.948,56,0176502817
96,0,12195,Tom Johnson,2.375,263.1,110.794,31,0206302609
98,0,23638,Brendon de Jonge,2.373,273.2,115.139,30,0184802670
99,0,08931,Glen Day,2.371,251.0,105.840,39,0217802621
99,0,28475,Jeff Overton,2.371,272.5,114.925,31,0182902669
101,0,26360,Bubba Dickerson,2.370,269.6,113.771,18,0215502521
102,0,11032,Frank Lickliter II,2.368,266.9,112.741,57,0215802657
102,0,22212,Craig Lile,2.368,259.5,109.581,42,0210602823
102,0,24138,Ian Poulter,2.368,259.7,109.687,27,0216102512
105,0,02246,Duffy Waldorf,2.367,262.7,111.002,31,0202002609
106,0,24912,Will MacKenzie,2.366,271.0,114.519,47,0209702739
106,0,10423,Mike Weir,2.366,264.9,111.947,32,0214102507
108,0,10213,Dicky Pride,2.365,259.3,109.629,39,0207202618
108,0,24502,Adam Scott,2.365,280.3,118.519,36,0217202719
108,0,22293,Heath Slocum,2.365,255.9,108.186,59,0211902532
111,0,21633,Steve Allan,2.364,271.4,114.802,30,0218502579
112,0,22621,Ben Curtis,2.363,256.7,108.628,40,0209502585
