RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,08793,Tiger Woods,200.7,6622.3,33
2,0,27141,J.B. Holmes,199.7,6790.0,34
3,0,25804,Bubba Watson,198.7,6359.6,32
4,0,12716,Charley Hoffman,196.8,11608.8,59
5,0,24358,Robert Garrigus,195.7,10762.2,55
6,0,11123,Chris Couch,195.5,9970.6,51
7,0,27095,Nick Watney,194.8,9934.5,51
8,0,01249,John Daly,194.0,4073.9,21
8,0,29718,Anthony Kim,194.0,10281.9,53
10,0,21961,Charles Howell III,193.6,9486.3,49
11,0,24924,Bill Haas,193.5,9674.8,50
12,0,23322,Brett Wetterich,193.3,8893.8,46
13,0,23497,Tag Ridings,193.1,4827.3,25
14,0,24980,Scott Gutschewski,192.9,5208.6,27
15,0,25900,Lucas Glover,192.5,10010.6,52
16,0,22892,Jason Gore,192.4,9236.5,48
17,0,21528,Henrik Stenson,191.4,5359.6,28
18,0,20645,John Senden,191.2,10708.5,56
19,0,23349,Charles Warren,191.1,11850.5,62
20,0,01706,Davis Love III,190.4,7805.5,41
21,0,22046,Geoff Ogilvy,190.2,8939.8,47
22,0,27120,Troy Matteson,190.1,9126.3,48
23,0,01810,Phil Mickelson,189.8,5314.9,28
24,0,24502,Adam Scott,189.7,8158.7,43
25,0,24361,Pat Perez,189.6,6825.1,36
26,0,08375,Paul Stankowski,189.1,4350.3,23
27,0,20157,Retief Goosen,188.8,4153.6,22
28,0,21805,Harrison Frazar,188.1,7524.8,40
29,0,21209,Sergio Garcia,187.7,7695.5,41
30,0,10885,Robert Allenby,187.5,9565.0,51
31,0,28486,Michael Putnam,187.3,8054.0,43
32,0,24490,George McNeill,185.9,9109.8,49
33,0,20766,Padraig Harrington,185.8,6317.5,34
34,0,06522,Ernie Els,185.7,5570.3,30
34,0,23320,Ryan Palmer,185.7,9099.7,49
34,0,26679,Kevin Stadler,185.7,8911.5,48
37,0,29476,Kyle Reifers,185.4,4820.4,26
38,0,20691,Greg Owen,185.3,7226.2,39
39,0,22371,Aaron Baddeley,185.1,6849.0,37
39,0,20574,Mathew Goggin,185.1,11104.5,60
39,0,26882,Michael Sim,185.1,5369.3,29
42,0,23638,Brendon de Jonge,185.0,7216.9,39
43,0,23353,J.J. Henry,184.7,8125.7,44
44,0,20850,Daniel Chopra,184.6,12000.1,65
44,0,20229,Stewart Cink,184.6,11260.3,61
44,0,27770,Camilo Villegas,184.6,7383.8,40
47,0,27702,Matt Hendrix,184.0,6623.7,36
48,0,02036,Jim Rutledge,183.7,4408.2,24
49,0,25273,Andrew Buckle,183.6,9365.3,51
49,0,07749,Brett Quigley,183.6,6608.5,36
51,0,23788,D.J. Trahan,183.5,9539.5,52
52,0,12714,Chris Tidland,183.3,7331.6,40
53,0,24781,Hunter Mahan,183.1,8422.7,46
54,0,20098,Stuart Appleby,183.0,10248.9,56
54,0,23623,Bo Van Pelt,183.0,11530.1,63
56,0,22913,John Rollins,182.9,11155.8,61
