RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
45,0,28089,Jason Day,0.192,12.290,64
46,0,45157,Cam Davis,0.191,15.280,80
47,0,36699,Patrick Rodgers,0.190,15.970,84
48,0,25493,Nick Taylor,0.181,13.565,75
49,0,34099,Harris English,0.178,14.588,82
49,0,29725,Tony Finau,0.178,13.015,73
51,0,32816,Satoshi Kodaira,0.171,7.359,43
51,0,51997,Andrew Novak,0.171,11.596,68
53,0,57975,Harry Hall,0.158,11.689,74
54,0,34255,Joseph Bramlett,0.157,10.650,68
55,0,31577,Tano Goya,0.156,10.159,65
56,0,46414,Aaron Rai,0.149,12.993,87
57,0,35450,Patrick Cantlay,0.147,9.143,62
58,0,47993,Denny McCarthy,0.143,12.594,88
59,0,46442,Maverick McNealy,0.141,6.893,49
60,0,28252,Seamus Power,0.139,9.041,65
61,0,27214,Kevin Streelman,0.135,11.472,85
62,0,59018,Ryan Gerard,0.130,6.385,49
63,0,34363,Tyrrell Hatton,0.128,8.464,66
64,0,25686,Jason Dufner,0.122,8.386,69
65,0,34076,Joel Dahmen,0.119,8.723,73
66,0,55893,Sam Stevens,0.116,9.652,83
67,0,32139,Danny Willett,0.115,6.099,53
68,0,47079,Harrison Endycott,0.111,7.557,68
69,0,31560,Brian Stuard,0.109,5.432,50
70,0,48117,Kurt Kitayama,0.106,5.822,55
71,0,29535,Brice Garnett,0.104,6.583,63
71,0,46970,Jon Rahm,0.104,6.222,60
73,0,31202,William McGirt,0.102,3.771,37
73,0,34256,Andrew Putnam,0.102,9.196,90
75,0,25632,Jimmy Walker,0.100,7.567,76
76,0,20229,Stewart Cink,0.098,6.497,66
77,0,51890,Greyson Sigg,0.096,8.578,89
78,0,33653,Thomas Detry,0.095,6.377,67
79,0,52375,Doug Ghim,0.093,6.905,74
80,0,30692,Scott Stallings,0.090,6.016,67
81,0,37338,Zecheng Dou,0.085,6.496,76
82,0,33204,Shane Lowry,0.067,3.741,56
83,0,33399,Adam Hadwin,0.065,5.264,81
84,0,28775,Nate Lashley,0.063,5.285,84
85,0,40115,Adam Svensson,0.062,6.396,103
86,0,46717,Viktor Hovland,0.060,4.205,70
87,0,36326,David Lipsky,0.059,4.757,81
88,0,58168,Davis Thompson,0.058,5.088,87
89,0,33408,Tyson Alexander,0.057,4.012,70
90,0,48081,Xander Schauffele,0.056,3.488,62
91,0,29908,C.T. Pan,0.054,2.116,39
92,0,27936,Martin Laird,0.051,3.502,68
93,0,39975,Michael Kim,0.050,3.471,69
93,0,55182,Tom Kim,0.050,3.820,76
95,0,29420,Billy Horschel,0.048,2.532,53
96,0,50525,Collin Morikawa,0.047,2.895,62
97,0,47504,Sam Burns,0.046,3.359,73
98,0,30163,Henrik Norlander,0.040,2.719,68
99,0,49771,J.T. Poston,0.038,3.255,86
100,0,58967,Trevor Werbylo,0.036,2.111,58
101,0,48119,Ben Taylor,0.033,2.845,85
101,0,45242,Kevin Yu,0.033,1.592,48
103,0,32757,Patton Kizzire,0.031,2.608,83
104,0,51950,Max McGreevy,0.025,1.615,64
105,0,34431,Robert Streb,0.023,1.403,62
106,0,46340,Alex Smalley,0.022,2.081,93
107,0,27644,Brian Harman,0.018,1.449,79
108,0,29970,Dylan Frittelli,0.016,0.925,59
108,0,52453,Nicolai Hojgaard,0.016,0.540,34
110,0,49947,Taylor Moore,0.015,1.210,81
111,0,54783,Dylan Wu,0.007,0.525,79
112,0,47347,Adam Schenk,0.001,0.060,98
113,0,33141,Keegan Bradley,0.000,-0.024,67
114,0,39954,Cody Gribble,-0.002,-0.119,50
115,0,52374,Brandon Wu,-0.004,-0.306,85
116,0,12716,Charley Hoffman,-0.006,-0.321,58
117,0,29289,S.Y. Noh,-0.010,-0.443,46
118,0,35901,Paul Haley II,-0.012,-0.848,69
119,0,57366,Cameron Young,-0.019,-1.257,67
120,0,25818,Scott Piercy,-0.020,-1.386,70
121,0,39546,Keith Mitchell,-0.027,-2.012,74
121,0,22056,Cameron Percy,-0.027,-1.206,45
123,0,24024,Zach Johnson,-0.029,-1.631,56
124,0,36871,Matt NeSmith,-0.030,-2.506,84
124,0,51070,Vincent Norrman,-0.030,-1.941,65
126,0,35617,Martin Trainer,-0.032,-1.210,38
127,0,37275,Sam Ryder,-0.036,-3.166,88
128,0,56630,Akshay Bhatia,-0.037,-2.144,58
129,0,24140,Sean O'Hair,-0.043,-1.337,31
130,0,33122,Russell Knox,-0.046,-3.835,84
131,0,57362,Austin Eckroat,-0.049,-3.532,72
132,0,52411,Kyle Westmoreland,-0.050,-2.881,58
133,0,25900,Lucas Glover,-0.061,-4.895,80
133,0,49298,Kramer Hickok,-0.061,-4.768,78
135,0,39997,Corey Conners,-0.066,-4.962,75
136,0,34409,David Lingmerth,-0.072,-4.248,59
137,0,32366,Kevin Chappell,-0.073,-2.623,36
137,0,36724,Augusto Núñez,-0.073,-4.211,58
139,0,27963,Chris Stroud,-0.078,-3.214,41
140,0,47983,Chad Ramey,-0.079,-6.990,89
141,0,35310,Lanto Griffin,-0.080,-3.617,45
142,0,29221,Webb Simpson,-0.095,-5.031,53
143,0,54421,Garrick Higgo,-0.098,-8.836,90
144,0,33597,Harry Higgs,-0.113,-6.691,59
144,0,40250,Taylor Pendrith,-0.113,-9.042,80
146,0,27554,Scott Harrington,-0.114,-6.494,57
147,0,27129,Luke List,-0.123,-10.213,83
148,0,19803,Ryan Armour,-0.126,-8.435,67
149,0,39335,Kevin Roy,-0.130,-6.868,53
150,0,46601,Trey Mullinax,-0.132,-8.832,67
151,0,35532,Tom Hoge,-0.134,-11.393,85
151,0,32333,Kevin Tway,-0.134,-10.687,80
153,0,47128,Richy Werenski,-0.138,-9.911,72
154,0,23320,Ryan Palmer,-0.158,-10.301,65
155,0,54628,Lee Hodges,-0.160,-14.215,89
156,0,27095,Nick Watney,-0.181,-9.973,55
157,0,27974,Sung Kang,-0.183,-5.659,31
158,0,31646,Emiliano Grillo,-0.194,-17.083,88
159,0,39067,MJ Daffue,-0.199,-14.695,74
160,0,26596,Ryan Moore,-0.211,-13.495,64
161,0,40162,Justin Lower,-0.212,-16.931,80
161,0,55454,Carl Yuan,-0.212,-14.605,69
163,0,26476,Chez Reavie,-0.213,-18.107,85
164,0,47988,Nick Hardy,-0.214,-19.071,89
165,0,48699,Callum Tarren,-0.229,-18.816,82
166,0,51349,Nico Echavarria,-0.237,-13.042,55
167,0,49960,Sepp Straka,-0.242,-18.615,77
168,0,33410,Andrew Landry,-0.271,-17.095,63
169,0,32448,James Hahn,-0.280,-19.341,69
170,0,50095,Austin Smotherman,-0.284,-23.002,81
171,0,35879,Kelly Kraft,-0.292,-21.338,73
172,0,31557,Jim Herman,-0.300,-18.589,62
173,0,47995,Davis Riley,-0.323,-24.570,76
174,0,33413,Ben Martin,-0.330,-26.380,80
175,0,39058,Lucas Herbert,-0.337,-16.154,48
176,0,58696,Peter Kuest,-0.342,-13.344,39
177,0,45609,Tyler Duncan,-0.348,-27.484,79
178,0,31323,Gary Woodland,-0.349,-25.817,74
179,0,49766,Hank Lebioda,-0.367,-15.434,42
179,0,40006,Erik van Rooyen,-0.367,-20.533,56
181,0,34563,Chesson Hadley,-0.388,-30.259,78
181,0,53165,Doc Redman,-0.388,-25.980,67
183,0,50493,Justin Suh,-0.394,-38.232,97
184,0,56762,Will Gordon,-0.416,-37.010,89
185,0,52513,Carson Young,-0.425,-31.879,75
186,0,28420,Ryan Brehm,-0.440,-29.480,67
187,0,48867,Matti Schmid,-0.473,-24.588,52
188,0,51414,Brent Grant,-0.500,-28.528,57
189,0,49453,Trevor Cone,-0.503,-31.700,63
190,0,32662,Michael Gligic,-0.513,-26.676,52
191,0,55708,Hayden Buckley,-0.535,-34.769,65
192,0,52372,Cameron Champ,-0.570,-33.643,59
193,0,51491,Brandon Matthews,-0.893,-37.514,42
