RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,45522,Christiaan Bezuidenhout,45.10%,617,1368
2,0,55789,Taylor Montgomery,45.06%,438,972
3,0,47504,Sam Burns,44.82%,589,1314
4,0,51766,Wyndham Clark,44.69%,539,1206
5,0,50525,Collin Morikawa,44.30%,630,1422
6,0,28089,Jason Day,44.20%,549,1242
7,0,47993,Denny McCarthy,44.00%,689,1566
8,0,33653,Thomas Detry,43.95%,530,1206
9,0,57900,Chandler Phillips,43.64%,652,1494
10,0,47591,Eric Cole,43.61%,840,1926
11,0,50188,S.H. Kim,43.54%,823,1890
12,0,57975,Harry Hall,43.40%,625,1440
13,0,40098,Matt Fitzpatrick,43.27%,553,1278
14,0,34098,Russell Henley,43.23%,568,1314
15,0,30927,Brendon Todd,43.15%,769,1782
16,0,35506,Mackenzie Hughes,42.92%,734,1710
17,0,35450,Patrick Cantlay,42.91%,502,1170
18,0,51977,Max Greyserman,42.78%,593,1386
19,0,39971,Sungjae Im,42.72%,669,1566
20,0,22371,Aaron Baddeley,42.39%,557,1314
21,0,28237,Rory McIlroy,42.35%,526,1242
22,0,46046,Scottie Scheffler,42.33%,541,1278
23,0,40250,Taylor Pendrith,42.32%,579,1368
24,0,37455,Si Woo Kim,42.23%,669,1584
25,0,34099,Harris English,42.17%,706,1674
26,0,39977,Max Homa,42.12%,599,1422
26,0,48081,Xander Schauffele,42.12%,599,1422
28,0,24502,Adam Scott,42.10%,538,1278
29,0,35532,Tom Hoge,42.08%,765,1818
30,0,56630,Akshay Bhatia,41.80%,647,1548
31,0,27644,Brian Harman,41.70%,653,1566
32,0,33948,Byeong Hun An,41.56%,561,1350
32,0,57366,Cameron Young,41.56%,606,1458
34,0,46442,Maverick McNealy,41.55%,688,1656
35,0,59866,Nick Dunlap,41.54%,501,1206
36,0,32839,Hideki Matsuyama,41.52%,553,1332
37,0,34466,Peter Malnati,41.48%,560,1350
38,0,52215,Robert MacIntyre,41.44%,537,1296
38,0,22405,Justin Rose,41.44%,455,1098
40,0,29221,Webb Simpson,41.39%,380,918
41,0,60004,Jacob Bridgeman,41.24%,579,1404
42,0,29420,Billy Horschel,41.23%,564,1368
43,0,51894,Vince Whaley,41.20%,534,1296
44,0,37275,Sam Ryder,41.19%,556,1350
45,0,47806,Raul Pereda,41.13%,348,846
46,0,52955,Ludvig Åberg,41.11%,555,1350
47,0,33486,Roger Sloan,41.08%,488,1188
48,0,49771,J.T. Poston,41.05%,628,1530
49,0,46717,Viktor Hovland,41.03%,421,1026
50,0,33448,Justin Thomas,40.96%,494,1206
51,0,36799,Stephan Jaeger,40.86%,581,1422
52,0,35461,Beau Hossler,40.72%,623,1530
52,0,55182,Tom Kim,40.72%,579,1422
52,0,47995,Davis Riley,40.72%,535,1314
55,0,33399,Adam Hadwin,40.65%,578,1422
55,0,52666,Sami Valimaki,40.65%,439,1080
57,0,32102,Rickie Fowler,40.62%,563,1386
58,0,52514,Trace Crowe,40.60%,497,1224
59,0,33408,Tyson Alexander,40.59%,548,1350
60,0,54783,Dylan Wu,40.56%,584,1440
61,0,45157,Cam Davis,40.48%,561,1386
62,0,51634,Sahith Theegala,40.38%,676,1674
63,0,34046,Jordan Spieth,40.32%,508,1260
64,0,48153,Matthieu Pavon,40.30%,457,1134
65,0,12716,Charley Hoffman,40.24%,507,1260
66,0,34374,Erik Barnes,40.23%,391,972
67,0,46441,Robby Shelton,40.20%,550,1368
68,0,54591,Ben Griffin,40.13%,809,2016
69,0,35617,Martin Trainer,40.11%,361,900
70,0,47347,Adam Schenk,40.10%,664,1656
71,0,48084,Wesley Bryan,40.00%,360,900
72,0,30926,Chris Kirk,39.97%,554,1386
73,0,25493,Nick Taylor,39.96%,597,1494
74,0,58168,Davis Thompson,39.94%,647,1620
75,0,47420,Jake Knapp,39.93%,539,1350
75,0,28252,Seamus Power,39.93%,690,1728
