RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
423,0,60895,Kris Kim,23' 8",THE CJ CUP,2,3
425,0,26499,Rafa Cabrera Bello,23' 7",ISCO Championship,2,13
426,0,21753,Brian Davis,23' 6",Myrtle Beach,2,17
427,0,66346,Bryan Kim,23' 5",U.S. Open,2,12
428,0,64594,Angel Hidalgo Portillo,23' 1",ISCO Championship,2,16
428,0,50823,Tom McKibbin,23' 1",U.S. Open,4,8
430,0,65880,Gunnar Broin,22' 11",U.S. Open,1,14
430,0,35658,Kris Ventura,22' 11",Houston Open,1,12
432,0,35901,Paul Haley II,22' 10",Charles Schwab,1,9
433,0,49801,Preston Stanley,22' 9",Mexico Open,1,11
434,0,46646,Antoine Rozner,22' 8",Genesis Scottish Open,1,9
434,0,48929,Santiago Tarrio,22' 8",Genesis Scottish Open,2,17
436,0,54422,Christo Lamprecht,22' 7",The RSM Classic,2,15
437,0,32686,Takahiro Hataji,22' 4",ZOZO CHAMPIONSHIP,2,18
437,0,35437,Carter Jenkins,22' 4",U.S. Open,2,14
439,0,65410,John Marshall Butler,22' 3",ISCO Championship,2,18
440,0,66624,Parker Bell,22' 1",U.S. Open,1,11
440,0,49590,Frankie Capan III,22' 1",U.S. Open,2,10
440,0,49813,Daniel Hillier,22' 1",Genesis Scottish Open,3,8
440,0,28114,Dawie van der Walt,22' 1",Houston Open,1,7
444,0,31569,Jason Scrivener,21' 11",U.S. Open,1,10
445,0,28259,Sangmoon Bae,21' 9",Procore,2,10
445,0,60019,Jackson Suber,21' 9",U.S. Open,1,16
447,0,52144,Braden Thornberry,21' 8",Myrtle Beach,2,8
448,0,32627,Espen Kofstad,21' 6",ISCO Championship,2,17
449,0,25686,Jason Dufner,21' 5",Rocket Mortgage,1,17
450,0,30959,Alexander Knappe,21' 4",ISCO Championship,2,7
451,0,46443,Brian Campbell,21' 3",U.S. Open,3,4
451,0,01249,John Daly,21' 3",PGA Championship,1,4
451,0,55955,Matthew Jordan,21' 3",Genesis Scottish Open,3,5
454,0,29476,Kyle Reifers,21' 1",ISCO Championship,1,11
455,0,66290,Miles Russell,20' 10",Rocket Mortgage,2,4
455,0,39113,Shubhankar Sharma,20' 10",Genesis Scottish Open,2,16
457,0,46628,Jeremy Wells,20' 9",PGA Championship,4,17
458,0,32797,Sanghyun Park,20' 8",Genesis Scottish Open,2,2
459,0,39436,Joshua Creel,20' 7",John Deere,4,18
459,0,39834,Guido Migliozzi,20' 7",Genesis Scottish Open,1,7
459,0,52287,David Ravetto,20' 7",ISCO Championship,1,10
462,0,59869,Larkin Gross,20' 5",PGA Championship,1,9
463,0,47567,Ben Polland,20' 4",PGA Championship,2,7
463,0,66583,Taisei Shimizu,20' 4",U.S. Open,1,3
465,0,46955,Haydn Barron,20' 3",ISCO Championship,2,10
466,0,51586,Stewart Hagestad,20' 2",U.S. Open,1,11
466,0,34500,Ryosuke Kinoshita,20' 2",ZOZO CHAMPIONSHIP,4,13
466,0,48052,Max Rottluff,20' 2",ISCO Championship,2,8
469,0,55074,Sebastian Friedrichsen,20' 1",ISCO Championship,2,16
469,0,32344,Lukas Nemecz,20' 1",ISCO Championship,1,17
471,0,20376,Stephen Gallacher,19' 11",ISCO Championship,2,4
471,0,46594,Ricardo Gouveia,19' 11",ISCO Championship,2,5
471,0,35413,Kevin Stinson,19' 11",RBC Canadian,2,6
474,0,31138,Scott Jamieson,19' 7",Genesis Scottish Open,2,2
475,0,58696,Peter Kuest,19' 6",Valero,1,7
476,0,66343,Alex Welch,19' 5",Valero,1,3
477,0,33461,Morgan Hoffmann,19' 4",Shriners Children's Open,1,1
477,0,34575,Adrian Otaegui,19' 4",PGA Championship,1,8
477,0,36835,Dustin Volk,19' 4",Black Desert,2,8
480,0,66506,Josh Bevell,19' 3",PGA Championship,1,6
480,0,65422,Drew Doyle,19' 3",The RSM Classic,2,6
480,0,60736,Tobias Jonsson,19' 3",3M Open,1,12
483,0,60328,Cam Kellett,19' 1",RBC Canadian,1,18
483,0,47443,Junghwan Lee,19' 1",Genesis Scottish Open,1,12
485,0,65580,Ben Warian,18' 11",3M Open,1,9
486,0,50717,Josh Speight,18' 10",PGA Championship,2,1
487,0,57123,Steven Fisk,18' 8",The RSM Classic,1,17
488,0,52096,Adri Arnaus,18' 6",Genesis Scottish Open,1,18
489,0,57944,Andy Ogletree,18' 5",PGA Championship,2,13
490,0,34360,Patrick Reed,18' 1",PGA Championship,3,3
490,0,50012,Wyatt Worthington II,18' 1",PGA Championship,2,15
490,0,29939,Fabrizio Zanotti,18' 1",ISCO Championship,1,4
493,0,08793,Tiger Woods,17' 11",PGA Championship,1,13
494,0,65312,Charlie Flynn,17' 10",Sanderson Farms,1,5
494,0,32775,Shugo Imahira,17' 10",ZOZO CHAMPIONSHIP,2,8
496,0,54792,Chris Petefish,17' 9",U.S. Open,2,14
497,0,35706,Niklas Norgaard,17' 8",Genesis Scottish Open,1,18
497,0,54303,Charlie Reiter,17' 8",U.S. Open,2,3
499,0,56349,Chris Korte,17' 7",Black Desert,1,1
499,0,26679,Kevin Stadler,17' 7",WM Phoenix Open,2,1
501,0,06527,Steve Stricker,17' 5",THE PLAYERS,2,14
502,0,66417,Blades Brown,17' 3",Myrtle Beach,3,12
502,0,47102,David Micheluzzi,17' 3",ISCO Championship,2,9
504,0,47125,Matt Atkins,17' 2",Myrtle Beach,3,13
504,0,66651,Jakob Chicoyne,17' 2",RBC Canadian,2,18
504,0,59476,Angelo Giantsopoulos,17' 2",Rocket Mortgage,2,17
504,0,23788,D.J. Trahan,17' 2",Myrtle Beach,2,3
508,0,47960,Simon Forsstr̦m,17' 1",Genesis Scottish Open,2,18
508,0,29425,Andrew Svoboda,17' 1",PGA Championship,2,5
510,0,48102,Carson Schaake,17' 0",U.S. Open,2,12
511,0,50521,Hunter Larson,16' 11",Sony Open,2,11
512,0,66562,Justin Matthews,16' 10",RBC Canadian,2,10
512,0,59680,Jose Antonio Safa,16' 10",Mexico Open,1,2
512,0,59827,Tom Vaillant,16' 10",ISCO Championship,2,7
515,0,54621,Kazuma Kobori,16' 7",PGA Championship,2,10
515,0,51911,Anthony Maccaglia,16' 7",3M Open,2,17
517,0,36983,Matt Dobyns,16' 6",PGA Championship,1,6
518,0,47847,Ivan Cantero Gutierrez,16' 4",ISCO Championship,1,1
518,0,59743,Aguri Iwasaki,16' 4",Sony Open,2,9
518,0,59629,Ryan van Velzen,16' 4",PGA Championship,1,17
521,0,64431,David Nyfjall,16' 2",THE CJ CUP,2,11
522,0,26539,Robert Rock,16' 0",U.S. Open,2,2
523,0,23621,Rory Sabbatini,15' 9",Charles Schwab,1,16
524,0,54869,Chase Johnson,15' 8",John Deere,1,3
525,0,23614,Rich Beem,15' 7",PGA Championship,1,13
525,0,58248,Nick Bienz,15' 7",Rocket Mortgage,1,11
525,0,58652,Sam Jones,15' 7",ISCO Championship,2,6
528,0,34242,Andrew Johnston,15' 6",ISCO Championship,1,18
528,0,59184,Ben Sigel,15' 6",Mexico Open,2,5
528,0,48705,Dalton Ward,15' 6",Myrtle Beach,1,4
531,0,31242,Marcel Schneider,15' 5",ISCO Championship,2,4
532,0,21209,Sergio Garcia,15' 4",U.S. Open,3,12
532,0,33023,Ockie Strydom,15' 4",Genesis Scottish Open,2,1
534,0,63806,Hunter Logan,15' 3",Sanderson Farms,2,17
535,0,55721,Alex Fitzpatrick,15' 2",Genesis Scottish Open,1,8
536,0,50759,Michael Blair,15' 1",RBC Canadian,1,1
536,0,46970,Jon Rahm,15' 1",PGA Championship,1,14
538,0,46724,Jeong Woo Ham,15' 0",Genesis Scottish Open,1,5
539,0,55370,Renato Naula,14' 11",Mexico Open,2,13
540,0,67118,Kihei Akina,14' 10",Black Desert,2,6
541,0,34306,John Chin,14' 8",U.S. Open,1,2
542,0,61534,Jeffrey Guan,14' 7",Procore,1,10
542,0,63774,Caleb Hicks,14' 7",Sanderson Farms,1,17
542,0,34409,David Lingmerth,14' 7",Sony Open,2,2
545,0,56643,Manuel Elvira,14' 6",ISCO Championship,2,2
545,0,64576,Nick Gabrelcik,14' 6",Valspar,2,14
547,0,46033,Daniel Gavins,14' 5",Genesis Scottish Open,1,2
547,0,56743,Chad Hambright,14' 5",Farmers,2,18
549,0,30978,Kiradech Aphibarnrat,14' 4",Genesis Scottish Open,1,14
549,0,59440,Ricky Castillo,14' 4",Valspar,2,4
549,0,60222,Austin Wylie,14' 4",Mexico Open,1,18
552,0,39201,Nacho Elvira,14' 3",Genesis Scottish Open,1,5
553,0,54364,Stephen Stallings Jr.,14' 0",ISCO Championship,2,14
554,0,32659,Darius Van Driel,13' 11",Genesis Scottish Open,2,10
555,0,30933,Jeff Sorenson,13' 10",3M Open,2,7
555,0,27114,Ben Willman,13' 10",Valero,1,5
557,0,57321,Matthew Anderson,13' 9",RBC Canadian,2,7
558,0,66744,Colin Prater,13' 8",U.S. Open,2,6
559,0,54954,Jesse Droemer,13' 6",Houston Open,1,4
560,0,31109,Richard Lee,13' 5",RBC Canadian,1,1
561,0,46270,Takashi Ogiso,13' 4",ZOZO CHAMPIONSHIP,2,2
562,0,29256,James Morrison,13' 2",ISCO Championship,1,12
563,0,58989,Brandon Berry,13' 1",Rocket Mortgage,2,3
564,0,54788,Chandler Blanchet,13' 0",Black Desert,1,13
565,0,55509,Hurly Long,12' 11",Genesis Scottish Open,1,14
565,0,23531,Tracy Vest,12' 11",John Deere,1,18
567,0,66190,Steve Bogdanoff,12' 9",Wyndham,2,16
568,0,33936,Gunner Wiebe,12' 7",ISCO Championship,1,8
569,0,35564,Joel Girrbach,12' 2",ISCO Championship,1,17
570,0,51458,Preston Cole,12' 0",PGA Championship,1,4
571,0,01098,Jay Don Blake,11' 9",Black Desert,2,12
572,0,51363,George Bryan IV,11' 8",Myrtle Beach,2,3
572,0,61220,Alex Goff,11' 8",ISCO Championship,2,5
572,0,29531,Richie Ramsay,11' 8",Genesis Scottish Open,1,13
575,0,65994,Joe Sullivan,11' 7",Valero,2,2
576,0,58188,James Nicholas,11' 5",ISCO Championship,2,3
577,0,45702,Rodolfo Cazaubon,11' 3",Mexico Open,1,6
578,0,65310,Anders Larson,11' 2",John Deere,1,16
578,0,24663,Y.E. Yang,11' 2",PGA Championship,2,4
580,0,45527,Kevin Aylwin,11' 0",Valspar,1,12
581,0,65426,Caden Fioroni,10' 10",Shriners Children's Open,1,14
581,0,35709,Jeff Winther,10' 10",Genesis Scottish Open,1,18
583,0,51366,Riki Kawamoto,10' 9",U.S. Open,2,1
584,0,56625,Max Sear,10' 4",RBC Canadian,2,12
584,0,60018,Cameron Sisk,10' 4",Farmers,2,12
586,0,49371,Otto Black,9' 11",U.S. Open,2,16
587,0,39537,Chris Naegel,9' 6",U.S. Open,1,7
588,0,39524,Sean Crocker,8' 3",Genesis Scottish Open,1,1
589,0,59608,Morgan Deneen,8' 2",Myrtle Beach,2,6
590,0,36964,Francisco Bid̩,8' 1",The RSM Classic,1,18
591,0,50527,Jared du Toit,8' 0",RBC Canadian,1,14
592,0,31400,Daan Huizing,7' 9",ISCO Championship,2,8
593,0,51856,Tom Adrounie,7' 0",Valero,2,1
594,0,51671,Alex Chiarella,6' 5",Farmers,1,10
594,0,29454,Bernd Wiesberger,6' 5",Genesis Scottish Open,2,13
596,0,66609,Cole Rueck,5' 10",Genesis Scottish Open,1,1
597,0,59105,Blake Hathcoat,5' 8",John Deere,1,15
598,0,31113,Paul Waring,5' 3",ISCO Championship,1,5
