RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,21407,Arjun Atwal,1.710,1298,759,34.17
2,0,06527,Steve Stricker,1.713,1172,684,33.58
3,0,23541,Ben Crane,1.715,1425,831,33.54
4,0,10117,Bob Heintz,1.727,1269,735,33.88
5,0,23135,Tim Clark,1.731,1741,1006,32.90
5,0,08793,Tiger Woods,1.731,1612,931,36.56
7,0,22371,Aaron Baddeley,1.733,1556,898,32.33
7,0,20121,Todd Fischer,1.733,1853,1069,30.62
9,0,02239,Scott Verplank,1.734,1784,1029,32.49
10,0,06251,Chris DiMarco,1.737,1504,866,29.47
10,0,02206,David Toms,1.737,1622,934,31.97
12,0,21949,Joe Ogilvie,1.738,1917,1103,33.24
13,0,01329,Brad Faxon,1.739,1379,793,31.06
13,0,20663,Brenden Pappas,1.739,1035,595,34.34
15,0,01810,Phil Mickelson,1.740,1550,891,35.70
16,0,23497,Tag Ridings,1.741,1856,1066,33.90
17,0,22046,Geoff Ogilvy,1.746,1949,1116,31.69
17,0,20160,Charlie Wi,1.746,1226,702,30.39
19,0,10809,Jim Furyk,1.747,2040,1168,29.81
20,0,23320,Ryan Palmer,1.749,1997,1142,32.87
21,0,24604,Hunter Haas,1.750,1594,911,30.95
22,0,01024,Billy Andrade,1.751,1672,955,31.66
22,0,01042,Paul Azinger,1.751,1268,724,31.30
22,0,12782,Tim Herron,1.751,2036,1163,32.27
25,0,06373,José María Olazábal,1.752,1093,624,29.74
26,0,01388,Robert Gamez,1.755,1851,1055,30.58
26,0,12602,Dean Wilson,1.755,1783,1016,30.21
28,0,24227,Justin Bolli,1.756,1215,692,28.94
29,0,06197,Michael Allen,1.757,1782,1014,29.35
29,0,06034,Marco Dawson,1.757,1748,995,30.14
29,0,01553,John Huston,1.757,1741,991,32.29
32,0,23036,Chris Anderson,1.758,1197,681,29.26
32,0,10733,Kent Jones,1.758,2009,1143,30.30
34,0,20229,Stewart Cink,1.759,1873,1065,29.35
34,0,20623,Gavin Coles,1.759,1379,784,28.08
34,0,06575,Dudley Hart,1.759,1768,1005,29.81
34,0,20474,Phillip Price,1.759,1504,855,29.59
38,0,01320,Bob Estes,1.760,1885,1071,28.79
38,0,21878,Mark Wilson,1.760,1461,830,28.95
40,0,08537,J.P. Hayes,1.761,1250,710,30.47
40,0,10860,Justin Leonard,1.761,1553,882,29.28
40,0,01707,Steve Lowery,1.761,1969,1118,30.94
43,0,01142,Bart Bryant,1.762,1989,1129,29.94
43,0,24024,Zach Johnson,1.762,2009,1140,29.79
43,0,12660,Jesper Parnevik,1.762,1589,902,29.40
43,0,01928,Corey Pavin,1.762,1448,822,28.41
43,0,23325,Vaughn Taylor,1.762,2061,1170,31.42
48,0,22548,Patrick Sheehan,1.763,2207,1252,30.32
49,0,12652,Cameron Beckman,1.764,1893,1073,29.84
49,0,01219,John Cook,1.764,1420,805,28.02
49,0,21805,Harrison Frazar,1.764,2135,1210,32.50
49,0,19846,Brian Gay,1.764,1958,1110,28.83
49,0,12680,Shigeki Maruyama,1.764,2036,1154,29.44
54,0,08931,Glen Day,1.765,1534,869,28.94
54,0,25345,Carl Pettersson,1.765,2205,1249,29.83
54,0,10425,Jay Williamson,1.765,1068,605,28.12
57,0,20099,Doug Barron,1.766,1489,843,28.00
57,0,01139,Olin Browne,1.766,2088,1182,27.71
57,0,07749,Brett Quigley,1.766,1893,1072,29.94
60,0,06567,Vijay Singh,1.767,2446,1384,31.06
61,0,20157,Retief Goosen,1.768,1308,740,30.85
61,0,26420,Richard Johnson,1.768,1084,613,29.74
61,0,25396,Kevin Na,1.768,1651,934,29.69
64,0,24507,Jason Bohn,1.769,1914,1082,28.78
64,0,23552,Hank Kuehne,1.769,1564,884,31.14
64,0,22295,Darron Stiles,1.769,1610,910,29.66
64,0,02214,Kirk Triplett,1.769,1065,602,28.79
68,0,01473,Todd Hamilton,1.770,1846,1043,28.56
68,0,20433,Mark Hensby,1.770,1363,770,31.47
68,0,21350,Ryuji Imada,1.770,1593,900,29.51
68,0,11032,Frank Lickliter II,1.770,2005,1133,29.85
68,0,01887,Mark O'Meara,1.770,1257,710,26.55
73,0,10201,Matt Gogel,1.771,1514,855,27.78
74,0,24980,Scott Gutschewski,1.772,1768,998,30.99
74,0,24781,Hunter Mahan,1.772,2149,1213,30.26
74,0,10585,Scott McCarron,1.772,1487,839,29.75
74,0,01941,Tom Pernice Jr.,1.772,2144,1210,29.39
74,0,02010,Loren Roberts,1.772,1106,624,27.77
79,0,01161,Mark Calcavecchia,1.773,1892,1067,30.99
79,0,25900,Lucas Glover,1.773,1853,1045,29.53
79,0,21731,Freddie Jacobson,1.773,1411,796,29.65
79,0,26679,Kevin Stadler,1.773,1897,1070,31.30
83,0,07867,Woody Austin,1.774,2056,1159,31.02
83,0,23983,Luke Donald,1.774,1311,739,26.63
85,0,12510,Chad Campbell,1.775,2015,1135,28.51
85,0,20548,Hidemichi Tanaka,1.775,2180,1228,28.68
87,0,06573,Brandt Jobe,1.776,1927,1085,30.17
88,0,01361,Dan Forsman,1.777,1107,623,29.90
88,0,20094,Jonathan Kaye,1.777,1578,888,29.38
88,0,06332,Neal Lancaster,1.777,1987,1118,30.02
88,0,02104,Jeff Sluman,1.777,2015,1134,27.56
92,0,20850,Daniel Chopra,1.778,2126,1196,30.51
92,0,22293,Heath Slocum,1.778,2165,1218,27.83
92,0,27095,Nick Watney,1.778,1885,1060,29.64
95,0,07223,Brian Bateman,1.779,1944,1093,29.08
95,0,20634,Peter Lonard,1.779,1729,972,28.38
95,0,01706,Davis Love III,1.779,1605,902,30.26
95,0,20572,Rod Pampling,1.779,1765,992,30.04
95,0,02223,Bob Tway,1.779,1793,1008,28.17
95,0,23623,Bo Van Pelt,1.779,2471,1389,30.16
101,0,19824,Craig Barlow,1.780,1645,924,29.86
101,0,20766,Padraig Harrington,1.780,965,542,28.89
101,0,01685,J.L. Lewis,1.780,2075,1166,28.52
101,0,01766,Billy Mayfair,1.780,2449,1376,28.99
105,0,24357,K.J. Choi,1.781,1501,843,28.71
105,0,23409,James Driscoll,1.781,1439,808,28.20
105,0,01577,Lee Janzen,1.781,1498,841,29.13
105,0,22913,John Rollins,1.781,2002,1124,29.72
109,0,20382,Stephen Leaney,1.782,1834,1029,27.85
110,0,06004,Stephen Ames,1.783,1573,882,28.49
110,0,01948,Tim Petrovic,1.783,1940,1088,27.65
110,0,02101,Joey Sindelar,1.783,2290,1284,28.84
113,0,01761,Len Mattiace,1.784,1497,839,27.77
113,0,23349,Charles Warren,1.784,1929,1081,30.28
115,0,01249,John Daly,1.785,1533,859,31.19
115,0,08725,Tom Gillis,1.785,1546,866,28.09
115,0,08075,Jerry Kelly,1.785,2105,1179,27.27
115,0,20628,Arron Oberholser,1.785,1353,758,27.51
119,0,08123,Jeff Brehaut,1.787,1508,844,28.44
120,0,20498,Briny Baird,1.788,2140,1197,28.62
120,0,19881,Robert Damron,1.788,1829,1023,27.23
120,0,12645,Brent Geiberger,1.788,1205,674,25.85
120,0,24138,Ian Poulter,1.788,1116,624,27.97
120,0,12454,Mario Tiziani,1.788,1386,775,27.48
120,0,02246,Duffy Waldorf,1.788,1752,980,29.62
120,0,23322,Brett Wetterich,1.788,1627,910,30.77
127,0,24925,Jonathan Byrd,1.789,2061,1152,30.41
127,0,19972,José Coceres,1.789,1052,588,27.99
127,0,21753,Brian Davis,1.789,1587,887,30.17
127,0,06599,John Elliott,1.789,1068,597,29.03
131,0,24361,Pat Perez,1.790,1829,1022,29.84
131,0,01945,Kenny Perry,1.790,1824,1019,29.19
131,0,23621,Rory Sabbatini,1.790,1532,856,29.94
131,0,24502,Adam Scott,1.790,1473,823,28.47
135,0,01132,Mark Brooks,1.791,1386,774,25.78
135,0,23108,Matt Kuchar,1.791,1216,679,26.14
135,0,20645,John Senden,1.791,2171,1212,28.74
138,0,06595,Kevin Sutherland,1.792,1883,1051,27.88
138,0,23788,D.J. Trahan,1.792,1686,941,28.48
140,0,10885,Robert Allenby,1.793,1996,1113,29.46
140,0,01313,Steve Elkington,1.793,1452,810,26.05
140,0,24912,Will MacKenzie,1.793,1540,859,29.69
140,0,22405,Justin Rose,1.793,2087,1164,28.42
140,0,08385,Omar Uresti,1.793,1804,1006,27.96
145,0,25847,Rob Rashell,1.794,1243,693,26.30
146,0,01666,Bernhard Langer,1.795,1407,784,27.49
146,0,01724,Jeff Maggert,1.795,1567,873,28.75
146,0,01823,Larry Mize,1.795,1005,560,27.14
149,0,01418,Bill Glasson,1.796,1083,603,24.25
149,0,21961,Charles Howell III,1.796,1924,1071,28.28
149,0,01723,Andrew Magee,1.796,1541,858,28.77
149,0,24140,Sean O'Hair,1.796,2152,1198,29.07
149,0,21951,Joey Snyder III,1.796,2169,1208,27.20
154,0,01226,Fred Couples,1.797,1502,836,30.18
154,0,20691,Greg Owen,1.797,1738,967,28.99
156,0,01797,Rocco Mediate,1.798,1546,860,27.74
156,0,25240,D.A. Points,1.798,1891,1052,28.16
158,0,21806,Paul Gow,1.799,1486,826,28.09
158,0,01457,Jay Haas,1.799,1020,567,28.40
160,0,01157,Tom Byrum,1.800,1746,970,25.93
160,0,01619,Skip Kendall,1.800,1586,881,25.91
160,0,01677,Tom Lehman,1.800,1467,815,27.09
163,0,01035,Tommy Armour III,1.801,2276,1264,26.52
163,0,02106,Chris Smith,1.801,2087,1159,29.13
165,0,20098,Stuart Appleby,1.802,1735,963,28.35
165,0,23353,J.J. Henry,1.802,2260,1254,27.45
165,0,08545,Glen Hnatiuk,1.802,1211,672,26.08
168,0,01381,Fred Funk,1.804,2170,1203,24.96
168,0,20396,Lee Westwood,1.804,996,552,28.00
170,0,08993,Franklin Langham,1.805,1767,979,24.87
170,0,06515,Shaun Micheel,1.805,1670,925,27.16
170,0,20812,Tjaart van der Walt,1.805,1206,668,27.48
173,0,12823,Carlos Franco,1.806,1638,907,27.54
173,0,10423,Mike Weir,1.806,1329,736,27.17
175,0,01127,Danny Briggs,1.807,1413,782,25.61
175,0,07457,Steve Flesch,1.807,1740,963,27.65
177,0,12826,Paul Claxton,1.808,1665,921,26.22
177,0,26758,David Hearn,1.808,1508,834,27.13
179,0,21633,Steve Allan,1.809,2044,1130,28.89
179,0,23725,Brendan Jones,1.809,1715,948,28.09
179,0,20502,Michael Long,1.809,1476,816,26.11
182,0,22621,Ben Curtis,1.811,1311,724,25.48
183,0,21959,Ted Purdy,1.812,2589,1429,29.13
183,0,21498,Hideto Tanihara,1.812,955,527,24.62
183,0,26287,Roland Thatcher,1.812,1656,914,26.75
186,0,23540,Jason Allred,1.813,1418,782,27.47
186,0,01927,Dennis Paulson,1.813,1280,706,27.05
188,0,01487,Jeff Hart,1.815,1245,686,24.34
189,0,10912,Craig Perks,1.818,1320,726,26.03
190,0,23614,Rich Beem,1.819,1286,707,26.10
190,0,23063,Scott Hend,1.819,1510,830,30.56
192,0,20472,Alex Cejka,1.822,1735,952,25.87
192,0,20127,Chris Riley,1.822,1246,684,26.06
194,0,06621,Joe Durant,1.824,1886,1034,26.79
195,0,28088,Matt Davidson,1.825,1055,578,26.91
196,0,21209,Sergio Garcia,1.827,1606,879,28.28
196,0,20378,Mathias Grönberg,1.827,1239,678,28.04
198,0,24290,D.J. Brigman,1.832,1515,827,26.55
199,0,01599,Steve Jones,1.837,1093,595,22.60
200,0,10962,Bradley Hughes,1.839,1116,607,24.63
201,0,01175,Jim Carter,1.840,1227,667,21.77
202,0,12662,Thomas Levet,1.858,1087,585,25.00
