RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,06527,Steve Stricker,1.544,1723,1116
2,0,23541,Ben Crane,1.553,2069,1332
3,0,20160,Charlie Wi,1.559,1824,1170
4,0,22371,Aaron Baddeley,1.560,2303,1476
5,0,01329,Brad Faxon,1.567,2002,1278
6,0,25396,Kevin Na,1.572,2433,1548
7,0,20121,Todd Fischer,1.573,2747,1746
8,0,21407,Arjun Atwal,1.578,1846,1170
8,0,01928,Corey Pavin,1.578,2073,1314
10,0,19972,José Coceres,1.582,1538,972
10,0,21949,Joe Ogilvie,1.582,2819,1782
12,0,10117,Bob Heintz,1.583,1909,1206
12,0,06373,José María Olazábal,1.583,1510,954
12,0,12660,Jesper Parnevik,1.583,2336,1476
15,0,01761,Len Mattiace,1.584,2395,1512
16,0,19846,Brian Gay,1.585,2824,1782
17,0,20623,Gavin Coles,1.586,1998,1260
17,0,12782,Tim Herron,1.586,2827,1782
19,0,08931,Glen Day,1.587,2228,1404
19,0,06251,Chris DiMarco,1.587,2143,1350
21,0,01042,Paul Azinger,1.588,1887,1188
21,0,01887,Mark O'Meara,1.588,1887,1188
21,0,01941,Tom Pernice Jr.,1.588,3058,1926
24,0,23135,Tim Clark,1.589,2488,1566
25,0,24227,Justin Bolli,1.590,1803,1134
26,0,06575,Dudley Hart,1.592,2407,1512
26,0,20663,Brenden Pappas,1.592,1461,918
28,0,08537,J.P. Hayes,1.593,1806,1134
28,0,20474,Phillip Price,1.593,2093,1314
30,0,06004,Stephen Ames,1.594,2266,1422
30,0,01810,Phil Mickelson,1.594,2123,1332
30,0,23497,Tag Ridings,1.594,2611,1638
33,0,01024,Billy Andrade,1.595,2383,1494
33,0,24604,Hunter Haas,1.595,2268,1422
33,0,21350,Ryuji Imada,1.595,2239,1404
33,0,22548,Patrick Sheehan,1.595,3158,1980
33,0,02206,David Toms,1.595,2211,1386
33,0,08793,Tiger Woods,1.595,2124,1332
39,0,20850,Daniel Chopra,1.597,2989,1872
40,0,12680,Shigeki Maruyama,1.598,2818,1764
41,0,06197,Michael Allen,1.599,2590,1620
41,0,23036,Chris Anderson,1.599,1785,1116
41,0,02214,Kirk Triplett,1.599,1497,936
41,0,12602,Dean Wilson,1.599,2475,1548
45,0,02239,Scott Verplank,1.600,2477,1548
46,0,01320,Bob Estes,1.601,2651,1656
47,0,01388,Robert Gamez,1.602,2624,1638
47,0,10201,Matt Gogel,1.602,2192,1368
47,0,25847,Rob Rashell,1.602,1874,1170
47,0,02010,Loren Roberts,1.602,1528,954
51,0,26420,Richard Johnson,1.603,1443,900
51,0,22046,Geoff Ogilvy,1.603,2683,1674
51,0,24361,Pat Perez,1.603,2568,1602
54,0,10860,Justin Leonard,1.604,2165,1350
54,0,22295,Darron Stiles,1.604,2194,1368
56,0,23552,Hank Kuehne,1.605,2311,1440
56,0,23325,Vaughn Taylor,1.605,2861,1782
58,0,01132,Mark Brooks,1.606,2081,1296
58,0,23108,Matt Kuchar,1.606,1734,1080
58,0,21878,Mark Wilson,1.606,2023,1260
61,0,25345,Carl Pettersson,1.607,3037,1890
61,0,23621,Rory Sabbatini,1.607,2256,1404
61,0,10423,Mike Weir,1.607,1909,1188
64,0,01707,Steve Lowery,1.608,2778,1728
64,0,07749,Brett Quigley,1.608,2663,1656
66,0,24507,Jason Bohn,1.609,2635,1638
66,0,10425,Jay Williamson,1.609,1535,954
68,0,24357,K.J. Choi,1.610,2116,1314
68,0,20229,Stewart Cink,1.610,2608,1620
68,0,23409,James Driscoll,1.610,2057,1278
68,0,21731,Freddie Jacobson,1.610,2058,1278
72,0,10809,Jim Furyk,1.611,2696,1674
72,0,20766,Padraig Harrington,1.611,1392,864
72,0,24024,Zach Johnson,1.611,2755,1710
75,0,12652,Cameron Beckman,1.614,2672,1656
75,0,06034,Marco Dawson,1.614,2382,1476
75,0,01553,John Huston,1.614,2498,1548
75,0,01823,Larry Mize,1.614,1453,900
79,0,21806,Paul Gow,1.615,2151,1332
80,0,20378,Mathias Grönberg,1.616,1687,1044
80,0,01723,Andrew Magee,1.616,2269,1404
80,0,10585,Scott McCarron,1.616,2153,1332
80,0,23320,Ryan Palmer,1.616,2822,1746
84,0,07867,Woody Austin,1.617,2911,1800
84,0,10733,Kent Jones,1.617,2823,1746
86,0,01577,Lee Janzen,1.618,2126,1314
86,0,22405,Justin Rose,1.618,2767,1710
88,0,06332,Neal Lancaster,1.619,2769,1710
88,0,01706,Davis Love III,1.619,2186,1350
88,0,27095,Nick Watney,1.619,2594,1602
91,0,01161,Mark Calcavecchia,1.620,2624,1620
91,0,01473,Todd Hamilton,1.620,2653,1638
91,0,20548,Hidemichi Tanaka,1.620,2974,1836
91,0,02223,Bob Tway,1.620,2420,1494
95,0,01666,Bernhard Langer,1.621,1955,1206
96,0,21805,Harrison Frazar,1.622,2949,1818
96,0,12645,Brent Geiberger,1.622,1723,1062
96,0,08075,Jerry Kelly,1.622,2890,1782
96,0,20127,Chris Riley,1.622,1868,1152
96,0,26679,Kevin Stadler,1.622,2686,1656
101,0,01457,Jay Haas,1.623,1490,918
101,0,06573,Brandt Jobe,1.623,2687,1656
101,0,01619,Skip Kendall,1.623,2279,1404
104,0,20099,Doug Barron,1.624,2046,1260
104,0,01139,Olin Browne,1.624,2777,1710
104,0,21753,Brian Davis,1.624,2192,1350
104,0,20572,Rod Pampling,1.624,2455,1512
108,0,01219,John Cook,1.625,2048,1260
108,0,19881,Robert Damron,1.625,2603,1602
108,0,06567,Vijay Singh,1.625,3188,1962
108,0,02104,Jeff Sluman,1.625,2750,1692
108,0,21498,Hideto Tanihara,1.625,1404,864
113,0,23540,Jason Allred,1.626,2137,1314
113,0,06599,John Elliott,1.626,1639,1008
113,0,01487,Jeff Hart,1.626,1785,1098
113,0,08993,Franklin Langham,1.626,2546,1566
113,0,12454,Mario Tiziani,1.626,1902,1170
118,0,24925,Jonathan Byrd,1.627,2900,1782
118,0,01249,John Daly,1.627,2226,1368
118,0,25900,Lucas Glover,1.627,2518,1548
118,0,20094,Jonathan Kaye,1.627,2167,1332
118,0,01948,Tim Petrovic,1.627,2723,1674
118,0,06595,Kevin Sutherland,1.627,2548,1566
124,0,20628,Arron Oberholser,1.628,1846,1134
125,0,23983,Luke Donald,1.629,1759,1080
125,0,12823,Carlos Franco,1.629,2229,1368
125,0,01418,Bill Glasson,1.629,1525,936
125,0,24980,Scott Gutschewski,1.629,2405,1476
125,0,01685,J.L. Lewis,1.629,2873,1764
125,0,24781,Hunter Mahan,1.629,2961,1818
125,0,01797,Rocco Mediate,1.629,2140,1314
125,0,02246,Duffy Waldorf,1.629,2405,1476
133,0,08725,Tom Gillis,1.630,2200,1350
133,0,20433,Mark Hensby,1.630,1995,1224
135,0,24138,Ian Poulter,1.631,1644,1008
135,0,22293,Heath Slocum,1.631,2906,1782
137,0,20634,Peter Lonard,1.632,2467,1512
137,0,08385,Omar Uresti,1.632,2467,1512
139,0,07223,Brian Bateman,1.633,2763,1692
140,0,01361,Dan Forsman,1.634,1471,900
141,0,21633,Steve Allan,1.635,2884,1764
141,0,20098,Stuart Appleby,1.635,2355,1440
141,0,28088,Matt Davidson,1.635,1560,954
141,0,07457,Steve Flesch,1.635,2502,1530
141,0,11032,Frank Lickliter II,1.635,2825,1728
141,0,24502,Adam Scott,1.635,2001,1224
147,0,01313,Steve Elkington,1.636,1973,1206
147,0,21961,Charles Howell III,1.636,2650,1620
147,0,23725,Brendan Jones,1.636,2327,1422
147,0,20382,Stephen Leaney,1.636,2532,1548
147,0,02101,Joey Sindelar,1.636,3062,1872
152,0,01157,Tom Byrum,1.637,2446,1494
152,0,01381,Fred Funk,1.637,2976,1818
154,0,20157,Retief Goosen,1.638,1798,1098
154,0,01766,Billy Mayfair,1.638,3244,1980
154,0,24140,Sean O'Hair,1.638,2919,1782
157,0,22621,Ben Curtis,1.639,1918,1170
157,0,22913,John Rollins,1.639,2802,1710
159,0,01142,Bart Bryant,1.640,2687,1638
159,0,12826,Paul Claxton,1.640,2332,1422
159,0,01724,Jeff Maggert,1.640,2184,1332
162,0,25240,D.A. Points,1.641,2658,1620
162,0,20645,John Senden,1.641,2925,1782
162,0,20812,Tjaart van der Walt,1.641,1654,1008
162,0,23623,Bo Van Pelt,1.641,3308,2016
166,0,08123,Jeff Brehaut,1.645,1984,1206
167,0,19824,Craig Barlow,1.646,2281,1386
167,0,01175,Jim Carter,1.646,1778,1080
167,0,20502,Michael Long,1.646,2074,1260
167,0,24912,Will MacKenzie,1.646,2163,1314
171,0,12510,Chad Campbell,1.647,2728,1656
172,0,01599,Steve Jones,1.649,1603,972
172,0,01677,Tom Lehman,1.649,1989,1206
174,0,21959,Ted Purdy,1.650,3624,2196
175,0,01127,Danny Briggs,1.651,2021,1224
175,0,20472,Alex Cejka,1.651,2407,1458
175,0,20691,Greg Owen,1.651,2377,1440
178,0,23788,D.J. Trahan,1.652,2289,1386
178,0,23349,Charles Warren,1.652,2587,1566
180,0,23063,Scott Hend,1.653,2172,1314
180,0,01927,Dennis Paulson,1.653,1874,1134
180,0,20396,Lee Westwood,1.653,1428,864
183,0,01035,Tommy Armour III,1.654,3066,1854
183,0,06515,Shaun Micheel,1.654,2352,1422
185,0,23614,Rich Beem,1.655,1847,1116
186,0,20498,Briny Baird,1.656,2861,1728
186,0,01226,Fred Couples,1.656,2027,1224
186,0,01945,Kenny Perry,1.656,2385,1440
186,0,21951,Joey Snyder III,1.656,2921,1764
190,0,23322,Brett Wetterich,1.658,2208,1332
191,0,08545,Glen Hnatiuk,1.659,1642,990
192,0,10885,Robert Allenby,1.666,2669,1602
193,0,10912,Craig Perks,1.668,1951,1170
194,0,24290,D.J. Brigman,1.672,2167,1296
194,0,23353,J.J. Henry,1.672,3009,1800
196,0,26287,Roland Thatcher,1.673,2198,1314
197,0,21209,Sergio Garcia,1.676,2051,1224
197,0,10962,Bradley Hughes,1.676,1569,936
199,0,12662,Thomas Levet,1.677,1600,954
199,0,02106,Chris Smith,1.677,2807,1674
201,0,26758,David Hearn,1.679,2055,1224
202,0,06621,Joe Durant,1.689,2463,1458
