RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
59,0,20502,Michael Long,100.33,917,32,888
59,0,02104,Jeff Sluman,100.33,1204,42,1166
61,0,22371,Aaron Baddeley,100.30,1012,38,977
61,0,21961,Charles Howell III,100.30,1008,39,972
63,0,06197,Michael Allen,100.28,1090,33,1060
64,0,01685,J.L. Lewis,100.27,1107,44,1066
65,0,06515,Shaun Micheel,100.22,899,35,866
66,0,22046,Geoff Ogilvy,100.20,1022,32,992
67,0,24140,Sean O'Hair,100.17,1171,44,1129
67,0,02214,Kirk Triplett,100.17,602,16,587
69,0,20645,John Senden,100.16,1285,42,1245
70,0,21951,Joey Snyder III,100.15,1306,46,1262
70,0,10423,Mike Weir,100.15,667,23,645
70,0,10425,Jay Williamson,100.15,654,24,631
73,0,22293,Heath Slocum,100.08,1253,40,1214
74,0,24925,Jonathan Byrd,100.00,1331,47,1284
74,0,23983,Luke Donald,100.00,563,13,550
74,0,23409,James Driscoll,100.00,886,26,860
74,0,21805,Harrison Frazar,100.00,1295,47,1248
74,0,20157,Retief Goosen,100.00,617,14,603
74,0,20433,Mark Hensby,100.00,693,20,673
74,0,01577,Lee Janzen,100.00,835,32,803
74,0,12680,Shigeki Maruyama,100.00,1177,31,1146
74,0,01823,Larry Mize,100.00,620,19,601
74,0,23497,Tag Ridings,100.00,1133,32,1101
74,0,27095,Nick Watney,100.00,1110,36,1074
85,0,01388,Robert Gamez,99.91,1096,31,1064
86,0,24604,Hunter Haas,99.90,1010,36,973
86,0,23725,Brendan Jones,99.90,1004,32,971
86,0,20634,Peter Lonard,99.90,955,34,920
89,0,01945,Kenny Perry,99.88,835,26,808
90,0,20812,Tjaart van der Walt,99.87,757,22,734
91,0,20498,Briny Baird,99.84,1249,43,1204
91,0,23353,J.J. Henry,99.84,1268,39,1227
93,0,20766,Padraig Harrington,99.82,545,16,528
94,0,01473,Todd Hamilton,99.81,1052,36,1014
95,0,02106,Chris Smith,99.76,1238,47,1188
96,0,20378,Mathias Grönberg,99.75,804,27,775
97,0,06599,John Elliott,99.73,729,25,702
97,0,25900,Lucas Glover,99.73,1093,35,1055
99,0,22621,Ben Curtis,99.72,702,18,682
99,0,25396,Kevin Na,99.72,1081,35,1043
101,0,23614,Rich Beem,99.71,681,22,657
102,0,02246,Duffy Waldorf,99.70,991,29,959
103,0,24980,Scott Gutschewski,99.69,981,32,946
104,0,06251,Chris DiMarco,99.64,826,22,801
105,0,01706,Davis Love III,99.62,781,26,752
106,0,20572,Rod Pampling,99.59,980,30,946
106,0,24502,Adam Scott,99.59,737,22,712
108,0,21350,Ryuji Imada,99.58,944,25,915
109,0,01797,Rocco Mediate,99.57,927,27,896
110,0,19824,Craig Barlow,99.56,904,34,866
111,0,06573,Brandt Jobe,99.55,1118,32,1081
111,0,01948,Tim Petrovic,99.55,1101,35,1061
113,0,25345,Carl Pettersson,99.54,1315,39,1270
114,0,06004,Stephen Ames,99.52,842,23,815
115,0,01487,Jeff Hart,99.51,812,23,785
116,0,25847,Rob Rashell,99.48,762,25,733
116,0,20548,Hidemichi Tanaka,99.48,1339,40,1292
118,0,01035,Tommy Armour III,99.47,1313,33,1273
119,0,06373,José María Olazábal,99.46,556,16,537
120,0,08537,J.P. Hayes,99.45,728,23,701
121,0,01161,Mark Calcavecchia,99.44,1062,31,1025
122,0,07223,Brian Bateman,99.43,1226,45,1174
122,0,01127,Danny Briggs,99.43,873,33,835
124,0,10885,Robert Allenby,99.41,1024,32,986
124,0,01024,Billy Andrade,99.41,1011,29,976
126,0,01927,Dennis Paulson,99.39,816,27,784
127,0,22295,Darron Stiles,99.37,946,28,912
128,0,02239,Scott Verplank,99.34,909,23,880
129,0,23552,Hank Kuehne,99.32,1028,32,989
130,0,08545,Glen Hnatiuk,99.31,725,21,699
131,0,20850,Daniel Chopra,99.29,1267,34,1224
131,0,23325,Vaughn Taylor,99.29,1265,42,1214
133,0,20121,Todd Fischer,99.27,1227,33,1185
134,0,08993,Franklin Langham,99.26,1079,29,1042
135,0,02101,Joey Sindelar,99.23,1425,40,1374
136,0,01677,Tom Lehman,99.19,743,22,715
137,0,12823,Carlos Franco,99.16,951,29,914
138,0,08931,Glen Day,99.15,1053,34,1010
138,0,06595,Kevin Sutherland,99.15,1065,25,1031
140,0,07867,Woody Austin,99.13,1262,38,1213
141,0,24361,Pat Perez,99.12,1019,30,980
142,0,12652,Cameron Beckman,99.08,1194,34,1149
142,0,10860,Justin Leonard,99.08,757,19,731
144,0,01724,Jeff Maggert,99.04,834,18,808
145,0,20094,Jonathan Kaye,99.02,917,24,884
146,0,01766,Billy Mayfair,99.01,1417,47,1356
147,0,23135,Tim Clark,99.00,900,29,862
148,0,23540,Jason Allred,98.98,884,28,847
149,0,23108,Matt Kuchar,98.97,779,20,751
150,0,01599,Steve Jones,98.94,663,14,642
150,0,23349,Charles Warren,98.94,1137,38,1087
152,0,01457,Jay Haas,98.92,556,17,533
153,0,21878,Mark Wilson,98.88,890,24,856
154,0,11032,Frank Lickliter II,98.86,1229,45,1170
155,0,01132,Mark Brooks,98.76,890,21,858
156,0,07457,Steve Flesch,98.75,877,28,838
156,0,21806,Paul Gow,98.75,959,29,918
158,0,22913,John Rollins,98.72,1174,25,1134
159,0,01619,Skip Kendall,98.70,1000,28,959
160,0,01723,Andrew Magee,98.69,993,25,955
161,0,24227,Justin Bolli,98.67,825,19,795
162,0,01418,Bill Glasson,98.66,599,9,582
163,0,23621,Rory Sabbatini,98.64,807,30,766
164,0,25240,D.A. Points,98.63,1167,32,1119
165,0,10912,Craig Perks,98.59,850,21,817
166,0,22405,Justin Rose,98.57,1262,44,1200
167,0,01042,Paul Azinger,98.52,810,18,780
167,0,20691,Greg Owen,98.52,1015,29,971
169,0,21498,Hideto Tanihara,98.50,665,17,638
170,0,19881,Robert Damron,98.49,1129,32,1080
170,0,10117,Bob Heintz,98.49,863,28,822
170,0,21949,Joe Ogilvie,98.49,1059,34,1009
173,0,26287,Roland Thatcher,98.44,962,26,921
174,0,12662,Thomas Levet,98.43,510,20,482
175,0,20382,Stephen Leaney,98.42,1076,33,1026
176,0,23788,D.J. Trahan,98.41,1008,37,955
177,0,06034,Marco Dawson,98.37,1104,33,1053
178,0,20396,Lee Westwood,98.34,482,14,460
179,0,12826,Paul Claxton,98.33,958,31,911
180,0,10962,Bradley Hughes,98.31,712,18,682
181,0,20099,Doug Barron,98.27,927,19,892
182,0,21959,Ted Purdy,98.26,1436,37,1374
183,0,28088,Matt Davidson,98.25,687,13,662
184,0,01249,John Daly,98.24,796,16,766
184,0,20127,Chris Riley,98.24,624,14,599
184,0,23322,Brett Wetterich,98.24,967,21,929
187,0,06332,Neal Lancaster,98.18,1208,28,1158
188,0,24507,Jason Bohn,98.11,1161,19,1120
189,0,21633,Steve Allan,98.07,1246,40,1182
190,0,23063,Scott Hend,98.03,915,28,869
191,0,08385,Omar Uresti,97.75,1065,27,1014
192,0,24290,D.J. Brigman,97.62,884,23,840
193,0,24912,Will MacKenzie,97.54,977,24,929
194,0,26758,David Hearn,97.35,905,26,855
195,0,21209,Sergio Garcia,97.24,760,17,722
196,0,19972,José Coceres,97.14,735,18,696
197,0,01553,John Huston,97.13,1148,30,1085
198,0,06621,Joe Durant,97.06,1019,22,967
199,0,20472,Alex Cejka,96.90,1000,27,942
200,0,01175,Jim Carter,96.85,794,13,756
201,0,21753,Brian Davis,96.60,912,23,858
202,0,01226,Fred Couples,95.01,641,15,594
