RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,08793,Tiger Woods,36.56,340,930
2,0,01810,Phil Mickelson,35.70,317,888
3,0,20663,Brenden Pappas,34.34,204,594
4,0,21407,Arjun Atwal,34.17,258,755
5,0,23497,Tag Ridings,33.90,360,1062
6,0,10117,Bob Heintz,33.88,248,732
7,0,06527,Steve Stricker,33.58,229,682
8,0,23541,Ben Crane,33.54,277,826
9,0,21949,Joe Ogilvie,33.24,366,1101
10,0,23135,Tim Clark,32.90,330,1003
11,0,23320,Ryan Palmer,32.87,375,1141
12,0,21805,Harrison Frazar,32.50,392,1206
13,0,02239,Scott Verplank,32.49,334,1028
14,0,22371,Aaron Baddeley,32.33,289,894
15,0,01553,John Huston,32.29,320,991
16,0,12782,Tim Herron,32.27,375,1162
17,0,02206,David Toms,31.97,298,932
18,0,22046,Geoff Ogilvy,31.69,353,1114
19,0,01024,Billy Andrade,31.66,302,954
20,0,20433,Mark Hensby,31.47,242,769
21,0,23325,Vaughn Taylor,31.42,367,1168
22,0,01042,Paul Azinger,31.30,226,722
22,0,26679,Kevin Stadler,31.30,334,1067
24,0,01249,John Daly,31.19,267,856
25,0,23552,Hank Kuehne,31.14,275,883
26,0,01329,Brad Faxon,31.06,246,792
26,0,06567,Vijay Singh,31.06,429,1381
28,0,07867,Woody Austin,31.02,358,1154
29,0,01161,Mark Calcavecchia,30.99,330,1065
29,0,24980,Scott Gutschewski,30.99,308,994
31,0,24604,Hunter Haas,30.95,281,908
32,0,01707,Steve Lowery,30.94,345,1115
33,0,20157,Retief Goosen,30.85,228,739
34,0,23322,Brett Wetterich,30.77,280,910
35,0,20121,Todd Fischer,30.62,327,1068
36,0,01388,Robert Gamez,30.58,322,1053
37,0,23063,Scott Hend,30.56,253,828
38,0,20850,Daniel Chopra,30.51,364,1193
39,0,08537,J.P. Hayes,30.47,216,709
40,0,24925,Jonathan Byrd,30.41,350,1151
41,0,20160,Charlie Wi,30.39,213,701
42,0,22548,Patrick Sheehan,30.32,379,1250
43,0,10733,Kent Jones,30.30,346,1142
44,0,23349,Charles Warren,30.28,327,1080
45,0,01706,Davis Love III,30.26,272,899
45,0,24781,Hunter Mahan,30.26,367,1213
47,0,12602,Dean Wilson,30.21,306,1013
48,0,01226,Fred Couples,30.18,252,835
49,0,21753,Brian Davis,30.17,267,885
49,0,06573,Brandt Jobe,30.17,327,1084
51,0,23623,Bo Van Pelt,30.16,418,1386
52,0,06034,Marco Dawson,30.14,299,992
53,0,20572,Rod Pampling,30.04,298,992
54,0,06332,Neal Lancaster,30.02,335,1116
55,0,01142,Bart Bryant,29.94,338,1129
55,0,07749,Brett Quigley,29.94,321,1072
55,0,23621,Rory Sabbatini,29.94,256,855
58,0,01361,Dan Forsman,29.90,186,622
59,0,19824,Craig Barlow,29.86,275,921
60,0,11032,Frank Lickliter II,29.85,337,1129
61,0,12652,Cameron Beckman,29.84,319,1069
61,0,24361,Pat Perez,29.84,305,1022
63,0,25345,Carl Pettersson,29.83,372,1247
64,0,10809,Jim Furyk,29.81,347,1164
64,0,06575,Dudley Hart,29.81,299,1003
66,0,24024,Zach Johnson,29.79,339,1138
67,0,10585,Scott McCarron,29.75,249,837
68,0,26420,Richard Johnson,29.74,182,612
68,0,06373,José María Olazábal,29.74,185,622
70,0,22913,John Rollins,29.72,332,1117
71,0,24912,Will MacKenzie,29.69,255,859
71,0,25396,Kevin Na,29.69,277,933
73,0,22295,Darron Stiles,29.66,269,907
74,0,21731,Freddie Jacobson,29.65,236,796
75,0,27095,Nick Watney,29.64,313,1056
76,0,02246,Duffy Waldorf,29.62,290,979
77,0,20474,Phillip Price,29.59,253,855
78,0,25900,Lucas Glover,29.53,308,1043
79,0,21350,Ryuji Imada,29.51,265,898
