RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,27895,Jonas Blixt,64.81,287,186
2,0,19846,Brian Gay,64.47,318,205
3,0,25632,Jimmy Walker,63.40,388,246
4,0,26758,David Hearn,63.24,389,246
5,0,23983,Luke Donald,63.10,187,118
6,0,24361,Pat Perez,63.08,279,176
7,0,23623,Bo Van Pelt,62.96,297,187
8,0,25345,Carl Pettersson,62.50,320,200
9,0,27556,Ted Potter Jr.,62.13,272,169
10,0,29910,Blake Adams,61.82,385,238
11,0,22371,Aaron Baddeley,61.72,256,158
12,0,20766,Padraig Harrington,61.62,198,122
13,0,20623,Gavin Coles,61.51,252,155
14,0,22961,David Mathis,61.41,298,183
15,0,25396,Kevin Na,61.19,286,175
16,0,27797,Derek Lamely,61.16,242,148
17,0,20593,Greg Chalmers,61.13,319,195
18,0,27120,Troy Matteson,61.09,329,201
19,0,27302,Garth Mulroy,60.75,186,113
20,0,29518,Brendan Steele,60.62,259,157
21,0,27214,Kevin Streelman,60.61,297,180
22,0,01810,Phil Mickelson,60.23,264,159
22,0,02206,David Toms,60.23,176,106
24,0,34174,John Huh,60.06,358,215
25,0,11123,Chris Couch,60.00,210,126
25,0,23409,James Driscoll,60.00,305,183
25,0,24024,Zach Johnson,60.00,315,189
25,0,10213,Dicky Pride,60.00,205,123
29,0,25818,Scott Piercy,59.89,379,227
30,0,08725,Tom Gillis,59.87,309,185
31,0,06527,Steve Stricker,59.82,219,131
32,0,27963,Chris Stroud,59.76,333,199
33,0,28089,Jason Day,59.60,198,118
34,0,26596,Ryan Moore,59.54,346,206
35,0,23800,Bryce Molder,59.49,274,163
36,0,20850,Daniel Chopra,59.34,182,108
37,0,22621,Ben Curtis,59.28,194,115
38,0,26331,Charl Schwartzel,59.20,174,103
39,0,28500,Martin Flores,59.02,327,193
40,0,23320,Ryan Palmer,58.92,314,185
41,0,01706,Davis Love III,58.87,231,136
42,0,21753,Brian Davis,58.82,391,230
43,0,32150,Michael Thompson,58.77,308,181
44,0,28475,Jeff Overton,58.71,402,236
45,0,29289,S.Y. Noh,58.70,339,199
46,0,23542,Tommy Biershenk,58.66,254,149
47,0,28259,Sangmoon Bae,58.65,237,139
48,0,20160,Charlie Wi,58.63,307,180
49,0,20574,Mathew Goggin,58.59,198,116
50,0,21528,Henrik Stenson,58.58,169,99
51,0,27649,Brandt Snedeker,58.57,280,164
52,0,29222,Billy Hurley III,58.54,246,144
53,0,22046,Geoff Ogilvy,58.33,228,133
54,0,22913,John Rollins,58.31,319,186
55,0,30711,Colt Knost,58.30,271,158
56,0,26951,Johnson Wagner,58.28,338,197
57,0,24924,Bill Haas,58.27,254,148
58,0,23204,Gary Christian,58.26,345,201
59,0,30927,Brendon Todd,58.03,274,159
60,0,23108,Matt Kuchar,57.98,257,149
61,0,29478,Kevin Kisner,57.89,228,132
62,0,33141,Keegan Bradley,57.88,311,180
63,0,34021,Bud Cauley,57.87,375,217
64,0,28237,Rory McIlroy,57.86,159,92
64,0,24490,George McNeill,57.86,318,184
66,0,25892,Steve Wheatcroft,57.83,166,96
67,0,06004,Stephen Ames,57.80,173,100
68,0,20848,Ángel Cabrera,57.78,180,104
69,0,21350,Ryuji Imada,57.75,329,190
70,0,28308,Troy Kelly,57.73,194,112
71,0,20098,Stuart Appleby,57.69,260,150
