RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,3,01226,Fred Couples,+1.90,70.13,72.03
2,3,01928,Corey Pavin,+1.84,70.00,71.84
3,4,01690,Bruce Lietzke,+1.71,70.24,71.95
4,5,02133,Craig Stadler,+1.63,70.58,72.21
5,5,02256,Tom Watson,+1.60,70.65,72.25
6,5,01355,Raymond Floyd,+1.57,70.64,72.21
7,6,02321,Fuzzy Zoeller,+1.48,70.38,71.86
8,6,01968,Nick Price,+1.46,70.46,71.92
9,6,01876,Greg Norman,+1.40,70.71,72.11
10,6,01926,Steve Pate,+1.39,70.37,71.76
11,6,01049,Ian Baker-Finch,+1.38,70.54,71.92
12,10,02099,Scott Simpson,+1.32,70.40,71.72
13,12,01887,Mark O'Meara,+1.30,70.41,71.71
14,12,01072,Chip Beck,+1.29,70.44,71.73
15,12,01219,John Cook,+1.26,70.45,71.71
15,12,01706,Davis Love III,+1.26,70.76,72.02
17,13,01098,Jay Don Blake,+1.25,70.29,71.54
18,13,01797,Rocco Mediate,+1.24,70.65,71.89
19,13,01042,Paul Azinger,+1.22,70.68,71.90
19,13,01559,Hale Irwin,+1.22,71.25,72.47
21,13,01527,Scott Hoch,+1.20,70.33,71.53
22,13,01553,John Huston,+1.17,70.48,71.65
22,13,02146,Payne Stewart,+1.17,70.58,71.75
24,13,02242,Lanny Wadkins,+1.14,70.75,71.89
25,13,02170,Hal Sutton,+1.12,70.43,71.55
26,13,02010,Loren Roberts,+1.11,70.58,71.69
27,15,02104,Jeff Sluman,+1.00,70.47,71.47
28,15,01771,Blaine McCallister,+.99,70.71,71.70
28,15,02049,Gene Sauers,+.99,70.67,71.66
30,15,01633,Tom Kite,+.98,70.85,71.83
31,15,01024,Billy Andrade,+.97,70.91,71.88
31,15,01161,Mark Calcavecchia,+.97,71.09,72.06
33,16,01132,Mark Brooks,+.92,70.88,71.80
34,17,01723,Andrew Magee,+.91,71.07,71.98
34,17,01975,Tom Purtzer,+.91,70.80,71.71
36,17,01577,Lee Janzen,+.90,70.62,71.52
37,17,01958,Dan Pohl,+.87,70.35,71.22
38,17,01599,Steve Jones,+.85,70.74,71.59
39,17,01549,Mike Hulbert,+.84,70.81,71.65
40,19,06284,Jim Hallet,+.82,70.99,71.81
41,19,01201,Lennie Clements,+.81,70.49,71.30
41,19,01306,David Edwards,+.81,70.38,71.19
41,19,01390,Buddy Gardner,+.81,70.75,71.56
41,19,01639,Kenny Knox,+.81,70.79,71.60
45,19,02223,Bob Tway,+.79,71.10,71.89
45,19,02267,D.A. Weibring,+.79,71.07,71.86
47,20,01329,Brad Faxon,+.77,70.84,71.61
48,21,01468,Gary Hallberg,+.76,70.97,71.73
48,21,01823,Larry Mize,+.76,70.71,71.47
50,22,01313,Steve Elkington,+.73,71.17,71.90
51,22,01093,Ronnie Black,+.71,70.69,71.40
51,22,01200,Keith Clearwater,+.71,71.08,71.79
53,24,02159,Curtis Strange,+.68,71.31,71.99
