RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,29221,Webb Simpson,28.74,319,1110
2,0,28089,Jason Day,27.12,195,719
3,0,30925,Dustin Johnson,26.94,177,657
4,0,12716,Charley Hoffman,26.87,255,949
5,0,22371,Aaron Baddeley,26.71,199,745
6,0,27095,Nick Watney,26.68,210,787
7,0,32102,Rickie Fowler,26.20,218,832
8,0,24781,Hunter Mahan,25.96,271,1044
9,0,23983,Luke Donald,25.79,188,729
10,0,25562,Andres Romero,25.71,218,848
11,0,06527,Steve Stricker,25.45,184,723
12,0,23108,Matt Kuchar,25.26,242,958
13,0,31323,Gary Woodland,25.00,219,876
14,0,20848,Ángel Cabrera,24.82,101,407
14,0,01810,Phil Mickelson,24.82,176,709
16,0,25900,Lucas Glover,24.54,198,807
16,0,30926,Chris Kirk,24.54,239,974
18,0,27936,Martin Laird,24.50,197,804
19,0,28158,Steve Marino,24.48,199,813
20,0,27649,Brandt Snedeker,24.44,218,892
21,0,20645,John Senden,24.33,264,1085
22,0,27141,J.B. Holmes,24.24,135,557
23,0,25804,Bubba Watson,24.17,175,724
24,0,30110,Kyle Stanley,24.09,245,1017
25,0,23623,Bo Van Pelt,24.07,226,939
26,0,24358,Robert Garrigus,24.06,198,823
27,0,25396,Kevin Na,23.94,209,873
28,0,25345,Carl Pettersson,23.70,288,1215
29,0,22046,Geoff Ogilvy,23.65,171,723
30,0,30750,Tommy Gainey,23.61,280,1186
30,0,26476,Chez Reavie,23.61,272,1152
32,0,24502,Adam Scott,23.60,143,606
32,0,02206,David Toms,23.60,202,856
34,0,25818,Scott Piercy,23.58,182,772
35,0,22405,Justin Rose,23.57,198,840
36,0,25274,Steven Bowditch,23.54,217,922
37,0,19970,Robert Karlsson,23.52,135,574
38,0,26596,Ryan Moore,23.48,189,805
39,0,10885,Robert Allenby,23.26,217,933
39,0,27770,Camilo Villegas,23.26,170,731
41,0,26331,Charl Schwartzel,23.22,121,521
41,0,06567,Vijay Singh,23.22,215,926
43,0,06573,Brandt Jobe,23.16,261,1127
44,0,29518,Brendan Steele,23.05,240,1041
45,0,24925,Jonathan Byrd,23.04,218,946
45,0,24361,Pat Perez,23.04,221,959
47,0,24924,Bill Haas,22.96,220,958
48,0,33413,Ben Martin,22.91,200,873
49,0,24024,Zach Johnson,22.88,213,931
50,0,22913,John Rollins,22.84,227,994
51,0,29910,Blake Adams,22.83,331,1450
51,0,26289,Boo Weekley,22.83,176,771
53,0,21753,Brian Davis,22.82,303,1328
53,0,27214,Kevin Streelman,22.82,222,973
55,0,23621,Rory Sabbatini,22.79,175,768
56,0,23638,Brendon de Jonge,22.78,285,1251
57,0,27933,John Merrick,22.74,191,840
57,0,23800,Bryce Molder,22.74,229,1007
57,0,31193,Jim Renner,22.74,156,686
60,0,25686,Jason Dufner,22.73,203,893
61,0,06522,Ernie Els,22.69,177,780
62,0,27330,Josh Teater,22.66,273,1205
63,0,29718,Anthony Kim,22.45,145,646
64,0,20436,Garrett Willis,22.40,198,884
65,0,28620,Aron Price,22.39,159,710
66,0,26679,Kevin Stadler,22.36,218,975
67,0,21731,Freddie Jacobson,22.32,206,923
68,0,26758,David Hearn,22.31,228,1022
68,0,25572,Graeme McDowell,22.31,114,511
68,0,25240,D.A. Points,22.31,222,995
71,0,23548,Bill Lunde,22.28,229,1028
71,0,27120,Troy Matteson,22.28,229,1028
73,0,21878,Mark Wilson,22.22,216,972
74,0,24507,Jason Bohn,22.18,210,947
75,0,20229,Stewart Cink,22.17,149,672
76,0,21407,Arjun Atwal,22.13,229,1035
77,0,28475,Jeff Overton,22.11,205,927
78,0,01577,Lee Janzen,22.06,152,689
79,0,20157,Retief Goosen,22.03,117,531
80,0,24357,K.J. Choi,22.00,174,791
80,0,26851,Marc Leishman,22.00,213,968
82,0,12510,Chad Campbell,21.99,265,1205
83,0,11123,Chris Couch,21.98,200,910
84,0,10505,Shane Bertsch,21.97,163,742
85,0,21209,Sergio Garcia,21.95,126,574
85,0,21949,Joe Ogilvie,21.95,164,747
87,0,21961,Charles Howell III,21.90,254,1160
88,0,27064,Jhonattan Vegas,21.82,182,834
89,0,31557,Jim Herman,21.79,158,725
