RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,08793,Tiger Woods,$534589,8553438
2,0,21528,Henrik Stenson,$354901,6388229
3,0,06527,Steve Stricker,$341579,4440531
4,0,24502,Adam Scott,$305788,4892610
5,0,01810,Phil Mickelson,$261704,5495793
6,0,23108,Matt Kuchar,$244209,5616808
7,0,22405,Justin Rose,$243891,4146148
8,0,27649,Brandt Snedeker,$231221,5318087
9,0,28089,Jason Day,$172620,3625029
10,0,34046,Jordan Spieth,$168687,3879819
11,0,24024,Zach Johnson,$168521,4044508
12,0,10809,Jim Furyk,$145671,3204779
13,0,33141,Keegan Bradley,$145472,3636812
14,0,25686,Jason Dufner,$142375,3132267
15,0,24924,Bill Haas,$139022,3475562
16,0,25572,Graeme McDowell,$135912,2174595
17,0,30925,Dustin Johnson,$134691,2963213
18,0,29420,Billy Horschel,$134680,3501703
19,0,21209,Sergio Garcia,$132419,2251138
20,0,27214,Kevin Streelman,$123531,3088284
21,0,24781,Hunter Mahan,$121446,3036163
22,0,26331,Charl Schwartzel,$118774,2256722
23,0,29221,Webb Simpson,$118303,2957581
24,0,23983,Luke Donald,$113567,1930646
25,0,28237,Rory McIlroy,$112652,1802442
26,0,10505,Shane Bertsch,$112000,112000
26,0,32800,Franklin Corpening,$112000,112000
26,0,29926,Danny Lee,$112000,112000
29,0,20396,Lee Westwood,$109564,2081731
30,0,27436,Graham DeLaet,$109034,2834900
31,0,24138,Ian Poulter,$107716,1723463
32,0,26289,Boo Weekley,$103209,2786661
33,0,32839,Hideki Matsuyama,$98639,690473
34,0,27095,Nick Watney,$95293,2477639
35,0,23790,Eduardo De La Riva,$95043,95043
36,0,25240,D.A. Points,$94960,2658886
37,0,25632,Jimmy Walker,$88232,2117570
38,0,20574,Mathew Goggin,$86579,86579
39,0,27933,John Merrick,$85629,1969478
40,0,20848,Ángel Cabrera,$85294,1791182
41,0,34099,Harris English,$84660,2201166
42,0,27895,Jonas Blixt,$84479,2027517
43,0,25804,Bubba Watson,$83775,1759275
44,0,34098,Russell Henley,$83667,2008025
45,0,27936,Martin Laird,$83590,1755393
46,0,32102,Rickie Fowler,$82579,1816741
47,0,32150,Michael Thompson,$77619,1707637
48,0,25818,Scott Piercy,$76253,1830084
49,0,34409,David Lingmerth,$76004,1748109
50,0,34360,Patrick Reed,$75443,1961519
51,0,32200,Roberto Castro,$74306,2154897
52,0,21099,David Lynn,$74238,1633253
53,0,31323,Gary Woodland,$73681,1915731
54,0,21961,Charles Howell III,$72207,1877389
55,0,30926,Chris Kirk,$72025,1728616
56,0,26300,Matt Jones,$71862,1724706
57,0,07867,Woody Austin,$71100,568800
58,0,23320,Ryan Palmer,$69163,1521592
59,0,12716,Charley Hoffman,$68801,1582423
60,0,23135,Tim Clark,$67797,1355952
61,0,26596,Ryan Moore,$67739,1490265
62,0,25841,Marc Warren,$66392,132785
63,0,32366,Kevin Chappell,$66243,1589838
64,0,28259,Sangmoon Bae,$65947,1714640
65,0,21731,Freddie Jacobson,$65090,1236721
66,0,26851,Marc Leishman,$64841,1491358
67,0,37273,Derek Ernst,$63374,1330856
68,0,06522,Ernie Els,$61776,1173761
69,0,27963,Chris Stroud,$61620,1602121
70,0,32139,Danny Willett,$61521,123043
71,0,20104,Ken Duke,$61520,1722582
72,0,30110,Kyle Stanley,$60955,1462943
73,0,32694,Morten Orum Madsen,$60183,60183
73,0,28723,John Parry,$60183,60183
75,0,30692,Scott Stallings,$60097,1622627
76,0,23638,Brendon de Jonge,$59841,1795244
77,0,25892,Steve Wheatcroft,$59520,59520
78,0,19846,Brian Gay,$59417,1426017
79,0,27821,Steven Tiley,$56873,56873
80,0,19958,Miguel Angel Jiménez,$56626,169880
81,0,01666,Bernhard Langer,$56040,56040
82,0,27330,Josh Teater,$55527,1332652
83,0,34174,John Huh,$54624,1529482
84,0,01226,Fred Couples,$54599,218398
85,0,34358,Jonathan Randolph,$54000,54000
86,0,27408,Martin Kaymer,$51937,882936
87,0,24358,Robert Garrigus,$51470,1132355
88,0,26679,Kevin Stadler,$51247,1281176
89,0,30944,Jason Kokrak,$50700,1267524
90,0,23621,Rory Sabbatini,$49178,1327822
91,0,25834,Daniel Summerhays,$49149,1277886
92,0,25191,Gonzalo Fernandez-Castaño,$49137,589653
93,0,01724,Jeff Maggert,$48682,1022330
94,0,22913,John Rollins,$48502,1164049
95,0,29479,Scott Brown,$48197,1012142
96,0,21878,Mark Wilson,$48091,913729
97,0,20229,Stewart Cink,$47850,1052711
98,0,30927,Brendon Todd,$47321,473219
99,0,22046,Geoff Ogilvy,$46995,892920
100,0,33968,Thorbjørn Olesen,$46700,513700
101,0,26758,David Hearn,$45058,1171514
102,0,24361,Pat Perez,$44309,974800
103,0,21753,Brian Davis,$43625,1221523
104,0,33461,Morgan Hoffmann,$43550,871003
105,0,23623,Bo Van Pelt,$43483,956629
106,0,35541,John Peterson,$43279,259679
107,0,01320,Bob Estes,$42762,769717
108,0,28307,Matt Every,$42459,1188867
109,0,23452,Nicolas Colsaerts,$42362,720163
110,0,20766,Padraig Harrington,$41837,711244
111,0,26329,Louis Oosthuizen,$41450,497407
112,0,31560,Brian Stuard,$41281,1032027
113,0,22792,Peter Hanson,$40678,610177
114,0,24357,K.J. Choi,$40572,973751
115,0,33419,Cameron Tringale,$40467,971208
116,0,02206,David Toms,$40385,646161
117,0,28092,D.H. Lee,$40126,882792
118,0,28923,Oliver Fisher,$39250,39250
119,0,29518,Brendan Steele,$38621,1004160
120,0,35139,Richard Lee,$38368,920835
121,0,32334,Charlie Beljan,$38176,916228
122,0,01024,Billy Andrade,$38000,114000
123,0,23541,Ben Crane,$37949,796947
124,0,08075,Jerry Kelly,$37836,832407
125,0,27556,Ted Potter Jr.,$37716,829770
126,0,39531,Ken Looper,$36765,73530
127,0,35539,Luke Guthrie,$36737,991901
128,0,20634,Peter Lonard,$36666,36666
128,0,08375,Paul Stankowski,$36666,36666
130,0,31202,William McGirt,$36141,867384
131,0,31627,Todd Baek,$35960,35960
132,0,23409,James Driscoll,$35700,821101
133,0,20157,Retief Goosen,$35077,315701
134,0,12652,Cameron Beckman,$34600,276805
135,0,25562,Andres Romero,$34214,718506
