RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,08793,Tiger Woods,38.62,8553438,22147826
2,0,21528,Henrik Stenson,27.01,6388229,23653826
3,0,06527,Steve Stricker,24.75,4440531,17939000
4,0,24502,Adam Scott,22.04,4892610,22201826
5,0,01810,Phil Mickelson,20.05,5495793,27415826
6,0,23108,Matt Kuchar,18.90,5616808,29713826
7,0,27649,Brandt Snedeker,18.45,5318087,28819826
8,0,22405,Justin Rose,17.77,4146148,23335826
9,0,34046,Jordan Spieth,14.26,3879819,27205826
10,0,24024,Zach Johnson,13.42,4044508,30145826
11,0,28089,Jason Day,13.06,3625029,27763826
12,0,33141,Keegan Bradley,11.35,3636812,32035826
13,0,19958,Miguel Angel Jiménez,11.20,491547,4387826
14,0,10809,Jim Furyk,11.12,3204779,28807826
15,0,10505,Shane Bertsch,11.11,112000,1008000
15,0,29926,Danny Lee,11.11,112000,1008000
17,0,29420,Billy Horschel,11.01,3501703,31801826
18,0,25686,Jason Dufner,10.85,3132267,28867826
19,0,24924,Bill Haas,10.81,3475562,32143826
20,0,30925,Dustin Johnson,10.33,2963213,28687826
21,0,27214,Kevin Streelman,10.13,3088284,30487826
22,0,25572,Graeme McDowell,10.01,2174595,21733826
23,0,34358,Jonathan Randolph,10.00,54000,540000
24,0,32800,Franklin Corpening,9.72,112000,1152000
25,0,21209,Sergio Garcia,9.71,2251138,23191826
26,0,24781,Hunter Mahan,9.50,3036163,31975826
27,0,29221,Webb Simpson,9.27,2957581,31909826
28,0,27436,Graham DeLaet,9.20,2834900,30823826
29,0,26331,Charl Schwartzel,8.81,2256722,25603826
30,0,32839,Hideki Matsuyama,8.77,771640,8797826
31,0,26289,Boo Weekley,8.65,2786661,32197826
32,0,23983,Luke Donald,8.36,1930646,23083826
33,0,28237,Rory McIlroy,8.22,1802442,21931826
34,0,20396,Lee Westwood,8.20,2081731,25387826
35,0,24138,Ian Poulter,7.91,1723463,21793826
36,0,25240,D.A. Points,7.80,2658886,34069826
37,0,27095,Nick Watney,7.49,2477639,33079826
38,0,25632,Jimmy Walker,7.34,2117570,28843826
39,0,07867,Woody Austin,7.28,568800,7817000
40,0,34099,Harris English,7.07,2201166,31135826
41,0,27895,Jonas Blixt,6.97,2027517,29089826
42,0,27933,John Merrick,6.87,1969478,28655000
43,0,34360,Patrick Reed,6.80,1961519,28854000
44,0,20848,Ángel Cabrera,6.79,1791182,26383826
44,0,20634,Peter Lonard,6.79,36666,540000
44,0,08375,Paul Stankowski,6.79,36666,540000
47,0,27936,Martin Laird,6.67,1755393,26329826
48,0,23790,Eduardo De La Riva,6.59,95043,1442826
49,0,34098,Russell Henley,6.56,2008025,30625826
50,0,31323,Gary Woodland,6.47,1915731,29597000
51,0,32200,Roberto Castro,6.46,2154897,33359000
52,0,34409,David Lingmerth,6.44,1748109,27149000
53,0,25804,Bubba Watson,6.37,1759275,27607826
54,0,32102,Rickie Fowler,6.31,1816741,28777826
55,0,26300,Matt Jones,6.27,1724706,27509000
55,0,30926,Chris Kirk,6.27,1728616,27581000
57,0,21961,Charles Howell III,6.13,1877389,30617000
58,0,32150,Michael Thompson,6.10,1707637,27991826
59,0,20574,Mathew Goggin,6.01,86579,1440000
60,0,25818,Scott Piercy,5.95,1830084,30757826
61,0,21099,David Lynn,5.81,1633253,28087826
61,0,23320,Ryan Palmer,5.81,1521592,26195000
63,0,12716,Charley Hoffman,5.76,1582423,27473000
64,0,32366,Kevin Chappell,5.63,1589838,28247000
65,0,28259,Sangmoon Bae,5.60,1714640,30629000
66,0,37273,Derek Ernst,5.47,1330856,24311000
67,0,27963,Chris Stroud,5.43,1602121,29489000
