RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$8703439
2,0,21528,Henrik Stenson,$6488230
3,0,23108,Matt Kuchar,$5616808
4,0,01810,Phil Mickelson,$5495793
5,0,27649,Brandt Snedeker,$5318087
6,0,24502,Adam Scott,$4967611
7,0,06527,Steve Stricker,$4590532
8,0,22405,Justin Rose,$4296148
9,0,24024,Zach Johnson,$4044509
10,0,34046,Jordan Spieth,$3879820
11,0,24924,Bill Haas,$3650563
12,0,33141,Keegan Bradley,$3636813
13,0,28089,Jason Day,$3625030
14,0,29420,Billy Horschel,$3551703
15,0,10809,Jim Furyk,$3204779
16,0,29221,Webb Simpson,$3132582
17,0,25686,Jason Dufner,$3132268
18,0,27214,Kevin Streelman,$3088284
19,0,24781,Hunter Mahan,$3036164
20,0,30925,Dustin Johnson,$2963214
21,0,27436,Graham DeLaet,$2834900
22,0,26289,Boo Weekley,$2786662
23,0,25240,D.A. Points,$2708887
24,0,27095,Nick Watney,$2477639
25,0,25572,Graeme McDowell,$2337095
26,0,26331,Charl Schwartzel,$2256723
27,0,21209,Sergio Garcia,$2251139
28,0,34099,Harris English,$2201167
29,0,32200,Roberto Castro,$2154898
30,0,25632,Jimmy Walker,$2117570
31,0,20396,Lee Westwood,$2081731
32,0,34098,Russell Henley,$2070526
33,0,27895,Jonas Blixt,$2027517
34,0,27933,John Merrick,$1969478
35,0,34360,Patrick Reed,$1961519
36,0,32102,Rickie Fowler,$1941742
37,0,23983,Luke Donald,$1930646
38,0,21961,Charles Howell III,$1927389
39,0,31323,Gary Woodland,$1915732
40,0,25804,Bubba Watson,$1890526
41,0,24138,Ian Poulter,$1879713
42,0,25818,Scott Piercy,$1830084
43,0,27936,Martin Laird,$1805393
44,0,28237,Rory McIlroy,$1802443
45,0,23638,Brendon de Jonge,$1795244
46,0,20848,Ángel Cabrera,$1791183
47,0,32150,Michael Thompson,$1763887
48,0,34409,David Lingmerth,$1748109
49,0,30926,Chris Kirk,$1728616
50,0,26300,Matt Jones,$1724707
51,0,20104,Ken Duke,$1722583
52,0,28259,Sangmoon Bae,$1714640
53,0,21099,David Lynn,$1633253
54,0,30692,Scott Stallings,$1622627
55,0,27963,Chris Stroud,$1602122
56,0,32366,Kevin Chappell,$1589839
57,0,12716,Charley Hoffman,$1582423
58,0,23135,Tim Clark,$1530952
59,0,34174,John Huh,$1529482
60,0,23320,Ryan Palmer,$1521592
61,0,26851,Marc Leishman,$1491359
62,0,26596,Ryan Moore,$1490265
63,0,30110,Kyle Stanley,$1462943
64,0,19846,Brian Gay,$1426017
65,0,27330,Josh Teater,$1332652
66,0,37273,Derek Ernst,$1330856
67,0,23621,Rory Sabbatini,$1327822
68,0,26679,Kevin Stadler,$1281177
69,0,25834,Daniel Summerhays,$1277886
70,0,21753,Brian Davis,$1271524
71,0,30944,Jason Kokrak,$1267525
72,0,21731,Freddie Jacobson,$1236722
73,0,28307,Matt Every,$1188867
74,0,06522,Ernie Els,$1173761
75,0,26758,David Hearn,$1171515
76,0,22913,John Rollins,$1164049
77,0,23623,Bo Van Pelt,$1156629
78,0,24358,Robert Garrigus,$1132355
79,0,20229,Stewart Cink,$1052712
80,0,31560,Brian Stuard,$1032028
81,0,01724,Jeff Maggert,$1022331
82,0,29479,Scott Brown,$1012142
83,0,29518,Brendan Steele,$1004161
84,0,35539,Luke Guthrie,$991902
85,0,24361,Pat Perez,$974800
86,0,24357,K.J. Choi,$973751
87,0,33419,Cameron Tringale,$971209
88,0,28780,Nicholas Thompson,$959434
89,0,35139,Richard Lee,$920836
90,0,32334,Charlie Beljan,$916229
91,0,21878,Mark Wilson,$913730
92,0,27644,Brian Harman,$909759
93,0,22046,Geoff Ogilvy,$892920
94,0,27408,Martin Kaymer,$882937
95,0,28092,D.H. Lee,$882793
96,0,33461,Morgan Hoffmann,$871003
97,0,31202,William McGirt,$867384
98,0,25191,Gonzalo Fernandez-Castaño,$858653
99,0,32448,James Hahn,$853507
100,0,08075,Jerry Kelly,$832407
101,0,27556,Ted Potter Jr.,$829770
102,0,23409,James Driscoll,$821101
103,0,23800,Bryce Molder,$816922
104,0,28500,Martin Flores,$805597
105,0,26951,Johnson Wagner,$801955
106,0,23541,Ben Crane,$796947
107,0,32839,Hideki Matsuyama,$771640
108,0,01320,Bob Estes,$769717
109,0,23353,J.J. Henry,$761861
110,0,25900,Lucas Glover,$747812
111,0,24507,Jason Bohn,$739030
112,0,25345,Carl Pettersson,$738143
113,0,25444,Justin Hicks,$732742
114,0,28475,Jeff Overton,$721723
115,0,22371,Aaron Baddeley,$721024
116,0,23452,Nicolas Colsaerts,$720164
117,0,25562,Andres Romero,$718507
118,0,33968,Thorbjørn Olesen,$713300
119,0,20766,Padraig Harrington,$711244
120,0,22792,Peter Hanson,$710178
121,0,27770,Camilo Villegas,$709677
122,0,25274,Steven Bowditch,$697775
123,0,10860,Justin Leonard,$694139
124,0,20645,John Senden,$667027
125,0,20160,Charlie Wi,$656672
126,0,24494,Erik Compton,$651660
127,0,02206,David Toms,$646161
128,0,20593,Greg Chalmers,$632283
129,0,26476,Chez Reavie,$590925
130,0,34261,Scott Langley,$590684
131,0,28679,Fabián Gómez,$586942
132,0,07867,Woody Austin,$568800
133,0,24846,Ricky Barnes,$553878
134,0,26329,Louis Oosthuizen,$549908
135,0,24227,Justin Bolli,$545187
136,0,20098,Stuart Appleby,$538333
137,0,30750,Tommy Gainey,$520479
