RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,01361,Dan Forsman,62.32,86,138,+31.00
2,0,19972,José Coceres,61.72,79,128,+23.00
3,0,01927,Dennis Paulson,61.11,77,126,+28.00
4,0,22046,Geoff Ogilvy,61.03,83,136,+26.00
5,0,01761,Len Mattiace,60.16,74,123,+41.00
6,0,01378,David Frost,60.14,86,143,+42.00
7,0,02010,Loren Roberts,59.35,73,123,+37.00
8,0,23552,Hank Kuehne,59.31,86,145,+32.00
9,0,24502,Adam Scott,59.30,51,86,+25.00
10,0,20572,Rod Pampling,58.88,116,197,+52.00
11,0,01968,Nick Price,58.65,61,104,+36.00
12,0,20593,Greg Chalmers,57.66,64,111,+34.00
13,0,01928,Corey Pavin,57.39,66,115,+27.00
14,0,08385,Omar Uresti,56.83,79,139,+44.00
15,0,23614,Rich Beem,56.39,75,133,+39.00
15,0,01810,Phil Mickelson,56.39,75,133,+25.00
17,0,10425,Jay Williamson,56.28,103,183,+49.00
18,0,01457,Jay Haas,56.12,78,139,+39.00
19,0,20229,Stewart Cink,56.07,97,173,+39.00
20,0,24925,Jonathan Byrd,55.97,89,159,+58.00
21,0,01553,John Huston,55.88,57,102,+17.00
22,0,02206,David Toms,55.65,64,115,+32.00
23,0,20663,Brenden Pappas,55.56,95,171,+40.00
24,0,01941,Tom Pernice Jr.,55.41,87,157,+27.00
25,0,01920,Craig Parry,55.32,52,94,+35.00
26,0,20382,Stephen Leaney,55.30,73,132,+40.00
27,0,01249,John Daly,54.81,74,135,+28.00
28,0,20157,Retief Goosen,54.64,53,97,+13.00
29,0,01381,Fred Funk,54.60,89,163,+49.00
30,0,06004,Stephen Ames,54.55,84,154,+54.00
31,0,22293,Heath Slocum,54.26,70,129,+49.00
32,0,10860,Justin Leonard,54.01,74,137,+36.00
33,0,20433,Mark Hensby,53.98,95,176,+45.00
34,0,12760,Danny Ellis,53.97,68,126,+38.00
35,0,23541,Ben Crane,53.79,78,145,+44.00
36,0,01887,Mark O'Meara,53.68,51,95,+45.00
36,0,10423,Mike Weir,53.68,73,136,+43.00
38,0,08793,Tiger Woods,53.47,54,101,+26.00
39,0,10201,Matt Gogel,53.33,72,135,+57.00
39,0,06595,Kevin Sutherland,53.33,72,135,+41.00
41,0,23135,Tim Clark,53.28,65,122,+42.00
42,0,07363,Craig Bowden,53.06,78,147,+63.00
43,0,19824,Craig Barlow,52.94,72,136,+40.00
44,0,01329,Brad Faxon,52.90,82,155,+63.00
45,0,25345,Carl Pettersson,52.87,83,157,+38.00
46,0,08075,Jerry Kelly,52.80,85,161,+52.00
47,0,07749,Brett Quigley,52.74,77,146,+40.00
48,0,25686,Jason Dufner,52.54,62,118,+51.00
49,0,01157,Tom Byrum,52.48,74,141,+53.00
50,0,06332,Neal Lancaster,52.44,86,164,+49.00
51,0,12602,Dean Wilson,52.38,88,168,+42.00
52,0,01161,Mark Calcavecchia,52.27,69,132,+45.00
53,0,20850,Daniel Chopra,52.17,96,184,+50.00
53,0,23983,Luke Donald,52.17,60,115,+25.00
53,0,19846,Brian Gay,52.17,84,161,+57.00
56,0,21893,Brian Kortan,52.13,49,94,+24.00
57,0,12660,Jesper Parnevik,51.92,81,156,+32.00
