RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,02206,David Toms,83.33,5,6
2,0,01219,John Cook,71.43,5,7
3,0,08075,Jerry Kelly,66.67,6,9
4,0,23614,Rich Beem,63.64,7,11
4,0,19881,Robert Damron,63.64,7,11
4,0,01761,Len Mattiace,63.64,7,11
4,0,01945,Kenny Perry,63.64,7,11
8,0,01553,John Huston,62.50,5,8
8,0,12753,David Morland IV,62.50,10,16
8,0,24361,Pat Perez,62.50,5,8
11,0,01320,Bob Estes,57.14,4,7
11,0,10201,Matt Gogel,57.14,4,7
13,0,01203,Russ Cochran,55.56,5,9
13,0,23325,Vaughn Taylor,55.56,5,9
15,0,20634,Peter Lonard,54.55,6,11
16,0,19846,Brian Gay,53.85,7,13
17,0,01361,Dan Forsman,50.00,6,12
17,0,20433,Mark Hensby,50.00,7,14
17,0,26420,Richard Johnson,50.00,9,18
17,0,12680,Shigeki Maruyama,50.00,6,12
17,0,12682,Hirofumi Miyase,50.00,5,10
17,0,01920,Craig Parry,50.00,2,4
17,0,10912,Craig Perks,50.00,3,6
17,0,20645,John Senden,50.00,8,16
17,0,22293,Heath Slocum,50.00,5,10
17,0,02106,Chris Smith,50.00,10,20
17,0,02246,Duffy Waldorf,50.00,5,10
17,0,10423,Mike Weir,50.00,8,16
29,0,12660,Jesper Parnevik,47.83,11,23
30,0,08931,Glen Day,46.67,7,15
30,0,01378,David Frost,46.67,7,15
30,0,02214,Kirk Triplett,46.67,7,15
33,0,25345,Carl Pettersson,46.15,6,13
34,0,01161,Mark Calcavecchia,45.45,5,11
34,0,01527,Scott Hoch,45.45,5,11
34,0,24024,Zach Johnson,45.45,5,11
34,0,01797,Rocco Mediate,45.45,5,11
34,0,23621,Rory Sabbatini,45.45,5,11
39,0,21209,Sergio Garcia,44.44,4,9
39,0,01810,Phil Mickelson,44.44,4,9
39,0,25237,Kevin Muncrief,44.44,4,9
39,0,01938,David Peoples,44.44,4,9
43,0,01685,J.L. Lewis,42.86,6,14
43,0,01941,Tom Pernice Jr.,42.86,6,14
43,0,01968,Nick Price,42.86,3,7
46,0,10885,Robert Allenby,41.67,5,12
46,0,01042,Paul Azinger,41.67,5,12
46,0,20850,Daniel Chopra,41.67,10,24
46,0,10107,Deane Pappas,41.67,5,12
46,0,06567,Vijay Singh,41.67,10,24
46,0,26287,Roland Thatcher,41.67,5,12
46,0,02223,Bob Tway,41.67,5,12
53,0,23552,Hank Kuehne,40.74,11,27
54,0,07223,Brian Bateman,40.00,4,10
54,0,12510,Chad Campbell,40.00,6,15
54,0,01261,Jay Delsing,40.00,6,15
54,0,10733,Kent Jones,40.00,6,15
54,0,11032,Frank Lickliter II,40.00,6,15
54,0,21949,Joe Ogilvie,40.00,4,10
54,0,23320,Ryan Palmer,40.00,6,15
54,0,02002,John Riegger,40.00,4,10
54,0,22548,Patrick Sheehan,40.00,6,15
54,0,02101,Joey Sindelar,40.00,4,10
54,0,10425,Jay Williamson,40.00,8,20
65,0,21731,Freddie Jacobson,39.13,9,23
66,0,19825,Darren Clarke,38.46,5,13
66,0,01707,Steve Lowery,38.46,5,13
68,0,20663,Brenden Pappas,38.10,8,21
69,0,19824,Craig Barlow,37.50,6,16
69,0,24290,D.J. Brigman,37.50,3,8
69,0,24925,Jonathan Byrd,37.50,3,8
69,0,08881,Tripp Isenhour,37.50,3,8
73,0,01249,John Daly,36.84,7,19
73,0,01619,Skip Kendall,36.84,7,19
73,0,01926,Steve Pate,36.84,7,19
76,0,01035,Tommy Armour III,36.36,8,22
76,0,23338,David Gossett,36.36,4,11
76,0,10860,Justin Leonard,36.36,4,11
79,0,20029,Notah Begay III,35.71,5,14
79,0,19972,José Coceres,35.71,5,14
79,0,08835,Kris Cox,35.71,5,14
79,0,01329,Brad Faxon,35.71,5,14
79,0,12645,Brent Geiberger,35.71,5,14
79,0,08537,J.P. Hayes,35.71,5,14
79,0,02239,Scott Verplank,35.71,5,14
86,0,25900,Lucas Glover,35.29,6,17
86,0,12782,Tim Herron,35.29,6,17
88,0,01024,Billy Andrade,33.33,4,12
88,0,01139,Olin Browne,33.33,2,6
88,0,06251,Chris DiMarco,33.33,1,3
88,0,25686,Jason Dufner,33.33,2,6
88,0,06621,Joe Durant,33.33,3,9
88,0,01381,Fred Funk,33.33,3,9
88,0,01473,Todd Hamilton,33.33,4,12
88,0,23063,Scott Hend,33.33,5,15
88,0,21961,Charles Howell III,33.33,6,18
88,0,20094,Jonathan Kaye,33.33,4,12
88,0,01666,Bernhard Langer,33.33,1,3
88,0,24781,Hunter Mahan,33.33,4,12
88,0,22046,Geoff Ogilvy,33.33,2,6
88,0,20572,Rod Pampling,33.33,5,15
88,0,20127,Chris Riley,33.33,6,18
88,0,02104,Jeff Sluman,33.33,3,9
88,0,20580,Andre Stolz,33.33,3,9
105,0,25396,Kevin Na,31.82,7,22
106,0,20593,Greg Chalmers,31.25,5,16
106,0,07457,Steve Flesch,31.25,5,16
106,0,08339,Spike McRoy,31.25,5,16
109,0,12823,Carlos Franco,30.77,4,13
109,0,21805,Harrison Frazar,30.77,4,13
109,0,06332,Neal Lancaster,30.77,4,13
