RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,1,39324,J.J. Spaun,60.93%,92,151,-0.05
2,-1,50095,Austin Smotherman,60.27%,44,73,-0.11
3,0,48081,Xander Schauffele,56.90%,99,174,-0.12
4,1,54591,Ben Griffin,56.33%,129,229,-0.09
5,1,35310,Lanto Griffin,56.10%,69,123,-0.10
6,-2,45242,Kevin Yu,55.65%,69,124,-0.09
7,0,47988,Nick Hardy,55.33%,83,150,-0.13
8,2,34076,Joel Dahmen,55.29%,94,170,-0.05
9,-1,46414,Aaron Rai,55.22%,127,230,-0.10
10,6,52955,Ludvig Åberg,55.10%,81,147,-0.21
11,-2,29535,Brice Garnett,54.92%,67,122,-0.09
12,1,39975,Michael Kim,54.89%,73,133,-0.21
13,2,30163,Henrik Norlander,54.78%,63,115,E
14,-3,39546,Keith Mitchell,54.72%,87,159,-0.16
15,-3,27139,David Skinns,54.66%,88,161,-0.16
16,-2,52215,Robert MacIntyre,54.49%,85,156,-0.15
17,0,37212,Paul Barjon,54.12%,46,85,+0.02
18,1,28237,Rory McIlroy,53.97%,68,126,-0.13
19,-1,47420,Jake Knapp,53.70%,87,162,-0.07
20,0,27064,Jhonattan Vegas,53.57%,60,112,-0.13
21,5,46442,Maverick McNealy,53.54%,106,198,-0.13
22,-1,34587,Chan Kim,53.50%,84,157,-0.04
23,-1,51997,Andrew Novak,53.40%,102,191,-0.12
24,-1,32367,Jorge Campillo,53.23%,66,124,-0.17
25,3,36699,Patrick Rodgers,53.16%,101,190,-0.16
26,-2,46046,Scottie Scheffler,52.99%,71,134,-0.06
27,-2,57366,Cameron Young,52.87%,83,157,-0.06
28,-1,49960,Sepp Straka,52.80%,85,161,-0.09
29,4,54576,Patrick Fishburn,52.34%,56,107,-0.09
30,-1,52666,Sami Valimaki,52.29%,80,153,-0.18
31,3,40026,Daniel Berger,52.05%,76,146,-0.11
32,6,56149,Wilson Furr,52.04%,51,98,-0.04
33,-2,37378,Min Woo Lee,52.00%,65,125,-0.06
34,1,26476,Chez Reavie,51.97%,79,152,-0.08
35,-3,33948,Byeong Hun An,51.94%,67,129,-0.15
36,-6,31323,Gary Woodland,51.90%,82,158,-0.18
37,-1,40006,Erik van Rooyen,51.61%,80,155,-0.11
38,-1,46340,Alex Smalley,51.59%,65,126,E
39,0,51070,Vincent Norrman,51.52%,51,99,+0.16
40,3,50484,Hayden Springer,51.33%,58,113,-0.07
41,0,33141,Keegan Bradley,51.19%,86,168,-0.14
42,-2,36884,Ben Kohles,51.09%,117,229,-0.09
43,1,29725,Tony Finau,50.90%,85,167,-0.14
43,-1,54628,Lee Hodges,50.90%,113,222,-0.07
45,1,48867,Matti Schmid,50.76%,67,132,-0.06
46,7,34255,Joseph Bramlett,50.67%,76,150,-0.13
47,0,51977,Max Greyserman,50.64%,79,156,-0.19
48,0,40250,Taylor Pendrith,50.63%,81,160,-0.11
49,1,47663,Kevin Dougherty,50.51%,50,99,-0.06
50,1,25493,Nick Taylor,50.50%,101,200,-0.11
51,-2,34256,Andrew Putnam,50.41%,124,246,-0.09
52,0,46717,Viktor Hovland,50.39%,65,129,-0.22
53,2,51890,Greyson Sigg,50.28%,91,181,-0.09
54,0,31646,Emiliano Grillo,50.24%,104,207,-0.08
55,0,60004,Jacob Bridgeman,50.00%,63,126,-0.10
55,-10,51349,Nico Echavarria,50.00%,90,180,-0.17
55,16,52375,Doug Ghim,50.00%,97,194,-0.11
55,6,33399,Adam Hadwin,50.00%,95,190,-0.08
55,0,35532,Tom Hoge,50.00%,120,240,-0.13
55,0,33204,Shane Lowry,50.00%,85,170,-0.07
55,0,37275,Sam Ryder,50.00%,72,144,-0.19
55,0,27214,Kevin Streelman,50.00%,56,112,-0.05
63,10,49947,Taylor Moore,49.76%,105,211,-0.05
64,2,27129,Luke List,49.67%,76,153,-0.13
65,5,50497,Adrien Dumont de Chassart,49.63%,67,135,-0.09
66,-4,48319,Tom Whitney,49.58%,59,119,-0.12
67,-4,32070,Rafael Campos,49.54%,54,109,-0.13
67,-4,52453,Nicolai Højgaard,49.54%,54,109,-0.11
69,-4,39971,Sungjae Im,49.48%,95,192,-0.12
70,-4,48117,Kurt Kitayama,49.34%,75,152,-0.12
70,-4,48153,Matthieu Pavon,49.34%,75,152,-0.12
72,-3,36871,Matt NeSmith,49.30%,70,142,-0.04
73,1,36801,Mark Hubbard,49.18%,120,244,-0.03
73,-1,24024,Zach Johnson,49.18%,60,122,-0.12
75,1,52513,Carson Young,49.17%,89,181,-0.13
76,13,34021,Bud Cauley,49.09%,54,110,-0.07
77,-2,34099,Harris English,48.96%,94,192,-0.15
78,5,60067,Joe Highsmith,48.80%,61,125,-0.23
79,-1,39997,Corey Conners,48.69%,93,191,-0.09
80,-1,34046,Jordan Spieth,48.67%,73,150,-0.05
81,-4,47983,Chad Ramey,48.59%,86,177,-0.16
82,-2,56630,Akshay Bhatia,48.48%,96,198,-0.11
83,-2,28089,Jason Day,48.41%,76,157,-0.04
84,-2,36799,Stephan Jaeger,48.40%,91,188,-0.09
85,-1,29420,Billy Horschel,48.31%,86,178,-0.13
86,-1,37455,Si Woo Kim,48.18%,106,220,-0.15
87,0,32839,Hideki Matsuyama,47.88%,79,165,-0.10
88,3,38991,Alejandro Tosti,47.86%,56,117,-0.21
89,-1,46113,Ryan McCormick,47.83%,55,115,-0.05
90,0,59143,Mac Meissner,47.62%,70,147,-0.11
91,9,52372,Cameron Champ,47.44%,37,78,-0.22
92,0,59866,Nick Dunlap,47.40%,73,154,-0.12
93,13,48887,Matt Wallace,47.31%,79,167,-0.06
94,-1,57975,Harry Hall,47.30%,70,148,-0.13
95,0,40162,Justin Lower,47.27%,104,220,-0.09
96,2,28775,Nate Lashley,47.24%,77,163,-0.08
97,-11,55893,Sam Stevens,47.13%,74,157,-0.04
98,-4,35450,Patrick Cantlay,47.06%,64,136,-0.05
99,2,51287,Ryo Hisatsune,47.03%,95,202,-0.06
100,-4,57362,Austin Eckroat,46.98%,101,215,-0.06
101,-4,51696,Rico Hoey,46.92%,61,130,-0.13
102,-3,40058,Zac Blair,46.77%,116,248,-0.09
103,1,40115,Adam Svensson,46.69%,113,242,-0.03
104,-2,23108,Matt Kuchar,46.67%,91,195,-0.11
105,-2,58168,Davis Thompson,46.63%,90,193,-0.07
106,-1,30911,Tommy Fleetwood,46.41%,84,181,-0.07
107,0,35506,Mackenzie Hughes,46.29%,106,229,-0.13
108,5,33486,Roger Sloan,46.09%,59,128,-0.03
109,1,36326,David Lipsky,46.04%,64,139,-0.17
110,1,28252,Seamus Power,45.97%,97,211,-0.15
111,-3,27936,Martin Laird,45.89%,67,146,-0.06
112,7,49771,J.T. Poston,45.88%,89,194,-0.02
113,20,32333,Kevin Tway,45.71%,48,105,-0.17
113,-1,55454,Carl Yuan,45.71%,48,105,-0.02
115,-6,25900,Lucas Glover,45.63%,94,206,-0.06
116,-2,39327,Ben Silverman,45.51%,76,167,-0.08
117,-2,33968,Thorbjørn Olesen,45.30%,53,117,-0.04
118,-2,33448,Justin Thomas,45.27%,67,148,-0.15
119,-2,55708,Hayden Buckley,45.19%,61,135,+0.07
119,-2,22405,Justin Rose,45.19%,61,135,-0.08
121,-1,27349,Alex Noren,44.91%,75,167,-0.11
122,0,32102,Rickie Fowler,44.87%,70,156,-0.09
122,0,29936,Ryan Fox,44.87%,70,156,-0.07
124,0,59095,Chris Gotterup,44.83%,65,145,-0.02
125,0,51634,Sahith Theegala,44.81%,95,212,-0.03
126,-6,27644,Brian Harman,44.75%,98,219,-0.17
127,0,33653,Thomas Detry,44.71%,76,170,-0.17
128,1,54421,Garrick Higgo,44.70%,59,132,-0.08
129,-1,55182,Tom Kim,44.67%,88,197,-0.15
130,0,34563,Chesson Hadley,44.53%,61,137,-0.11
131,0,48084,Wesley Bryan,44.44%,32,72,-0.16
131,0,40098,Matt Fitzpatrick,44.44%,68,153,-0.19
131,11,32757,Patton Kizzire,44.44%,56,126,-0.04
134,-8,28420,Ryan Brehm,44.34%,47,106,-0.04
135,0,50188,S.H. Kim,44.29%,97,219,-0.07
136,-3,51766,Wyndham Clark,44.12%,60,136,-0.27
137,-1,50493,Justin Suh,43.92%,65,148,-0.06
138,-1,47504,Sam Burns,43.75%,70,160,-0.27
138,-1,24502,Adam Scott,43.75%,63,144,-0.14
140,-1,26596,Ryan Moore,43.71%,73,167,E
140,-1,47679,Victor Perez,43.71%,66,151,-0.12
142,-1,45609,Tyler Duncan,43.65%,55,126,-0.05
143,1,29221,Webb Simpson,43.56%,44,101,-0.02
144,8,48699,Callum Tarren,43.33%,52,120,-0.02
145,-2,45157,Cam Davis,43.17%,79,183,-0.09
146,-1,59836,Pierceson Coody,42.97%,55,128,-0.09
147,-1,39977,Max Homa,42.78%,83,194,-0.22
148,-1,45522,Christiaan Bezuidenhout,42.64%,84,197,-0.20
149,-1,35461,Beau Hossler,42.62%,78,183,-0.05
150,-1,34374,Erik Barnes,42.61%,49,115,E
151,-1,47483,Will Zalatoris,42.41%,67,158,-0.16
152,-1,59442,Parker Coody,42.24%,49,116,-0.10
153,4,57900,Chandler Phillips,41.94%,78,186,-0.15
154,1,47995,Davis Riley,41.83%,64,153,-0.05
155,-2,54783,Dylan Wu,41.76%,71,170,-0.03
156,0,12716,Charley Hoffman,41.38%,60,145,E
157,2,47591,Eric Cole,41.35%,98,237,-0.11
158,0,32791,K.H. Lee,41.18%,63,153,-0.05
158,-4,32640,Troy Merritt,41.18%,56,136,+0.02
158,3,52374,Brandon Wu,41.18%,70,170,-0.09
161,-1,32366,Kevin Chappell,41.00%,41,100,-0.12
162,0,27649,Brandt Snedeker,40.76%,64,157,+0.02
163,3,46441,Robby Shelton,40.59%,69,170,-0.16
164,0,47993,Denny McCarthy,40.57%,86,212,-0.17
165,-2,60767,Blaine Hale Jr.,39.77%,35,88,+0.06
166,-1,29908,C.T. Pan,39.61%,61,154,-0.08
167,0,47347,Adam Schenk,39.56%,72,182,-0.08
168,0,30927,Brendon Todd,39.32%,116,295,-0.13
169,0,50525,Collin Morikawa,39.27%,75,191,-0.21
170,0,30926,Chris Kirk,39.10%,61,156,-0.08
171,8,51894,Vince Whaley,39.06%,50,128,-0.06
172,-1,29478,Kevin Kisner,38.58%,49,127,-0.08
173,0,34098,Russell Henley,38.38%,71,185,-0.14
174,-3,52514,Trace Crowe,38.28%,49,128,-0.04
175,3,27770,Camilo Villegas,38.14%,45,118,-0.07
176,-2,47806,Raul Pereda,38.10%,40,105,-0.15
177,-2,23320,Ryan Palmer,37.93%,33,87,-0.09
178,-2,33408,Tyson Alexander,37.76%,54,143,-0.07
179,-2,27330,Josh Teater,37.63%,35,93,+0.17
180,0,34466,Peter Malnati,37.18%,58,156,-0.07
181,0,35617,Martin Trainer,36.36%,36,99,-0.06
182,0,48119,Ben Taylor,33.86%,43,127,-0.02
183,0,55789,Taylor Montgomery,31.82%,42,132,-0.07
184,0,22371,Aaron Baddeley,30.65%,57,186,-0.18
