RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
102,0,29476,Kyle Reifers,.056,4.143,74
103,0,23548,Bill Lunde,.052,3.480,67
104,0,23353,J.J. Henry,.051,3.592,71
105,0,33122,Russell Knox,.049,2.739,56
106,0,25345,Carl Pettersson,.041,3.252,80
107,0,30926,Chris Kirk,.032,2.725,85
108,0,20104,Ken Duke,.019,1.726,90
109,0,25892,Steve Wheatcroft,.001,.053,42
110,0,20098,Stuart Appleby,-.003,-.193,65
111,0,27302,Garth Mulroy,-.004,-.200,46
112,0,21753,Brian Davis,-.012,-.980,79
112,0,27064,Jhonattan Vegas,-.012,-.801,69
114,0,27095,Nick Watney,-.016,-1.186,76
115,0,08075,Jerry Kelly,-.018,-1.288,73
116,0,26758,David Hearn,-.022,-1.899,88
117,0,26951,Johnson Wagner,-.027,-2.055,76
118,0,12510,Chad Campbell,-.040,-2.890,73
118,0,19970,Robert Karlsson,-.040,-1.648,41
120,0,28093,Miguel Angel Carballo,-.042,-2.378,57
121,0,22621,Ben Curtis,-.044,-2.100,48
121,0,30944,Jason Kokrak,-.044,-3.041,69
123,0,28307,Matt Every,-.051,-3.280,64
124,0,31558,J.J. Killeen,-.063,-5.272,84
125,0,27120,Troy Matteson,-.066,-5.454,83
126,0,21731,Freddie Jacobson,-.071,-3.126,44
127,0,25457,Alexandre Rocha,-.083,-4.136,50
128,0,27060,John Mallinger,-.086,-5.389,63
129,0,31202,William McGirt,-.092,-7.244,79
130,0,27895,Jonas Blixt,-.100,-6.377,64
131,0,01810,Phil Mickelson,-.103,-6.207,60
132,0,01797,Rocco Mediate,-.106,-6.156,58
133,0,22371,Aaron Baddeley,-.108,-5.945,55
133,0,30750,Tommy Gainey,-.108,-9.737,90
135,0,24507,Jason Bohn,-.110,-7.249,66
136,0,24663,Y.E. Yang,-.118,-5.682,48
137,0,21407,Arjun Atwal,-.132,-8.710,66
138,0,22378,Trevor Immelman,-.140,-7.967,57
139,0,24490,George McNeill,-.149,-10.591,71
140,0,26287,Roland Thatcher,-.156,-6.858,44
141,0,23983,Luke Donald,-.188,-9.030,48
142,0,27556,Ted Potter Jr.,-.191,-11.657,61
143,0,26300,Matt Jones,-.192,-8.429,44
144,0,20160,Charlie Wi,-.197,-14.398,73
145,0,30852,Ryo Ishikawa,-.199,-7.355,37
146,0,29926,Danny Lee,-.202,-11.906,59
147,0,22961,David Mathis,-.203,-14.000,69
148,0,22582,Kyle Thompson,-.204,-7.538,37
149,0,27466,Spencer Levin,-.207,-13.640,66
150,0,26851,Marc Leishman,-.209,-15.899,76
151,0,28308,Troy Kelly,-.211,-10.762,51
152,0,25562,Andres Romero,-.216,-11.652,54
153,0,33120,Mark Anderson,-.217,-13.208,61
154,0,24925,Jonathan Byrd,-.220,-12.333,56
155,0,12652,Cameron Beckman,-.226,-15.619,69
156,0,27963,Chris Stroud,-.236,-17.723,75
157,0,25632,Jimmy Walker,-.243,-22.157,91
158,0,25396,Kevin Na,-.255,-16.586,65
158,0,21878,Mark Wilson,-.255,-17.341,68
160,0,27649,Brandt Snedeker,-.276,-17.939,65
161,0,06004,Stephen Ames,-.277,-10.809,39
162,0,10213,Dicky Pride,-.287,-14.070,49
163,0,24846,Ricky Barnes,-.290,-23.740,82
164,0,23325,Vaughn Taylor,-.327,-20.913,64
165,0,20593,Greg Chalmers,-.335,-25.134,75
166,0,19846,Brian Gay,-.364,-28.376,78
167,0,06251,Chris DiMarco,-.371,-26.699,72
168,0,32150,Michael Thompson,-.375,-24.391,65
169,0,10860,Justin Leonard,-.401,-27.240,68
170,0,10885,Robert Allenby,-.449,-29.663,66
171,0,01320,Bob Estes,-.454,-29.521,65
172,0,22548,Patrick Sheehan,-.468,-20.613,44
173,0,23718,Nathan Green,-.479,-27.318,57
174,0,20229,Stewart Cink,-.485,-26.174,54
175,0,20850,Daniel Chopra,-.489,-21.024,43
176,0,23409,James Driscoll,-.525,-36.735,70
177,0,23542,Tommy Biershenk,-.551,-31.964,58
178,0,20070,Matt Bettencourt,-.558,-33.488,60
179,0,30711,Colt Knost,-.566,-37.942,67
180,0,30927,Brendon Todd,-.570,-35.903,63
181,0,06034,Marco Dawson,-.606,-27.876,46
182,0,27974,Sung Kang,-.628,-38.918,62
183,0,23800,Bryce Molder,-.632,-44.880,71
184,0,20623,Gavin Coles,-.676,-38.525,57
185,0,27797,Derek Lamely,-.754,-42.203,56
186,0,22348,Nick O'Hern,-.860,-58.494,68
187,0,21350,Ryuji Imada,-.919,-63.427,69
188,0,01941,Tom Pernice Jr.,-.921,-47.890,52
189,0,23903,Stephen Gangluff,-.932,-40.090,43
190,0,29222,Billy Hurley III,-.967,-55.126,57
191,0,01116,Michael Bradley,-1.146,-63.020,55
