RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,25804,Bubba Watson,1.485,75.741,51
2,0,28237,Rory McIlroy,1.072,42.860,40
3,0,32334,Charlie Beljan,.797,34.259,43
3,0,24358,Robert Garrigus,.797,58.998,74
5,0,30110,Kyle Stanley,.786,54.985,70
6,0,30925,Dustin Johnson,.720,38.176,53
7,0,33141,Keegan Bradley,.680,48.285,71
8,0,26289,Boo Weekley,.668,38.763,58
9,0,20396,Lee Westwood,.628,25.137,40
10,0,22913,John Rollins,.627,44.522,71
11,0,24502,Adam Scott,.605,24.786,41
12,0,27141,J.B. Holmes,.585,45.664,78
13,0,27330,Josh Teater,.570,47.287,83
14,0,25686,Jason Dufner,.553,35.384,64
14,0,08793,Tiger Woods,.553,26.521,48
16,0,29420,Billy Horschel,.546,26.227,48
17,0,28455,Will Claxton,.524,45.055,86
18,0,20645,John Senden,.503,31.197,62
19,0,27436,Graham DeLaet,.500,35.465,71
20,0,26329,Louis Oosthuizen,.496,24.291,49
21,0,25572,Graeme McDowell,.490,18.636,38
22,0,23320,Ryan Palmer,.485,34.446,71
23,0,25818,Scott Piercy,.476,40.905,86
24,0,24924,Bill Haas,.472,28.790,61
25,0,32102,Rickie Fowler,.458,30.216,66
26,0,23623,Bo Van Pelt,.450,29.258,65
27,0,06567,Vijay Singh,.435,35.270,81
28,0,28475,Jeff Overton,.434,39.940,92
29,0,24781,Hunter Mahan,.400,25.582,64
30,0,30692,Scott Stallings,.393,26.707,68
31,0,34174,John Huh,.391,33.219,85
32,0,11123,Chris Couch,.377,20.378,54
33,0,27936,Martin Laird,.374,20.210,54
34,0,26331,Charl Schwartzel,.356,14.227,40
35,0,29289,S.Y. Noh,.355,30.167,85
35,0,22405,Justin Rose,.355,18.813,53
37,0,26679,Kevin Stadler,.351,24.572,70
38,0,21209,Sergio Garcia,.346,15.215,44
39,0,21528,Henrik Stenson,.343,14.402,42
40,0,27644,Brian Harman,.337,29.631,88
41,0,20691,Greg Owen,.336,25.836,77
42,0,12716,Charley Hoffman,.334,25.388,76
43,0,32698,Bobby Gates,.331,25.168,76
44,0,31323,Gary Woodland,.320,16.972,53
45,0,01724,Jeff Maggert,.287,22.381,78
46,0,34099,Harris English,.286,24.844,87
47,0,23135,Tim Clark,.285,14.250,50
48,0,01249,John Daly,.272,10.343,38
48,0,06522,Ernie Els,.272,17.687,65
50,0,24140,Sean O'Hair,.255,19.416,76
51,0,22293,Heath Slocum,.248,18.631,75
52,0,23621,Rory Sabbatini,.247,17.806,72
53,0,32200,Roberto Castro,.244,18.317,75
54,0,29910,Blake Adams,.237,20.843,88
55,0,32366,Kevin Chappell,.228,16.427,72
56,0,10809,Jim Furyk,.225,14.613,65
57,0,29221,Webb Simpson,.222,14.636,66
58,0,24494,Erik Compton,.215,13.728,64
59,0,08725,Tom Gillis,.207,14.285,69
60,0,01706,Davis Love III,.206,10.709,52
61,0,27933,John Merrick,.202,14.537,72
62,0,25834,Daniel Summerhays,.200,13.607,68
63,0,20848,Ángel Cabrera,.198,7.320,37
63,0,06573,Brandt Jobe,.198,8.903,45
65,0,33419,Cameron Tringale,.195,15.021,77
66,0,20766,Padraig Harrington,.193,8.669,45
67,0,28087,Kris Blanks,.192,11.517,60
68,0,24138,Ian Poulter,.186,7.070,38
69,0,23638,Brendon de Jonge,.185,18.822,102
70,0,29479,Scott Brown,.170,8.689,51
70,0,23204,Gary Christian,.170,12.716,75
72,0,26596,Ryan Moore,.163,13.234,81
73,0,22046,Geoff Ogilvy,.158,8.674,55
74,0,12782,Tim Herron,.152,11.559,76
75,0,02206,David Toms,.131,5.764,44
76,0,26476,Chez Reavie,.125,8.255,66
77,0,24604,Hunter Haas,.123,6.384,52
78,0,28089,Jason Day,.121,5.669,47
79,0,06527,Steve Stricker,.116,6.257,54
80,0,24024,Zach Johnson,.112,8.270,74
81,0,23108,Matt Kuchar,.110,7.285,66
81,0,27214,Kevin Streelman,.110,8.443,77
83,0,21805,Harrison Frazar,.108,5.198,48
83,0,20574,Mathew Goggin,.108,5.967,55
85,0,29478,Kevin Kisner,.106,5.610,53
85,0,35139,Richard Lee,.106,6.015,57
87,0,23541,Ben Crane,.102,6.343,62
88,0,24361,Pat Perez,.099,6.840,69
89,0,21961,Charles Howell III,.098,7.561,77
90,0,23788,D.J. Trahan,.088,5.446,62
91,0,29518,Brendan Steele,.084,5.363,64
92,0,01766,Billy Mayfair,.080,6.244,78
92,0,27770,Camilo Villegas,.080,5.812,73
94,0,28500,Martin Flores,.077,6.294,82
95,0,28259,Sangmoon Bae,.069,3.957,57
96,0,25240,D.A. Points,.067,5.398,80
97,0,34021,Bud Cauley,.065,5.936,91
98,0,24357,K.J. Choi,.064,3.577,56
99,0,06036,Scott Dunlap,.062,2.864,46
100,0,20572,Rod Pampling,.061,4.195,69
101,0,24940,Edward Loar,.059,2.535,43
