RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,47959,Bryson DeChambeau,$1748250,6993000
2,0,46046,Scottie Scheffler,$1538335,29228357
3,0,48081,Xander Schauffele,$835696,18385320
4,0,28237,Rory McIlroy,$573357,10893790
5,0,32839,Hideki Matsuyama,$562898,11257969
6,0,51766,Wyndham Clark,$519115,10901416
7,0,52955,Ludvig Åberg,$491677,9833547
8,0,50525,Collin Morikawa,$381071,8383572
9,0,59141,Matt McCarty,$341585,1366340
10,0,35450,Patrick Cantlay,$330524,6279965
11,0,51634,Sahith Theegala,$325931,8474215
12,0,33141,Keegan Bradley,$312702,6879455
13,0,33204,Shane Lowry,$304794,6095881
14,0,37250,Romain Langasque,$295425,590850
15,0,47504,Sam Burns,$294563,6185830
16,0,46717,Viktor Hovland,$288545,4616727
17,0,48153,Matthieu Pavon,$276548,5254412
18,0,34098,Russell Henley,$267419,5080969
19,0,33948,Byeong Hun An,$266893,5871643
20,0,54218,Yuta Sugiura,$266050,266050
21,0,30926,Chris Kirk,$263528,6061136
22,0,33448,Justin Thomas,$261178,5223561
23,0,29725,Tony Finau,$259385,5706467
24,0,24502,Adam Scott,$250167,4753172
25,0,30911,Tommy Fleetwood,$242587,4609158
26,0,39971,Sungjae Im,$241777,6286205
27,0,27644,Brian Harman,$226164,5201770
28,0,29420,Billy Horschel,$219012,5037278
29,0,34360,Patrick Reed,$218794,437587
30,0,45522,Christiaan Bezuidenhout,$218538,5026363
31,0,52215,Robert MacIntyre,$216015,5400384
32,0,49771,J.T. Poston,$210864,5271598
33,0,35891,Cameron Smith,$207774,831096
34,0,47483,Will Zalatoris,$207696,4569320
35,0,28089,Jason Day,$205876,4117518
36,0,56630,Akshay Bhatia,$205573,5344905
37,0,21209,Sergio Garcia,$204640,409279
38,0,45734,John Catlin,$202700,202700
39,0,34363,Tyrrell Hatton,$198645,1191868
40,0,55955,Matthew Jordan,$195442,390883
41,0,57366,Cameron Young,$193201,4057224
42,0,33974,Dean Burmester,$192242,576727
43,0,40250,Taylor Pendrith,$191914,4797854
44,0,49960,Sepp Straka,$191712,4601079
