RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,02010,Loren Roberts,1.43,24,1674
2,0,20127,Chris Riley,1.56,28,1800
3,0,06522,Ernie Els,1.61,18,1116
4,0,02223,Bob Tway,1.80,32,1782
5,0,10860,Justin Leonard,1.95,33,1692
6,0,01920,Craig Parry,2.01,25,1242
7,0,01887,Mark O'Meara,2.02,24,1188
7,0,01968,Nick Price,2.02,24,1188
9,0,01024,Billy Andrade,2.03,35,1728
10,0,01619,Skip Kendall,2.04,37,1818
11,0,23541,Ben Crane,2.06,33,1602
12,0,02206,David Toms,2.07,38,1836
13,0,06373,José María Olazábal,2.08,24,1152
13,0,22913,John Rollins,2.08,45,2160
15,0,01457,Jay Haas,2.11,30,1422
16,0,10117,Bob Heintz,2.12,26,1224
16,0,01928,Corey Pavin,2.12,29,1368
18,0,01329,Brad Faxon,2.16,33,1530
18,0,01378,David Frost,2.16,35,1620
20,0,02239,Scott Verplank,2.20,36,1638
21,0,12826,Paul Claxton,2.21,33,1494
22,0,10809,Jim Furyk,2.22,34,1530
23,0,06573,Brandt Jobe,2.30,39,1692
24,0,06567,Vijay Singh,2.31,40,1728
25,0,01938,David Peoples,2.33,44,1890
26,0,06643,Paul Goydos,2.36,28,1188
26,0,12680,Shigeki Maruyama,2.36,37,1566
26,0,01766,Billy Mayfair,2.36,40,1692
29,0,20157,Retief Goosen,2.37,23,972
29,0,23353,J.J. Henry,2.37,46,1944
31,0,20593,Greg Chalmers,2.38,39,1638
31,0,10425,Jay Williamson,2.38,39,1638
33,0,21209,Sergio Garcia,2.39,31,1296
34,0,01569,Peter Jacobsen,2.40,29,1206
34,0,06078,Esteban Toledo,2.40,44,1836
36,0,06251,Chris DiMarco,2.41,46,1908
37,0,02246,Duffy Waldorf,2.43,38,1566
38,0,07721,Pat Bates,2.44,40,1638
39,0,02101,Joey Sindelar,2.45,45,1836
40,0,01313,Steve Elkington,2.46,35,1422
40,0,01381,Fred Funk,2.46,47,1908
42,0,01042,Paul Azinger,2.47,28,1134
43,0,24925,Jonathan Byrd,2.48,42,1692
43,0,20572,Rod Pampling,2.48,42,1692
45,0,10201,Matt Gogel,2.49,34,1368
46,0,20105,Jeff Gove,2.50,40,1602
47,0,01185,Brandel Chamblee,2.51,38,1512
47,0,10213,Dicky Pride,2.51,23,918
49,0,01549,Mike Hulbert,2.52,24,954
49,0,02104,Jeff Sluman,2.52,53,2106
51,0,10107,Deane Pappas,2.53,40,1584
52,0,01527,Scott Hoch,2.54,32,1260
52,0,20094,Jonathan Kaye,2.54,37,1458
54,0,01320,Bob Estes,2.55,40,1566
54,0,08075,Jerry Kelly,2.55,45,1764
56,0,06350,Bob May,2.56,41,1602
57,0,08545,Glen Hnatiuk,2.57,43,1674
58,0,01941,Tom Pernice Jr.,2.58,46,1782
59,0,08931,Glen Day,2.59,48,1854
60,0,06809,Bob Burns,2.60,45,1728
61,0,10649,Tom Scherrer,2.63,45,1710
62,0,01307,Joel Edwards,2.64,48,1818
63,0,01098,Jay Don Blake,2.65,50,1890
63,0,12663,Phil Tataurangi,2.65,40,1512
65,0,10457,Frank Nobilo,2.66,45,1692
66,0,07003,David Berganio Jr.,2.67,38,1422
66,0,01666,Bernhard Langer,2.67,26,972
66,0,01771,Blaine McCallister,2.67,36,1350
69,0,01142,Bart Bryant,2.69,32,1188
70,0,06197,Michael Allen,2.70,36,1332
70,0,24937,Jess Daley,2.70,37,1368
70,0,23125,Brad Elder,2.70,36,1332
70,0,20566,Kaname Yokoo,2.70,35,1296
74,0,06498,Matt Peterson,2.71,39,1440
75,0,01139,Olin Browne,2.72,51,1872
76,0,23800,Bryce Molder,2.73,31,1134
77,0,09011,David Duval,2.74,37,1350
77,0,02214,Kirk Triplett,2.74,39,1422
79,0,01132,Mark Brooks,2.75,46,1674
79,0,12823,Carlos Franco,2.75,52,1890
79,0,10733,Kent Jones,2.75,51,1854
79,0,06332,Neal Lancaster,2.75,50,1818
83,0,20098,Stuart Appleby,2.78,47,1692
83,0,19824,Craig Barlow,2.78,29,1044
83,0,01175,Jim Carter,2.78,49,1764
83,0,06012,Greg Kraft,2.78,42,1512
83,0,01677,Tom Lehman,2.78,35,1260
83,0,22046,Geoff Ogilvy,2.78,43,1548
83,0,20548,Hidemichi Tanaka,2.78,51,1836
83,0,08793,Tiger Woods,2.78,34,1224
91,0,11011,Mike Sposa,2.80,55,1962
92,0,21633,Steve Allan,2.81,46,1638
92,0,12782,Tim Herron,2.81,50,1782
92,0,01706,Davis Love III,2.81,44,1566
95,0,01388,Robert Gamez,2.82,35,1242
95,0,08993,Franklin Langham,2.82,35,1242
97,0,21961,Charles Howell III,2.83,57,2016
98,0,01723,Andrew Magee,2.84,45,1584
98,0,06595,Kevin Sutherland,2.84,46,1620
100,0,01927,Dennis Paulson,2.87,45,1566
100,0,01948,Tim Petrovic,2.87,46,1602
102,0,20229,Stewart Cink,2.90,46,1584
102,0,19846,Brian Gay,2.90,60,2070
102,0,20502,Michael Long,2.90,37,1278
105,0,23108,Matt Kuchar,2.91,43,1476
106,0,10565,Ian Leggatt,2.93,49,1674
106,0,20634,Peter Lonard,2.93,49,1674
108,0,01599,Steve Jones,2.94,36,1224
108,0,02110,Jerry Smith,2.94,46,1566
110,0,01361,Dan Forsman,2.95,43,1458
110,0,10585,Scott McCarron,2.95,52,1764
112,0,01475,Donnie Hammond,2.96,32,1080
112,0,22293,Heath Slocum,2.96,49,1656
114,0,01219,John Cook,2.98,44,1476
115,0,08339,Spike McRoy,2.99,36,1206
116,0,06004,Stephen Ames,3.00,47,1566
116,0,08537,J.P. Hayes,3.00,41,1368
118,0,12510,Chad Campbell,3.01,59,1962
118,0,01553,John Huston,3.01,52,1728
118,0,01577,Lee Janzen,3.01,52,1728
121,0,12645,Brent Geiberger,3.02,50,1656
122,0,23614,Rich Beem,3.04,52,1710
122,0,23135,Tim Clark,3.04,40,1314
122,0,23903,Stephen Gangluff,3.04,41,1350
125,0,11032,Frank Lickliter II,3.06,49,1602
126,0,19958,Miguel Angel Jiménez,3.07,32,1044
126,0,01810,Phil Mickelson,3.07,52,1692
128,0,20498,Briny Baird,3.09,60,1944
129,0,10885,Robert Allenby,3.10,53,1710
129,0,02002,John Riegger,3.10,48,1548
129,0,02133,Craig Stadler,3.10,38,1224
132,0,24357,K.J. Choi,3.12,50,1602
133,0,12652,Cameron Beckman,3.14,48,1530
134,0,23983,Luke Donald,3.15,59,1872
135,0,21805,Harrison Frazar,3.16,50,1584
136,0,06575,Dudley Hart,3.17,48,1512
137,0,23623,Bo Van Pelt,3.21,45,1404
138,0,08375,Paul Stankowski,3.23,57,1764
139,0,01226,Fred Couples,3.24,35,1080
140,0,20043,Edward Fryatt,3.26,54,1656
140,0,08633,Per-Ulrik Johansson,3.26,51,1566
140,0,06527,Steve Stricker,3.26,37,1134
143,0,01761,Len Mattiace,3.30,63,1908
144,0,12660,Jesper Parnevik,3.31,50,1512
