RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
145,0,08123,Jeff Brehaut,3.32,52,1566
145,0,20095,Carl Paulson,3.32,49,1476
147,0,12388,Michael Clark II,3.33,57,1710
147,0,01797,Rocco Mediate,3.33,45,1350
147,0,21949,Joe Ogilvie,3.33,30,900
147,0,01926,Steve Pate,3.33,36,1080
151,0,19817,Michael Muehr,3.36,43,1278
151,0,02245,Grant Waite,3.36,58,1728
153,0,06617,Brian Henninger,3.37,40,1188
154,0,19972,José Coceres,3.38,31,918
154,0,01707,Steve Lowery,3.38,56,1656
154,0,06515,Shaun Micheel,3.38,59,1746
157,0,01157,Tom Byrum,3.39,47,1386
158,0,08553,Lee Porter,3.41,54,1584
159,0,06315,Pete Jordan,3.42,48,1404
160,0,01249,John Daly,3.46,38,1098
160,0,02099,Scott Simpson,3.46,38,1098
162,0,20574,Mathew Goggin,3.47,40,1152
162,0,06613,Tommy Tolles,3.47,40,1152
164,0,10423,Mike Weir,3.50,58,1656
165,0,19881,Robert Damron,3.52,52,1476
166,0,01724,Jeff Maggert,3.55,53,1494
167,0,20645,John Senden,3.58,60,1674
168,0,21806,Paul Gow,3.59,62,1728
168,0,02322,Richard Zokol,3.59,33,918
170,0,07457,Steve Flesch,3.60,68,1890
171,0,07749,Brett Quigley,3.62,60,1656
172,0,07223,Brian Bateman,3.66,60,1638
173,0,20663,Brenden Pappas,3.67,41,1116
174,0,06621,Joe Durant,3.68,57,1548
175,0,07867,Woody Austin,3.70,66,1782
176,0,01203,Russ Cochran,3.73,45,1206
177,0,12753,David Morland IV,3.74,39,1044
178,0,20029,Notah Begay III,3.75,50,1332
179,0,01035,Tommy Armour III,3.77,55,1458
180,0,01374,Robin Freeman,3.78,51,1350
181,0,02257,Brian Watts,3.81,37,972
182,0,24361,Pat Perez,3.83,60,1566
183,0,01514,Eduardo Herrera,3.86,41,1062
183,0,01945,Kenny Perry,3.86,66,1710
185,0,01161,Mark Calcavecchia,3.94,56,1422
186,0,21259,Jason Hill,4.14,44,1062
186,0,06016,Brad Lardon,4.14,44,1062
188,0,08535,Gary Nicklaus,4.21,50,1188
189,0,08881,Tripp Isenhour,4.25,52,1224
189,0,01685,J.L. Lewis,4.25,75,1764
189,0,23177,Kenneth Staton,4.25,78,1836
192,0,02106,Chris Smith,4.28,77,1800
193,0,01014,Fulton Allem,4.34,50,1152
193,0,10912,Craig Perks,4.34,68,1566
193,0,23621,Rory Sabbatini,4.34,50,1152
196,0,06036,Scott Dunlap,4.40,57,1296
197,0,20436,Garrett Willis,4.42,62,1404
198,0,23338,David Gossett,4.48,75,1674
199,0,23322,Brett Wetterich,4.85,76,1566
200,0,02170,Hal Sutton,4.87,64,1314
201,0,10962,Bradley Hughes,5.56,60,1080
202,0,26289,Boo Weekley,5.65,58,1026
