RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,06373,José María Olazábal,.62,2,324
2,0,02246,Duffy Waldorf,.93,4,432
3,0,06522,Ernie Els,1.04,3,288
4,0,02010,Loren Roberts,1.11,5,450
5,0,01549,Mike Hulbert,1.17,4,342
6,0,20157,Retief Goosen,1.19,3,252
7,0,20566,Kaname Yokoo,1.28,6,468
8,0,01920,Craig Parry,1.32,5,378
9,0,10860,Justin Leonard,1.39,6,432
10,0,06498,Matt Peterson,1.50,7,468
11,0,01313,Steve Elkington,1.52,6,396
12,0,01024,Billy Andrade,1.53,8,522
13,0,20572,Rod Pampling,1.59,8,504
14,0,02104,Jeff Sluman,1.61,9,558
15,0,01771,Blaine McCallister,1.65,8,486
15,0,20127,Chris Riley,1.65,8,486
17,0,20593,Greg Chalmers,1.67,9,540
18,0,10585,Scott McCarron,1.71,8,468
19,0,08931,Glen Day,1.72,9,522
20,0,19972,José Coceres,1.74,5,288
21,0,21949,Joe Ogilvie,1.75,6,342
22,0,01887,Mark O'Meara,1.77,7,396
23,0,02101,Joey Sindelar,1.79,10,558
24,0,06575,Dudley Hart,1.85,8,432
24,0,01723,Andrew Magee,1.85,9,486
24,0,02133,Craig Stadler,1.85,7,378
24,0,20548,Hidemichi Tanaka,1.85,10,540
24,0,02223,Bob Tway,1.85,9,486
29,0,06567,Vijay Singh,1.92,9,468
30,0,01329,Brad Faxon,1.93,8,414
30,0,10201,Matt Gogel,1.93,8,414
30,0,01928,Corey Pavin,1.93,8,414
33,0,01527,Scott Hoch,1.94,7,360
34,0,01968,Nick Price,1.96,6,306
35,0,07721,Pat Bates,1.98,10,504
36,0,19846,Brian Gay,2.02,12,594
36,0,01457,Jay Haas,2.02,8,396
36,0,02214,Kirk Triplett,2.02,8,396
39,0,06332,Neal Lancaster,2.04,11,540
39,0,01938,David Peoples,2.04,11,540
39,0,01941,Tom Pernice Jr.,2.04,11,540
42,0,01042,Paul Azinger,2.05,7,342
42,0,21209,Sergio Garcia,2.05,7,342
44,0,08993,Franklin Langham,2.08,9,432
44,0,10213,Dicky Pride,2.08,6,288
46,0,12826,Paul Claxton,2.11,11,522
47,0,23800,Bryce Molder,2.12,8,378
48,0,10565,Ian Leggatt,2.14,10,468
49,0,01249,John Daly,2.16,7,324
50,0,01378,David Frost,2.18,11,504
51,0,22913,John Rollins,2.19,13,594
52,0,23125,Brad Elder,2.22,10,450
52,0,20105,Jeff Gove,2.22,12,540
52,0,06617,Brian Henninger,2.22,8,360
55,0,01132,Mark Brooks,2.30,12,522
55,0,23983,Luke Donald,2.30,12,522
55,0,10457,Frank Nobilo,2.30,12,522
58,0,10809,Jim Furyk,2.31,10,432
59,0,22293,Heath Slocum,2.33,13,558
60,0,11032,Frank Lickliter II,2.35,11,468
61,0,01381,Fred Funk,2.38,12,504
62,0,21961,Charles Howell III,2.41,13,540
62,0,01619,Skip Kendall,2.41,13,540
64,0,12680,Shigeki Maruyama,2.42,10,414
65,0,12388,Michael Clark II,2.43,14,576
