RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,25450,Ty Tryon,133.1,536554000,112
2,0,01810,Phil Mickelson,134.9,621724000,128
3,0,21209,Sergio Garcia,135.2,442834000,91
4,0,23552,Hank Kuehne,135.4,633870000,130
5,0,12661,Todd Barranger,135.5,926740000,190
6,0,06617,Brian Henninger,136.7,570912000,116
7,0,20098,Stuart Appleby,137.5,698123000,141
8,0,20593,Greg Chalmers,138.0,1052915000,212
9,0,19846,Brian Gay,138.1,914728000,184
10,0,20634,Peter Lonard,138.3,791652000,159
11,0,23614,Rich Beem,138.8,704796000,141
12,0,23125,Brad Elder,138.9,540055000,108
12,0,11011,Mike Sposa,138.9,710274000,142
14,0,19824,Craig Barlow,139.2,926827000,185
15,0,10107,Deane Pappas,139.3,706836000,141
16,0,08375,Paul Stankowski,139.9,680061000,135
17,0,06567,Vijay Singh,140.0,569351000,113
18,0,12645,Brent Geiberger,140.1,433826000,86
19,0,12782,Tim Herron,140.5,895003000,177
20,0,01249,John Daly,140.6,561749000,111
20,0,22892,Jason Gore,140.6,891042000,176
22,0,23034,Brent Schwarzrock,140.7,577621000,114
22,0,10425,Jay Williamson,140.7,891435000,176
24,0,01388,Robert Gamez,141.0,989868000,195
24,0,01707,Steve Lowery,141.0,715496000,141
26,0,10733,Kent Jones,141.1,589110000,116
27,0,25031,Andy Miller,141.4,860100000,169
28,0,10565,Ian Leggatt,141.5,687839000,135
29,0,12705,Cliff Kresge,141.6,841250000,165
30,0,21633,Steve Allan,141.8,525793000,103
30,0,07223,Brian Bateman,141.8,668746000,131
30,0,01577,Lee Janzen,141.8,668817000,131
33,0,12652,Cameron Beckman,141.9,791740000,155
34,0,01161,Mark Calcavecchia,142.1,711302000,139
35,0,01035,Tommy Armour III,142.2,634814000,124
36,0,06004,Stephen Ames,142.5,785106000,153
37,0,01569,Peter Jacobsen,142.7,693481000,135
38,0,21961,Charles Howell III,143.0,818364000,159
39,0,12602,Dean Wilson,143.2,752767000,146
40,0,07749,Brett Quigley,143.4,784816000,152
41,0,25345,Carl Pettersson,143.5,893568000,173
42,0,24357,K.J. Choi,143.6,925618000,179
42,0,06332,Neal Lancaster,143.6,1023434000,198
42,0,23177,Kenneth Staton,143.6,708177000,137
45,0,20663,Brenden Pappas,143.7,977733000,189
46,0,06034,Marco Dawson,143.8,719569000,139
46,0,10912,Craig Perks,143.8,833243000,161
48,0,06527,Steve Stricker,143.9,678515000,131
49,0,07101,Dave Stockton Jr.,144.0,891765000,172
50,0,02106,Chris Smith,144.2,960548000,185
51,0,24502,Adam Scott,144.3,420712000,81
52,0,01175,Jim Carter,144.6,1035635000,199
53,0,01307,Joel Edwards,144.7,729380000,140
54,0,01024,Billy Andrade,144.8,891281000,171
54,0,22295,Darron Stiles,144.8,928069000,178
56,0,21805,Harrison Frazar,144.9,813856000,156
56,0,01945,Kenny Perry,144.9,651935000,125
58,0,12510,Chad Campbell,145.0,762331000,146
58,0,06621,Joe Durant,145.0,840172000,161
58,0,01320,Bob Estes,145.0,699674000,134
61,0,24925,Jonathan Byrd,145.1,893375000,171
61,0,07941,Mike Grob,145.1,893020000,171
61,0,01968,Nick Price,145.1,522181000,100
64,0,20229,Stewart Cink,145.2,847068000,162
64,0,20940,Kenichi Kuboya,145.2,1034976000,198
64,0,22046,Geoff Ogilvy,145.2,700209000,134
67,0,01361,Dan Forsman,145.3,737585000,141
67,0,20574,Mathew Goggin,145.3,888963000,170
67,0,20568,Anthony Painter,145.3,1035934000,198
67,0,23621,Rory Sabbatini,145.3,920853000,176
71,0,20121,Todd Fischer,145.4,1031452000,197
71,0,26950,John Morgan,145.4,889622000,170
71,0,20095,Carl Paulson,145.4,1068040000,204
71,0,25692,Akio Sadakata,145.4,879413000,168
75,0,01132,Mark Brooks,145.5,932344000,178
75,0,21806,Paul Gow,145.5,628376000,120
75,0,02246,Duffy Waldorf,145.5,727855000,139
78,0,07867,Woody Austin,145.6,849103000,162
78,0,20572,Rod Pampling,145.6,654983000,125
80,0,20094,Jonathan Kaye,145.7,792083000,151
81,0,24361,Pat Perez,145.8,975944000,186
82,0,20498,Briny Baird,145.9,882367000,168
82,0,23541,Ben Crane,145.9,861611000,164
82,0,08931,Glen Day,145.9,887853000,169
82,0,22913,John Rollins,145.9,682955000,130
82,0,02104,Jeff Sluman,145.9,777521000,148
87,0,01797,Rocco Mediate,146.0,688569000,131
87,0,02170,Hal Sutton,146.0,630868000,120
89,0,08123,Jeff Brehaut,146.3,963963000,183
90,0,23338,David Gossett,146.4,1001485000,190
90,0,08633,Per-Ulrik Johansson,146.4,975177000,185
92,0,24356,Jason Buha,146.7,655008000,124
92,0,01619,Skip Kendall,146.7,823651000,156
92,0,01941,Tom Pernice Jr.,146.7,881854000,167
92,0,21878,Mark Wilson,146.7,918895000,174
96,0,23983,Luke Donald,146.8,877554000,166
97,0,10201,Matt Gogel,146.9,782426000,148
97,0,20436,Garrett Willis,146.9,1026157000,194
99,0,19881,Robert Damron,147.0,925850000,175
100,0,22293,Heath Slocum,147.3,1135003000,214
100,0,08793,Tiger Woods,147.3,482633000,91
102,0,26489,Cameron Yancey,147.4,742701000,140
103,0,01329,Brad Faxon,147.5,844086000,159
104,0,10885,Robert Allenby,147.7,595660000,112
105,0,10213,Dicky Pride,147.9,654907000,123
106,0,01666,Bernhard Langer,148.0,580765000,109
107,0,12823,Carlos Franco,148.1,954200000,179
108,0,01098,Jay Don Blake,148.2,720296000,135
109,0,08725,Tom Gillis,148.3,720556000,135
109,0,12662,Thomas Levet,148.3,885958000,166
111,0,06575,Dudley Hart,148.4,651751000,122
111,0,01723,Andrew Magee,148.4,764139000,143
113,0,19825,Darren Clarke,148.5,400951000,75
113,0,01226,Fred Couples,148.5,443571000,83
115,0,23108,Matt Kuchar,148.6,684730000,128
115,0,08339,Spike McRoy,148.6,1107572000,207
117,0,23656,Jason Caron,148.8,857202000,160
118,0,12660,Jesper Parnevik,149.0,933033000,174
118,0,22548,Patrick Sheehan,149.0,1008615000,188
118,0,02239,Scott Verplank,149.0,788659000,147
121,0,06573,Brandt Jobe,149.2,676955000,126
122,0,21739,Aaron Barber,149.3,940619000,175
122,0,12680,Shigeki Maruyama,149.3,741723000,138
124,0,01457,Jay Haas,149.5,737395000,137
124,0,01724,Jeff Maggert,149.5,807558000,150
124,0,06515,Shaun Micheel,149.5,984639000,183
127,0,11032,Frank Lickliter II,149.6,985298000,183
128,0,20029,Notah Begay III,149.7,1018537000,189
128,0,23135,Tim Clark,149.7,716820000,133
130,0,01378,David Frost,149.8,792915000,147
130,0,23353,J.J. Henry,149.8,987095000,183
132,0,12388,Michael Clark II,149.9,750007000,139
133,0,01761,Len Mattiace,150.0,820921000,152
133,0,10585,Scott McCarron,150.0,631908000,117
133,0,02002,John Riegger,150.0,458950000,85
136,0,01677,Tom Lehman,150.1,762101000,141
136,0,10423,Mike Weir,150.1,561823000,104
138,0,06595,Kevin Sutherland,150.2,746302000,138
139,0,06643,Paul Goydos,150.3,898448000,166
139,0,08337,Mike Heinen,150.3,908895000,168
141,0,02206,David Toms,150.5,650076000,120
142,0,23036,Chris Anderson,150.7,938295000,173
143,0,06251,Chris DiMarco,150.8,808732000,149
144,0,06581,David Sutherland,151.0,744617000,137
145,0,06522,Ernie Els,151.1,397055000,73
146,0,19972,José Coceres,151.3,789606000,145
146,0,20623,Gavin Coles,151.3,778801000,143
146,0,20566,Kaname Yokoo,151.3,746258000,137
149,0,22621,Ben Curtis,151.4,784733000,144
149,0,08075,Jerry Kelly,151.4,817426000,150
149,0,12755,Vance Veazey,151.4,839528000,154
152,0,20771,Steven Alker,151.5,905377000,166
152,0,01157,Tom Byrum,151.5,921435000,169
152,0,08537,J.P. Hayes,151.5,774477000,142
155,0,20628,Arron Oberholser,151.7,737347000,135
156,0,02049,Gene Sauers,151.8,1071222000,196
157,0,20472,Alex Cejka,152.0,831917000,152
158,0,07721,Pat Bates,152.1,1034967000,189
159,0,20099,Doug Barron,152.2,1052038000,192
159,0,20573,Scott Laycock,152.2,761419000,139
161,0,06475,Jeff Klein,152.3,871941000,159
161,0,01948,Tim Petrovic,152.3,888245000,162
163,0,01553,John Huston,152.4,608855000,111
164,0,01928,Corey Pavin,152.5,834731000,152
165,0,01938,David Peoples,152.6,884347000,161
166,0,20157,Retief Goosen,152.8,390554000,71
167,0,22371,Aaron Baddeley,152.9,638550000,116
168,0,26420,Richard Johnson,153.2,882409000,160
169,0,20127,Chris Riley,153.4,751098000,136
170,0,02223,Bob Tway,153.6,807353000,146
171,0,01685,J.L. Lewis,153.8,1002400000,181
171,0,20548,Hidemichi Tanaka,153.8,1013328000,183
173,0,08545,Glen Hnatiuk,153.9,1013986000,183
174,0,01042,Paul Azinger,154.1,821175000,148
174,0,06809,Bob Burns,154.1,942996000,170
176,0,08547,John Maginnes,154.2,899467000,162
177,0,10860,Justin Leonard,154.3,550001000,99
178,0,02214,Kirk Triplett,154.8,674513000,121
179,0,20645,John Senden,154.9,1014814000,182
180,0,01706,Davis Love III,155.1,569656000,102
181,0,01766,Billy Mayfair,155.7,958192000,171
181,0,06078,Esteban Toledo,155.7,1182592000,211
183,0,01139,Olin Browne,155.8,1054421000,188
184,0,10809,Jim Furyk,155.9,706999000,126
184,0,02101,Joey Sindelar,155.9,870189000,155
186,0,02010,Loren Roberts,156.7,727859000,129
187,0,07457,Steve Flesch,157.7,998912000,176
188,0,01381,Fred Funk,158.1,950617000,167
189,0,01475,Donnie Hammond,158.6,1101737000,193
190,0,01887,Mark O'Meara,159.7,684188000,119
