RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,06567,Vijay Singh,63.61,388,610
2,0,01810,Phil Mickelson,60.64,248,409
3,0,01203,Russ Cochran,60.00,177,295
4,0,06621,Joe Durant,59.86,176,294
5,0,02106,Chris Smith,59.70,354,593
6,0,21209,Sergio Garcia,59.68,222,372
7,0,26287,Roland Thatcher,58.64,190,324
8,0,12823,Carlos Franco,58.21,326,560
9,0,20498,Briny Baird,57.81,274,474
10,0,01927,Dennis Paulson,57.40,225,392
11,0,20645,John Senden,56.83,262,461
12,0,07457,Steve Flesch,56.46,284,503
13,0,02246,Duffy Waldorf,56.43,180,319
14,0,22405,Justin Rose,56.07,217,387
15,0,10885,Robert Allenby,56.05,241,430
15,0,22046,Geoff Ogilvy,56.05,250,446
17,0,21961,Charles Howell III,55.98,281,502
18,0,02002,John Riegger,55.94,160,286
19,0,20378,Mathias Grönberg,55.67,280,503
20,0,01577,Lee Janzen,55.56,240,432
21,0,06332,Neal Lancaster,55.52,337,607
22,0,08385,Omar Uresti,55.49,177,319
23,0,07223,Brian Bateman,55.44,209,377
24,0,06197,Michael Allen,55.04,284,516
25,0,01677,Tom Lehman,55.00,154,280
26,0,01948,Tim Petrovic,54.88,298,543
27,0,21633,Steve Allan,54.55,306,561
28,0,21959,Ted Purdy,54.39,254,467
29,0,24290,D.J. Brigman,54.31,208,383
30,0,10585,Scott McCarron,54.29,228,420
31,0,20628,Arron Oberholser,54.26,172,317
32,0,23552,Hank Kuehne,54.25,338,623
33,0,01706,Davis Love III,54.18,227,419
34,0,01127,Danny Briggs,54.10,211,390
35,0,02101,Joey Sindelar,53.94,253,469
36,0,20157,Retief Goosen,53.82,155,288
37,0,01249,John Daly,53.76,279,519
38,0,12652,Cameron Beckman,53.69,240,447
39,0,12510,Chad Campbell,53.52,251,469
40,0,12782,Tim Herron,53.50,260,486
41,0,06522,Ernie Els,53.44,194,363
42,0,06251,Chris DiMarco,53.36,230,431
43,0,12660,Jesper Parnevik,53.24,255,479
44,0,01226,Fred Couples,53.16,160,301
45,0,23621,Rory Sabbatini,53.14,262,493
46,0,10107,Deane Pappas,53.08,207,390
47,0,08793,Tiger Woods,52.93,235,444
48,0,06004,Stephen Ames,52.92,245,463
49,0,01945,Kenny Perry,52.90,210,397
50,0,21878,Mark Wilson,52.89,128,242
51,0,23623,Bo Van Pelt,52.78,266,504
52,0,24781,Hunter Mahan,52.73,261,495
53,0,20850,Daniel Chopra,52.70,322,611
54,0,20548,Hidemichi Tanaka,52.62,181,344
55,0,25900,Lucas Glover,52.55,237,451
56,0,24361,Pat Perez,52.46,256,488
57,0,20098,Stuart Appleby,52.44,215,410
58,0,01553,John Huston,52.43,140,267
59,0,20229,Stewart Cink,52.42,293,559
60,0,02206,David Toms,52.38,198,378
61,0,01139,Olin Browne,52.16,169,324
62,0,23541,Ben Crane,52.07,239,459
63,0,02104,Jeff Sluman,51.96,225,433
64,0,24357,K.J. Choi,51.92,230,443
65,0,01388,Robert Gamez,51.90,259,499
66,0,20663,Brenden Pappas,51.80,388,749
67,0,07867,Woody Austin,51.77,249,481
68,0,25345,Carl Pettersson,51.71,272,526
