RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,32070,Rafael Campos,26.15,17,65
2,0,34098,Russell Henley,25.86,30,116
3,0,12716,Charley Hoffman,24.37,29,119
4,0,31420,Anirban Lahiri,24.10,20,83
5,0,28252,Seamus Power,23.40,11,47
6,0,33410,Andrew Landry,23.17,19,82
7,0,33490,Bo Hoag,23.00,23,100
8,0,37455,Si Woo Kim,22.81,26,114
9,0,33448,Justin Thomas,21.93,25,114
10,0,40026,Daniel Berger,21.74,20,92
11,0,23108,Matt Kuchar,21.52,17,79
12,0,25364,Paul Casey,21.25,17,80
13,0,27349,Alex Noren,21.00,21,100
14,0,29926,Danny Lee,20.65,19,92
15,0,56762,Will Gordon,20.15,27,134
16,0,24924,Bill Haas,20.00,8,40
16,0,33413,Ben Martin,20.00,10,50
18,0,51766,Wyndham Clark,19.86,28,141
19,0,23320,Ryan Palmer,19.81,21,106
20,0,32150,Michael Thompson,19.78,18,91
21,0,40098,Matt Fitzpatrick,19.70,13,66
22,0,32791,K.H. Lee,19.48,30,154
23,0,46046,Scottie Scheffler,19.41,33,170
24,0,52375,Doug Ghim,19.35,18,93
25,0,49298,Kramer Hickok,19.23,10,52
26,0,29974,Branden Grace,19.19,19,99
27,0,31646,Emiliano Grillo,19.01,23,121
28,0,39953,Chase Seiffert,18.75,15,80
29,0,33419,Cameron Tringale,18.71,29,155
30,0,01810,Phil Mickelson,18.49,27,146
30,0,47483,Will Zalatoris,18.49,22,119
32,0,31323,Gary Woodland,18.48,17,92
33,0,23325,Vaughn Taylor,18.39,16,87
34,0,28420,Ryan Brehm,18.37,18,98
34,0,35891,Cameron Smith,18.37,18,98
36,0,34466,Peter Malnati,18.25,25,137
37,0,46550,Brandon Hagy,18.10,21,116
38,0,40042,Tyler McCumber,17.86,20,112
39,0,26851,Marc Leishman,17.81,13,73
40,0,27141,J.B. Holmes,17.70,20,113
41,0,48081,Xander Schauffele,17.65,18,102
41,0,24502,Adam Scott,17.65,18,102
43,0,32839,Hideki Matsuyama,17.56,23,131
44,0,56278,Matthew Wolff,17.53,17,97
45,0,32757,Patton Kizzire,17.50,28,160
45,0,27942,Rob Oppenheim,17.50,14,80
47,0,47959,Bryson DeChambeau,17.42,23,132
48,0,36699,Patrick Rodgers,17.37,29,167
49,0,47347,Adam Schenk,17.36,25,144
50,0,29725,Tony Finau,17.32,22,127
51,0,45157,Cam Davis,17.31,27,156
52,0,22056,Cameron Percy,17.27,19,110
53,0,52372,Cameron Champ,17.24,15,87
54,0,34076,Joel Dahmen,17.07,14,82
55,0,48045,Michael Gellerman,17.02,8,47
56,0,35450,Patrick Cantlay,16.83,17,101
56,0,27649,Brandt Snedeker,16.83,17,101
58,0,33141,Keegan Bradley,16.82,18,107
59,0,27064,Jhonattan Vegas,16.79,22,131
60,0,37189,Harold Varner III,16.67,21,126
61,0,46402,Talor Gooch,16.54,21,127
62,0,34256,Andrew Putnam,16.52,19,115
63,0,24140,Sean O'Hair,16.47,14,85
64,0,45486,Joaquin Niemann,16.46,27,164
65,0,25804,Bubba Watson,16.35,17,104
66,0,22371,Aaron Baddeley,16.33,8,49
67,0,39997,Corey Conners,16.22,18,111
67,0,27554,Scott Harrington,16.22,18,111
69,0,34264,Hudson Swafford,16.19,17,105
70,0,37275,Sam Ryder,16.16,16,99
71,0,46441,Robby Shelton,16.15,21,130
72,0,53165,Doc Redman,16.13,15,93
73,0,49766,Hank Lebioda,16.09,14,87
74,0,51894,Vince Whaley,16.00,20,125
75,0,34255,Joseph Bramlett,15.96,15,94
75,0,23621,Rory Sabbatini,15.96,15,94
77,0,39975,Michael Kim,15.79,18,114
78,0,34046,Jordan Spieth,15.75,23,146
79,0,26300,Matt Jones,15.65,23,147
80,0,35230,Nelson Ledesma,15.49,11,71
