RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,28237,Rory McIlroy,2.115,109.968,84.208,25.762,52
2,0,40098,Matt Fitzpatrick,1.792,86.035,65.650,20.385,48
3,0,47483,Will Zalatoris,1.767,100.723,100.913,-.188,57
4,0,33448,Justin Thomas,1.680,102.492,96.939,5.553,61
5,0,46046,Scottie Scheffler,1.677,110.666,97.362,13.304,66
6,0,39971,Sungjae Im,1.668,125.131,100.652,24.480,75
7,0,46970,Jon Rahm,1.656,91.104,70.938,20.167,55
8,0,48081,Xander Schauffele,1.652,94.177,74.616,19.561,57
9,0,35450,Patrick Cantlay,1.522,79.164,60.091,19.074,52
10,0,29725,Tony Finau,1.499,106.456,99.974,6.486,71
11,0,35891,Cameron Smith,1.433,70.204,42.601,27.604,49
12,0,47504,Sam Burns,1.390,95.934,57.804,38.130,69
13,0,39977,Max Homa,1.343,94.034,68.221,25.814,70
14,0,45486,Joaquin Niemann,1.274,73.896,77.447,-3.551,58
15,0,57366,Cameron Young,1.265,88.567,78.711,9.859,70
16,0,34098,Russell Henley,1.192,75.082,85.274,-10.190,63
17,0,33204,Shane Lowry,1.175,56.404,48.628,7.778,48
18,0,39997,Corey Conners,1.143,81.121,88.160,-7.037,71
19,0,47529,Mito Pereira,1.111,83.288,82.396,.891,75
20,0,39546,Keith Mitchell,1.074,77.349,62.271,15.079,72
21,0,33141,Keegan Bradley,1.053,69.502,65.100,4.403,66
21,0,49964,Aaron Wise,1.053,81.059,73.338,7.722,77
23,0,30911,Tommy Fleetwood,1.050,42.013,27.002,15.011,40
24,0,34363,Tyrrell Hatton,1.034,49.647,14.026,35.622,48
25,0,29420,Billy Horschel,1.031,56.702,32.066,24.636,55
26,0,46402,Talor Gooch,1.022,56.230,55.954,.275,55
27,0,32839,Hideki Matsuyama,1.015,57.876,59.492,-1.615,57
28,0,30926,Chris Kirk,.999,62.907,64.970,-2.061,63
29,0,50525,Collin Morikawa,.978,46.926,51.162,-4.237,48
30,0,34046,Jordan Spieth,.839,51.204,63.828,-12.624,61
31,0,47993,Denny McCarthy,.837,72.795,1.626,71.169,87
32,0,31323,Gary Woodland,.804,45.006,42.831,2.176,56
33,0,26851,Marc Leishman,.784,49.399,17.477,31.921,63
34,0,35532,Tom Hoge,.768,56.862,57.506,-.645,74
34,0,46717,Viktor Hovland,.768,43.019,21.247,21.773,56
36,0,23108,Matt Kuchar,.756,45.372,12.709,32.663,60
37,0,45522,Christiaan Bezuidenhout,.753,41.413,5.516,35.898,55
38,0,49771,J.T. Poston,.697,55.725,33.392,22.334,80
39,0,46442,Maverick McNealy,.683,49.867,16.737,33.131,73
40,0,21961,Charles Howell III,.680,31.972,41.153,-9.181,47
41,0,33399,Adam Hadwin,.678,51.493,41.837,9.658,76
42,0,40250,Taylor Pendrith,.619,36.503,41.960,-5.455,59
42,0,24502,Adam Scott,.619,39.006,21.435,17.573,63
44,0,27644,Brian Harman,.608,46.229,37.228,9.000,76
45,0,36801,Mark Hubbard,.600,32.998,19.847,13.154,55
46,0,47995,Davis Riley,.578,47.409,38.631,8.776,82
47,0,36699,Patrick Rodgers,.563,38.854,13.990,24.867,69
48,0,30692,Scott Stallings,.558,46.830,24.418,22.412,84
49,0,37189,Harold Varner III,.554,31.584,42.640,-11.056,57
50,0,35449,Adam Long,.553,41.995,11.410,30.587,76
51,0,28252,Seamus Power,.550,32.427,15.738,16.687,59
52,0,45157,Cam Davis,.542,41.187,33.892,7.295,76
53,0,30927,Brendon Todd,.519,36.337,-18.311,54.650,70
54,0,32640,Troy Merritt,.506,37.465,17.010,20.458,74
55,0,22405,Justin Rose,.505,19.187,2.083,17.104,38
56,0,27349,Alex Noren,.482,23.154,1.236,21.920,48
57,0,27129,Luke List,.476,30.436,87.726,-57.292,64
58,0,48822,Sebastián Muñoz,.470,32.443,37.005,-4.561,69
59,0,31646,Emiliano Grillo,.448,31.352,32.869,-1.515,70
60,0,34256,Andrew Putnam,.437,35.415,10.303,25.111,81
