RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,52955,Ludvig Ãberg,.00%,0,126,100.00
1,0,33408,Tyson Alexander,.00%,0,103,100.00
1,0,33141,Keegan Bradley,.00%,0,138,100.00
1,0,48084,Wesley Bryan,.00%,0,62,100.00
1,0,55708,Hayden Buckley,.00%,0,106,100.00
1,0,47504,Sam Burns,.00%,0,119,100.00
1,0,35450,Patrick Cantlay,.00%,0,101,100.00
1,0,32366,Kevin Chappell,.00%,0,89,100.00
1,0,28089,Jason Day,.00%,0,110,100.00
1,0,45609,Tyler Duncan,.00%,0,97,100.00
1,0,57362,Austin Eckroat,.00%,0,155,100.00
1,0,54576,Patrick Fishburn,.00%,0,112,100.00
1,0,40098,Matt Fitzpatrick,.00%,0,105,100.00
1,0,30911,Tommy Fleetwood,.00%,0,113,100.00
1,0,25900,Lucas Glover,.00%,0,149,100.00
1,0,54591,Ben Griffin,.00%,0,177,100.00
1,0,31646,Emiliano Grillo,.00%,0,156,100.00
1,0,57975,Harry Hall,.00%,0,136,100.00
1,0,60067,Joe Highsmith,.00%,0,113,100.00
1,0,54628,Lee Hodges,.00%,0,182,100.00
1,0,52453,Nicolai HÃ¸jgaard,.00%,0,101,100.00
1,0,35506,Mackenzie Hughes,.00%,0,147,100.00
1,0,39975,Michael Kim,.00%,0,107,100.00
1,0,30926,Chris Kirk,.00%,0,119,100.00
1,0,48117,Kurt Kitayama,.00%,0,139,100.00
1,0,23108,Matt Kuchar,.00%,0,134,100.00
1,0,33204,Shane Lowry,.00%,0,97,100.00
1,0,46113,Ryan McCormick,.00%,0,76,100.00
1,0,59143,Mac Meissner,.00%,0,121,100.00
1,0,50525,Collin Morikawa,.00%,0,141,100.00
1,0,36871,Matt NeSmith,.00%,0,140,100.00
1,0,27349,Alex Noren,.00%,0,95,100.00
1,0,30163,Henrik Norlander,.00%,0,94,100.00
1,0,51997,Andrew Novak,.00%,0,165,100.00
1,0,23320,Ryan Palmer,.00%,0,59,100.00
1,0,40250,Taylor Pendrith,.00%,0,146,100.00
1,0,47679,Victor Perez,.00%,0,131,100.00
1,0,49771,J.T. Poston,.00%,0,142,100.00
1,0,28252,Seamus Power,.00%,0,192,100.00
1,0,34256,Andrew Putnam,.00%,0,141,100.00
1,0,46414,Aaron Rai,.00%,0,128,100.00
1,0,22405,Justin Rose,.00%,0,89,100.00
1,0,46046,Scottie Scheffler,.00%,0,120,100.00
1,0,48867,Matti Schmid,.00%,0,113,100.00
1,0,24502,Adam Scott,.00%,0,92,100.00
1,0,50095,Austin Smotherman,.00%,0,86,100.00
1,0,27649,Brandt Snedeker,.00%,0,90,100.00
1,0,39324,J.J. Spaun,.00%,0,140,100.00
1,0,34046,Jordan Spieth,.00%,0,120,100.00
1,0,49960,Sepp Straka,.00%,0,124,100.00
