RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$120954766
2,0,01810,Phil Mickelson,$96572310
3,0,28237,Rory McIlroy,$80095557
4,0,30925,Dustin Johnson,$75417837
5,0,10809,Jim Furyk,$71507269
6,0,06567,Vijay Singh,$71236216
7,0,24502,Adam Scott,$63202992
8,0,22405,Justin Rose,$61819359
9,0,34046,Jordan Spieth,$60009379
10,0,23108,Matt Kuchar,$58758691
11,0,28089,Jason Day,$57013845
12,0,21209,Sergio Garcia,$54576690
13,0,33448,Justin Thomas,$54481804
14,0,46970,Jon Rahm,$51546651
15,0,06522,Ernie Els,$49385600
16,0,32102,Rickie Fowler,$48927572
17,0,24024,Zach Johnson,$48556493
18,0,25804,Bubba Watson,$48049778
19,0,29221,Webb Simpson,$45147277
20,0,01706,Davis Love III,$44959243
21,0,06527,Steve Stricker,$44936354
22,0,32839,Hideki Matsuyama,$44164196
23,0,20229,Stewart Cink,$43526864
24,0,36689,Brooks Koepka,$43044449
25,0,46046,Scottie Scheffler,$42565229
26,0,21961,Charles Howell III,$42025458
27,0,35450,Patrick Cantlay,$42023361
28,0,02206,David Toms,$41901709
29,0,27649,Brandt Snedeker,$40688452
30,0,33141,Keegan Bradley,$40542248
31,0,48081,Xander Schauffele,$38910322
32,0,34360,Patrick Reed,$38152515
33,0,25396,Kevin Na,$37819638
34,0,23983,Luke Donald,$37663042
35,0,29725,Tony Finau,$37379004
36,0,25364,Paul Casey,$36620072
37,0,23621,Rory Sabbatini,$36119041
38,0,26851,Marc Leishman,$35216825
39,0,29420,Billy Horschel,$35182660
40,0,25900,Lucas Glover,$34403451
41,0,10860,Justin Leonard,$33884793
42,0,26596,Ryan Moore,$33739917
43,0,23320,Ryan Palmer,$33493465
44,0,12716,Charley Hoffman,$33478884
45,0,31323,Gary Woodland,$33423884
46,0,27644,Brian Harman,$32897910
47,0,24357,K.J. Choi,$32803596
48,0,21528,Henrik Stenson,$32224921
49,0,01945,Kenny Perry,$32123130
50,0,20157,Retief Goosen,$31301518
51,0,24924,Bill Haas,$31011664
52,0,24781,Hunter Mahan,$30786458
53,0,22046,Geoff Ogilvy,$30626566
54,0,20098,Stuart Appleby,$29828521
55,0,27095,Nick Watney,$29253692
56,0,08075,Jerry Kelly,$29111709
57,0,29478,Kevin Kisner,$29109744
58,0,24361,Pat Perez,$28830160
59,0,35891,Cameron Smith,$28674213
60,0,25686,Jason Dufner,$28307325
61,0,26329,Louis Oosthuizen,$28246259
62,0,24138,Ian Poulter,$28209697
63,0,10423,Mike Weir,$28043420
64,0,34099,Harris English,$28020251
65,0,25632,Jimmy Walker,$27700957
66,0,02239,Scott Verplank,$27500225
67,0,10885,Robert Allenby,$27492076
68,0,47959,Bryson DeChambeau,$27479287
69,0,34098,Russell Henley,$26912221
70,0,12510,Chad Campbell,$26817362
71,0,46717,Viktor Hovland,$26689778
72,0,50525,Collin Morikawa,$26476135
73,0,27214,Kevin Streelman,$26471017
74,0,20766,Padraig Harrington,$26152855
75,0,30926,Chris Kirk,$26093406
76,0,27141,J.B. Holmes,$25831792
77,0,24140,Sean O'Hair,$25207957
78,0,19846,Brian Gay,$24242019
79,0,01161,Mark Calcavecchia,$24216436
80,0,23135,Tim Clark,$23942321
81,0,20396,Lee Westwood,$23864250
82,0,39971,Sungjae Im,$23613303
83,0,39977,Max Homa,$23610870
84,0,40026,Daniel Berger,$23598055
85,0,22371,Aaron Baddeley,$23433424
86,0,25818,Scott Piercy,$23427227
87,0,01226,Fred Couples,$22860334
88,0,27770,Camilo Villegas,$22787451
89,0,25345,Carl Pettersson,$22688674
90,0,06251,Chris DiMarco,$22656443
91,0,40098,Matt Fitzpatrick,$22259995
92,0,37455,Si Woo Kim,$22186822
93,0,27936,Martin Laird,$21916432
94,0,47504,Sam Burns,$21743793
95,0,23541,Ben Crane,$21738270
96,0,20645,John Senden,$21654648
97,0,01320,Bob Estes,$21628540
98,0,26476,Chez Reavie,$21533276
99,0,01677,Tom Lehman,$21509830
100,0,34363,Tyrrell Hatton,$21490243
101,0,23623,Bo Van Pelt,$21402289
102,0,01381,Fred Funk,$21310437
103,0,26331,Charl Schwartzel,$20958573
104,0,01968,Nick Price,$20576104
105,0,30944,Jason Kokrak,$20437410
106,0,24925,Jonathan Byrd,$20364341
107,0,30911,Tommy Fleetwood,$20325273
108,0,01766,Billy Mayfair,$20303642
109,0,29518,Brendan Steele,$20223613
110,0,33399,Adam Hadwin,$20213565
111,0,31646,Emiliano Grillo,$20086434
112,0,06004,Stephen Ames,$19718160
113,0,12782,Tim Herron,$19382388
114,0,23325,Vaughn Taylor,$19379410
115,0,01724,Jeff Maggert,$19364566
116,0,25572,Graeme McDowell,$19099776
117,0,09011,David Duval,$18983931
118,0,39997,Corey Conners,$18587015
119,0,01527,Scott Hoch,$18530156
120,0,30692,Scott Stallings,$18447246
121,0,22913,John Rollins,$18446947
122,0,07457,Steve Flesch,$18299945
123,0,21731,Freddie Jacobson,$18191698
124,0,25198,Francesco Molinari,$18166755
125,0,02104,Jeff Sluman,$18165266
126,0,01329,Brad Faxon,$17769249
127,0,33122,Russell Knox,$17360911
128,0,26300,Matt Jones,$17330501
129,0,33419,Cameron Tringale,$17310004
130,0,33204,Shane Lowry,$17129877
131,0,32366,Kevin Chappell,$17113272
132,0,30110,Kyle Stanley,$17073422
133,0,30927,Brendon Todd,$17035523
134,0,23353,J.J. Henry,$16925357
135,0,01797,Rocco Mediate,$16824617
