RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,01968,Nick Price,1.52,17,1116
2,0,06575,Dudley Hart,1.77,28,1584
3,0,01996,Mike Reid,1.85,25,1350
4,0,02294,Willie Wood,1.93,25,1296
5,0,01928,Corey Pavin,1.96,29,1476
6,0,02010,Loren Roberts,2.00,32,1602
7,0,01677,Tom Lehman,2.01,29,1440
7,0,02101,Joey Sindelar,2.01,26,1296
9,0,10809,Jim Furyk,2.03,35,1728
9,0,10860,Justin Leonard,2.03,38,1872
11,0,02146,Payne Stewart,2.04,25,1224
12,0,01706,Davis Love III,2.07,29,1404
13,0,06527,Steve Stricker,2.09,26,1242
14,0,01748,Doug Martin,2.14,37,1728
15,0,01927,Dennis Paulson,2.16,40,1854
15,0,06581,David Sutherland,2.16,35,1620
17,0,07101,Dave Stockton Jr.,2.18,35,1602
18,0,01329,Brad Faxon,2.20,25,1134
19,0,10585,Scott McCarron,2.21,35,1584
20,0,12663,Phil Tataurangi,2.27,29,1278
21,0,01378,David Frost,2.28,34,1494
21,0,06078,Esteban Toledo,2.28,44,1926
23,0,08993,Franklin Langham,2.30,41,1782
24,0,01175,Jim Carter,2.31,40,1728
24,0,20094,Jonathan Kaye,2.31,45,1944
26,0,01533,P.H. Horgan III,2.32,41,1764
27,0,01024,Billy Andrade,2.34,37,1584
28,0,01320,Bob Estes,2.37,46,1944
28,0,01385,Jim Gallagher Jr.,2.37,35,1476
28,0,01926,Steve Pate,2.37,41,1728
31,0,19881,Robert Damron,2.40,47,1962
32,0,08931,Glen Day,2.45,41,1674
33,0,01823,Larry Mize,2.46,31,1260
34,0,06595,Kevin Sutherland,2.49,43,1728
35,0,01761,Len Mattiace,2.52,44,1746
36,0,20098,Stuart Appleby,2.53,41,1620
36,0,08537,J.P. Hayes,2.53,41,1620
36,0,02218,Ted Tryba,2.53,50,1980
39,0,01943,Chris Perry,2.55,55,2160
40,0,01093,Ronnie Black,2.58,26,1008
41,0,06315,Pete Jordan,2.59,42,1620
41,0,02170,Hal Sutton,2.59,42,1620
43,0,20229,Stewart Cink,2.60,43,1656
43,0,01920,Craig Parry,2.60,30,1152
45,0,10962,Bradley Hughes,2.61,47,1800
46,0,08547,John Maginnes,2.63,43,1638
47,0,01527,Scott Hoch,2.64,47,1782
47,0,10423,Mike Weir,2.64,48,1818
49,0,06014,Eric Booker,2.65,43,1620
49,0,01619,Skip Kendall,2.65,50,1890
51,0,01098,Jay Don Blake,2.66,44,1656
51,0,12782,Tim Herron,2.66,46,1728
51,0,01569,Peter Jacobsen,2.66,35,1314
54,0,01510,Nolan Henke,2.68,40,1494
55,0,10649,Tom Scherrer,2.69,45,1674
56,0,01549,Mike Hulbert,2.70,49,1818
57,0,06062,Charles Raulerson,2.72,50,1836
58,0,01797,Rocco Mediate,2.74,40,1458
58,0,08793,Tiger Woods,2.74,37,1350
60,0,12645,Brent Geiberger,2.75,51,1854
60,0,06012,Greg Kraft,2.75,47,1710
60,0,10457,Frank Nobilo,2.75,42,1530
