RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01876,Greg Norman,23.15,225,972
2,0,01226,Fred Couples,21.99,281,1278
2,0,01378,David Frost,21.99,289,1314
4,0,01633,Tom Kite,21.98,269,1224
5,0,02146,Payne Stewart,21.57,365,1692
6,0,02321,Fuzzy Zoeller,21.52,275,1278
7,0,01968,Nick Price,21.50,267,1242
8,0,01553,John Huston,21.43,432,2016
9,0,01724,Jeff Maggert,21.29,341,1602
10,0,01418,Bill Glasson,21.28,295,1386
11,0,01200,Keith Clearwater,21.10,395,1872
12,0,01042,Paul Azinger,20.99,306,1458
12,0,01203,Russ Cochran,20.99,355,1691
14,0,01527,Scott Hoch,20.91,350,1674
15,0,01706,Davis Love III,20.89,376,1800
16,0,01771,Blaine McCallister,20.83,330,1584
16,0,02256,Tom Watson,20.83,210,1008
18,0,01475,Donnie Hammond,20.82,311,1494
18,0,01682,Wayne Levi,20.82,284,1364
20,0,01444,Ken Green,20.81,221,1062
21,0,01577,Lee Janzen,20.73,347,1674
22,0,01388,Robert Gamez,20.71,302,1458
23,0,01928,Corey Pavin,20.70,339,1638
24,0,01329,Brad Faxon,20.60,315,1529
25,0,01306,David Edwards,20.51,288,1404
25,0,01783,Mark McCumber,20.51,288,1404
27,0,01313,Steve Elkington,20.39,323,1584
28,0,01098,Jay Don Blake,20.35,283,1391
29,0,01014,Fulton Allem,20.19,327,1620
30,0,02099,Scott Simpson,20.17,281,1393
31,0,01607,Brian Kamm,20.16,312,1548
31,0,02242,Lanny Wadkins,20.16,254,1260
33,0,01510,Nolan Henke,20.13,337,1674
34,0,01143,Brad Bryant,20.12,363,1804
35,0,01361,Dan Forsman,20.05,314,1566
36,0,01755,Dick Mast,19.99,313,1566
37,0,06058,John Flannery,19.96,370,1854
37,0,01887,Mark O'Meara,19.96,309,1548
39,0,01161,Mark Calcavecchia,19.94,341,1710
40,0,01320,Bob Estes,19.90,351,1764
41,0,06090,Jim McGovern,19.87,422,2124
41,0,02225,Howard Twitty,19.87,329,1656
43,0,06086,Russell Beiersdorf,19.83,357,1800
44,0,01331,Rick Fehr,19.73,348,1764
44,0,01385,Jim Gallagher Jr.,19.73,316,1602
44,0,02224,Greg Twiggs,19.73,316,1602
47,0,01201,Lennie Clements,19.65,283,1440
48,0,01837,Gil Morgan,19.64,304,1548
49,0,01677,Tom Lehman,19.59,335,1710
50,0,02159,Curtis Strange,19.56,276,1411
51,0,01846,Jodie Mudd,19.54,204,1044
52,0,01823,Larry Mize,19.52,267,1368
53,0,01920,Craig Parry,19.48,256,1314
54,0,01690,Bruce Lietzke,19.44,175,900
55,0,01024,Billy Andrade,19.38,321,1656
55,0,02279,Mark Wiebe,19.38,314,1620
57,0,01559,Hale Irwin,19.32,233,1206
58,0,01219,John Cook,19.31,292,1512
59,0,01468,Gary Hallberg,19.29,316,1638
60,0,06332,Neal Lancaster,19.28,347,1800
61,0,02090,Tom Sieckmann,19.27,333,1728
62,0,02214,Kirk Triplett,19.26,319,1656
63,0,02049,Gene Sauers,19.22,327,1701
64,0,02033,Dave Rummells,19.20,273,1422
65,0,01381,Fred Funk,19.18,397,2070
65,0,01810,Phil Mickelson,19.18,252,1314
67,0,01945,Kenny Perry,19.15,312,1629
68,0,01707,Steve Lowery,19.11,375,1962
69,0,02131,Mike Springer,19.09,281,1472
70,0,01723,Andrew Magee,18.99,253,1332
71,0,06012,Greg Kraft,18.98,246,1296
72,0,02218,Ted Tryba,18.97,321,1692
73,0,01116,Michael Bradley,18.92,269,1422
74,0,01890,Brett Ogle,18.85,190,1008
75,0,01196,Brian Claar,18.78,365,1944
76,0,01093,Ronnie Black,18.77,297,1582
76,0,01457,Jay Haas,18.77,375,1998
78,0,02133,Craig Stadler,18.75,270,1440
79,0,01096,Phil Blackmar,18.74,298,1590
80,0,01550,Ed Humenik,18.64,312,1674
81,0,01701,Bob Lohr,18.63,285,1530
82,0,01891,David Ogrin,18.60,308,1656
83,0,02255,Denis Watson,18.56,204,1099
84,0,01353,Bruce Fleisher,18.54,297,1602
85,0,01564,David Jackson,18.52,290,1566
85,0,02267,D.A. Weibring,18.52,250,1350
87,0,01958,Dan Pohl,18.48,173,936
88,0,02135,Mike Standly,18.47,307,1662
89,0,01072,Chip Beck,18.43,292,1584
89,0,02100,Tim Simpson,18.43,282,1530
91,0,02246,Duffy Waldorf,18.40,265,1440
92,0,01414,Bob Gilder,18.38,258,1404
92,0,01864,Larry Nelson,18.38,182,990
94,0,01006,John Adams,18.36,304,1656
95,0,01569,Peter Jacobsen,18.35,261,1422
96,0,01495,Morris Hatalsky,18.33,198,1080
96,0,01797,Rocco Mediate,18.33,287,1566
98,0,01185,Brandel Chamblee,18.32,272,1485
99,0,01408,Kelly Gibson,18.25,335,1836
100,0,01926,Steve Pate,18.23,292,1602
101,0,01374,Robin Freeman,18.22,282,1548
