RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
164,0,27613,David Lutterus,69.25,698,1008,-127.00
165,0,25632,Jimmy Walker,69.21,872,1260,-220.00
166,0,21753,Brian Davis,69.16,1108,1602,-248.00
167,0,21959,Ted Purdy,69.11,933,1350,-194.00
168,0,20766,Padraig Harrington,68.94,546,792,-150.00
169,0,01707,Steve Lowery,68.85,694,1008,-153.00
170,0,20098,Stuart Appleby,68.81,1090,1584,-262.00
171,0,21350,Ryuji Imada,68.78,1040,1512,-255.00
172,0,26392,Chris Wilson,68.70,643,936,-124.00
173,0,25892,Steve Wheatcroft,68.36,713,1043,-174.00
174,0,20572,Rod Pampling,68.33,861,1260,-187.00
175,0,01619,Skip Kendall,68.14,601,882,-129.00
176,0,23718,Nathan Green,68.04,992,1458,-230.00
177,0,27649,Brandt Snedeker,68.00,918,1350,-268.00
178,0,23613,Rich Barcelo,67.91,709,1044,-179.00
179,0,07363,Craig Bowden,67.82,586,864,-106.00
180,0,25720,Chad Collins,67.78,915,1350,-231.00
181,0,24227,Justin Bolli,67.59,511,756,-92.00
182,0,12755,Vance Veazey,67.36,582,864,-112.00
183,0,24138,Ian Poulter,67.32,412,612,-95.00
184,0,20850,Daniel Chopra,66.83,806,1206,-204.00
185,0,27797,Derek Lamely,66.49,766,1152,-181.00
186,0,07457,Steve Flesch,66.24,775,1170,-193.00
187,0,06514,Kevin Johnson,65.65,579,882,-112.00
188,0,06012,Greg Kraft,64.96,456,702,-83.00
189,0,20070,Matt Bettencourt,64.52,813,1260,-223.00
190,0,32617,Jerod Turner,63.89,460,720,-100.00
191,0,10423,Mike Weir,62.64,451,720,-123.00
192,0,01329,Brad Faxon,62.50,540,864,-129.00
