RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,20645,John Senden,77.52,1214,1566,-269.00
2,0,23349,Charles Warren,76.67,759,990,-175.00
3,0,06621,Joe Durant,76.51,785,1026,-178.00
4,0,27120,Troy Matteson,76.28,1071,1404,-219.00
5,0,28087,Kris Blanks,75.83,1010,1332,-191.00
6,0,23788,D.J. Trahan,75.68,1117,1476,-263.00
7,0,06595,Kevin Sutherland,75.64,1062,1404,-237.00
8,0,22056,Cameron Percy,75.61,803,1062,-165.00
9,0,21878,Mark Wilson,75.39,1072,1422,-224.00
10,0,27436,Graham DeLaet,75.29,1030,1368,-240.00
11,0,27302,Garth Mulroy,75.26,569,756,-113.00
11,0,08375,Paul Stankowski,75.26,718,954,-186.00
13,0,01945,Kenny Perry,75.10,757,1008,-168.00
14,0,24924,Bill Haas,75.04,1013,1350,-253.00
15,0,20436,Garrett Willis,74.96,958,1278,-215.00
16,0,01706,Davis Love III,74.83,889,1188,-209.00
17,0,33419,Cameron Tringale,74.81,606,810,-118.00
18,0,23638,Brendon de Jonge,74.54,1221,1638,-320.00
18,0,27963,Chris Stroud,74.54,966,1296,-218.00
20,0,24925,Jonathan Byrd,74.53,1100,1476,-263.00
21,0,06527,Steve Stricker,74.40,750,1008,-226.00
22,0,23353,J.J. Henry,74.33,1057,1422,-242.00
22,0,01941,Tom Pernice Jr.,74.33,776,1044,-174.00
24,0,01797,Rocco Mediate,74.32,816,1098,-160.00
24,0,26289,Boo Weekley,74.32,990,1332,-208.00
26,0,27095,Nick Watney,74.24,922,1242,-261.00
27,0,32102,Rickie Fowler,74.23,1109,1494,-285.00
28,0,23623,Bo Van Pelt,74.20,1162,1566,-304.00
29,0,12510,Chad Campbell,74.14,1081,1458,-254.00
30,0,27933,John Merrick,74.09,1227,1656,-280.00
31,0,23108,Matt Kuchar,74.07,1000,1350,-298.00
32,0,20498,Briny Baird,74.05,1053,1422,-210.00
33,0,10885,Robert Allenby,74.04,813,1098,-223.00
34,0,24912,Will MacKenzie,74.02,906,1224,-203.00
35,0,01313,Steve Elkington,74.01,786,1062,-173.00
35,0,21961,Charles Howell III,74.01,1199,1620,-304.00
37,0,22913,John Rollins,74.00,999,1350,-247.00
38,0,07749,Brett Quigley,73.93,1171,1584,-263.00
39,0,02206,David Toms,73.89,931,1260,-234.00
40,0,12602,Dean Wilson,73.88,625,846,-150.00
41,0,10425,Jay Williamson,73.86,811,1098,-168.00
42,0,28620,Aron Price,73.84,824,1116,-196.00
43,0,23322,Brett Wetterich,73.58,702,954,-167.00
44,0,06567,Vijay Singh,73.56,754,1025,-182.00
45,0,20574,Mathew Goggin,73.54,1006,1368,-221.00
46,0,10809,Jim Furyk,73.52,794,1080,-200.00
47,0,24507,Jason Bohn,73.50,979,1332,-258.00
48,0,20229,Stewart Cink,73.42,859,1170,-218.00
48,0,01766,Billy Mayfair,73.42,859,1170,-163.00
50,0,23541,Ben Crane,73.40,872,1188,-224.00
51,0,22293,Heath Slocum,73.36,964,1314,-218.00
52,0,06004,Stephen Ames,73.35,911,1242,-224.00
53,0,22621,Ben Curtis,73.32,871,1188,-182.00
54,0,08075,Jerry Kelly,73.31,1082,1476,-245.00
55,0,24846,Ricky Barnes,73.29,1095,1494,-271.00
55,0,26420,Richard Johnson,73.29,963,1314,-208.00
57,0,22946,Henrik Bjornstad,73.26,778,1062,-178.00
58,0,24140,Sean O'Hair,73.25,857,1170,-188.00
59,0,20378,Mathias Grönberg,73.22,659,900,-141.00
60,0,20691,Greg Owen,73.21,817,1116,-164.00
61,0,27466,Spencer Levin,73.19,1291,1764,-315.00
62,0,24024,Zach Johnson,73.11,987,1350,-274.00
63,0,24781,Hunter Mahan,72.97,880,1206,-216.00
64,0,23307,Roger Tambellini,72.94,814,1116,-141.00
65,0,29285,Brent Delahoussaye,72.93,617,846,-115.00
66,0,01116,Michael Bradley,72.88,892,1224,-189.00
67,0,24358,Robert Garrigus,72.86,800,1098,-200.00
68,0,12705,Cliff Kresge,72.84,590,810,-114.00
69,0,28780,Nicholas Thompson,72.66,1007,1386,-204.00
70,0,27060,John Mallinger,72.65,850,1170,-200.00
71,0,23325,Vaughn Taylor,72.64,1033,1422,-262.00
72,0,06522,Ernie Els,72.63,719,990,-197.00
73,0,26679,Kevin Stadler,72.61,941,1296,-226.00
74,0,25900,Lucas Glover,72.60,771,1062,-200.00
75,0,08385,Omar Uresti,72.59,797,1098,-135.00
76,0,27330,Josh Teater,72.58,1202,1656,-266.00
77,0,20127,Chris Riley,72.57,823,1134,-193.00
78,0,22046,Geoff Ogilvy,72.56,653,900,-181.00
79,0,23135,Tim Clark,72.55,888,1224,-228.00
80,0,24502,Adam Scott,72.54,679,936,-169.00
81,0,24357,K.J. Choi,72.50,796,1098,-202.00
82,0,21209,Sergio Garcia,72.38,469,648,-114.00
83,0,01577,Lee Janzen,72.30,911,1260,-199.00
84,0,21731,Freddie Jacobson,72.29,1002,1386,-248.00
85,0,25364,Paul Casey,72.22,572,792,-176.00
85,0,28089,Jason Day,72.22,923,1278,-220.00
87,0,26287,Roland Thatcher,72.14,883,1224,-174.00
88,0,20105,Jeff Gove,72.10,571,792,-105.00
89,0,01948,Tim Petrovic,72.04,1219,1692,-284.00
90,0,24361,Pat Perez,72.02,1076,1494,-291.00
91,0,26851,Marc Leishman,71.99,933,1296,-244.00
92,0,07867,Woody Austin,71.95,1075,1494,-253.00
92,0,26596,Ryan Moore,71.95,790,1098,-212.00
94,0,25396,Kevin Na,71.93,984,1368,-269.00
95,0,20157,Retief Goosen,71.91,686,954,-203.00
96,0,25804,Bubba Watson,71.89,867,1206,-246.00
97,0,12716,Charley Hoffman,71.86,996,1386,-289.00
98,0,10860,Justin Leonard,71.84,931,1296,-236.00
99,0,25818,Scott Piercy,71.81,1047,1458,-291.00
99,0,30946,Alex Prugh,71.81,1034,1440,-263.00
101,0,06515,Shaun Micheel,71.80,685,954,-154.00
102,0,30925,Dustin Johnson,71.78,814,1134,-242.00
103,0,26951,Johnson Wagner,71.75,955,1331,-206.00
104,0,01724,Jeff Maggert,71.69,813,1134,-163.00
105,0,20848,Ángel Cabrera,71.68,658,918,-158.00
106,0,01320,Bob Estes,71.67,916,1278,-201.00
107,0,12652,Cameron Beckman,71.66,761,1062,-160.00
108,0,23621,Rory Sabbatini,71.64,864,1206,-229.00
109,0,25240,D.A. Points,71.59,1018,1422,-232.00
110,0,25686,Jason Dufner,71.58,889,1242,-190.00
111,0,06643,Paul Goydos,71.55,850,1188,-211.00
112,0,23409,James Driscoll,71.47,952,1332,-236.00
112,0,20160,Charlie Wi,71.47,1145,1602,-285.00
114,0,27936,Martin Laird,71.45,1016,1422,-260.00
115,0,27770,Camilo Villegas,71.43,720,1008,-175.00
116,0,20663,Brenden Pappas,71.31,706,990,-158.00
117,0,01249,John Daly,71.28,603,846,-144.00
118,0,28158,Steve Marino,71.25,808,1134,-220.00
119,0,06251,Chris DiMarco,71.23,1000,1404,-237.00
120,0,23320,Ryan Palmer,71.21,910,1278,-258.00
121,0,09011,David Duval,71.13,717,1008,-186.00
122,0,26695,Michael Letzig,71.11,1024,1440,-260.00
123,0,12714,Chris Tidland,71.08,870,1224,-208.00
124,0,29910,Blake Adams,71.04,959,1350,-238.00
125,0,29221,Webb Simpson,71.01,1176,1656,-305.00
126,0,20472,Alex Cejka,71.00,869,1224,-196.00
127,0,26881,Jarrod Lyle,70.89,587,828,-128.00
128,0,10585,Scott McCarron,70.88,1059,1494,-258.00
129,0,22405,Justin Rose,70.87,893,1260,-249.00
130,0,23673,Michael Connell,70.85,982,1386,-241.00
131,0,27141,J.B. Holmes,70.83,1122,1584,-307.00
131,0,20686,Jeev Milkha Singh,70.83,663,936,-140.00
133,0,08725,Tom Gillis,70.80,1147,1620,-318.00
133,0,22378,Trevor Immelman,70.80,548,774,-114.00
135,0,12782,Tim Herron,70.77,879,1242,-192.00
136,0,01161,Mark Calcavecchia,70.71,420,594,-81.00
136,0,26301,James Nitties,70.71,1031,1458,-254.00
138,0,25562,Andres Romero,70.68,916,1296,-228.00
139,0,27214,Kevin Streelman,70.49,1015,1440,-268.00
140,0,11123,Chris Couch,70.43,748,1062,-226.00
141,0,28237,Rory McIlroy,70.42,507,720,-124.00
142,0,22122,Andrew McLardy,70.33,557,792,-112.00
143,0,20593,Greg Chalmers,70.18,1099,1566,-287.00
144,0,23548,Bill Lunde,70.15,846,1206,-174.00
145,0,23983,Luke Donald,70.13,669,954,-191.00
146,0,26882,Michael Sim,70.02,668,954,-169.00
147,0,28475,Jeff Overton,69.95,894,1278,-259.00
148,0,28307,Matt Every,69.93,642,918,-172.00
149,0,19846,Brian Gay,69.85,1031,1476,-262.00
150,0,24490,George McNeill,69.84,880,1260,-234.00
150,0,32640,Troy Merritt,69.84,968,1386,-258.00
152,0,21949,Joe Ogilvie,69.83,1081,1548,-258.00
153,0,23800,Bryce Molder,69.79,917,1314,-225.00
154,0,08537,J.P. Hayes,69.77,854,1224,-221.00
155,0,24663,Y.E. Yang,69.73,728,1044,-206.00
156,0,31560,Brian Stuard,69.64,890,1278,-201.00
157,0,01810,Phil Mickelson,69.59,714,1026,-213.00
158,0,02239,Scott Verplank,69.54,701,1008,-178.00
159,0,22371,Aaron Baddeley,69.51,1101,1584,-332.00
159,0,25190,Jeff Quinney,69.51,1001,1440,-263.00
161,0,25345,Carl Pettersson,69.41,1037,1494,-288.00
162,0,28500,Martin Flores,69.36,799,1152,-189.00
163,0,26300,Matt Jones,69.31,998,1440,-282.00
